"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AU",2654330000,2544700000,2660620000,2678470000,2728330000,2902570000,3532970000,3843080000,4048860000,3992960000,4459300000,4967350000,5402730000,5156390000
"AT",749880000,1092010000,840180000,673490000,808760000,1840640000,1703770000,1849070000,1633030000,1112710000,1217600000,1045710000,1105800000,1113110000
"BE",1458840000,1556480000,1791360000,2533890000,1781540000,2333930000,2273740000,2009410000,2283480000,2556730000,3032610000,2645760000,2314910000,2190630000
"CA",3410460000,3075420000,4028450000,3522650000,4057130000,5290650000,4727970000,4804360000,5440010000,4921290000,5642920000,5493560000,5645410000,5044060000
"CZ",38520000,59340000,85490000,145020000,152190000,177730000,198450000,191820000,224190000,206770000,223800000,230260000,219620000,207860000
"DK",3070020000,3026400000,2818200000,2460310000,2550950000,2570730000,2645360000,2714020000,2704900000,2786690000,2871020000,2772920000,2692590000,2791700000
"FI",622770000,652550000,727620000,738420000,813520000,1074060000,975780000,1021580000,1118910000,1263950000,1368130000,1337470000,1315980000,1366540000
"FR",7088630000,7312970000,8884380000,9606230000,10037190000,11651100000,11941900000,9951850000,10165220000,12076840000,12888590000,12198460000,12028200000,10821200000
"DE",7981770000,8056380000,8054260000,8467850000,8461100000,11247600000,11491430000,12211980000,13082340000,11571570000,12944130000,13219300000,12939500000,13487170000
"GR",416200000,374740000,471860000,496700000,388650000,456630000,487260000,510630000,649800000,568240000,493930000,389590000,327390000,236740000
"IS",10430000,13460000,15530000,18040000,19390000,21650000,33700000,33950000,43270000,38530000,29830000,24430000,26130000,32980000
"IE",388750000,462270000,577900000,588480000,630550000,728860000,992430000,1043820000,1135700000,926570000,880350000,850140000,808370000,816230000
"IT",2471680000,2922790000,3857540000,3255100000,2925130000,5939450000,4135820000,4039380000,4577170000,3150410000,2998090000,4067950000,2737130000,3250400000
"JP",15560980000,12940060000,12768550000,11503780000,10929190000,16582450000,15042310000,10621320000,11789090000,10542650000,11827260000,10723220000,10604480000,14235030000
"KR",282580000,387300000,383360000,462410000,499490000,788550000,444180000,649650000,868930000,980670000,1234640000,1315110000,1597460000,1685130000
"LU",255270000,296620000,291710000,303470000,329400000,342030000,359690000,410590000,428630000,440190000,419420000,389570000,399030000,402390000
"NL",5504630000,5455280000,5253760000,5103520000,4876480000,5789400000,6003980000,6171380000,6444420000,6128330000,6321980000,5931990000,5522840000,5175980000
"NZ",2.71e+08,276650000,271340000,289090000,313420000,372180000,371500000,388910000,432660000,424070000,390830000,431270000,449130000,440670000
"NO",3104660000,3323200000,3785720000,3930160000,3800370000,4237220000,4087840000,4595090000,4328830000,5128260000,4974400000,4699840000,4752990000,5533860000
"PL",52980000,59450000,23260000,42100000,163660000,246350000,340980000,353910000,311110000,384440000,370840000,389690000,421060000,455380000
"PT",478270000,471380000,518890000,416250000,1191750000,424990000,430310000,455560000,560980000,475940000,629480000,652340000,580760000,466400000
"SK",15740000,22130000,16070000,28030000,43460000,82360000,74110000,74410000,86820000,72020000,73620000,80510000,79680000,82250000
"SI",0,0,0,0,0,41160000,50700000,54870000,62500000,65990000,57690000,58180000,58430000,59450000
"ES",2259360000,3244180000,2912040000,2671100000,2900970000,3442080000,4135370000,4948350000,6128900000,6082340000,5773380000,3857110000,2037350000,2281280000
"SE",2963870000,3027220000,3385410000,3299590000,3386450000,4217570000,4806810000,4705840000,4916160000,5289360000,4930210000,5418780000,5239840000,5561950000
"CH",1798900000,1809960000,1717440000,2036800000,2219530000,2544580000,2327270000,2224270000,2392220000,2692570000,2570290000,2890160000,3055610000,3159800000
"GB",6269240000,6534920000,6608800000,7550390000,8297340000,11178780000,12416910000,8822570000,11042660000,12275640000,13934160000,13901480000,13891460000,17793030000
"US",12764290000,14326880000,16407110000,19752280000,23213390000,31885790000,26059560000,23503150000,27972900000,30273460000,31489690000,31460100000,30686950000,30424310000
"BG",0,0,0,0,0,0,0,0,0,0,42050000,47230000,39950000,49600000
"HR",0,0,0,0,0,0,0,0,0,0,0,0,21360000,45040000
