"id","2009","2010","2011","2012","2013","2014","2015","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008"
"AE",256126600000,285910700000,347516740000,3.72561e+11,4.02626e+11,403246580000,3.70569e+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AT",378024480000,374794700000,416045610000,394606400000,428299260000,434126350000,374138660000,6.28e+09,6.95e+09,7.4e+09,7.97e+09,8.74e+09,9.52e+09,1.029e+10,1.089e+10,1.164e+10,1.277e+10,1.4465e+10,1.6722e+10,2.0625e+10,2.7569e+10,3.2937e+10,3.7457e+10,4.0117e+10,4.7751e+10,5.7435e+10,6.8117e+10,7.6225e+10,6.5797e+10,6.6218e+10,6.6649e+10,6.4218e+10,6.5926e+10,9.363e+10,1.16667e+11,1.25786e+11,125485600000,157914190000,162424090000,183067950000,181385950000,195928550000,231701540000,229964930000,203671770000,209637840000,206727790000,187556710000,185351920000,203885440000,250370580000,290942970000,301528720000,319585850000,363101890000,400095360000
"AU",940528910000,1185552190000,1450350800000,1496885090000,1464361920000,1.394293e+12,1200091670000,1.591e+10,1.612e+10,1.732e+10,1.889e+10,2.076e+10,2.243e+10,2.375e+10,2.609e+10,2.825e+10,3.134e+10,3.44e+10,3.8436e+10,4.5424e+10,6.4675e+10,7.8489e+10,8.4233e+10,9.2516e+10,9.5301e+10,1.07583e+11,1.19088e+11,1.38023e+11,1.58062e+11,1.57293e+11,1.53802e+11,1.7256e+11,1.5504e+11,1.6154e+11,1.87124e+11,2.38884e+11,2.7111e+11,2.80813e+11,2.79739e+11,277231690000,274709440000,3.19533e+11,348678870000,392472390000,392266760000,353989200000,382002320000,370209090000,346482380000,386825070000,492962050000,595629780000,678650980000,719553430000,827212180000,934808310000
"BE",474489630000,469576160000,523485400000,487750640000,507543160000,528308350000,457652800000,1.143e+10,1.213e+10,1.296e+10,1.392e+10,1.557e+10,1.698e+10,1.825e+10,1.956e+10,2.09e+10,2.32e+10,2.5836e+10,2.9081e+10,3.5271e+10,4.588e+10,5.3985e+10,6.3235e+10,6.8457e+10,7.9456e+10,9.7402e+10,1.1094e+11,1.19724e+11,9.7561e+10,8.6103e+10,8.1609e+10,7.759e+10,8.0447e+10,1.14911e+11,1.43408e+11,1.52415e+11,1.53512e+11,195097500000,200673300000,2.22609e+11,2.0746e+11,228925730000,269991720000,266662380000,246014920000,2.50628e+11,250384080000,229121480000,235472860000,2.47789e+11,307995710000,357207110000,373468800000,395970880000,457796030000,498460980000
"BG",,46501150000,52104700000,49757680000,5.1136e+10,5.4e+10,4.7651e+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CA",1319734440000,1549596190000,1707439090000,1788787030000,1799142880000,1759416130000,1529870140000,3.963e+10,3.9141e+10,4.016e+10,4.2533e+10,4.6556e+10,5.1212e+10,5.7191e+10,6.1428e+10,6.7142e+10,7.3834e+10,8.2074e+10,9.3533e+10,1.06222e+11,1.23498e+11,1.50847e+11,1.62631e+11,1.94191e+11,1.97604e+11,2.01988e+11,2.22217e+11,2.47891e+11,2.76368e+11,2.89049e+11,3.16732e+11,3.24971e+11,3.32277e+11,3.51499e+11,4.02025e+11,4.71528e+11,5.28864e+11,5.60135e+11,5.72541e+11,5.48017e+11,5.31735e+11,527173250000,547820500000,565934190000,597982670000,577021910000,615569840000,684489930000,7.05403e+11,718191080000,853583320000,970535700000,1113119580000,1253806750000,1409734710000,1473432530000
"CH",522959310000,585186940000,665510940000,652777350000,697845700000,697585630000,686202930000,8.58e+09,9.61e+09,1.065e+10,1.166e+10,1.286e+10,1.386e+10,1.494e+10,1.59e+10,1.72e+10,1.877e+10,2.1479e+10,2.5757e+10,3.1559e+10,4.2488e+10,4.917e+10,5.6027e+10,5.8881e+10,6.3199e+10,8.8084e+10,9.935e+10,1.05833e+11,9.8755e+10,1.01054e+11,1.018e+11,9.6051e+10,9.7214e+10,1.41481e+11,1.78561e+11,1.93217e+11,186576200000,250002210000,253176210000,262831400000,256743020000,281970240000,332883600000,321549130000,285673700000,293627290000,290546850000,274636100000,274307270000,295931960000,359253710000,400233650000,419990940000,438525670000,454419110000,483158170000
"CY",23175460000,22539470000,23853870000,22088430000,20769790000,1.9776e+10,20342170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16354410000,17909620000,20547410000,22686930000
"CZ",179629580000,179721690000,200934290000,182257160000,185365030000,189164650000,169115910000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67e+10,5.3e+10,4.95e+10,5.5151e+10,69513690000,81305690000,101610830000,118557650000,133902430000,163067700000,200660410000
