"id-to","entity-to-name","year","value"
"DZ","Algeria",2008,693798.77
"DZ","Algeria",2009,209632.2
"DZ","Algeria",2012,168444.8
"DZ","Algeria",2013,22193.51
"DZ","Algeria",2014,0
"DZ","Algeria",2015,99734
"bilateral-unspecified","Bilateral, unspecified",2008,5684080.28
"bilateral-unspecified","Bilateral, unspecified",2009,9285936.29
"bilateral-unspecified","Bilateral, unspecified",2010,7311607.6
"bilateral-unspecified","Bilateral, unspecified",2011,6191020.85
"bilateral-unspecified","Bilateral, unspecified",2012,7837864.11
"bilateral-unspecified","Bilateral, unspecified",2013,8851110.24
"KM","Comoros",2014,0
"KM","Comoros",2015,795013
"DJ","Djibouti",2008,9237821.7
"DJ","Djibouti",2009,6771546.2
"DJ","Djibouti",2010,4814436.82
"DJ","Djibouti",2011,15059224.88
"DJ","Djibouti",2012,2966175.01
"DJ","Djibouti",2013,20256338.05
"DJ","Djibouti",2014,15679059.04
"DJ","Djibouti",2015,26599070.2
"EG","Egypt",2008,109566893.79
"EG","Egypt",2009,181025838.62
"EG","Egypt",2010,137513488.48
"EG","Egypt",2011,118366199.58
"EG","Egypt",2012,225636865.66
"EG","Egypt",2013,143539557.95
"EG","Egypt",2014,155476921.01
"EG","Egypt",2015,74900724.4
"JO","Jordan",2008,61673271.49
"JO","Jordan",2009,45115397.4
"JO","Jordan",2010,176256026.22
"JO","Jordan",2011,41666399.82
"JO","Jordan",2012,24499426.15
"JO","Jordan",2013,129628560.45
"JO","Jordan",2014,43356946.75
"JO","Jordan",2015,14749102
"LB","Lebanon",2008,28440162.04
"LB","Lebanon",2009,31509937.17
"LB","Lebanon",2010,31040445.7
"LB","Lebanon",2011,36350482.93
"LB","Lebanon",2012,49347686.27
"LB","Lebanon",2013,38865678.11
"LB","Lebanon",2014,37606582.92
"LB","Lebanon",2015,37209810.4
"LY","Libya",2008,22545595.69
"LY","Libya",2009,10482170.27
"LY","Libya",2010,20347970.9
"LY","Libya",2012,0
"LY","Libya",2013,0
"MR","Mauritania",2008,124927231.94
"MR","Mauritania",2009,89813120.25
"MR","Mauritania",2010,95175990.72
"MR","Mauritania",2011,53685724.1
"MR","Mauritania",2012,45951669.15
"MR","Mauritania",2013,44105254.43
"MR","Mauritania",2014,78591180.73
"MR","Mauritania",2015,109027828.4
"middle-east","Middle East, regional",2012,479601.76
"middle-east","Middle East, regional",2014,5819123.12
"middle-east","Middle East, regional",2015,3827726.64
"MA","Morocco",2008,136648835.01
"MA","Morocco",2009,82787812.29
"MA","Morocco",2010,205053677.65
"MA","Morocco",2011,186380431.01
"MA","Morocco",2012,175124191.25
"MA","Morocco",2013,184865709.73
"MA","Morocco",2014,63871362.7
"MA","Morocco",2015,154168049
"OM","Oman",2008,36860305.37
"OM","Oman",2009,71801574.61
"OM","Oman",2010,304357.12
"PS","Palestine",2008,986321.18
"PS","Palestine",2009,195610.5
"PS","Palestine",2010,3023569.31
"PS","Palestine",2011,3985419.19
"PS","Palestine",2012,2208078.69
"PS","Palestine",2013,169082.1
"PS","Palestine",2014,47216.61
"PS","Palestine",2015,49867
"SO","Somalia",2015,997340
"SD","Sudan",2008,146831147.66
"SD","Sudan",2009,77411619.58
"SD","Sudan",2010,59984212.07
"SD","Sudan",2011,125005885.87
"SD","Sudan",2012,105669923.66
"SD","Sudan",2013,93592368.48
"SD","Sudan",2014,115632458.58
"SD","Sudan",2015,97952314.7
"SY","Syria",2008,81520200.06
"SY","Syria",2009,52361886.7
"SY","Syria",2010,27968885.01
"SY","Syria",2011,73128539.59
"SY","Syria",2012,15588113.61
"TN","Tunisia",2008,94278598.08
"TN","Tunisia",2009,90097853.88
"TN","Tunisia",2010,144440084.91
"TN","Tunisia",2011,32109027.5
"TN","Tunisia",2012,73896259.67
"TN","Tunisia",2013,73189253.58
"TN","Tunisia",2014,38725053.08
"TN","Tunisia",2015,49635348.4
"YE","Yemen",2008,114591459.49
"YE","Yemen",2009,90764940.2
"YE","Yemen",2010,53423117.94
"YE","Yemen",2011,44055578.62
"YE","Yemen",2012,44734642.85
"YE","Yemen",2013,70792730.13
"YE","Yemen",2014,239045586.38
"YE","Yemen",2015,48362804.04
