"id","entity-name","year","direction","flow-type","flow-name","value"
"CA","Canada",2010,"in","official","oda-capital-repay",37667514.4012428
"CA","Canada",2010,"out","official","dfis-out",0
"CA","Canada",2010,"out","official","oofs-out",2888545804.73427
"CA","Canada",2010,"out","commercial","fdi-devcountries",0
"CA","Canada",2010,"out","private","pda-out",0
"CA","Canada",2010,"in","official","oofs-capital-repay",1689957129.80143
"CA","Canada",2010,"out","official","oda-out",4582215651.13333
"CA","Canada",2010,"out","private","remittances-devcountries",11590562606.4922
"CA","Canada",2010,"in","official","oda-interest",1899934.78469943
"CA","Canada",2010,"in","official","oofs-interest",186150032.414657
"CA","Canada",2011,"out","private","pda-out",1124890247.12805
"CA","Canada",2011,"in","official","oda-capital-repay",37890101.1053007
"CA","Canada",2011,"out","official","dfis-out",0
"CA","Canada",2011,"out","official","oofs-out",8511663077.76146
"CA","Canada",2011,"in","official","oofs-capital-repay",8241631337.98259
"CA","Canada",2011,"out","commercial","fdi-devcountries",0
"CA","Canada",2011,"out","official","oda-out",4457511317.42423
"CA","Canada",2011,"in","official","oda-interest",1845928.00256593
"CA","Canada",2011,"in","official","oofs-interest",855951957.084553
"CA","Canada",2011,"out","private","remittances-devcountries",12012261347.5875
"CA","Canada",2012,"in","official","oda-capital-repay",42295414.570547
"CA","Canada",2012,"out","private","pda-out",0
"CA","Canada",2012,"in","official","oofs-capital-repay",2570929.35365939
"CA","Canada",2012,"out","official","dfis-out",0
"CA","Canada",2012,"out","official","oofs-out",290482779.604845
"CA","Canada",2012,"out","official","oda-out",4596297827.26466
"CA","Canada",2012,"out","private","remittances-devcountries",12603168247.0091
"CA","Canada",2012,"out","commercial","fdi-devcountries",0
"CA","Canada",2012,"in","official","oofs-interest",18117395.5706154
"CA","Canada",2012,"in","official","oda-interest",1813351.42499487
"CA","Canada",2013,"in","official","oda-capital-repay",35083546.5355955
"CA","Canada",2013,"in","official","oofs-interest",18000810.3252728
"CA","Canada",2013,"out","official","dfis-out",0
"CA","Canada",2013,"out","private","pda-out",0
"CA","Canada",2013,"in","official","oofs-capital-repay",30468584.6899085
"CA","Canada",2013,"out","official","oofs-out",378394082.985084
"CA","Canada",2013,"out","private","remittances-devcountries",11510404348.2294
"CA","Canada",2013,"out","commercial","fdi-devcountries",0
"CA","Canada",2013,"out","official","oda-out",4090593978.42482
"CA","Canada",2013,"in","official","oda-interest",1795162.77834005
"CA","Canada",2014,"out","private","pda-out",0
"CA","Canada",2014,"in","official","oofs-interest",27681561.3116
"CA","Canada",2014,"out","official","dfis-out",0
"CA","Canada",2014,"in","official","oda-capital-repay",39113372.658
"CA","Canada",2014,"out","commercial","fdi-devcountries",0
"CA","Canada",2014,"in","official","oofs-capital-repay",70481779.4718
"CA","Canada",2014,"out","private","remittances-devcountries",12563625406.5749
"CA","Canada",2014,"in","official","oda-interest",1761396.9144
"CA","Canada",2014,"out","official","oda-out",3700349545.2104
"CA","Canada",2014,"out","official","oofs-out",543909006.0084
"CA","Canada",2015,"in","official","oda-capital-repay",42550000
"CA","Canada",2015,"out","official","dfis-out",0
"CA","Canada",2015,"in","official","oda-interest",4410000
"CA","Canada",2015,"out","private","remittances-devcountries",15172389410.6275
"CA","Canada",2015,"out","commercial","fdi-devcountries",0
"CA","Canada",2015,"in","official","oofs-interest",43590000
"CA","Canada",2015,"out","official","oda-out",4320070000
"CA","Canada",2015,"out","official","oofs-out",677120000
"CA","Canada",2015,"in","official","oofs-capital-repay",119660000
"CA","Canada",2015,"out","private","pda-out",0
"CH","Switzerland",2000,"in","official","oda-capital-repay",4547362.68731703
"CH","Switzerland",2000,"out","official","oofs-out",14248403.0869267
"CH","Switzerland",2000,"out","official","oda-out",1691581024.99288
"CH","Switzerland",2000,"in","official","oofs-capital-repay",0
"CH","Switzerland",2000,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2000,"out","private","pda-out",0
"CH","Switzerland",2000,"out","private","remittances-devcountries",0
"CH","Switzerland",2000,"in","official","oofs-interest",0
"CH","Switzerland",2000,"out","official","dfis-out",0
"CH","Switzerland",2000,"in","official","oda-interest",4547362.68731703
"CH","Switzerland",2001,"out","official","oda-out",1711955199.38061
"CH","Switzerland",2001,"in","official","oda-interest",0
"CH","Switzerland",2001,"in","official","oda-capital-repay",10294119.4998954
"CH","Switzerland",2001,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2001,"out","private","pda-out",0
"CH","Switzerland",2001,"out","official","oofs-out",12037932.0927739
"CH","Switzerland",2001,"in","official","oofs-capital-repay",0
"CH","Switzerland",2001,"out","private","remittances-devcountries",0
"CH","Switzerland",2001,"in","official","oofs-interest",0
"CH","Switzerland",2001,"out","official","dfis-out",0
"CH","Switzerland",2002,"in","official","oofs-capital-repay",0
"CH","Switzerland",2002,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2002,"out","private","pda-out",0
"CH","Switzerland",2002,"out","official","oda-out",1637111485.31683
"CH","Switzerland",2002,"in","official","oda-interest",0
"CH","Switzerland",2002,"in","official","oda-capital-repay",7118102.47388465
"CH","Switzerland",2002,"out","official","oofs-out",5572953.4002853
"CH","Switzerland",2002,"out","private","remittances-devcountries",0
"CH","Switzerland",2002,"in","official","oofs-interest",0
"CH","Switzerland",2002,"out","official","dfis-out",0
"CH","Switzerland",2003,"in","official","oofs-interest",0
"CH","Switzerland",2003,"in","official","oda-capital-repay",7783140.49839779
"CH","Switzerland",2003,"out","private","pda-out",0
"CH","Switzerland",2003,"in","official","oofs-capital-repay",0
"CH","Switzerland",2003,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2003,"out","official","oda-out",1937957424.13637
"CH","Switzerland",2003,"in","official","oda-interest",0
"CH","Switzerland",2003,"out","official","oofs-out",89119.9293709671
"CH","Switzerland",2003,"out","private","remittances-devcountries",0
"CH","Switzerland",2003,"out","official","dfis-out",0
"CH","Switzerland",2004,"in","official","oofs-capital-repay",0
"CH","Switzerland",2004,"out","official","oda-out",2125649001.9781
"CH","Switzerland",2004,"out","private","pda-out",0
"CH","Switzerland",2004,"in","official","oda-interest",0
"CH","Switzerland",2004,"in","official","oofs-interest",0
"CH","Switzerland",2004,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2004,"in","official","oda-capital-repay",13883127.9635494
"CH","Switzerland",2004,"out","official","oofs-out",0
"CH","Switzerland",2004,"out","official","dfis-out",0
"CH","Switzerland",2004,"out","private","remittances-devcountries",0
"CH","Switzerland",2005,"in","official","oofs-capital-repay",0
"CH","Switzerland",2005,"out","private","pda-out",0
"CH","Switzerland",2005,"in","official","oda-interest",0
"CH","Switzerland",2005,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2005,"out","official","oda-out",2420526618.55235
"CH","Switzerland",2005,"out","private","remittances-devcountries",0
"CH","Switzerland",2005,"in","official","oofs-interest",0
"CH","Switzerland",2005,"in","official","oda-capital-repay",9065438.8444652
"CH","Switzerland",2005,"out","official","oofs-out",0
"CH","Switzerland",2005,"out","official","dfis-out",0
"CH","Switzerland",2006,"in","official","oofs-interest",0
"CH","Switzerland",2006,"out","private","pda-out",0
"CH","Switzerland",2006,"in","official","oofs-capital-repay",0
"CH","Switzerland",2006,"in","official","oda-interest",0
"CH","Switzerland",2006,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2006,"out","official","oda-out",2225956202.80248
"CH","Switzerland",2006,"out","official","dfis-out",0
"CH","Switzerland",2006,"in","official","oda-capital-repay",14306062.7725992
"CH","Switzerland",2006,"out","private","remittances-devcountries",0
"CH","Switzerland",2006,"out","official","oofs-out",23158358.8919821
"CH","Switzerland",2007,"in","official","oofs-capital-repay",0
"CH","Switzerland",2007,"out","private","pda-out",0
"CH","Switzerland",2007,"in","official","oofs-interest",0
"CH","Switzerland",2007,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2007,"out","official","oofs-out",0
"CH","Switzerland",2007,"out","official","dfis-out",0
"CH","Switzerland",2007,"in","official","oda-interest",0
"CH","Switzerland",2007,"in","official","oda-capital-repay",14294575.4277156
"CH","Switzerland",2007,"out","official","oda-out",2134409126.56285
"CH","Switzerland",2007,"out","private","remittances-devcountries",0
"CH","Switzerland",2008,"out","private","remittances-devcountries",0
"CH","Switzerland",2008,"in","official","oofs-capital-repay",0
"CH","Switzerland",2008,"in","official","oofs-interest",0
"CH","Switzerland",2008,"out","private","pda-out",0
"CH","Switzerland",2008,"out","official","dfis-out",0
"CH","Switzerland",2008,"in","official","oda-interest",0
"CH","Switzerland",2008,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2008,"out","official","oofs-out",0
"CH","Switzerland",2008,"out","official","oda-out",2311763086.83383
"CH","Switzerland",2008,"in","official","oda-capital-repay",13097072.8441896
"CH","Switzerland",2009,"in","official","oofs-interest",0
"CH","Switzerland",2009,"in","official","oda-interest",0
"CH","Switzerland",2009,"out","private","remittances-devcountries",0
"CH","Switzerland",2009,"out","private","pda-out",0
"CH","Switzerland",2009,"in","official","oofs-capital-repay",0
"CH","Switzerland",2009,"out","official","oda-out",2576547631.36299
"CH","Switzerland",2009,"out","official","dfis-out",0
"CH","Switzerland",2009,"out","official","oofs-out",0
"CH","Switzerland",2009,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2009,"in","official","oda-capital-repay",11116579.1506048
"CH","Switzerland",2010,"out","official","oofs-out",0
"CH","Switzerland",2010,"in","official","oofs-interest",0
"CH","Switzerland",2010,"out","private","pda-out",582199773.160027
"CH","Switzerland",2010,"in","official","oda-interest",0
"CH","Switzerland",2010,"in","official","oofs-capital-repay",0
"CH","Switzerland",2010,"out","private","remittances-devcountries",916894602.926326
"CH","Switzerland",2010,"in","official","oda-capital-repay",16956861.3038925
"CH","Switzerland",2010,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2010,"out","official","oda-out",2466701406.2717
"CH","Switzerland",2010,"out","official","dfis-out",0
"CH","Switzerland",2011,"out","official","oofs-out",0
"CH","Switzerland",2011,"out","private","remittances-devcountries",853544094.78662
"CH","Switzerland",2011,"in","official","oofs-interest",0
"CH","Switzerland",2011,"out","private","pda-out",0
"CH","Switzerland",2011,"in","official","oofs-capital-repay",0
"CH","Switzerland",2011,"out","official","dfis-out",37701255.7125782
"CH","Switzerland",2011,"in","official","oda-interest",0
"CH","Switzerland",2011,"in","official","oda-capital-repay",25415763.5966753
"CH","Switzerland",2011,"out","official","oda-out",2806415852.14947
"CH","Switzerland",2011,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2012,"in","official","oofs-interest",0
"CH","Switzerland",2012,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2012,"out","private","remittances-devcountries",940718036.54271
"CH","Switzerland",2012,"out","official","oofs-out",0
"CH","Switzerland",2012,"in","official","oda-interest",0
"CH","Switzerland",2012,"in","official","oofs-capital-repay",0
"CH","Switzerland",2012,"out","private","pda-out",0
"CH","Switzerland",2012,"out","official","dfis-out",0
"CH","Switzerland",2012,"out","official","oda-out",2947726302.3428
"CH","Switzerland",2012,"in","official","oda-capital-repay",24803563.0681568
"CH","Switzerland",2013,"in","official","oofs-interest",0
"CH","Switzerland",2013,"out","commercial","fdi-devcountries",0
"CH","Switzerland",2013,"out","official","oofs-out",0
"CH","Switzerland",2013,"in","official","oda-interest",0
"CH","Switzerland",2013,"out","private","remittances-devcountries",1956471252.94971
"CH","Switzerland",2013,"in","official","oda-capital-repay",24160711.9456278
"CH","Switzerland",2013,"out","private","pda-out",0
"CH","Switzerland",2013,"in","official","oofs-capital-repay",0
"CH","Switzerland",2013,"out","official","dfis-out",0
"CH","Switzerland",2013,"out","official","oda-out",3053830677.12754
"CH","Switzerland",2014,"in","official","oofs-interest",0
"CH","Switzerland",2014,"out","official","dfis-out",0
"CH","Switzerland",2014,"in","official","oda-interest",0
"CH","Switzerland",2014,"out","commercial","fdi-devcountries",10246497146.4845
"CH","Switzerland",2014,"out","official","oofs-out",0
"CH","Switzerland",2014,"out","private","remittances-devcountries",1982528420.76806
"CH","Switzerland",2014,"out","private","pda-out",0
"CH","Switzerland",2014,"in","official","oofs-capital-repay",0
"CH","Switzerland",2014,"in","official","oda-capital-repay",76308874.8301
"CH","Switzerland",2014,"out","official","oda-out",3391438613.1472
"CH","Switzerland",2015,"in","official","oda-capital-repay",69060000
"CH","Switzerland",2015,"in","official","oofs-capital-repay",0
"CH","Switzerland",2015,"in","official","oofs-interest",0
"CH","Switzerland",2015,"out","official","dfis-out",0
"CH","Switzerland",2015,"out","official","oda-out",3598630000
"CH","Switzerland",2015,"in","official","oda-interest",0
"CH","Switzerland",2015,"out","commercial","fdi-devcountries",7394213862.62078
"CH","Switzerland",2015,"out","private","pda-out",0
"CH","Switzerland",2015,"out","official","oofs-out",0
"CH","Switzerland",2015,"out","private","remittances-devcountries",2054453467.73363
"CY","Cyprus",2000,"out","official","oda-out",0
"CY","Cyprus",2000,"out","private","pda-out",0
"CY","Cyprus",2000,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2000,"in","official","oofs-interest",0
"CY","Cyprus",2000,"out","official","dfis-out",0
"CY","Cyprus",2000,"in","official","oda-capital-repay",0
"CY","Cyprus",2000,"out","official","oofs-out",0
"CY","Cyprus",2000,"in","official","oda-interest",0
"CY","Cyprus",2000,"out","private","remittances-devcountries",0
"CY","Cyprus",2000,"in","official","oofs-capital-repay",0
"CY","Cyprus",2001,"out","official","oda-out",0
"CY","Cyprus",2001,"in","official","oofs-interest",0
"CY","Cyprus",2001,"out","private","pda-out",0
"CY","Cyprus",2001,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2001,"in","official","oda-capital-repay",0
"CY","Cyprus",2001,"out","official","dfis-out",0
"CY","Cyprus",2001,"out","private","remittances-devcountries",0
"CY","Cyprus",2001,"out","official","oofs-out",0
"CY","Cyprus",2001,"in","official","oofs-capital-repay",0
"CY","Cyprus",2001,"in","official","oda-interest",0
"CY","Cyprus",2002,"in","official","oofs-interest",0
"CY","Cyprus",2002,"out","official","oda-out",0
"CY","Cyprus",2002,"out","private","remittances-devcountries",0
"CY","Cyprus",2002,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2002,"out","private","pda-out",0
"CY","Cyprus",2002,"out","official","oofs-out",0
"CY","Cyprus",2002,"in","official","oda-capital-repay",0
"CY","Cyprus",2002,"out","official","dfis-out",0
"CY","Cyprus",2002,"in","official","oofs-capital-repay",0
"CY","Cyprus",2002,"in","official","oda-interest",0
"CY","Cyprus",2003,"out","official","oda-out",0
"CY","Cyprus",2003,"in","official","oofs-interest",0
"CY","Cyprus",2003,"out","private","pda-out",0
"CY","Cyprus",2003,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2003,"out","private","remittances-devcountries",0
"CY","Cyprus",2003,"out","official","oofs-out",0
"CY","Cyprus",2003,"in","official","oda-interest",0
"CY","Cyprus",2003,"in","official","oda-capital-repay",0
"CY","Cyprus",2003,"out","official","dfis-out",0
"CY","Cyprus",2003,"in","official","oofs-capital-repay",0
"CY","Cyprus",2004,"out","official","oda-out",0
"CY","Cyprus",2004,"in","official","oofs-interest",0
"CY","Cyprus",2004,"in","official","oofs-capital-repay",0
"CY","Cyprus",2004,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2004,"out","official","oofs-out",0
"CY","Cyprus",2004,"out","private","pda-out",0
"CY","Cyprus",2004,"out","private","remittances-devcountries",0
"CY","Cyprus",2004,"out","official","dfis-out",0
"CY","Cyprus",2004,"in","official","oda-interest",0
"CY","Cyprus",2004,"in","official","oda-capital-repay",0
"CY","Cyprus",2005,"in","official","oda-interest",0
"CY","Cyprus",2005,"in","official","oofs-interest",0
"CY","Cyprus",2005,"out","official","oda-out",14736983.6322494
"CY","Cyprus",2005,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2005,"out","private","remittances-devcountries",0
"CY","Cyprus",2005,"out","official","oofs-out",0
"CY","Cyprus",2005,"in","official","oofs-capital-repay",0
"CY","Cyprus",2005,"out","private","pda-out",0
"CY","Cyprus",2005,"in","official","oda-capital-repay",0
"CY","Cyprus",2005,"out","official","dfis-out",0
"CY","Cyprus",2006,"out","private","pda-out",0
"CY","Cyprus",2006,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2006,"in","official","oda-interest",0
"CY","Cyprus",2006,"in","official","oofs-capital-repay",0
"CY","Cyprus",2006,"in","official","oofs-interest",0
"CY","Cyprus",2006,"out","official","oda-out",24827986.8124874
"CY","Cyprus",2006,"out","official","oofs-out",0
"CY","Cyprus",2006,"out","private","remittances-devcountries",0
"CY","Cyprus",2006,"in","official","oda-capital-repay",0
"CY","Cyprus",2006,"out","official","dfis-out",0
"CY","Cyprus",2007,"out","private","pda-out",0
"CY","Cyprus",2007,"out","private","remittances-devcountries",0
"CY","Cyprus",2007,"in","official","oofs-capital-repay",0
"CY","Cyprus",2007,"out","official","dfis-out",0
"CY","Cyprus",2007,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2007,"in","official","oda-interest",0
"CY","Cyprus",2007,"in","official","oofs-interest",0
"CY","Cyprus",2007,"out","official","oda-out",30899064.058391
"CY","Cyprus",2007,"out","official","oofs-out",0
"CY","Cyprus",2007,"in","official","oda-capital-repay",0
"CY","Cyprus",2008,"out","private","pda-out",0
"CY","Cyprus",2008,"in","official","oofs-capital-repay",0
"CY","Cyprus",2008,"in","official","oofs-interest",0
"CY","Cyprus",2008,"out","official","dfis-out",0
"CY","Cyprus",2008,"in","official","oda-interest",0
"CY","Cyprus",2008,"out","private","remittances-devcountries",0
"CY","Cyprus",2008,"out","official","oda-out",31582780.9374257
"CY","Cyprus",2008,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2008,"in","official","oda-capital-repay",0
"CY","Cyprus",2008,"out","official","oofs-out",0
"CY","Cyprus",2009,"out","private","pda-out",0
"CY","Cyprus",2009,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2009,"in","official","oofs-capital-repay",0
"CY","Cyprus",2009,"in","official","oofs-interest",0
"CY","Cyprus",2009,"in","official","oda-interest",0
"CY","Cyprus",2009,"out","official","dfis-out",0
"CY","Cyprus",2009,"out","private","remittances-devcountries",0
"CY","Cyprus",2009,"out","official","oda-out",39672058.6973234
"CY","Cyprus",2009,"out","official","oofs-out",0
"CY","Cyprus",2009,"in","official","oda-capital-repay",0
"CY","Cyprus",2010,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2010,"in","official","oofs-capital-repay",0
"CY","Cyprus",2010,"out","private","remittances-devcountries",139941427.177416
"CY","Cyprus",2010,"out","official","oofs-out",0
"CY","Cyprus",2010,"out","private","pda-out",0
"CY","Cyprus",2010,"out","official","dfis-out",0
"CY","Cyprus",2010,"in","official","oda-capital-repay",0
"CY","Cyprus",2010,"in","official","oofs-interest",0
"CY","Cyprus",2010,"in","official","oda-interest",0
"CY","Cyprus",2010,"out","official","oda-out",44161525.5401834
"CY","Cyprus",2011,"out","private","remittances-devcountries",145982099.097606
"CY","Cyprus",2011,"in","official","oofs-capital-repay",0
"CY","Cyprus",2011,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2011,"out","private","pda-out",0
"CY","Cyprus",2011,"in","official","oda-interest",0
"CY","Cyprus",2011,"in","official","oda-capital-repay",0
"CY","Cyprus",2011,"out","official","dfis-out",0
"CY","Cyprus",2011,"out","official","oda-out",30569561.6989319
"CY","Cyprus",2011,"out","official","oofs-out",0
"CY","Cyprus",2011,"in","official","oofs-interest",0
"CY","Cyprus",2012,"in","official","oda-interest",0
"CY","Cyprus",2012,"out","private","remittances-devcountries",163205770.496127
"CY","Cyprus",2012,"out","private","pda-out",0
"CY","Cyprus",2012,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2012,"out","official","dfis-out",0
"CY","Cyprus",2012,"in","official","oofs-capital-repay",0
"CY","Cyprus",2012,"in","official","oda-capital-repay",0
"CY","Cyprus",2012,"in","official","oofs-interest",0
"CY","Cyprus",2012,"out","official","oofs-out",0
"CY","Cyprus",2012,"out","official","oda-out",20857485.9055282
"CY","Cyprus",2013,"out","private","remittances-devcountries",212693471.471245
"CY","Cyprus",2013,"out","private","pda-out",0
"CY","Cyprus",2013,"in","official","oofs-capital-repay",0
"CY","Cyprus",2013,"in","official","oda-interest",0
"CY","Cyprus",2013,"out","official","dfis-out",0
"CY","Cyprus",2013,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2013,"out","official","oofs-out",0
"CY","Cyprus",2013,"in","official","oofs-interest",0
"CY","Cyprus",2013,"in","official","oda-capital-repay",0
"CY","Cyprus",2013,"out","official","oda-out",16854034.8723491
"CY","Cyprus",2014,"out","private","remittances-devcountries",216208564.994048
"CY","Cyprus",2014,"out","private","pda-out",0
"CY","Cyprus",2014,"in","official","oofs-capital-repay",0
"CY","Cyprus",2014,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2014,"out","official","dfis-out",0
"CY","Cyprus",2014,"in","official","oda-interest",0
"CY","Cyprus",2014,"out","official","oofs-out",0
"CY","Cyprus",2014,"in","official","oda-capital-repay",0
"CY","Cyprus",2014,"in","official","oofs-interest",0
"CY","Cyprus",2014,"out","official","oda-out",15247711.8987
"CY","Cyprus",2015,"in","official","oofs-capital-repay",0
"CY","Cyprus",2015,"out","commercial","fdi-devcountries",0
"CY","Cyprus",2015,"out","official","dfis-out",0
"CY","Cyprus",2015,"in","official","oofs-interest",0
"CY","Cyprus",2015,"out","official","oda-out",18240000
"CY","Cyprus",2015,"out","official","oofs-out",0
"CY","Cyprus",2015,"in","official","oda-capital-repay",0
"CY","Cyprus",2015,"out","private","pda-out",0
"CY","Cyprus",2015,"out","private","remittances-devcountries",244554279.235622
"CY","Cyprus",2015,"in","official","oda-interest",0
"CZ","Czech Republic",2000,"out","official","dfis-out",0
"CZ","Czech Republic",2000,"out","private","pda-out",0
"CZ","Czech Republic",2000,"out","official","oda-out",32881110.4658992
"CZ","Czech Republic",2000,"in","official","oda-interest",0
"CZ","Czech Republic",2000,"in","official","oofs-interest",0
"CZ","Czech Republic",2000,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2000,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2000,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2000,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2000,"out","official","oofs-out",0
"CZ","Czech Republic",2001,"out","private","pda-out",0
"CZ","Czech Republic",2001,"in","official","oofs-interest",0
"CZ","Czech Republic",2001,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2001,"out","official","oda-out",50572248.8207826
"CZ","Czech Republic",2001,"out","official","dfis-out",0
"CZ","Czech Republic",2001,"out","official","oofs-out",0
"CZ","Czech Republic",2001,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2001,"in","official","oda-interest",0
"CZ","Czech Republic",2001,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2001,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2002,"out","official","dfis-out",0
"CZ","Czech Republic",2002,"out","private","pda-out",0
"CZ","Czech Republic",2002,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2002,"in","official","oofs-interest",0
"CZ","Czech Republic",2002,"out","official","oofs-out",0
"CZ","Czech Republic",2002,"out","official","oda-out",72725256.531695
"CZ","Czech Republic",2002,"in","official","oda-interest",0
"CZ","Czech Republic",2002,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2002,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2002,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2003,"in","official","oda-interest",0
"CZ","Czech Republic",2003,"out","official","oda-out",123309028.456484
"CZ","Czech Republic",2003,"out","official","dfis-out",0
"CZ","Czech Republic",2003,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2003,"out","private","pda-out",0
"CZ","Czech Republic",2003,"in","official","oofs-interest",0
"CZ","Czech Republic",2003,"out","official","oofs-out",0
"CZ","Czech Republic",2003,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2003,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2003,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2004,"in","official","oda-interest",0
"CZ","Czech Republic",2004,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2004,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2004,"out","official","oda-out",129467929.642793
"CZ","Czech Republic",2004,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2004,"out","official","dfis-out",0
"CZ","Czech Republic",2004,"out","private","pda-out",0
"CZ","Czech Republic",2004,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2004,"in","official","oofs-interest",0
"CZ","Czech Republic",2004,"out","official","oofs-out",0
"CZ","Czech Republic",2005,"out","private","pda-out",0
"CZ","Czech Republic",2005,"in","official","oda-interest",0
"CZ","Czech Republic",2005,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2005,"out","official","dfis-out",0
"CZ","Czech Republic",2005,"in","official","oofs-interest",0
"CZ","Czech Republic",2005,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2005,"out","official","oda-out",150489956.455149
"CZ","Czech Republic",2005,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2005,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2005,"out","official","oofs-out",0
"CZ","Czech Republic",2006,"in","official","oda-interest",0
"CZ","Czech Republic",2006,"out","official","dfis-out",0
"CZ","Czech Republic",2006,"out","official","oda-out",167625226.927604
"CZ","Czech Republic",2006,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2006,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2006,"in","official","oofs-interest",0
"CZ","Czech Republic",2006,"out","private","pda-out",0
"CZ","Czech Republic",2006,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2006,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2006,"out","official","oofs-out",0
"CZ","Czech Republic",2007,"in","official","oofs-interest",0
"CZ","Czech Republic",2007,"in","official","oda-interest",0
"CZ","Czech Republic",2007,"out","official","oda-out",161738884.506269
"CZ","Czech Republic",2007,"out","official","dfis-out",0
"CZ","Czech Republic",2007,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2007,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2007,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2007,"out","official","oofs-out",0
"CZ","Czech Republic",2007,"out","private","pda-out",0
"CZ","Czech Republic",2007,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2008,"in","official","oofs-interest",0
"CZ","Czech Republic",2008,"in","official","oda-interest",0
"CZ","Czech Republic",2008,"out","official","oda-out",188761588.873117
"CZ","Czech Republic",2008,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2008,"out","official","dfis-out",0
"CZ","Czech Republic",2008,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2008,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2008,"out","private","pda-out",0
"CZ","Czech Republic",2008,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2008,"out","official","oofs-out",0
"CZ","Czech Republic",2009,"in","official","oda-interest",0
"CZ","Czech Republic",2009,"in","official","oofs-interest",0
"CZ","Czech Republic",2009,"out","official","oda-out",173460104.082958
"CZ","Czech Republic",2009,"out","official","oofs-out",0
"CZ","Czech Republic",2009,"in","official","oofs-capital-repay",0
"CZ","Czech Republic",2009,"out","commercial","fdi-devcountries",0
"CZ","Czech Republic",2009,"out","private","pda-out",1017977.32251759
"CZ","Czech Republic",2009,"out","official","dfis-out",0
"CZ","Czech Republic",2009,"out","private","remittances-devcountries",0
"CZ","Czech Republic",2009,"in","official","oda-capital-repay",0
"CZ","Czech Republic",2010,"out","private","remittances-devcountries",87675876.7106864
"CZ","Czech Republic",2010,"in","official","oofs-capital-repay",0
