"di_id","entity_name","year","value"
"AU","Australia",1965,959610000
"AU","Australia",1966,975870000
"AU","Australia",1967,1176250000
"AU","Australia",1968,1269450000
"AU","Australia",1969,1.412e+09
"AU","Australia",1970,1528960000
"AU","Australia",1971,1435200000
"AU","Australia",1972,1652080000
"AU","Australia",1973,1320170000
"AU","Australia",1974,1590760000
"AU","Australia",1975,1948580000
"AU","Australia",1976,1267050000
"AU","Australia",1977,1336660000
"AU","Australia",1978,1777660000
"AU","Australia",1979,1774040000
"AU","Australia",1980,1680900000
"AU","Australia",1981,1473700000
"AU","Australia",1982,2034120000
"AU","Australia",1983,1800600000
"AU","Australia",1984,1799360000
"AU","Australia",1985,2063330000
"AU","Australia",1986,2029670000
"AU","Australia",1987,1511690000
"AU","Australia",1988,2195740000
"AU","Australia",1989,1861940000
"AU","Australia",1990,1683850000
"AU","Australia",1991,1816520000
"AU","Australia",1992,1849860000
"AU","Australia",1993,1857500000
"AU","Australia",1994,1951020000
"AU","Australia",1995,2052130000
"AU","Australia",1996,1711260000
"AU","Australia",1997,1756520000
"AU","Australia",1998,1870980000
"AU","Australia",1999,1836820000
"AU","Australia",2000,1980800000
"AU","Australia",2001,1893640000
"AU","Australia",2002,1980220000
"AU","Australia",2003,1982410000
"AU","Australia",2004,2021690000
"AU","Australia",2005,2150710000
"AU","Australia",2006,2616660000
"AU","Australia",2007,2837600000
"AU","Australia",2008,2992150000
"AU","Australia",2009,2951990000
"AU","Australia",2010,3300530000
"AU","Australia",2011,3655640000
"AU","Australia",2012,3962320000
"AU","Australia",2013,3764620000
"AU","Australia",2014,3637360000
"AU","Australia",2015,3500900000
"AU","Australia",2016,3019720000
"AT","Austria",1960,0
"AT","Austria",1961,5610000
"AT","Austria",1962,64200000
"AT","Austria",1963,5200000
"AT","Austria",1964,110810000
"AT","Austria",1965,335190000
"AT","Austria",1966,310710000
"AT","Austria",1967,311500000
"AT","Austria",1968,156740000
"AT","Austria",1969,132930000
"AT","Austria",1970,92900000
"AT","Austria",1971,97160000
"AT","Austria",1972,122320000
"AT","Austria",1973,217010000
"AT","Austria",1974,281930000
"AT","Austria",1975,325890000
"AT","Austria",1976,199810000
"AT","Austria",1977,362720000
"AT","Austria",1978,446280000
"AT","Austria",1979,333420000
"AT","Austria",1980,414110000
"AT","Austria",1981,592870000
"AT","Austria",1982,648030000
"AT","Austria",1983,444170000
"AT","Austria",1984,541530000
