"IE","Ireland",,,,,,,,,,30200000,33420000,37670000,34660000,85170000,81270000,72290000,73090000,119310000,86750000,98740000,109120000,128530000,93260000,97180000,85180000,86490000,110460000,98660000,125780000,165200000,207180000,241450000,257930000,272820000,339940000,350750000,415880000,523100000,532090000,580850000,668460000,912750000,963420000,1027580000,848580000,820380000,800410000,751030000,753400000,730080000,716500000,802590000,,,,,
"IT","Italy",478610000,451740000,965540000,1218720000,1045040000,1111050000,1271960000,631160000,1049780000,1099670000,799130000,1072980000,839160000,1351290000,827230000,1758780000,1893310000,2363640000,2371220000,3364500000,3246620000,5163010000,4609990000,5296240000,5947400000,4503910000,4273600000,5007750000,4540140000,3998470000,2309480000,3111540000,1753600000,3139440000,2562480000,2214580000,2615730000,3447580000,2907540000,2609440000,5294660000,3679820000,3591970000,4072230000,2806550000,2672770000,3622300000,2445680000,2931620000,3396300000,3942740000,4912210000,974460000,796660000,833700000,1075570000,553810000
"JP","Japan",2231660000,2204710000,3078490000,2954900000,3454960000,3396300000,3499690000,3500760000,4529590000,4489120000,4341680000,3856540000,4219370000,4920170000,6053230000,7409860000,6606120000,6969950000,8238180000,9301790000,8130240000,8371870000,9371200000,10272150000,10647750000,11051610000,12082620000,11411200000,10064670000,10863900000,11006710000,8331870000,9140530000,11248110000,11336310000,12083150000,10038350000,9896090000,8.907e+09,8440570000,12778810000,11564240000,8148990000,9018830000,8074270000,9033200000,8365420000,8074160000,10713240000,9442480000,10262550000,10416740000,1009080000,1172420000,9.34e+08,1408400000,1105950000
"LU","Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,44820000,73800000,58460000,80860000,61600000,89790000,108570000,145400000,178200000,186450000,218690000,253130000,249810000,268060000,287870000,300590000,315310000,368020000,371220000,379090000,373530000,3.45e+08,354850000,363530000,352750000,357080000,391040000,,,,,
"NL","Netherlands",447570000,,660410000,1043150000,1111840000,1457080000,1394760000,1707880000,1432670000,1703060000,2036410000,2339280000,2536390000,2511560000,3067790000,3190310000,3507760000,3482880000,2960590000,3482120000,3173070000,3581090000,3588680000,3681880000,3657080000,3748030000,3700820000,3720170000,3546750000,3389090000,3754540000,3912410000,4008750000,4121840000,4361950000,4870110000,4868650000,4697630000,4565680000,4330290000,5166560000,5321510000,5455920000,5676590000,5381830000,5548820000,5266990000,4890750000,4598590000,4710980000,5742830000,4966260000,315410000,367880000,541550000,198320000,336450000
"NZ","New Zealand",,,,,,122950000,130380000,137120000,139880000,201670000,347590000,284120000,245840000,209170000,228500000,218740000,198130000,198360000,194390000,193430000,190380000,216740000,195560000,195940000,171980000,182870000,197400000,202150000,198130000,201380000,200020000,184680000,241830000,249610000,258810000,249160000,254420000,250450000,267380000,290130000,343760000,344750000,360540000,401160000,391020000,364750000,401080000,415490000,404780000,432850000,448600000,446840000,,,,,
"NO","Norway",36940000,49460000,39100000,237770000,253500000,280100000,298910000,396850000,436040000,5.71e+08,693850000,796140000,969300000,1087230000,1202600000,1172960000,1160760000,1410880000,1560520000,1521720000,1619420000,1945570000,1845070000,1862120000,1748890000,2017510000,1998660000,2083440000,1853260000,2069420000,1973890000,2032820000,2157500000,2345110000,2354960000,2123180000,2274690000,2589240000,2688960000,2601610000,2905340000,2804180000,3151500000,2981800000,3525550000,3431390000,3242280000,3252860000,3765430000,3666540000,4060860000,4360590000,14270000,15460000,14290000,26590000,29230000
"PL","Poland",,,,,,,,,,,111350000,104100000,64630000,73160000,71570000,90270000,13820000,6910000,4410000,9690000,43960000,32110000,19500000,16790000,9790000,3520000,1360000,,,,,,,26940000,31450000,45440000,50840000,19880000,35810000,1.39e+08,209100000,288800000,300380000,262430000,323620000,311720000,327230000,354080000,396750000,365670000,423200000,606380000,,,,,
"PT","Portugal",,198370000,428920000,,,,,,,,,,,,,,,,,,,,102760000,198700000,257470000,265840000,353210000,422300000,376600000,467610000,346150000,294780000,370600000,378700000,408320000,447450000,440460000,482500000,385590000,1104780000,390860000,394310000,416790000,512340000,433940000,573880000,597870000,532750000,424060000,371070000,311750000,339310000,11990000,411600000,,,
"SK","Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16640000,13540000,19020000,13800000,24100000,37250000,70660000,63590000,63850000,74520000,61770000,63190000,69090000,68420000,71110000,6.9e+07,84330000,1.06e+08,,,,,
"SI","Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37210000,45790000,49570000,56190000,59350000,51880000,52370000,52470000,52700000,52250000,63660000,81300000,,,,,
"KR","South Korea",,,,,,,,,,,,,,,,,,,,,,,48080000,57450000,49460000,85910000,76530000,100820000,141960000,165320000,122540000,168250000,222860000,308900000,460300000,289790000,398490000,394610000,476770000,515260000,810530000,456390000,665560000,889950000,1003120000,1268520000,1350450000,1639060000,1736270000,1756230000,1900810000,1991940000,,,,,
"ES","Spain",,,,,,,,,,,,,,,,314150000,561330000,468220000,190120000,370790000,554110000,495150000,469950000,448950000,922400000,1360210000,1658390000,1841960000,1873720000,1906670000,1747840000,1593310000,1770270000,1967470000,1985220000,1947790000,2799700000,2518850000,2315810000,2517950000,2993370000,3601630000,4307240000,5347290000,5297230000,5024540000,3356190000,1771330000,1969470000,1578290000,1396440000,4223670000,,,,,
"SE","Sweden",110590000,,150850000,403490000,659230000,609990000,761910000,826710000,982570000,1334060000,1536860000,1528860000,1831780000,1691080000,1879260000,1618210000,1709380000,2108290000,1789920000,1764490000,1953300000,1974420000,2118740000,2107780000,2423250000,2291180000,2280010000,2510200000,2376210000,2360920000,1970780000,2151440000,2089560000,1960700000,2091550000,2521230000,2571630000,2873660000,2801560000,2872730000,3580440000,4084730000,3994080000,4165590000,4467880000,4158300000,4576760000,4421910000,4682140000,5184280000,7095190000,4.873e+09,7890000,11650000,22980000,51810000,93690000
"CH","Switzerland",110040000,164540000,93560000,337550000,401950000,391330000,321210000,620820000,479790000,437680000,541410000,533880000,562540000,580670000,647700000,754250000,771270000,806840000,1038890000,1009040000,1092770000,1081910000,1138260000,1226120000,1197390000,1307130000,1473800000,1868140000,1335790000,1512380000,1432780000,1416990000,1480600000,1461300000,1633560000,1660390000,1674730000,1602950000,1895160000,2076410000,2368250000,2169310000,2074540000,2250010000,2508950000,2395530000,2695510000,2855420000,2958240000,3235200000,3429160000,3582490000,33790000,124130000,39750000,51290000,94910000
"GB","United Kingdom",3439060000,3593520000,3336200000,3454570000,3738910000,3436580000,4017440000,3948590000,3566570000,3902800000,3759850000,3912450000,4460400000,4783260000,5561280000,3626730000,4415600000,3867400000,3777470000,3633500000,3817870000,3632810000,3328690000,4084710000,4034020000,3507600000,4021010000,3941390000,4075400000,4324560000,4101380000,3980480000,4033060000,4435960000,3995720000,5497650000,5811350000,5890830000,6714060000,7367800000,9860070000,10934660000,7748570000,9732760000,10894970000,12551170000,12561070000,12565960000,1.6053e+10,16179780000,16715230000,17955520000,2973360000,3847600000,3387190000,3255990000,3816810000
"US","USA",20625340000,19995990000,17823680000,17500720000,17379960000,15418130000,14481820000,17656780000,11241840000,14259410000,14782290000,14684250000,14847690000,16781280000,12820520000,17921070000,13277130000,17733760000,16808520000,17498110000,18302490000,18249640000,16958420000,18229130000,13283410000,19011660000,18186020000,18511780000,15611040000,14989770000,10895410000,13621340000,9824550000,12413350000,12726110000,13544610000,15204200000,17412250000,20963310000,24634660000,33834780000,27652670000,24938220000,29678600000,32122760000,32643300000,33395630000,32459160000,32583400000,33881320000,31380860000,34420980000,16448440000,20329750000,21166340000,21910090000,19619140000
