"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AD",1133644295,1264760246,1456198796,1917948475,2322163502,2539759286,2823503853,3245411584,3712034267,,,,,
"AE",1.04e+11,1.03e+11,1.1e+11,1.24e+11,1.48e+11,1.81e+11,2.22e+11,2.58e+11,3.15e+11,2.54e+11,2.86e+11,3.47e+11,3.72e+11,4.02e+11
"AF",,2461666315,4128818042,4583648922,5285461999,6275076016,7057597614,9843851009,10190534637,12486950468,15936784437,17870159082,20506795254,20309671015
"AG",783837838,773765171.5,802529319.2,839996355.5,898356132.3,997374093.5,1135143573,1289254311,1347349852,1206410370,1135539037,1129918370,1204713111,1200587519
"AL",3686649387,4091020249,4449373455,5652325082,7464446950,8376483394,9132558097,10701011524,12881353508,12044208086,11926957255,12890866743,12344529628,12923240278
"AM",1911563665,2118467913,2376335048,2807061009,3576615240,4900436759,6384457744,9206301700,11662040714,8647936748,9260287416,10142342770,9958217880,10432169571
"AO",9129594819,8936079253,12497346042,14188949240,19640862550,28233699334,41789493192,60448887583,84178084135,75492416523,82470894868,1.04e+11,1.15e+11,1.24e+11
"AR",3.44e+11,3.25e+11,1.24e+11,1.57e+11,1.83e+11,2.23e+11,2.64e+11,3.3e+11,4.06e+11,3.78e+11,4.63e+11,5.58e+11,6.03e+11,6.1e+11
"AS",,,,,,,,,,,,,,
"AT",1.96e+11,1.97e+11,2.13e+11,2.61e+11,3e+11,3.15e+11,3.34e+11,3.86e+11,4.28e+11,3.98e+11,3.9e+11,4.29e+11,4.08e+11,4.28e+11
"AU",4.15e+11,3.78e+11,3.94e+11,4.66e+11,6.13e+11,6.93e+11,7.47e+11,8.53e+11,1.06e+12,9.26e+11,1.14e+12,1.39e+12,1.53e+12,1.56e+12
"AW",1873452514,1920262570,1941094972,2021301676,2228279330,2331005587,2421474860,2623726257,2791960894,2498932961,2467703911,2584463687,,
"AZ",5272617196,5707618247,6236024951,7275766111,8680511918,13245421881,20982270733,33050343783,48852482960,44291490421,52902703376,65951627200,68730906314,73560484385
"BA",5505984456,5748990555,6651226179,8370020196,10022840635,10903779488,12550175101,15441062281,18711890354,17264893103,16847493059,18318439121,16906005781,17851326454
"BB",3119500000,3112350000,3168600000,3271200000,3509700000,3891500000,4314050000,4513250000,4541550000,4592650000,4433700000,4368900000,4224850000,
"BD",47124925462,46987842847,47571130071,51913661485,56560744012,60277560976,71819088743,79611888213,91631278239,1.02e+11,1.15e+11,1.29e+11,1.33e+11,1.5e+11
"BE",2.37e+11,2.37e+11,2.58e+11,3.19e+11,3.7e+11,3.87e+11,4.11e+11,4.72e+11,5.2e+11,4.86e+11,4.84e+11,5.28e+11,4.99e+11,5.25e+11
"BF",2610959139,2812845486,3205592273,4205691122,4838551014,5462709055,5844669738,6755823933,8350710389,8348156389,9209288383,10395757480,10726305450,11582556068
"BG",13353530517,14303810795,16343311507,21101364345,25919754936,29300588273,33649638299,43634648380,53316401915,50161405417,48669060512,55765057234,52588115104,54479873100
"BH",9063147901,8976446420,9632411109,11075116594,13150516509,15969151306,18505545360,21730577941,25711151182,22938462111,25713544825,29044378132,30756789966,32890110533
"BI",870486065.9,876794723,825394484.4,784654423.6,915257323.4,1117254387,1273180655,1356078300,1611634286,1739781536,2026864414,2355652064,2472384864,2714507031
"BJ",2359122303,2499269391,2807657386,3557229702,4050869968,4358015993,4705087452,5511880906,6633463907,6584477485,6561782313,7289779658,7543183759,8307222087
"BM",3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5473536000,
"BN",6001153318,5601090584,5843329102,6557333067,7872333197,9531402830,11470703002,12247694247,14393099069,10732366286,12369708859,16691360399,16953952625,16111135789
"BO",8397858185,8141513292,7905485216,8082396526,8773451739,9549196256,11451845341,13120183157,16674324634,17339992165,19649631308,23948541156,27035110130,30601157742
"BR",6.45e+11,5.54e+11,5.04e+11,5.52e+11,6.64e+11,8.82e+11,1.09e+12,1.37e+12,1.65e+12,1.62e+12,2.14e+12,2.48e+12,2.25e+12,2.25e+12
"BS",6327552000,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8246650000,7820420000,7.91e+09,7.931e+09,8.219e+09,8.42e+09
"BT",439158233.2,476360697.2,537050133.7,622026107.8,702682019,818869145.1,897672085.6,1196091805,1258193519,1264758198,1585396256,1820207626,1823692110,1781261413
"BW",5788311645,5489646903,5438856515,7511538765,8957491785,9931223489,10126990496,10939028151,11113042240,10106837293,13746712711,15365212953,14537486274,14784707345
"BY",12736856485,12354820144,14594925393,17825436035,23141587718,30210091837,36961918859,45275711996,60763483146,49208656976,55220932614,59734593905,63615445567,71709513654
"BZ",831750000,871840755.4,932676403.2,990350000,1057850000,1114202700,1217442150,1290542550,1368625150,1336957250,1397113450,1487005600,1573867300,1624294250
"CA",7.39e+11,7.33e+11,7.53e+11,8.88e+11,1.02e+12,1.16e+12,1.31e+12,1.46e+12,1.54e+12,1.37e+12,1.61e+12,1.78e+12,1.82e+12,1.83e+12
"CD",19088046306,7438044091,8728038480,8937556125,10297481446,11964484458,14296505933,16364027647,19206015305,18262675199,21561941369,25835398967,29306222816,32690896873
"CF",914500332,931833293.8,991387865,1139754772,1270080228,1350300947,1473721521,1698125680,1985370255,1981728179,1986014759,2195599491,2169706411,1538175744
"CG",3219910666,2794259756,3019993723,3495868725,4648628839,6087002682,7731261169,8394688589,11859015181,9593536719,12007880067,14425606793,13677929162,14085852120
"CH",2.72e+11,2.79e+11,3.01e+11,3.52e+11,3.94e+11,4.08e+11,4.29e+11,4.77e+11,5.52e+11,5.4e+11,5.81e+11,6.96e+11,6.66e+11,6.85e+11
"CI",10417060605,10545285037,11486664265,13737482343,15481092597,17084927540,17800887469,20343636059,24224905504,24277494337,24884503951,25381617036,27098590232,31062026533
"CL",79328640264,72336972322,70984568429,77840186385,1.01e+11,1.24e+11,1.55e+11,1.73e+11,1.8e+11,1.72e+11,2.18e+11,2.51e+11,2.66e+11,2.77e+11
"CM",9287367569,9633109257,10879778328,13621738512,15775356737,16587857509,17953066391,20431781120,23322256428,23381142604,23622482955,26587310734,26472054176,29567504655
"CN",1.2e+12,1.32e+12,1.45e+12,1.64e+12,1.93e+12,2.26e+12,2.71e+12,3.49e+12,4.52e+12,4.99e+12,5.93e+12,7.32e+12,8.23e+12,9.24e+12
"CO",99886577576,98203544965,97933392356,94684582573,1.17e+11,1.47e+11,1.63e+11,2.08e+11,2.44e+11,2.34e+11,2.87e+11,3.35e+11,3.7e+11,3.78e+11
"CR",15946443103,16403602943,16844378578,17517536016,18596365927,19964893807,22526464409,26321999607,29831167681,29382692643,36298327670,41237296807,45374788701,49621089476
"CU",30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806200000,62078610000,64328220000,68233900000,,
"CV",539227052.8,563024256.7,620974807.1,813963933.8,924318505.9,971976952.2,1107890815,1513934037,1789332788,1711816593,1664310633,1864823991,1757304419,1879402554
"CW",,,,,,,,,,,,,,
"CY",9314937556,9679304971,10557366162,13319544758,15816972051,16997801392,18435765910,21841815681,25321517504,23542650736,23132450331,24851264943,22766912960,21911444503
"CZ",61474265135,67375682473,81696693249,99300329682,1.19e+11,1.36e+11,1.55e+11,1.89e+11,2.35e+11,2.06e+11,2.07e+11,2.27e+11,2.07e+11,2.09e+11
"DE",1.95e+12,1.95e+12,2.08e+12,2.5e+12,2.82e+12,2.86e+12,3e+12,3.44e+12,3.75e+12,3.41e+12,3.41e+12,3.75e+12,3.53e+12,3.73e+12
"DJ",551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1198997305,1128611700,1239144502,1353632942,1456344495
"DK",1.64e+11,1.65e+11,1.79e+11,2.18e+11,2.51e+11,2.65e+11,2.83e+11,3.2e+11,3.53e+11,3.2e+11,3.2e+11,3.41e+11,3.22e+11,3.36e+11
"DM",335845808.9,343119364.3,337695734.8,350091216,374771474.9,370370370.4,397777777.8,428888888.9,468888888.9,498888888.9,492962963,508518518.5,514814814.8,516666666.7
"DO",23996656676,24894907435,26570402719,21268012747,22163928097,33969724872,35965041793,44078280922,48143840500,47889008135,53042943731,58145330250,60331668443,61163676805
"DZ",54790058957,54744716706,56760288962,67863832648,85324997370,1.03e+11,1.17e+11,1.35e+11,1.71e+11,1.37e+11,1.61e+11,1.99e+11,2.04e+11,2.1e+11
"EC",18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87623411000,94472679000
"EE",5685561596,6233506401,7308608835,9822143180,12057639752,14003096553,16958044846,22228670168,24185794095,19640620154,19479012423,22803433933,22660754204,24880264958
"EG",99838540997,97632008051,87850680579,82923680613,78845185716,89685724897,1.07e+11,1.3e+11,1.63e+11,1.89e+11,2.19e+11,2.36e+11,2.63e+11,2.72e+11
"ER",706370812.3,752368494.5,729321364.1,870247701.7,1109054002,1098425900,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091967480,3444097561
"ES",5.95e+11,6.26e+11,7.05e+11,9.07e+11,1.07e+12,1.16e+12,1.26e+12,1.48e+12,1.64e+12,1.5e+12,1.43e+12,1.49e+12,1.36e+12,1.39e+12
"ET",8242349955,8231251886,7850789593,8623669993,10131098642,12401031522,15280701944,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47525186490
"FI",1.26e+11,1.29e+11,1.4e+11,1.71e+11,1.97e+11,2.04e+11,2.17e+11,2.55e+11,2.84e+11,2.51e+11,2.48e+11,2.74e+11,2.56e+11,2.67e+11
"FJ",1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3103099942,3405050612,3523185920,2870624636,3140508836,3646423266,3849824013,3855017107
"FM",233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,326161000,316245700
"FO",1062339944,1154899793,1268445919,1486861879,1683997930,1730894295,1970135199,2278229880,2412859693,2198138372,,,,
"FR",1.37e+12,1.38e+12,1.5e+12,1.85e+12,2.12e+12,2.2e+12,2.32e+12,2.66e+12,2.92e+12,2.69e+12,2.65e+12,2.86e+12,2.69e+12,2.81e+12
"GA",5067865503,4712849280,4931503836,6054883172,7178135606,8665736618,9545982814,11570860872,15685389827,12031268402,14569527125,18796191833,17843815459,19343506599
"GB",1.55e+12,1.53e+12,1.67e+12,1.94e+12,2.3e+12,2.41e+12,2.58e+12,2.96e+12,2.79e+12,2.31e+12,2.41e+12,2.59e+12,2.61e+12,2.68e+12
"GD",520044361.2,520444176,540336916.4,591018397,599118582,695370284,698700654.3,758683579.2,825977874.3,771278097.5,771015875.3,778648652.9,799882134,835581688.9
"GE",3057453476,3219487818,3395778680,3991374549,5125273872,6411147328,7761900166,10172260745,12799337248,10766836277,11638536834,14434619982,15846474596,16140047012
"GH",4982849054,5314871684,6166197192,7632720680,8881419348,10731883141,20410331626,24757553102,28528014621,25978508376,32174839713,39564771637,41740926505,48137027487
"GL",1068024994,1086170639,1169136691,1426452030,1644951892,1702543477,1738432116,2121759848,1739579594,1267711816,,,,
"GM",782913866,687410630.5,578235309.3,487038679.4,578785600,624173995.6,655068112.4,798869803.5,965771304.1,900641059.3,951827284.9,904256027.7,912427787.4,903497025.7
"GN",2995360969,2833442750,2949637039,3446442219,3666349049,2937072009,2821346684,4134173271,4515824643,4609923720,4735956476,5067360041,5651088170,6144131903
"GQ",1045998534,1461139008,1806742733,2484745876,4410764261,8217368425,8081982438,10201201022,15439740345,9364826470,11582917790,15725711943,16496531233,15580563836
"GR",1.31e+11,1.36e+11,1.53e+11,2.02e+11,2.4e+11,2.48e+11,2.73e+11,3.19e+11,3.55e+11,3.3e+11,3e+11,2.89e+11,2.5e+11,2.42e+11
"GT",19290566570,18702820735,20776536920,21917565500,23965280312,27211243473,30231117390,34113093454,39136507937,37733655166,41337958252,47654841113,50388454861,53796709475
"GU",,,,,,,,,,,,,,
"GW",370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1103652041,958857944.2,960778479.5
