"id","entity-name","year","value"
"d18974","Baringo",2009,51.5
"d18975","Bomet",2009,53
"d18987","Bungoma",2009,44.4
"d18988","Busia",2009,50
"d18976","Elgeyo-Marakwet",2009,51.3
"d18955","Embu",2009,51.4
"d18965","Garissa",2009,27.3
"d18968","Homa Bay",2009,70.9
"d18956","Isiolo",2009,45.5
"d18991","Kajiado",2009,53
"d18989","Kakamega",2009,44.4
"d18977","Kericho",2009,59.1
"d18943","Kiambu",2009,51.6
"d18949","Kilifi",2009,53.9
"d18944","Kirinyaga",2009,56.6
"d18969","Kisii",2009,51.4
"d18970","Kisumu",2009,62.1
"d18957","Kitui",2009,56.2
"d18950","Kwale",2009,51.8
"d18978","Laikipia",2009,50.2
"d18951","Lamu",2009,45.3
"d18958","Machakos",2009,55.4
"d18959","Makueni",2009,52.3
"d18966","Mandera",2009,8.1
"d18960","Marsabit",2009,34.2
"d18961","Meru",2009,45.3
"d18971","Migori",2009,64.5
"d18952","Mombasa",2009,57.8
"d18946","Murang'a",2009,51.5
"d18964","Nairobi",2009,60.4
"d18979","Nakuru",2009,50.3
"d18980","Nandi",2009,53.3
"d18981","Narok",2009,55.6
"d18962","Nithi",2009,51.6
"d18972","Nyamira",2009,50.6
"d18947","Nyandarua",2009,54.5
"d18948","Nyeri",2009,54.5
"d18982","Samburu",2009,45
"d18973","Siaya",2009,57.5
"d18953","Taita Taveta",2009,51.4
"d18954","Tana River",2009,41.6
"d18983","Trans-Nzoia",2009,43.1
"d18984","Turkana",2009,42.4
"d18985","Uasin Gishu",2009,63.5
"d18990","Vihiga",2009,44.8
"d18967","Wajir",2009,21.1
"d18986","West Pokot",2009,34.1
