"id","entity-name","2009"
"d18974","Baringo",67.4
"d18975","Bomet",56.7
"d18987","Bungoma",40.5
"d18988","Busia",55.9
"d18976","Elgeyo-Marakwet",77
"d18955","Embu",46.7
"d18965","Garissa",29.4
"d18968","Homa Bay",70.6
"d18956","Isiolo",56.9
"d18991","Kajiado",69.9
"d18989","Kakamega",50
"d18977","Kericho",55.8
"d18943","Kiambu",69.9
"d18949","Kilifi",71.5
"d18944","Kirinyaga",73.6
"d18969","Kisii",45.5
"d18970","Kisumu",59.5
"d18957","Kitui",54.4
"d18950","Kwale",62.2
"d18978","Laikipia",60
"d18951","Lamu",63.7
"d18958","Machakos",51
"d18959","Makueni",52.1
"d18966","Mandera",
"d18960","Marsabit",65.9
"d18961","Meru",69.8
"d18971","Migori",55.4
"d18952","Mombasa",63.3
"d18946","Murang'a",59.8
"d18964","Nairobi",57.4
"d18979","Nakuru",53.3
"d18980","Nandi",48.9
"d18981","Narok",67.7
"d18962","Nithi",67.5
"d18972","Nyamira",
"d18947","Nyandarua",46
"d18948","Nyeri",
"d18982","Samburu",48.9
"d18973","Siaya",65.6
"d18953","Taita Taveta",50.8
"d18954","Tana River",47.8
"d18983","Trans-Nzoia",45.7
"d18984","Turkana",76.5
"d18985","Uasin Gishu",55.7
"d18990","Vihiga",50.1
"d18967","Wajir",57.2
"d18986","West Pokot",63.3
