"district_id","district_name","year","value","value_ncu"
"d314","Abim",2013,5004478.77,11180716000
"d314","Abim",2014,6812629.15,15924799000
"d314","Abim",2015,5586781.15,15772710000
"d314","Abim",2016,3711027.78,13734917000
"d301","Adjumani",2013,7198225.67,16081858000
"d301","Adjumani",2014,9025849.08,21098291000
"d301","Adjumani",2015,7640051.83,21569544000
"d301","Adjumani",2016,5459508.47,20206234000
"d301","Adjumani",2017,5245736.27,21063591000
"d301","Adjumani",2018,4841851.59,20946420000
"d322","Agago",2013,7227867.02,16148081000
"d322","Agago",2014,7721903.95,18050266000
"d322","Agago",2015,7704212.97,21750685000
"d322","Agago",2016,5667817.95,20977210000
"d323","Alebtong",2013,5643941.71,12609367000
"d323","Alebtong",2014,5996195.51,14016352000
"d323","Alebtong",2015,6553890.48,18503072000
"d323","Alebtong",2016,3996909.15,14792995000
"d323","Alebtong",2017,4243512.47,17039288000
"d323","Alebtong",2018,,
"d315","Amolatar",2013,5592295.04,12493981000
"d315","Amolatar",2014,6110674.79,14283952000
"d315","Amolatar",2015,4861131.61,13724042000
"d315","Amolatar",2016,3627688.7,13426470000
"d315","Amolatar",2017,3170073.63,12729030000
"d315","Amolatar",2018,,
"d324","Amudat",2013,2728462.25,6095772000
"d324","Amudat",2014,2645260.71,6183405000
"d324","Amudat",2015,2227194.09,6287858000
"d324","Amudat",2016,1602609.8,5931433000
"d324","Amudat",2017,1499452.75,6020863000
"d324","Amudat",2018,,
"d216","Amuria",2013,7502161.14,16760893000
"d216","Amuria",2014,8086370.74,18902222000
"d216","Amuria",2015,6584327.01,18589001000
"d216","Amuria",2016,4789561.91,17726689000
"d216","Amuria",2017,5155604.93,20701680000
"d216","Amuria",2018,,
"d316","Amuru",2013,6040848,13496112000
"d316","Amuru",2014,5595539.41,13079802000
"d316","Amuru",2015,5718311.83,16144050000
"d316","Amuru",2016,4373390.94,16186395000
"d316","Amuru",2017,4229780.5,16984149000
"d316","Amuru",2018,,
"d302","Apac",2013,10656793.72,23808790000
"d302","Apac",2014,13265426.74,31008477000
"d302","Apac",2015,10968758.89,30967215000
"d302","Apac",2016,7656742.81,28338437000
"d302","Apac",2017,7881253.16,31646176000
"d303","Arua",2013,19706131.39,44026295000
"d303","Arua",2014,27839813.26,65076701000
"d303","Arua",2015,24085380.82,67998319000
"d303","Arua",2016,17491778.06,64738971000
"d303","Arua",2017,20134723.38,80848437000
"d303","Arua",2018,14114632.29,61061561000
"d217","Budaka",2013,5312398.32,11868652000
"d217","Budaka",2014,5965796.47,13945293000
"d217","Budaka",2015,5527202.01,15604505000
