"district_id","2002","2014","2015","2016","2017","2018","2019","2020"
"d314",,15.9,,,,,,
"d301",,17.9,,,,,,
"d322",,12.7,,,,,,
"d323",,2.9,,,,,,
"d315",,14.7,,,,,,
"d324",,11.1,,,,,,
"d216",,6.4,,,,,,
"d316",,5,,,,,,
"d302",,6.1,,,,,,
"d303",,7.9,,,,,,
"d217",,11.5,,,,,,
"d218",,6.6,,,,,,
"d201",,16.8,,,,,,
"d420",,2.4,,,,,,
"d117",,49.3,,,,,,
"d219",,5.4,,,,,,
"d118",,8.5,,,,,,
"d220",,13.5,,,,,,
"d225",,9.7,,,,,,
"d416",,6.4,,,,,,
"d401",,15.9,,,,,,
"d402",,20.4,,,,,,
"d202",,16.9,,,,,,
"d221",,13.6,,,,,,
"d119",,15.1,,,,,,
"d120",,11.1,,,,,,
"d226",,7.2,,,,,,
"d317",,11,,,,,,
"d121",,7.8,,,,,,
"d304",,34.3,,,,,,
"d403",,18.5,,,,,,
"d417",,25.9,,,,,,
"d203",,18.4,,,,,,
"d418",,11.4,,,,,,
"d204",,36.6,,,,,,
"d318",,6.9,,,,,,
"d404",,14.4,,,,,,
"d405",,26,,,,,,
"d213",,1.9,,,,,,
"d101",,9.2,,,,,,
"d222",,7.1,,,,,,
"d122",,4.4,,,,,,
"d102",,100,,,,,,
"d205",,12.3,,,,,,
"d413",,5.5,,,,,,
"d414",,20.3,,,,,,
"d206",,12.8,,,,,,
"d406",,17.4,,,,,,
"d207",,5.6,,,,,,
"d112",,7.4,,,,,,
"d407",,7.9,,,,,,
"d103",,22.6,,,,,,
"d227",,8.6,,,,,,
"d419",,9.5,,,,,,
"d421",,20.9,,,,,,
"d408",,9,,,,,,
"d305",,37,,,,,,
"d319",,28,,,,,,
"d325",,3.7,,,,,,
"d306",,7.7,,,,,,
"d208",,15.3,,,,,,
"d228",,6.9,,,,,,
"d123",,11.4,,,,,,
"d422",,9.3,,,,,,
"d415",,15.4,,,,,,
"d326",,16.2,,,,,,
"d307",,24.8,,,,,,
"d229",,4.3,,,,,,
"d104",,20.9,,,,,,
"d124",,15.6,,,,,,
"d114",,14.7,,,,,,
"d223",,14.5,,,,,,
"d320",,5,,,,,,
"d105",,34.8,,,,,,
"d409",,32.4,,,,,,
"d214",,7.1,,,,,,
"d209",,25.2,,,,,,
"d410",,41.3,,,,,,
"d423",,6.2,,,,,,
"d115",,32.9,,,,,,
"d308",,13.7,,,,,,
"d309",,7.6,,,,,,
"d106",,17.3,,,,,,
"d107",,16.4,,,,,,
"d108",,27.3,,,,,,
"d311",,2.4,,,,,,
"d116",,20,,,,,,
"d109",,10.4,,,,,,
"d230",,7.3,,,,,,
"d224",,7.4,,,,,,
"d327",,3.3,,,,,,
"d310",,14.6,,,,,,
"d231",,10.7,,,,,,
"d424",,35.5,,,,,,
"d411",,12.5,,,,,,
"d328",,10.2,,,,,,
"d329",,6,,,,,,
"d321",,4.8,,,,,,
"d312",,7.5,,,,,,
"d210",,9.8,,,,,,
"d110",,6.6,,,,,,
"d425",,13.3,,,,,,
"d412",,13.9,,,,,,
"d111",,6.7,,,,,,
"d232",,4.3,,,,,,
"d426",,13.3,,,,,,
"d215",,14.1,,,,,,
"d211",,16.7,,,,,,
"d212",,14,,,,,,
"d113",,59.2,,,,,,
"d313",,7.2,,,,,,
"d330",,18.6,,,,,,
