"id","entity-name","year","value"
"d314","Abim",2014,16
"d301","Adjumani",2014,18
"d322","Agago",2014,13
"d323","Alebtong",2014,3
"d315","Amolatar",2014,15
"d324","Amudat",2014,10
"d216","Amuria",2014,3
"d316","Amuru",2014,5
"d302","Apac",2014,6
"d303","Arua",2014,8
"d217","Budaka",2014,11
"d218","Bududa",2014,3
"d201","Bugiri",2014,7
"d420","Buhweju",2014,2
"d117","Buikwe",2014,33
"d219","Bukedea",2014,3
"d118","Bukomansimbi",2014,6
"d220","Bukwo",2014,9
"d225","Bulambuli",2014,9
"d416","Buliisa",2014,6
"d401","Bundibugyo",2014,16
"d402","Bushenyi",2014,17
"d202","Busia",2014,17
"d221","Butaleja",2014,15
"d119","Butambala",2014,15
"d120","Buvuma",2014,11
"d226","Buyende",2014,7
"d317","Dokolo",2014,11
"d121","Gomba",2014,8
"d304","Gulu",2014,34
"d403","Hoima",2014,19
"d417","Ibanda",2014,26
"d203","Iganga",2014,12
"d418","Isingiro",2014,11
"d204","Jinja",2014,36
"d318","Kaabong",2014,7
"d404","Kabale",2014,14
"d405","Kabarole",2014,26
"d213","Kaberamaido",2014,2
"d101","Kalangala",2014,9
"d222","Kaliro",2014,7
"d122","Kalungu",2014,18
"d102","Kampala",2014,100
"d205","Kamuli",2014,4
"d413","Kamwenge",2014,5
"d414","Kanungu",2014,21
"d206","Kapchorwa",2014,12
"d406","Kasese",2014,25
"d207","Katakwi",2014,4
"d112","Kayunga",2014,7
"d407","Kibaale",2014,8
"d103","Kiboga",2014,22
"d227","Kibuku",2014,4
"d419","Kiruhura",2014,8
"d421","Kiryandongo",2014,21
"d408","Kisoro",2014,6
"d305","Kitgum",2014,22
"d319","Koboko",2014,18
"d325","Kole",2014,4
"d306","Kotido",2014,8
"d208","Kumi",2014,4
"d228","Kween",2014,4
"d123","Kyankwanzi",2014,11
"d422","Kyegegwa",2014,7
"d415","Kyenjojo",2014,15
"d326","Lamwo",2014,13
"d307","Lira",2014,24
"d229","Luuka",2014,4
"d104","Luwero",2014,21
"d124","Lwengo",2014,11
"d114","Lyantonde",2014,14
"d223","Manafwa",2014,6
"d320","Maracha",2014,5
"d105","Masaka",2014,35
"d409","Masindi",2014,32
"d214","Mayuge",2014,4
"d209","Mbale",2014,25
"d410","Mbarara",2014,41
"d423","Mitooma",2014,6
"d115","Mityana",2014,14
"d308","Moroto",2014,14
"d309","Moyo",2014,8
"d106","Mpigi",2014,18
"d107","Mubende",2014,7
"d108","Mukono",2014,27
"d311","Nakapiripirit",2014,2
"d116","Nakaseke",2014,20
"d109","Nakasongola",2014,14
"d230","Namayingo",2014,7
"d224","Namutumba",2014,7
"d327","Napak",2014,11
"d310","Nebbi",2014,15
"d231","Ngora",2014,11
"d424","Ntoroko",2014,35
"d411","Ntungamo",2014,12
"d328","Nwoya",2014,11
"d329","Otuke",2014,6
"d321","Oyam",2014,3
"d312","Pader",2014,8
"d210","Pallisa",2014,8
"d110","Rakai",2014,7
"d425","Rubirizi",2014,13
"d412","Rukungiri",2014,11
"d232","Serere",2014,4
"d426","Sheema",2014,27
"d215","Sironko",2014,15
"d211","Soroti",2014,17
"d111","Ssembabule",2014,7
"d212","Tororo",2014,14
"d113","Wakiso",2014,32
"d313","Yumbe",2014,7
"d330","Zombo",2014,19
