"id","entity-name","2009"
"d18974","Baringo",33.1
"d18975","Bomet",50.4
"d18987","Bungoma",53.9
"d18988","Busia",56.5
"d18976","Elgeyo-Marakwet",43.6
"d18955","Embu",67.2
"d18965","Garissa",5.5
"d18968","Homa Bay",45.5
"d18956","Isiolo",26.3
"d18991","Kajiado",45.2
"d18989","Kakamega",60.3
"d18977","Kericho",56.9
"d18943","Kiambu",67.8
"d18949","Kilifi",32.8
"d18944","Kirinyaga",75.6
"d18969","Kisii",62.8
"d18970","Kisumu",59.3
"d18957","Kitui",55.1
"d18950","Kwale",38.2
"d18978","Laikipia",51.3
"d18951","Lamu",39.5
"d18958","Machakos",67.5
"d18959","Makueni",65
"d18966","Mandera",1.9
"d18960","Marsabit",10.9
"d18961","Meru",73.2
"d18971","Migori",43.9
"d18952","Mombasa",43.6
"d18946","Murang'a",63.4
"d18964","Nairobi",58.3
"d18979","Nakuru",53.5
"d18980","Nandi",59.2
"d18981","Narok",38.1
"d18962","Nithi",67.2
"d18972","Nyamira",64.2
"d18947","Nyandarua",60.4
"d18948","Nyeri",67.1
"d18982","Samburu",20
"d18973","Siaya",51
"d18953","Taita Taveta",61.3
"d18954","Tana River",20.5
"d18983","Trans-Nzoia",56.4
"d18984","Turkana",10.1
"d18985","Uasin Gishu",56
"d18990","Vihiga",56.6
"d18967","Wajir",2.3
"d18986","West Pokot",13.3
