country-id,adm1-id,adm1-name,latitude,longitude,geonameid,modification date
UG,C,Central Region,0.5,32,234594,28/04/2012
UG,E,Eastern Region,0.96675,33.82622,8260673,12/12/2012
UG,N,Northern Region,2.7373,31.88644,8260674,28/04/2012
UG,W,Western Region,-0.61179,30.55573,8260675,28/04/2012
