"district_id","district_name","year","value","value_ncu"
"d314","Abim",2015,74.76069806,211065.8674
"d314","Abim",2016,,
"d301","Adjumani",2015,61.27077619,172980.8557
"d301","Adjumani",2016,,
"d322","Agago",2015,40.46040052,114228.5954
"d322","Agago",2016,,
"d323","Alebtong",2015,36.53688301,103151.6439
"d323","Alebtong",2016,21.5546340563972,100995
"d315","Amolatar",2015,45.84418127,129428.1907
"d315","Amolatar",2016,,
"d324","Amudat",2015,92.37832874,260804.3075
"d324","Amudat",2016,51.1811312213344,239811
"d216","Amuria",2015,32.13345097,90719.7883
"d216","Amuria",2016,22.8385855241261,107011
"d316","Amuru",2015,58.24369972,164434.7541
"d316","Amuru",2016,26.7499848840112,125338
"d302","Apac",2015,38.75840177,109423.4792
"d302","Apac",2016,19.4133632658845,90962
"d303","Arua",2015,37.49514407,105857.0253
"d303","Arua",2016,,
"d217","Budaka",2015,34.99020215,98785.0242
"d217","Budaka",2016,,
"d218","Bududa",2015,48.79957182,137771.9072
"d218","Bududa",2016,24.1897651687724,113342
"d201","Bugiri",2015,34.08036415,96216.35175
"d201","Bugiri",2016,,
"d420","Buhweju",2015,57.36170477,161944.6887
"d420","Buhweju",2016,,
"d117","Buikwe",2015,58.40160546,164880.5567
"d117","Buikwe",2016,42.6100722213353,199651
"d219","Bukedea",2015,50.20681723,141744.87
"d219","Bukedea",2016,28.9168664085877,135491
"d118","Bukomansimbi",2015,32.34576874,91319.20799
"d118","Bukomansimbi",2016,,
"d220","Bukwo",2015,64.6825984,182613.179
"d220","Bukwo",2016,30.1062715830646,141064
"d225","Bulambuli",2015,38.68913259,109227.9171
"d225","Bulambuli",2016,24.9324764566209,116822
"d416","Buliisa",2015,52.09021964,147062.1286
"d416","Buliisa",2016,,
"d401","Bundibugyo",2015,79.52119123,224505.785
"d401","Bundibugyo",2016,,
"d402","Bushenyi",2015,74.86469631,211359.4773
"d402","Bushenyi",2016,30.5997050593594,143376
"d202","Busia",2015,37.79068721,106691.4085
"d202","Busia",2016,20.2708960114521,94980
"d221","Butaleja",2015,38.39755336,108404.7249
"d221","Butaleja",2016,20.2011067611284,94653
"d119","Butambala",2015,63.73873955,179948.4582
"d119","Butambala",2016,38.5061655104044,180422
"d120","Buvuma",2015,53.24299094,150316.6551
"d120","Buvuma",2016,26.5273849204405,124295
"d226","Buyende",2015,40.16790701,113402.822
"d226","Buyende",2016,,
"d317","Dokolo",2015,45.16832357,127520.096
"d317","Dokolo",2016,20.4025778690965,95597
"d121","Gomba",2015,50.45764369,142453.0082
"d121","Gomba",2016,35.0713392268888,164328
"d304","Gulu",2015,63.45137061,179137.1526
"d304","Gulu",2016,26.7474238106048,125326
"d403","Hoima",2015,46.53283436,131372.4096
"d403","Hoima",2016,22.7959009673532,106811
"d417","Ibanda",2015,61.18750842,172745.7725
"d417","Ibanda",2016,32.1485142018642,150633
"d203","Iganga",2015,69.36301275,195827.0165
"d203","Iganga",2016,28.4560866182242,133332
"d418","Isingiro",2015,50.8092648,143445.7118
"d418","Isingiro",2016,31.4990686705645,147590
"d204","Jinja",2015,79.90182868,225580.4081
"d204","Jinja",2016,8.36702681862464,39204
"d318","Kaabong",2015,60.10853014,169699.5799
"d318","Kaabong",2016,21.7753132149131,102029
"d404","Kabale",2015,56.47830792,159450.6654
"d404","Kabale",2016,31.9513115495734,149709
"d405","Kabarole",2015,44.60728637,125936.1648
