id,year,value,estimate
TJ,2007,20.5086071987,FALSE
TJ,2008,20.5008802317,FALSE
TJ,2009,19.9776948068,FALSE
TJ,2010,20.8581258854,FALSE
TJ,2011,22.5880474908,FALSE
TJ,2012,22.314095296,FALSE
TJ,2013,22.7587908698,TRUE
TJ,2014,,TRUE
TL,2000,,FALSE
TL,2001,5.5852156057,FALSE
TL,2002,6.5208333333,FALSE
TL,2003,9.7405189621,FALSE
TL,2004,6.4770642202,FALSE
TL,2005,16.7034178611,FALSE
TL,2006,18.2590233546,FALSE
TL,2007,34.8515519568,FALSE
TL,2008,55.0574453706,FALSE
TL,2009,54.0661006671,FALSE
TL,2010,57.5966785291,FALSE
TL,2011,62.3419490045,FALSE
TL,2012,73.4414769672,FALSE
TL,2013,69.230924914,TRUE
TL,2014,74.6829268293,TRUE
TV,2000,,FALSE
TV,2001,,FALSE
TV,2002,,FALSE
TV,2003,,FALSE
TV,2004,,FALSE
TV,2005,,FALSE
TV,2006,53.6666666667,FALSE
TV,2007,51.5625,FALSE
TV,2008,58.0555555556,FALSE
TV,2009,59.1428571429,FALSE
TV,2010,55.1428571429,FALSE
TV,2011,47.8947368421,FALSE
TV,2012,55.8974358974,FALSE
TV,2013,82.25,FALSE
TV,2014,73.8095238095,TRUE
TZ,2000,9.4752850834,FALSE
TZ,2001,10.2150770405,FALSE
TZ,2002,9.9851529613,FALSE
TZ,2003,10.0561160183,FALSE
TZ,2004,10.4426188828,FALSE
TZ,2005,11.1116031507,FALSE
TZ,2006,11.8442018702,FALSE
TZ,2007,13.056099136,FALSE
TZ,2008,14.7454411538,FALSE
TZ,2009,15.2165799969,FALSE
TZ,2010,14.8636819217,FALSE
TZ,2011,15.2905598018,FALSE
TZ,2012,16.1479816152,FALSE
TZ,2013,15.8778582543,FALSE
TZ,2014,16.9585887793,TRUE
UG,2000,10.5578408169,FALSE
UG,2001,10.1329090926,FALSE
UG,2002,10.4590235225,FALSE
UG,2003,10.3588376488,FALSE
UG,2004,10.9302928627,FALSE
UG,2005,10.8961075166,FALSE
UG,2006,11.2415874669,FALSE
UG,2007,11.4213196339,FALSE
UG,2008,11.1618297082,FALSE
UG,2009,11.1857385941,FALSE
UG,2010,11.4213515123,FALSE
UG,2011,13.7776252541,FALSE
UG,2012,12.46934705,FALSE
UG,2013,12.323830888,FALSE
UG,2014,13.012532222,TRUE
UG,2014,12.1145841135,TRUE
VU,2000,18.8189418018,FALSE
VU,2001,17.8655282818,FALSE
VU,2002,17.3829781413,FALSE
VU,2003,17.5120364346,FALSE
VU,2004,19.2,FALSE
VU,2005,19.9,FALSE
VU,2006,18.9,FALSE
VU,2007,20.4,FALSE
VU,2008,20.5479896765,FALSE
VU,2009,18.8737196124,FALSE
VU,2010,18.0780727717,FALSE
VU,2011,18.2665927474,FALSE
VU,2012,18.6802030457,FALSE
VU,2013,18.6286335379,TRUE
VU,2014,18.9195318307,TRUE
WS,2000,23.0059171598,FALSE
WS,2001,21.0897435897,FALSE
WS,2002,19.7908366534,FALSE
WS,2003,21.1922365989,FALSE
WS,2004,20.6621961442,FALSE
WS,2005,21.3102409639,FALSE
WS,2006,22.2035087719,FALSE
WS,2007,25.3790849673,FALSE
WS,2008,22.2877358491,FALSE
WS,2009,22.9620710415,FALSE
WS,2010,22.818627451,FALSE
WS,2011,24.0795454545,FALSE
WS,2012,24.1029810298,TRUE
WS,2013,24.7598253275,TRUE
WS,2014,26.65762344,TRUE
XK,2000,,FALSE
XK,2001,,FALSE
XK,2002,,FALSE
XK,2003,,FALSE
XK,2004,,FALSE
XK,2005,,FALSE
XK,2006,,FALSE
XK,2007,,FALSE
XK,2008,,FALSE
XK,2009,,FALSE
XK,2010,25.9654702408,FALSE
XK,2011,27.1028037383,FALSE
XK,2012,26.0328128089,FALSE
XK,2013,26.5815656092,FALSE
XK,2014,27.5968150561,TRUE
ZM,2000,19.2965122024,FALSE
ZM,2001,16.9699019276,FALSE
ZM,2002,15.769501816,FALSE
ZM,2003,15.8563916904,FALSE
ZM,2004,15.9434914228,FALSE
ZM,2005,15.1711527602,FALSE
ZM,2006,14.3982246976,FALSE
ZM,2007,15.1467216466,FALSE
ZM,2008,15.2349863614,FALSE
ZM,2009,13.3358328593,FALSE
ZM,2010,14.2044519421,FALSE
ZM,2011,16.9211030489,FALSE
ZM,2012,17.3732180416,FALSE
ZM,2013,16.6658608185,FALSE
ZM,2014,17.1744536684,TRUE
ZW,2000,,
ZW,2001,,
ZW,2002,,
ZW,2003,,
ZW,2004,,
ZW,2005,12.2305894573,FALSE
ZW,2006,7.3153608537,FALSE
ZW,2007,2.9356198227,FALSE
ZW,2008,2.2542372881,FALSE
ZW,2009,11.4502880961,FALSE
ZW,2010,23.2715722605,FALSE
ZW,2011,26.6611902154,FALSE
ZW,2012,28.0307889673,FALSE
ZW,2013,28.3280327124,FALSE
ZW,2014,28.5901448431,TRUE
