"id","entity-name","2009"
"d18974","Baringo",276480
"d18975","Bomet",364459
"d18987","Bungoma",703515
"d18988","Busia",387824
"d18976","Elgeyo-Marakwet",186260
"d18955","Embu",261909
"d18965","Garissa",288121
"d18968","Homa Bay",501340
"d18956","Isiolo",69600
"d18991","Kajiado",342166
"d18989","Kakamega",859662
"d18977","Kericho",376359
"d18943","Kiambu",820673
"d18949","Kilifi",574209
"d18944","Kirinyaga",267424
"d18969","Kisii",601818
"d18970","Kisumu",494149
"d18957","Kitui",531427
"d18950","Kwale",333934
"d18978","Laikipia",200602
"d18951","Lamu",48494
"d18958","Machakos",555445
"d18959","Makueni",453817
"d18966","Mandera",465813
"d18960","Marsabit",140054
"d18961","Meru",685645
"d18971","Migori",472814
"d18952","Mombasa",452446
"d18946","Murang'a",484717
"d18964","Nairobi",1533139
"d18979","Nakuru",798743
"d18980","Nandi",376477
"d18981","Narok",421894
"d18962","Nithi",186879
"d18972","Nyamira",311204
"d18947","Nyandarua",304113
"d18948","Nyeri",353833
"d18982","Samburu",111940
"d18973","Siaya",443652
"d18953","Taita Taveta",139323
"d18954","Tana River",120222
"d18983","Trans-Nzoia",411585
"d18984","Turkana",410330
"d18985","Uasin Gishu",445185
"d18990","Vihiga",291906
"d18967","Wajir",298175
"d18986","West Pokot",257863
