"id","entity-name","year","value"
"d18974","Baringo",2009,276480
"d18975","Bomet",2009,364459
"d18987","Bungoma",2009,703515
"d18988","Busia",2009,387824
"d18976","Elgeyo-Marakwet",2009,186260
"d18955","Embu",2009,261909
"d18965","Garissa",2009,288121
"d18968","Homa Bay",2009,501340
"d18956","Isiolo",2009,69600
"d18991","Kajiado",2009,342166
"d18989","Kakamega",2009,859662
"d18977","Kericho",2009,376359
"d18943","Kiambu",2009,820673
"d18949","Kilifi",2009,574209
"d18944","Kirinyaga",2009,267424
"d18969","Kisii",2009,601818
"d18970","Kisumu",2009,494149
"d18957","Kitui",2009,531427
"d18950","Kwale",2009,333934
"d18978","Laikipia",2009,200602
"d18951","Lamu",2009,48494
"d18958","Machakos",2009,555445
"d18959","Makueni",2009,453817
"d18966","Mandera",2009,465813
"d18960","Marsabit",2009,140054
"d18961","Meru",2009,685645
"d18971","Migori",2009,472814
"d18952","Mombasa",2009,452446
"d18946","Murang'a",2009,484717
"d18964","Nairobi",2009,1533139
"d18979","Nakuru",2009,798743
"d18980","Nandi",2009,376477
"d18981","Narok",2009,421894
"d18962","Nithi",2009,186879
"d18972","Nyamira",2009,311204
"d18947","Nyandarua",2009,304113
"d18948","Nyeri",2009,353833
"d18982","Samburu",2009,111940
"d18973","Siaya",2009,443652
"d18953","Taita Taveta",2009,139323
"d18954","Tana River",2009,120222
"d18983","Trans-Nzoia",2009,411585
"d18984","Turkana",2009,410330
"d18985","Uasin Gishu",2009,445185
"d18990","Vihiga",2009,291906
"d18967","Wajir",2009,298175
"d18986","West Pokot",2009,257863
