"id-from","entity-from-name","id-to","entity-to-name","year","value"
"afdf","AfDF","LS","Lesotho",2002,3190000
"EU","European Union","LS","Lesotho",2002,1200000
"FR","France","LS","Lesotho",2002,1910000
"GB","United Kingdom","LS","Lesotho",2002,3280000
"ida","IDA","LS","Lesotho",2002,5590000
"ifad","IFAD","LS","Lesotho",2002,640000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2002,5790000
"KW","Kuwait","LS","Lesotho",2002,1810000
"ofid","OFID","LS","Lesotho",2002,760000
"afdf","AfDF","LS","Lesotho",2003,3460000
"EU","European Union","LS","Lesotho",2003,880000
"FR","France","LS","Lesotho",2003,1700000
"ida","IDA","LS","Lesotho",2003,5260000
"ifad","IFAD","LS","Lesotho",2003,610000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2003,3380000
"KW","Kuwait","LS","Lesotho",2003,1380000
"ofid","OFID","LS","Lesotho",2003,670000
"afdf","AfDF","LS","Lesotho",2004,3510000
"badea","BADEA","LS","Lesotho",2004,1630000
"EU","European Union","LS","Lesotho",2004,720000
"FR","France","LS","Lesotho",2004,1340000
"ida","IDA","LS","Lesotho",2004,5590000
"ifad","IFAD","LS","Lesotho",2004,720000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2004,680000
"KW","Kuwait","LS","Lesotho",2004,1190000
"ofid","OFID","LS","Lesotho",2004,610000
"afdf","AfDF","LS","Lesotho",2005,3470000
"badea","BADEA","LS","Lesotho",2005,1520000
"EU","European Union","LS","Lesotho",2005,1030000
"FR","France","LS","Lesotho",2005,1960000
"ida","IDA","LS","Lesotho",2005,5940000
"ifad","IFAD","LS","Lesotho",2005,680000
"KW","Kuwait","LS","Lesotho",2005,1170000
"ofid","OFID","LS","Lesotho",2005,530000
"afdf","AfDF","LS","Lesotho",2006,5200000
"badea","BADEA","LS","Lesotho",2006,1610000
"EU","European Union","LS","Lesotho",2006,1050000
"FR","France","LS","Lesotho",2006,1620000
"ida","IDA","LS","Lesotho",2006,6150000
"ifad","IFAD","LS","Lesotho",2006,670000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2006,590000
"KW","Kuwait","LS","Lesotho",2006,1160000
"ofid","OFID","LS","Lesotho",2006,350000
"afdf","AfDF","LS","Lesotho",2007,6580000
"badea","BADEA","LS","Lesotho",2007,370000
"EU","European Union","LS","Lesotho",2007,370000
"FR","France","LS","Lesotho",2007,1310000
"ida","IDA","LS","Lesotho",2007,6360000
"ifad","IFAD","LS","Lesotho",2007,760000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2007,2870000
"KW","Kuwait","LS","Lesotho",2007,1090000
"ofid","OFID","LS","Lesotho",2007,450000
"afdf","AfDF","LS","Lesotho",2008,1640000
"badea","BADEA","LS","Lesotho",2008,760000
"FR","France","LS","Lesotho",2008,1990000
"ida","IDA","LS","Lesotho",2008,6370000
"ifad","IFAD","LS","Lesotho",2008,6e+05
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2008,5060000
"KW","Kuwait","LS","Lesotho",2008,870000
"ofid","OFID","LS","Lesotho",2008,250000
"afdf","AfDF","LS","Lesotho",2009,7940000
"badea","BADEA","LS","Lesotho",2009,990000
"FR","France","LS","Lesotho",2009,1700000
"ida","IDA","LS","Lesotho",2009,7180000
"ifad","IFAD","LS","Lesotho",2009,850000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2009,6230000
"KW","Kuwait","LS","Lesotho",2009,840000
"ofid","OFID","LS","Lesotho",2009,550000
"afdf","AfDF","LS","Lesotho",2010,3990000
"badea","BADEA","LS","Lesotho",2010,290000
"FR","France","LS","Lesotho",2010,1700000
"ida","IDA","LS","Lesotho",2010,7430000
"ifad","IFAD","LS","Lesotho",2010,960000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2010,7770000
"KW","Kuwait","LS","Lesotho",2010,830000
"ofid","OFID","LS","Lesotho",2010,5e+05
"afdf","AfDF","LS","Lesotho",2011,5190000
"badea","BADEA","LS","Lesotho",2011,540000
"EU","European Union","LS","Lesotho",2011,4990000
"FR","France","LS","Lesotho",2011,1670000
"ida","IDA","LS","Lesotho",2011,8520000
"ifad","IFAD","LS","Lesotho",2011,940000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2011,7010000
"KW","Kuwait","LS","Lesotho",2011,1080000
"ofid","OFID","LS","Lesotho",2011,430000
"afdf","AfDF","LS","Lesotho",2012,5490000
"badea","BADEA","LS","Lesotho",2012,790000
"EU","European Union","LS","Lesotho",2012,2090000
"FR","France","LS","Lesotho",2012,1640000
"ida","IDA","LS","Lesotho",2012,8900000
"ifad","IFAD","LS","Lesotho",2012,920000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2012,4820000
"KW","Kuwait","LS","Lesotho",2012,1380000
"ofid","OFID","LS","Lesotho",2012,640000
"afdf","AfDF","LS","Lesotho",2013,5850000
"badea","BADEA","LS","Lesotho",2013,1010000
"EU","European Union","LS","Lesotho",2013,2420000
"FR","France","LS","Lesotho",2013,1620000
"ida","IDA","LS","Lesotho",2013,9170000
"ifad","IFAD","LS","Lesotho",2013,910000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LS","Lesotho",2013,2660000
"KW","Kuwait","LS","Lesotho",2013,1350000
"ofid","OFID","LS","Lesotho",2013,840000
"DE","Germany","LR","Liberia",2000,4140000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LR","Liberia",2000,560000
"DE","Germany","LR","Liberia",2001,12340000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LR","Liberia",2001,380000
"DE","Germany","LR","Liberia",2002,6100000
"DE","Germany","LR","Liberia",2003,8800000
"DE","Germany","LR","Liberia",2004,11880000
"DE","Germany","LR","Liberia",2005,3930000
"afdf","AfDF","LR","Liberia",2007,6530000
"ida","IDA","LR","Liberia",2007,37720000
"afdf","AfDF","LR","Liberia",2008,27260000
"FR","France","LR","Liberia",2008,340000
"ida","IDA","LR","Liberia",2008,4360000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LR","Liberia",2008,36790000
"afdf","AfDF","LR","Liberia",2009,1010000
"ida","IDA","LR","Liberia",2009,3500000
"US","USA","LR","Liberia",2009,16660000
"afdf","AfDF","LR","Liberia",2010,2170000
"ida","IDA","LR","Liberia",2010,1720000
"ifad","IFAD","LR","Liberia",2010,11680000
"afdf","AfDF","LR","Liberia",2011,1510000
"badea","BADEA","LR","Liberia",2011,140000
"ifad","IFAD","LR","Liberia",2011,150000
"KW","Kuwait","LR","Liberia",2011,3010000
"ofid","OFID","LR","Liberia",2011,990000
"afdf","AfDF","LR","Liberia",2012,1570000
"FR","France","LR","Liberia",2012,9e+05
"afdf","AfDF","LR","Liberia",2013,1280000
"FR","France","LR","Liberia",2013,890000
"GB","United Kingdom","LR","Liberia",2013,30000
"islamic-dev-bank","Islamic Dev Bank","LY","Libya",2005,260000
"arab-fund-afesd","Arab Fund","LY","Libya",2008,10670000
"arab-fund-afesd","Arab Fund","LY","Libya",2009,9350000
"arab-fund-afesd","Arab Fund","LY","Libya",2010,36230000
"arab-fund-afesd","Arab Fund","LY","Libya",2012,6e+07
"arab-fund-afesd","Arab Fund","LY","Libya",2013,12310000
"DE","Germany","MK","Macedonia",2000,2220000
"US","USA","MK","Macedonia",2000,350000
"DE","Germany","MK","Macedonia",2001,3200000
"US","USA","MK","Macedonia",2001,340000
"DE","Germany","MK","Macedonia",2002,3990000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MK","Macedonia",2002,1790000
"US","USA","MK","Macedonia",2002,330000
"DE","Germany","MK","Macedonia",2003,5090000
"EU","European Union","MK","Macedonia",2003,3260000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MK","Macedonia",2003,8470000
"US","USA","MK","Macedonia",2003,330000
"DE","Germany","MK","Macedonia",2004,5580000
"EU","European Union","MK","Macedonia",2004,6580000
"ida","IDA","MK","Macedonia",2004,650000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MK","Macedonia",2004,9830000
"US","USA","MK","Macedonia",2004,730000
"DE","Germany","MK","Macedonia",2005,2800000
"EU","European Union","MK","Macedonia",2005,6670000
"ida","IDA","MK","Macedonia",2005,2660000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MK","Macedonia",2005,9560000
"IT","Italy","MK","Macedonia",2005,840000
"JP","Japan","MK","Macedonia",2005,240000
"US","USA","MK","Macedonia",2005,410000
"DE","Germany","MK","Macedonia",2006,2130000
"EU","European Union","MK","Macedonia",2006,6550000
"ida","IDA","MK","Macedonia",2006,4250000
"ifad","IFAD","MK","Macedonia",2006,160000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MK","Macedonia",2006,9880000
"IT","Italy","MK","Macedonia",2006,1010000
"JP","Japan","MK","Macedonia",2006,2e+05
"US","USA","MK","Macedonia",2006,3e+05
"DE","Germany","MK","Macedonia",2007,9410000
"ida","IDA","MK","Macedonia",2007,4950000
"ifad","IFAD","MK","Macedonia",2007,310000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MK","Macedonia",2007,11180000
"IT","Italy","MK","Macedonia",2007,1100000
"JP","Japan","MK","Macedonia",2007,9e+05
"US","USA","MK","Macedonia",2007,290000
"DE","Germany","MK","Macedonia",2008,10000
"ida","IDA","MK","Macedonia",2008,5950000
"IT","Italy","MK","Macedonia",2008,1150000
"US","USA","MK","Macedonia",2008,290000
"DE","Germany","MK","Macedonia",2009,880000
"ida","IDA","MK","Macedonia",2009,7350000
"ifad","IFAD","MK","Macedonia",2009,3e+05
"IT","Italy","MK","Macedonia",2009,1120000
"US","USA","MK","Macedonia",2009,280000
"DE","Germany","MK","Macedonia",2010,420000
"ida","IDA","MK","Macedonia",2010,8540000
"ifad","IFAD","MK","Macedonia",2010,290000
"IT","Italy","MK","Macedonia",2010,1120000
"JP","Japan","MK","Macedonia",2010,3190000
"US","USA","MK","Macedonia",2010,280000
"DE","Germany","MK","Macedonia",2011,280000
"EU","European Union","MK","Macedonia",2011,22420000
"ida","IDA","MK","Macedonia",2011,8800000
"ifad","IFAD","MK","Macedonia",2011,610000
"IT","Italy","MK","Macedonia",2011,1100000
"JP","Japan","MK","Macedonia",2011,6500000
"US","USA","MK","Macedonia",2011,270000
"DE","Germany","MK","Macedonia",2012,420000
"EU","European Union","MK","Macedonia",2012,36920000
"ida","IDA","MK","Macedonia",2012,11410000
"ifad","IFAD","MK","Macedonia",2012,6e+05
"IT","Italy","MK","Macedonia",2012,1080000
"JP","Japan","MK","Macedonia",2012,6560000
"US","USA","MK","Macedonia",2012,270000
"DE","Germany","MK","Macedonia",2013,1530000
"EU","European Union","MK","Macedonia",2013,47680000
"ida","IDA","MK","Macedonia",2013,11620000
"ifad","IFAD","MK","Macedonia",2013,590000
"IT","Italy","MK","Macedonia",2013,1070000
"JP","Japan","MK","Macedonia",2013,6590000
"afdf","AfDF","MG","Madagascar",2000,3880000
"badea","BADEA","MG","Madagascar",2000,1180000
"DE","Germany","MG","Madagascar",2000,380000
"EU","European Union","MG","Madagascar",2000,7300000
"FR","France","MG","Madagascar",2000,16230000
"ida","IDA","MG","Madagascar",2000,25830000
"ifad","IFAD","MG","Madagascar",2000,1150000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2000,7690000
"JP","Japan","MG","Madagascar",2000,1520000
"KW","Kuwait","MG","Madagascar",2000,2400000
"ofid","OFID","MG","Madagascar",2000,6430000
"afdf","AfDF","MG","Madagascar",2001,2950000
"badea","BADEA","MG","Madagascar",2001,2260000
"EU","European Union","MG","Madagascar",2001,5860000
"FR","France","MG","Madagascar",2001,15470000
"ida","IDA","MG","Madagascar",2001,8230000
"ifad","IFAD","MG","Madagascar",2001,1120000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2001,1220000
"JP","Japan","MG","Madagascar",2001,1640000
"KW","Kuwait","MG","Madagascar",2001,2240000
"ofid","OFID","MG","Madagascar",2001,2680000
"afdf","AfDF","MG","Madagascar",2002,5080000
"EU","European Union","MG","Madagascar",2002,5700000
"FR","France","MG","Madagascar",2002,13650000
"ida","IDA","MG","Madagascar",2002,9290000
"ifad","IFAD","MG","Madagascar",2002,1550000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2002,2490000
"JP","Japan","MG","Madagascar",2002,1660000
"KW","Kuwait","MG","Madagascar",2002,1880000
"ofid","OFID","MG","Madagascar",2002,2430000
"afdf","AfDF","MG","Madagascar",2003,5070000
"EU","European Union","MG","Madagascar",2003,270000
"FR","France","MG","Madagascar",2003,10600000
"ida","IDA","MG","Madagascar",2003,11440000
"ifad","IFAD","MG","Madagascar",2003,1410000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2003,4700000
"JP","Japan","MG","Madagascar",2003,1700000
"KW","Kuwait","MG","Madagascar",2003,1290000
"ofid","OFID","MG","Madagascar",2003,2420000
"afdf","AfDF","MG","Madagascar",2004,5700000
"badea","BADEA","MG","Madagascar",2004,1910000
"EU","European Union","MG","Madagascar",2004,2570000
"FR","France","MG","Madagascar",2004,9760000
"ida","IDA","MG","Madagascar",2004,12740000
"ifad","IFAD","MG","Madagascar",2004,1380000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2004,7640000
"JP","Japan","MG","Madagascar",2004,1710000
"KW","Kuwait","MG","Madagascar",2004,1180000
"ofid","OFID","MG","Madagascar",2004,3140000
"afdf","AfDF","MG","Madagascar",2005,5990000
"badea","BADEA","MG","Madagascar",2005,2280000
"EU","European Union","MG","Madagascar",2005,2370000
"FR","France","MG","Madagascar",2005,9250000
"ida","IDA","MG","Madagascar",2005,13430000
"ifad","IFAD","MG","Madagascar",2005,1490000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2005,11180000
"JP","Japan","MG","Madagascar",2005,1190000
"KW","Kuwait","MG","Madagascar",2005,490000
"ofid","OFID","MG","Madagascar",2005,3260000
"afdf","AfDF","MG","Madagascar",2006,3900000
"badea","BADEA","MG","Madagascar",2006,1190000
"EU","European Union","MG","Madagascar",2006,2360000
"FR","France","MG","Madagascar",2006,9150000
"ida","IDA","MG","Madagascar",2006,7640000
"ifad","IFAD","MG","Madagascar",2006,1800000
"JP","Japan","MG","Madagascar",2006,1190000
"ofid","OFID","MG","Madagascar",2006,810000
"afdf","AfDF","MG","Madagascar",2007,60000
"badea","BADEA","MG","Madagascar",2007,9e+05
"EU","European Union","MG","Madagascar",2007,2320000
"FR","France","MG","Madagascar",2007,8470000
"ida","IDA","MG","Madagascar",2007,290000
"ifad","IFAD","MG","Madagascar",2007,2240000
"JP","Japan","MG","Madagascar",2007,1240000
"ofid","OFID","MG","Madagascar",2007,1820000
"AE","UAE","MG","Madagascar",2008,170000
"afdf","AfDF","MG","Madagascar",2008,2060000
"badea","BADEA","MG","Madagascar",2008,1460000
"FR","France","MG","Madagascar",2008,8250000
"ida","IDA","MG","Madagascar",2008,750000
"ifad","IFAD","MG","Madagascar",2008,2110000
"JP","Japan","MG","Madagascar",2008,590000
"ofid","OFID","MG","Madagascar",2008,3230000
"AE","UAE","MG","Madagascar",2009,170000
"afdf","AfDF","MG","Madagascar",2009,1540000
"badea","BADEA","MG","Madagascar",2009,1530000
"FR","France","MG","Madagascar",2009,2060000
"ida","IDA","MG","Madagascar",2009,860000
"ifad","IFAD","MG","Madagascar",2009,2190000
"JP","Japan","MG","Madagascar",2009,290000
"ofid","OFID","MG","Madagascar",2009,2700000
"AE","UAE","MG","Madagascar",2010,170000
"afdf","AfDF","MG","Madagascar",2010,2310000
"badea","BADEA","MG","Madagascar",2010,1540000
"FR","France","MG","Madagascar",2010,6870000
"GB","United Kingdom","MG","Madagascar",2010,2380000
"ida","IDA","MG","Madagascar",2010,1530000
"ifad","IFAD","MG","Madagascar",2010,2150000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2010,1800000
"ofid","OFID","MG","Madagascar",2010,2260000
"AE","UAE","MG","Madagascar",2011,160000
"afdf","AfDF","MG","Madagascar",2011,1210000
"badea","BADEA","MG","Madagascar",2011,1940000
"EU","European Union","MG","Madagascar",2011,6210000
"FR","France","MG","Madagascar",2011,6810000
"ida","IDA","MG","Madagascar",2011,3770000
"ifad","IFAD","MG","Madagascar",2011,2650000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2011,3490000
"KW","Kuwait","MG","Madagascar",2011,3e+05
"ofid","OFID","MG","Madagascar",2011,2480000
"AE","UAE","MG","Madagascar",2012,170000
"afdf","AfDF","MG","Madagascar",2012,1770000
"badea","BADEA","MG","Madagascar",2012,2060000
"EU","European Union","MG","Madagascar",2012,4360000
"FR","France","MG","Madagascar",2012,7390000
"GB","United Kingdom","MG","Madagascar",2012,250000
"ida","IDA","MG","Madagascar",2012,6250000
"ifad","IFAD","MG","Madagascar",2012,2600000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2012,7090000
"KW","Kuwait","MG","Madagascar",2012,1190000
"NO","Norway","MG","Madagascar",2012,310000
"ofid","OFID","MG","Madagascar",2012,3210000
"AE","UAE","MG","Madagascar",2013,170000
"afdf","AfDF","MG","Madagascar",2013,2160000
"badea","BADEA","MG","Madagascar",2013,2080000
"EU","European Union","MG","Madagascar",2013,3330000
"FR","France","MG","Madagascar",2013,1240000
"GB","United Kingdom","MG","Madagascar",2013,370000
"ida","IDA","MG","Madagascar",2013,7370000
"ifad","IFAD","MG","Madagascar",2013,2570000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MG","Madagascar",2013,10600000
"KW","Kuwait","MG","Madagascar",2013,1750000
"NO","Norway","MG","Madagascar",2013,880000
"ofid","OFID","MG","Madagascar",2013,3550000
"afdf","AfDF","MW","Malawi",2000,3260000
"EU","European Union","MW","Malawi",2000,5750000
"FR","France","MW","Malawi",2000,810000
"ida","IDA","MW","Malawi",2000,23940000
"ifad","IFAD","MW","Malawi",2000,1240000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2000,13760000
"JP","Japan","MW","Malawi",2000,11440000
"afdf","AfDF","MW","Malawi",2001,3380000
"ES","Spain","MW","Malawi",2001,650000
"EU","European Union","MW","Malawi",2001,8720000
"FR","France","MW","Malawi",2001,190000
"GB","United Kingdom","MW","Malawi",2001,8860000
"ida","IDA","MW","Malawi",2001,5980000
"ifad","IFAD","MW","Malawi",2001,1120000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2001,6300000
"JP","Japan","MW","Malawi",2001,11010000
"KW","Kuwait","MW","Malawi",2001,770000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2001,50000
"afdf","AfDF","MW","Malawi",2002,4940000
"DE","Germany","MW","Malawi",2002,90000
"EU","European Union","MW","Malawi",2002,5220000
"ida","IDA","MW","Malawi",2002,8100000
"ifad","IFAD","MW","Malawi",2002,1310000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2002,11140000
"JP","Japan","MW","Malawi",2002,11760000
"KW","Kuwait","MW","Malawi",2002,740000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2002,90000
"afdf","AfDF","MW","Malawi",2003,5630000
"AT","Austria","MW","Malawi",2003,1520000
"EU","European Union","MW","Malawi",2003,2030000
"GB","United Kingdom","MW","Malawi",2003,990000
"ida","IDA","MW","Malawi",2003,11870000
"ifad","IFAD","MW","Malawi",2003,1500000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2003,10120000
"JP","Japan","MW","Malawi",2003,4590000
"KW","Kuwait","MW","Malawi",2003,1380000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2003,240000
"ofid","OFID","MW","Malawi",2003,940000
"afdf","AfDF","MW","Malawi",2004,5980000
"AT","Austria","MW","Malawi",2004,1490000
"badea","BADEA","MW","Malawi",2004,730000
"ES","Spain","MW","Malawi",2004,570000
"EU","European Union","MW","Malawi",2004,2030000
"GB","United Kingdom","MW","Malawi",2004,-970000
"ida","IDA","MW","Malawi",2004,13470000
"ifad","IFAD","MW","Malawi",2004,2040000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2004,11500000
"KW","Kuwait","MW","Malawi",2004,1280000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2004,70000
"ofid","OFID","MW","Malawi",2004,1620000
"afdf","AfDF","MW","Malawi",2005,6280000
"AT","Austria","MW","Malawi",2005,740000
"badea","BADEA","MW","Malawi",2005,370000
"DE","Germany","MW","Malawi",2005,9e+05
"EU","European Union","MW","Malawi",2005,2670000
"FR","France","MW","Malawi",2005,4950000
"GB","United Kingdom","MW","Malawi",2005,810000
"ida","IDA","MW","Malawi",2005,14730000
"ifad","IFAD","MW","Malawi",2005,1980000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2005,13350000
"KW","Kuwait","MW","Malawi",2005,1540000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2005,80000
"ofid","OFID","MW","Malawi",2005,690000
"afdf","AfDF","MW","Malawi",2006,6590000
"AT","Austria","MW","Malawi",2006,1430000
"badea","BADEA","MW","Malawi",2006,1220000
"EU","European Union","MW","Malawi",2006,2380000
"GB","United Kingdom","MW","Malawi",2006,350000
"ida","IDA","MW","Malawi",2006,11300000
"ifad","IFAD","MW","Malawi",2006,1900000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2006,4840000
"KW","Kuwait","MW","Malawi",2006,1520000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2006,210000
"ofid","OFID","MW","Malawi",2006,2180000
"afdf","AfDF","MW","Malawi",2007,30000
"badea","BADEA","MW","Malawi",2007,910000
"ES","Spain","MW","Malawi",2007,1540000
"EU","European Union","MW","Malawi",2007,1950000
"FR","France","MW","Malawi",2007,2510000
"ida","IDA","MW","Malawi",2007,10000
"ifad","IFAD","MW","Malawi",2007,1830000
"KW","Kuwait","MW","Malawi",2007,430000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2007,180000
"ofid","OFID","MW","Malawi",2007,430000
"afdf","AfDF","MW","Malawi",2008,940000
"ida","IDA","MW","Malawi",2008,10000
"ifad","IFAD","MW","Malawi",2008,1900000
"ofid","OFID","MW","Malawi",2008,570000
"afdf","AfDF","MW","Malawi",2009,210000
"badea","BADEA","MW","Malawi",2009,160000
"ida","IDA","MW","Malawi",2009,50000
"ifad","IFAD","MW","Malawi",2009,2310000
"KW","Kuwait","MW","Malawi",2009,520000
"ofid","OFID","MW","Malawi",2009,860000
"afdf","AfDF","MW","Malawi",2010,420000
"FR","France","MW","Malawi",2010,1230000
"ida","IDA","MW","Malawi",2010,150000
"ifad","IFAD","MW","Malawi",2010,2240000
"KW","Kuwait","MW","Malawi",2010,1040000
"nordic-dev-fund","Nordic Dev.Fund","MW","Malawi",2010,5e+05
"ofid","OFID","MW","Malawi",2010,1770000
"afdf","AfDF","MW","Malawi",2011,510000
"badea","BADEA","MW","Malawi",2011,970000
"EU","European Union","MW","Malawi",2011,2450000
"ida","IDA","MW","Malawi",2011,1360000
"ifad","IFAD","MW","Malawi",2011,2190000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2011,760000
"KW","Kuwait","MW","Malawi",2011,1010000
"ofid","OFID","MW","Malawi",2011,1610000
"afdf","AfDF","MW","Malawi",2012,760000
"badea","BADEA","MW","Malawi",2012,1100000
"EU","European Union","MW","Malawi",2012,2860000
"ida","IDA","MW","Malawi",2012,1460000
"ifad","IFAD","MW","Malawi",2012,550000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2012,4040000
"KW","Kuwait","MW","Malawi",2012,1310000
"ofid","OFID","MW","Malawi",2012,2640000
"afdf","AfDF","MW","Malawi",2013,970000
"badea","BADEA","MW","Malawi",2013,1110000
"BE","Belgium","MW","Malawi",2013,1e+05
"EU","European Union","MW","Malawi",2013,2930000
"FR","France","MW","Malawi",2013,7720000
"GB","United Kingdom","MW","Malawi",2013,10000
"ida","IDA","MW","Malawi",2013,2290000
"ifad","IFAD","MW","Malawi",2013,6e+05
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","MW","Malawi",2013,8160000
"KW","Kuwait","MW","Malawi",2013,1570000
"ofid","OFID","MW","Malawi",2013,4540000
"CA","Canada","MY","Malaysia",2000,920000
"DE","Germany","MY","Malaysia",2000,360000
"FI","Finland","MY","Malaysia",2000,5660000
"FR","France","MY","Malaysia",2000,7530000
"GB","United Kingdom","MY","Malaysia",2000,1450000
"JP","Japan","MY","Malaysia",2000,131720000
"KW","Kuwait","MY","Malaysia",2000,2430000
"CA","Canada","MY","Malaysia",2001,720000
"DE","Germany","MY","Malaysia",2001,360000
"FI","Finland","MY","Malaysia",2001,5650000
"FR","France","MY","Malaysia",2001,8340000
"GB","United Kingdom","MY","Malaysia",2001,1060000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2001,1520000
"JP","Japan","MY","Malaysia",2001,147530000
"KW","Kuwait","MY","Malaysia",2001,2540000
"CA","Canada","MY","Malaysia",2002,540000
"DE","Germany","MY","Malaysia",2002,350000
"DK","Denmark","MY","Malaysia",2002,70000
"FI","Finland","MY","Malaysia",2002,3680000
"FR","France","MY","Malaysia",2002,8320000
"GB","United Kingdom","MY","Malaysia",2002,1050000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2002,850000
"JP","Japan","MY","Malaysia",2002,157740000
"KW","Kuwait","MY","Malaysia",2002,2480000
"CA","Canada","MY","Malaysia",2003,520000
"DE","Germany","MY","Malaysia",2003,350000
"FI","Finland","MY","Malaysia",2003,3e+05
"FR","France","MY","Malaysia",2003,8210000
"GB","United Kingdom","MY","Malaysia",2003,1020000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2003,680000
"JP","Japan","MY","Malaysia",2003,162110000
"KW","Kuwait","MY","Malaysia",2003,2240000
"CA","Canada","MY","Malaysia",2004,5e+05
"DE","Germany","MY","Malaysia",2004,340000
"FR","France","MY","Malaysia",2004,8470000
"GB","United Kingdom","MY","Malaysia",2004,370000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2004,660000
"JP","Japan","MY","Malaysia",2004,185620000
"KW","Kuwait","MY","Malaysia",2004,1790000
"CA","Canada","MY","Malaysia",2005,460000
"DE","Germany","MY","Malaysia",2005,350000
"FR","France","MY","Malaysia",2005,7990000
"GB","United Kingdom","MY","Malaysia",2005,90000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2005,5e+05
"JP","Japan","MY","Malaysia",2005,236830000
"KW","Kuwait","MY","Malaysia",2005,1750000
"CA","Canada","MY","Malaysia",2006,260000
"DE","Germany","MY","Malaysia",2006,240000
"FI","Finland","MY","Malaysia",2006,1730000
"FR","France","MY","Malaysia",2006,8400000
"GB","United Kingdom","MY","Malaysia",2006,90000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2006,610000
"JP","Japan","MY","Malaysia",2006,135450000
"CA","Canada","MY","Malaysia",2007,70000
"DK","Denmark","MY","Malaysia",2007,29340000
"FR","France","MY","Malaysia",2007,8740000
"GB","United Kingdom","MY","Malaysia",2007,37450000
"islamic-dev-bank","Islamic Dev Bank","MY","Malaysia",2007,590000
"JP","Japan","MY","Malaysia",2007,125250000
"CA","Canada","MY","Malaysia",2008,30000
