"id","entity-name","2014"
"d314","Abim",81
"d301","Adjumani",88
"d322","Agago",71
"d323","Alebtong",75
"d315","Amolatar",80
"d324","Amudat",98
"d216","Amuria",88
"d316","Amuru",73
"d302","Apac",79
"d303","Arua",86
"d217","Budaka",92
"d218","Bududa",95
"d201","Bugiri",86
"d420","Buhweju",88
"d117","Buikwe",88
"d219","Bukedea",86
"d118","Bukomansimbi",66
"d220","Bukwo",95
"d225","Bulambuli",90
"d416","Buliisa",73
"d401","Bundibugyo",89
"d402","Bushenyi",84
"d202","Busia",83
"d221","Butaleja",91
"d119","Butambala",82
"d120","Buvuma",87
"d226","Buyende",93
"d317","Dokolo",83
"d121","Gomba",84
"d304","Gulu",85
"d403","Hoima",90
"d417","Ibanda",79
"d203","Iganga",92
"d418","Isingiro",94
"d204","Jinja",87
"d318","Kaabong",93
"d404","Kabale",89
"d405","Kabarole",78
"d213","Kaberamaido",90
"d101","Kalangala",86
"d222","Kaliro",94
"d122","Kalungu",58
"d102","Kampala",
"d205","Kamuli",90
"d413","Kamwenge",82
"d414","Kanungu",83
"d206","Kapchorwa",92
"d406","Kasese",86
"d207","Katakwi",93
"d112","Kayunga",83
"d407","Kibaale",87
"d103","Kiboga",73
"d227","Kibuku",91
"d419","Kiruhura",91
"d421","Kiryandongo",85
"d408","Kisoro",90
"d305","Kitgum",60
"d319","Koboko",95
"d325","Kole",65
"d306","Kotido",75
"d208","Kumi",87
"d228","Kween",93
"d123","Kyankwanzi",90
"d422","Kyegegwa",75
"d415","Kyenjojo",76
"d326","Lamwo",83
"d307","Lira",82
"d229","Luuka",94
"d104","Luwero",89
"d124","Lwengo",83
"d114","Lyantonde",86
"d223","Manafwa",95
"d320","Maracha",84
"d105","Masaka",67
"d409","Masindi",86
"d214","Mayuge",87
"d209","Mbale",90
"d410","Mbarara",94
"d423","Mitooma",87
"d115","Mityana",78
"d308","Moroto",81
"d309","Moyo",84
"d106","Mpigi",77
"d107","Mubende",87
"d108","Mukono",85
"d311","Nakapiripirit",88
"d116","Nakaseke",75
"d109","Nakasongola",67
"d230","Namayingo",73
"d224","Namutumba",95
"d327","Napak",73
"d310","Nebbi",70
"d231","Ngora",95
"d424","Ntoroko",55
"d411","Ntungamo",79
"d328","Nwoya",76
"d329","Otuke",81
"d321","Oyam",81
"d312","Pader",83
"d210","Pallisa",97
"d110","Rakai",80
"d425","Rubirizi",95
"d412","Rukungiri",78
"d232","Serere",88
"d426","Sheema",94
"d215","Sironko",91
"d211","Soroti",90
"d111","Ssembabule",80
"d212","Tororo",94
"d113","Wakiso",81
"d313","Yumbe",97
"d330","Zombo",82
