"id","entity-name","year","value"
"AU","Australia",2000,0.08
"AU","Australia",2001,0.06
"AU","Australia",2002,0.06
"AU","Australia",2003,0.06
"AU","Australia",2004,0.06
"AU","Australia",2005,0.06
"AU","Australia",2006,0.07
"AU","Australia",2007,0.08
"AU","Australia",2008,0.08
"AU","Australia",2009,0.08
"AU","Australia",2010,0.1
"AU","Australia",2011,0.09
"AU","Australia",2012,0.11
"AU","Australia",2013,0.09
"AT","Austria",2000,0.06
"AT","Austria",2001,0.08
"AT","Austria",2002,0.09
"AT","Austria",2003,0.07
"AT","Austria",2004,0.06
"AT","Austria",2005,0.08
"AT","Austria",2006,0.08
"AT","Austria",2007,0.07
"AT","Austria",2008,0.07
"AT","Austria",2009,0.09
"AT","Austria",2010,0.12
"AT","Austria",2011,0.07
"AT","Austria",2012,0.06
"AT","Austria",2013,0.08
"BE","Belgium",2000,0.11
"BE","Belgium",2001,0.14
"BE","Belgium",2002,0.15
"BE","Belgium",2003,0.36
"BE","Belgium",2004,0.19
"BE","Belgium",2005,0.16
"BE","Belgium",2006,0.18
"BE","Belgium",2007,0.17
"BE","Belgium",2008,0.19
"BE","Belgium",2009,0.2
"BE","Belgium",2010,0.31
"BE","Belgium",2011,0.2
"BE","Belgium",2012,0.14
"BE","Belgium",2013,0.16
"CA","Canada",2000,0.05
"CA","Canada",2001,0.04
"CA","Canada",2002,0.06
"CA","Canada",2003,0.08
"CA","Canada",2004,0.08
"CA","Canada",2005,0.1
"CA","Canada",2006,0.1
"CA","Canada",2007,0.11
"CA","Canada",2008,0.13
"CA","Canada",2009,0.11
"CA","Canada",2010,0.15
"CA","Canada",2011,0.11
"CA","Canada",2012,0.11
"CA","Canada",2013,0.1
"CZ","Czech Republic",2000,0.01
"CZ","Czech Republic",2001,0.01
"CZ","Czech Republic",2002,0.01
"CZ","Czech Republic",2003,0.01
"CZ","Czech Republic",2004,0.02
"CZ","Czech Republic",2005,0.02
"CZ","Czech Republic",2006,0.03
"CZ","Czech Republic",2007,0.03
"CZ","Czech Republic",2008,0.05
"CZ","Czech Republic",2009,0.04
"CZ","Czech Republic",2010,0.04
"CZ","Czech Republic",2011,0.03
"CZ","Czech Republic",2012,0.03
"CZ","Czech Republic",2013,0.03
"DK","Denmark",2000,0.36
"DK","Denmark",2001,0.36
"DK","Denmark",2002,0.33
"DK","Denmark",2003,0.34
"DK","Denmark",2004,0.33
"DK","Denmark",2005,0.32
"DK","Denmark",2006,0.32
"DK","Denmark",2007,0.34
"DK","Denmark",2008,0.32
"DK","Denmark",2009,0.35
"DK","Denmark",2010,0.35
"DK","Denmark",2011,0.32
"DK","Denmark",2012,0.31
"DK","Denmark",2013,0.27
"FI","Finland",2000,0.1
"FI","Finland",2001,0.1
"FI","Finland",2002,0.12
"FI","Finland",2003,0.12
"FI","Finland",2004,0.12
"FI","Finland",2005,0.13
"FI","Finland",2006,0.14
"FI","Finland",2007,0.15
"FI","Finland",2008,0.15
"FI","Finland",2009,0.19
"FI","Finland",2010,0.2
"FI","Finland",2011,0.17
"FI","Finland",2012,0.18
"FI","Finland",2013,0.19
"FR","France",2000,0.09
"FR","France",2001,0.09
"FR","France",2002,0.13
"FR","France",2003,0.17
"FR","France",2004,0.17
"FR","France",2005,0.11
"FR","France",2006,0.12
"FR","France",2007,0.11
"FR","France",2008,0.11
"FR","France",2009,0.12
"FR","France",2010,0.14
"FR","France",2011,0.13
"FR","France",2012,0.1
"FR","France",2013,0.12
"DE","Germany",2000,0.07
"DE","Germany",2001,0.07
"DE","Germany",2002,0.07
"DE","Germany",2003,0.11
"DE","Germany",2004,0.09
"DE","Germany",2005,0.07
"DE","Germany",2006,0.09
"DE","Germany",2007,0.09
"DE","Germany",2008,0.1
"DE","Germany",2009,0.1
"DE","Germany",2010,0.11
"DE","Germany",2011,0.1
"DE","Germany",2012,0.11
"DE","Germany",2013,0.09
"GR","Greece",2000,0.03
"GR","Greece",2001,0.03
"GR","Greece",2002,0.04
"GR","Greece",2003,0.03
"GR","Greece",2004,0.03
"GR","Greece",2005,0.04
"GR","Greece",2006,0.04
"GR","Greece",2007,0.04
"GR","Greece",2008,0.05
"GR","Greece",2009,0.04
"GR","Greece",2010,0.04
"GR","Greece",2011,0.02
"GR","Greece",2012,0.02
"GR","Greece",2013,0.02
"IS","Iceland",2000,0.04
"IS","Iceland",2001,0.07
"IS","Iceland",2002,0.05
"IS","Iceland",2003,0.05
"IS","Iceland",2004,0.05
"IS","Iceland",2005,0.07
"IS","Iceland",2006,0.12
"IS","Iceland",2007,0.11
"IS","Iceland",2008,0.19
"IS","Iceland",2009,0.14
"IS","Iceland",2010,0.14
"IS","Iceland",2011,0.1
"IS","Iceland",2012,0.1
"IS","Iceland",2013,0.12
"IE","Ireland",2000,0.15
"IE","Ireland",2001,0.18
"IE","Ireland",2002,0.23
"IE","Ireland",2003,0.22
"IE","Ireland",2004,0.22
"IE","Ireland",2005,0.21
"IE","Ireland",2006,0.28
"IE","Ireland",2007,0.28
"IE","Ireland",2008,0.3
"IE","Ireland",2009,0.28
"IE","Ireland",2010,0.29
"IE","Ireland",2011,0.27
"IE","Ireland",2012,0.24
"IE","Ireland",2013,0.23
"IT","Italy",2000,0.05
"IT","Italy",2001,0.05
"IT","Italy",2002,0.1
"IT","Italy",2003,0.08
"IT","Italy",2004,0.05
"IT","Italy",2005,0.08
"IT","Italy",2006,0.04
"IT","Italy",2007,0.06
"IT","Italy",2008,0.07
"IT","Italy",2009,0.05
"IT","Italy",2010,0.06
"IT","Italy",2011,0.07
"IT","Italy",2012,0.04
"IT","Italy",2013,0.05
"JP","Japan",2000,0.06
"JP","Japan",2001,0.05
"JP","Japan",2002,0.05
"JP","Japan",2003,0.05
"JP","Japan",2004,0.04
"JP","Japan",2005,0.05
"JP","Japan",2006,0.08
"JP","Japan",2007,0.06
"JP","Japan",2008,0.05
"JP","Japan",2009,0.06
"JP","Japan",2010,0.08
"JP","Japan",2011,0.07
"JP","Japan",2012,0.08
"JP","Japan",2013,0.14
"LU","Luxembourg",2000,0.22
"LU","Luxembourg",2001,0.24
"LU","Luxembourg",2002,0.28
"LU","Luxembourg",2003,0.27
"LU","Luxembourg",2004,0.26
"LU","Luxembourg",2005,0.28
"LU","Luxembourg",2006,0.34
"LU","Luxembourg",2007,0.36
"LU","Luxembourg",2008,0.38
"LU","Luxembourg",2009,0.39
"LU","Luxembourg",2010,0.4
"LU","Luxembourg",2011,0.36
"LU","Luxembourg",2012,0.37
"LU","Luxembourg",2013,0.38
"NL","Netherlands",2000,0.22
"NL","Netherlands",2001,0.26
"NL","Netherlands",2002,0.3
"NL","Netherlands",2003,0.29
"NL","Netherlands",2004,0.3
"NL","Netherlands",2005,0.27
"NL","Netherlands",2006,0.2
"NL","Netherlands",2007,0.24
"NL","Netherlands",2008,0.24
"NL","Netherlands",2009,0.21
"NL","Netherlands",2010,0.24
"NL","Netherlands",2011,0.17
"NL","Netherlands",2012,0.15
"NL","Netherlands",2013,0.17
"NZ","New Zealand",2000,0.07
"NZ","New Zealand",2001,0.07
"NZ","New Zealand",2002,0.06
"NZ","New Zealand",2003,0.07
"NZ","New Zealand",2004,0.08
"NZ","New Zealand",2005,0.07
"NZ","New Zealand",2006,0.08
"NZ","New Zealand",2007,0.07
"NZ","New Zealand",2008,0.09
"NZ","New Zealand",2009,0.09
"NZ","New Zealand",2010,0.08
"NZ","New Zealand",2011,0.08
"NZ","New Zealand",2012,0.09
"NZ","New Zealand",2013,0.09
"NO","Norway",2000,0.27
"NO","Norway",2001,0.28
"NO","Norway",2002,0.35
"NO","Norway",2003,0.38
"NO","Norway",2004,0.37
"NO","Norway",2005,0.35
"NO","Norway",2006,0.35
"NO","Norway",2007,0.34
"NO","Norway",2008,0.33
"NO","Norway",2009,0.33
"NO","Norway",2010,0.34
"NO","Norway",2011,0.31
"NO","Norway",2012,0.27
"NO","Norway",2013,0.3
"PL","Poland",2000,0.01
"PL","Poland",2001,0.01
"PL","Poland",2002,
"PL","Poland",2003,0
"PL","Poland",2004,0.02
"PL","Poland",2005,0.02
"PL","Poland",2006,0.04
"PL","Poland",2007,0.02
"PL","Poland",2008,0.02
"PL","Poland",2009,0.02
"PL","Poland",2010,0.02
"PL","Poland",2011,0.02
"PL","Poland",2012,0.02
"PL","Poland",2013,0.03
"PT","Portugal",2000,0.15
"PT","Portugal",2001,0.15
"PT","Portugal",2002,0.16
"PT","Portugal",2003,0.11
"PT","Portugal",2004,0.52
"PT","Portugal",2005,0.09
"PT","Portugal",2006,0.1
"PT","Portugal",2007,0.1
"PT","Portugal",2008,0.1
"PT","Portugal",2009,0.1
"PT","Portugal",2010,0.13
"PT","Portugal",2011,0.15
"PT","Portugal",2012,0.09
"PT","Portugal",2013,0.07
"SK","Slovakia",2000,0
"SK","Slovakia",2001,0
"SK","Slovakia",2002,0
"SK","Slovakia",2003,0.01
"SK","Slovakia",2004,0.02
"SK","Slovakia",2005,
"SK","Slovakia",2006,0.05
"SK","Slovakia",2007,0.05
"SK","Slovakia",2008,0.05
"SK","Slovakia",2009,0.02
"SK","Slovakia",2010,0.02
"SK","Slovakia",2011,0.02
"SK","Slovakia",2012,0.02
"SK","Slovakia",2013,0.02
"SI","Slovenia",2000,
"SI","Slovenia",2001,
"SI","Slovenia",2002,
"SI","Slovenia",2003,
"SI","Slovenia",2004,
"SI","Slovenia",2005,0
