"id","entity-name","year","value"
"d101",,2010,83
"d101",,2011,100
"d101",,2012,91
"d101",,2013,95
"d102",,2010,100
"d102",,2011,91
"d102",,2012,95
"d102",,2013,85
"d103",,2010,87
"d103",,2011,78
"d103",,2012,90
"d103",,2013,90
"d104",,2010,92
"d104",,2011,88
"d104",,2012,85
"d104",,2013,95
"d105",,2010,91
"d105",,2011,89
"d105",,2012,84
"d105",,2013,88
"d106",,2010,93
"d106",,2011,96
"d106",,2012,87
"d106",,2013,91
"d107",,2010,84
"d107",,2011,85
"d107",,2012,88
"d107",,2013,84
"d108",,2010,92
"d108",,2011,83
"d108",,2012,84
"d108",,2013,89
"d109",,2010,83
"d109",,2011,87
"d109",,2012,86
"d109",,2013,87
"d110",,2010,82
"d110",,2011,83
"d110",,2012,87
"d110",,2013,88
"d111",,2010,85
"d111",,2011,97
"d111",,2012,83
"d111",,2013,94
"d112",,2010,102
"d112",,2011,92
"d112",,2012,89
"d112",,2013,96
"d113",,2010,100
"d113",,2011,96
"d113",,2012,91
"d113",,2013,93
"d114",,2010,81
"d114",,2011,83
"d114",,2012,87
"d114",,2013,94
"d115",,2010,86
"d115",,2011,78
"d115",,2012,82
"d115",,2013,92
"d116",,2010,82
"d116",,2011,88
"d116",,2012,91
"d116",,2013,91
"d117",,2010,95
"d117",,2011,85
"d117",,2012,89
"d117",,2013,87
"d118",,2010,67
"d118",,2011,87
"d118",,2012,82
"d118",,2013,91
"d119",,2010,97
"d119",,2011,90
"d119",,2012,96
"d119",,2013,94
"d120",,2010,104
"d120",,2011,100
"d120",,2012,95
"d120",,2013,100
"d121",,2010,93
"d121",,2011,99
"d121",,2012,90
"d121",,2013,85
"d122",,2010,91
"d122",,2011,83
"d122",,2012,86
"d122",,2013,91
"d123",,2010,86
"d123",,2011,70
"d123",,2012,65
"d123",,2013,62
"d124",,2010,91
"d124",,2011,85
"d124",,2012,78
"d124",,2013,85
"d201",,2010,86
"d201",,2011,91
"d201",,2012,85
"d201",,2013,86
"d202",,2010,107
"d202",,2011,88
"d202",,2012,86
"d202",,2013,89
"d203",,2010,91
"d203",,2011,96
"d203",,2012,94
"d203",,2013,91
