"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"GT",340.203774,,194.8895182,182.1154399,166.0843495,,355.9745017,,,,,214.0906223,,
"GW",,,169.5644491,,,,,,,,,,,
"GY",,,,,,,,,,,,,,
"HN",,983.6212878,404.0119974,341.5914522,519.886871,900.7842561,1394.273223,1574.784891,655.3106287,519.918252,649.0000519,511.1209079,,
"HR",41736.60426,85900.9009,,,,,,,,,,,,
"HT",,51.70718255,,,,,,,,,,,,
"ID",,,36.14855957,,,74.01161063,,,74.06230643,,85.99098835,66.33884164,,
"IN",,,,,,8.554114267,,,,,12.49046522,,13.04708135,
"IQ",,,,,,,,10361.40287,,,,,1032.337684,
"IR",,,,,,148.4747496,,,,,,,,
"JM",,251.754478,23850.99297,,32815.56469,,,,,,,,,
"JO",,,,30245.40082,,,58804.19075,,237409.8765,,252685.5489,,,
"KE",,,,,,68.48400665,,,,,,,,
"KG",175.9413366,188.9127647,201.5989393,238.7660398,658.9222594,356.0066701,602.0577982,3375.124875,1404.27103,1282.169724,1370.577258,2055.565019,,
"KH",,,,,144.8693843,,,182.137282,277.1915414,440.4357278,498.8505961,581.855985,,
"KI",,,,,,,,,,,,,,
"KM",,,,,135.6312726,,,,,,,,,
"KN",,,,,,,,,,,,,,
"KP",,,,,,,,,,,,,,
"KZ",,246.6651271,476.7530106,1076.32192,1604.222557,93380.65368,3421.601899,12583.65288,241691.1295,,27498.21301,,,
"LA",,,204.4886799,,,,,231.8041599,,,,,241.8067982,
"LB",,,,,,,,,,,,,,
"LC",,,,,,,,,,,,,,
"LK",,,345.9241972,,,,,834.3812423,,,1337.510809,,,
"LR",,,,,,,,270.4156531,,,,,,
"LS",,,,114.1543356,,,,,,,256.2919742,,,
"LY",,,,,,,,,,,,,,
"MA",,614.3350337,,,,,,2256.795712,,,,,,
"MD",,207.6238482,381.3398277,708.0002657,597.2136133,445.1283742,3490.918906,8094.77676,8104.450262,9499.137063,33545.88597,56471.66585,,
"ME",,,,,,2974.025974,126030.0926,49527.55906,198061.0413,,,97620.8749,,
"MG",,55.07816644,,,,91.9175537,,,,,27.71310575,,,
"MH",,,,,,,,,,,,,,
"MK",4708.906911,,39526.14825,39169.15848,31776.69187,50131.57895,13633.39044,,36241.27956,,,,,
"ML",,112.0808207,,,,,527.8790376,,,,164.988885,,,
"MM",,,,,,,,,,,,,,
"MN",,,,,,,,,,,,,,
"MR",720.7961845,,,,502.033146,,,,616.9808451,,,,,
"MS",,,,,,,,,,,,,,
"MT",,,,,,,,,,,,,,
"MU",,,,,,,28969.97339,,,,,,36087.89625,
"MV",,,,,9678.909679,,,,,,,,,
"MW",,,,,75.19106666,,,,,,99.45188622,,,
"MX",34.28147648,,76.20687311,,141.9343411,61.65692052,556.8118322,,231.2023308,,775.911836,,426.1409512,
"MY",,,,,4181.907119,,,,,,,,,
"MZ",,,,100.3335672,,,,,,149.2954898,,,,
"NA",,,,,343.4445194,,,,,,537.8132256,,,
"NE",,,,,,101.2921108,,,100.4701102,,,97.86997605,,
"NG",,,,,8.621680243,,,,,,22.08147849,,,
"NI",,2250.42681,,,,6572.149644,,,,1640.393084,,,,
"NP",,,,53.93152573,,,,,,,158.3071353,,,
"NR",,,,,,,,,,,,,,
"NU",,,,,,,,,,,,,,
"OM",,,,,,,,,,,,,,
"PA",179.2858412,,177.8862824,215.8799748,164.78939,173.7486186,276.2290056,196.7742706,306.5207044,843.3690364,1126.729488,970.3268565,436.0263923,
"PE",206.0622085,251.023785,285.3192758,358.6328544,426.6012888,382.7140418,439.465083,498.9586148,514.0023674,703.4554128,993.4595525,886.7822848,656.2764309,
"PG",,,,,,,,,,,,,,
"PH",73.22912266,,,90.55367392,,,77.10859814,,,80.98698381,,,55.57875874,
"PK",,,65.38433546,,,69.24053676,86.41072265,,76.12557357,,,192.8412264,,
"PS",,,,,191278.8823,,,56561.32384,,989608.3727,,,,
"PW",,,,,,,,,,,,,,
"PY",,346.8367726,204.1615056,286.7334247,382.4381009,390.8328104,277.7066461,429.3067452,803.0958258,624.2934652,582.470312,546.5541162,847.517853,
"RS",,,154398.4615,76026.30444,46372.75728,29155.37231,97293.97161,101859.3362,328622.449,124946.3415,189791.5524,,,
"RW",81.36480616,,,,,,320.2424053,,,,,178.7062125,,
"SA",,,,,,,,,,,,,,
"SB",,,,,,,,,,,,,,
"SC",,,,,,,,76619.71831,,,,,,
"SD",,,,,,,,,,372.5527389,,,,
"SH",,,,,,,,,,,,,,
"SI",,,105125.3761,,,,,,,,,,,
"SL",,,,183.7133639,,,,,,,,128.6567912,,
"SN",,202.0101815,,,,269.0316328,,,,,,241.6787415,,
"SO",,,,,,,,,,,,,,
"SR",,,,,,,,,,,,,,
"SS",,,,,,,,,,,,,,
"ST",,1743.004455,,,,,,,,,653.2358893,,,
"SV",386.7207977,505.6950885,472.6876942,395.1803053,669.8829843,716.1898939,1043.448867,1508.676019,1027.465634,1314.707453,1266.793372,2005.146634,1913.961487,
"SY",,,,,1009.296632,,,,,,,,,
"SZ",,154.1216622,,,,,,,,,217.7404048,,,
"TC",,,,,,,,,,,,,,
"TD",,,,68.04825347,,,,,,,,114.9484431,,
"TG",,,,,,,37.96127566,,,,,357.6899255,,
"TH",711.433115,,1139.689473,,,,1083.558251,,1678.809026,,2256.773234,,,
"TJ",,,,92.10528591,239.2794721,,,287.0954818,,949.3262384,,,,
"TK",,,,,,,,,,,,,,
"TL",,,,,,,,915.4784396,,,,,,
"TM",,,,,,,,,,,,,,
"TN",2617.42985,,,,,4640.968208,,,,,11249.50361,,,
"TO",,,,,,,,,,,,,,
"TR",,,1309.986145,372.9547439,901.0178001,951.3944174,1235.363579,1975.789778,22609.85731,6901.406803,3527.179685,59386.11049,,
"TT",,,,,,,,,,,,,,
"TV",,,,,,,,,,,,,,
"TZ",62.58733714,,,,,,,115.1840824,,,,,138.2863334,
"UA",,,,,,21331.46521,8562.355923,16196.15853,,24969.96236,,,,
"UG",,,86.57415183,,,,390.8618194,,,151.3026827,,,,129.5316806
"UY",2410.288582,2089.39043,1549.435082,1812.858092,1237.579956,1129.476584,1684.834026,3497.254119,5709.199495,7304.089055,9246.737841,5058.517555,2792.39905,
"UZ",,,,,,,,,,,,,,
"VC",,,,,,,,,,,,,,
"VE",,32.96078612,23.40999442,23.11798981,14.2891433,22.12340982,42.113321,,,,,,,
"VN",,,66.62073799,,97.84432147,,143.2788049,,217.309207,,1072.014289,,2211.324807,
"VU",,,,,,,,,,,,,,
"WF",,,,,,,,,,,,,,
"WS",,,,,,,,,,,,,,
"XK",,,,,,,,,,,,,,
"YE",,,,,,271.46831,,,,,,,,
"YT",,,,,,,,,,,,,,
"ZA",68.66065232,,,,,,114.6826986,,,167.9765039,,295.4537316,,
"ZM",,,,198.5717531,236.189729,,695.465895,,,,98.35625316,,,
"ZW",,,,,,,,,,,,,,
