country-id,year,sector-id,aid-bundle-id,value
AFG,2009,H,A,0.9326822
AFG,2009,H,B,35.0997633
AFG,2009,H,C,107.4328163
AFG,2009,H,E,106.4289554
AFG,2009,H,F,0.035452
AFG,2009,H,G,326.4397291
AFG,2009,I,A,-0.1909066
AFG,2009,I,B,4.8089795
AFG,2009,I,E,24.89826885
AFG,2009,I,G,17.91816292
AFG,2009,J,B,0.318552497
AFG,2009,J,E,15.128063
AFG,2009,J,G,1.666807983
AFG,2009,K,B,120.9574167
AFG,2009,K,C,16.05995717
AFG,2009,K,D,2.282838452
AFG,2009,K,E,77.06392352
AFG,2009,K,F,8.090643454
AFG,2009,K,G,26.5792767
AFG,2009,L,B,45.82461801
AFG,2009,M,F,1.43815274
AFG,2009,N,B,100.0476373
AFG,2009,N,C,127.3849173
AFG,2009,N,E,370.5611014
AFG,2009,N,F,0.00931
AFG,2009,N,G,12.39045328
AFG,2010,A,B,135.9067123
AFG,2010,A,D,1.050865542
AFG,2010,A,E,124.2211692
AFG,2010,A,F,16.60245818
AFG,2010,A,G,113.1418803
AFG,2010,B,B,98.309224
AFG,2010,B,C,3.0061
AFG,2010,B,D,0.639313571
AFG,2010,B,E,130.4577553
AFG,2010,B,F,19.46758146
AFG,2010,B,G,54.0125602
AFG,2010,C,A,2.135385498
AFG,2010,C,B,10.64412361
AFG,2010,C,D,0.539209304
AFG,2010,C,E,13.89451399
AFG,2010,C,F,0.00917
AFG,2010,C,G,33.90257224
AFG,2010,D,A,2.369333642
AFG,2010,D,B,761.5660699
AFG,2010,D,D,4.592097539
AFG,2010,D,E,455.9781545
AFG,2010,D,F,25.01818021
AFG,2010,D,G,1034.309308
AFG,2010,E,A,0
AFG,2010,E,B,51.45261851
AFG,2010,E,D,0.385299484
AFG,2010,E,E,224.0048223
AFG,2010,E,F,1.924113511
AFG,2010,E,G,17.75736452
AFG,2010,F,A,72.42649657
AFG,2010,F,B,398.3850003
AFG,2010,F,E,412.8327868
AFG,2010,F,F,6.738978922
AFG,2010,F,G,68.38895524
AFG,2010,G,A,0
AFG,2010,G,B,40.50721331
AFG,2010,G,D,0.669575337
AFG,2010,G,E,72.87173115
AFG,2010,G,F,0.00881
AFG,2010,G,G,17.8332415
AFG,2010,H,A,4.516674831
AFG,2010,H,B,35.13823694
AFG,2010,H,C,120.6913353
AFG,2010,H,D,1.062806491
AFG,2010,H,E,182.4621806
AFG,2010,H,F,0.564666
AFG,2010,H,G,347.2002131
AFG,2010,I,A,0.52078307
AFG,2010,I,B,13.10211605
AFG,2010,I,D,0.128622106
AFG,2010,I,E,58.93831132
AFG,2010,I,F,0.01195
AFG,2010,I,G,15.05943995
AFG,2010,J,A,0.508582855
AFG,2010,J,B,5.463585951
AFG,2010,J,D,0.00346
AFG,2010,J,E,6.448825904
AFG,2010,J,F,0.011446
AFG,2010,J,G,1.130579977
AFG,2010,K,A,0
AFG,2010,K,B,159.4968976
AFG,2010,K,C,18.23187192
AFG,2010,K,D,2.21744133
AFG,2010,K,E,76.23537936
AFG,2010,K,F,89.12772397
AFG,2010,K,G,49.73489491
AFG,2010,L,B,34.09809677
AFG,2010,L,E,0
AFG,2010,M,F,181.5942587
AFG,2010,N,A,3.40197947
AFG,2010,N,B,118.4142862
AFG,2010,N,C,134.6159079
AFG,2010,N,D,2.016267868
AFG,2010,N,E,306.3513579
AFG,2010,N,F,27.6981877
AFG,2010,N,G,19.40429243
AFG,2011,A,B,186.0515648
AFG,2011,A,D,0.105270671
AFG,2011,A,E,73.712786
AFG,2011,A,F,6.845304804
AFG,2011,A,G,110.6775327
AFG,2011,B,B,138.4765011
AFG,2011,B,C,7.48529474
AFG,2011,B,D,2.940468374
AFG,2011,B,E,200.8469787
AFG,2011,B,F,3.478833325
AFG,2011,B,G,42.54394264
AFG,2011,C,A,0.930811524
AFG,2011,C,B,49.6131982
AFG,2011,C,D,0.192698855
AFG,2011,C,E,16.85948009
AFG,2011,C,F,0.263254
AFG,2011,C,G,40.4592856
AFG,2011,D,A,1.336912943
AFG,2011,D,B,772.6852935
AFG,2011,D,D,5.827917941
AFG,2011,D,E,1092.942761
AFG,2011,D,F,55.72877904
AFG,2011,D,G,568.3747315
AFG,2011,E,A,2.5
AFG,2011,E,B,91.67258789
AFG,2011,E,D,0.295437298
AFG,2011,E,E,73.5207509
AFG,2011,E,F,0.05
AFG,2011,E,G,38.58321214
AFG,2011,F,A,36.78778491
AFG,2011,F,B,313.4611173
AFG,2011,F,E,371.544011
AFG,2011,F,F,29.77417309
AFG,2011,F,G,50.16373422
AFG,2011,G,A,
AFG,2011,G,B,150.9348527
AFG,2011,G,D,0.137742603
AFG,2011,G,E,73.15414388
AFG,2011,G,G,18.09150391
AFG,2011,H,A,6.118272808
AFG,2011,H,B,116.1675652
AFG,2011,H,C,68.79600408
AFG,2011,H,D,1.700863866
AFG,2011,H,E,189.2286988
AFG,2011,H,F,1.055432
AFG,2011,H,G,143.1026357
AFG,2011,I,A,1.6991281
AFG,2011,I,B,27.82276433
AFG,2011,I,E,57.1692846
AFG,2011,I,F,0.0164
AFG,2011,I,G,12.02767839
AFG,2011,J,A,-0.571190552
AFG,2011,J,B,8.126888473
AFG,2011,J,E,7.330947
AFG,2011,J,F,0.0646
AFG,2011,J,G,0.0125
AFG,2011,K,A,0
AFG,2011,K,B,272.335679
AFG,2011,K,C,35.12874686
AFG,2011,K,D,3.683894773
AFG,2011,K,E,64.36292245
AFG,2011,K,F,48.93641026
AFG,2011,K,G,80.91332306
AFG,2011,L,B,19.65689063
AFG,2011,M,F,2.293551283
AFG,2011,N,A,3.94456625
AFG,2011,N,B,170.0973526
AFG,2011,N,C,208.1590879
AFG,2011,N,D,0.1555235
AFG,2011,N,E,304.1954385
AFG,2011,N,F,36.83925039
AFG,2011,N,G,25.964062
AFG,2012,A,B,154.4305377
AFG,2012,A,D,0.89000936
AFG,2012,A,E,72.79900258
AFG,2012,A,F,13.74355066
AFG,2012,A,G,103.8876133
AFG,2012,B,B,108.361821
AFG,2012,B,C,12.258
AFG,2012,B,D,-0.003250271
AFG,2012,B,E,167.0655261
AFG,2012,B,F,15.46463917
AFG,2012,B,G,36.39837449
AFG,2012,C,A,0
AFG,2012,C,B,24.21084909
AFG,2012,C,E,20.61671915
AFG,2012,C,F,0.002333243
AFG,2012,C,G,26.57189339
AFG,2012,D,A,0.48977541
AFG,2012,D,B,1415.805405
AFG,2012,D,D,2.391216287
AFG,2012,D,E,824.1160775
AFG,2012,D,F,23.58979317
AFG,2012,D,G,499.3505274
AFG,2012,E,A,0
AFG,2012,E,B,29.35571833
AFG,2012,E,D,0.0257958
AFG,2012,E,E,50.57645164
AFG,2012,E,F,0.094330742
AFG,2012,E,G,18.32869548
AFG,2012,F,A,29.3864243
AFG,2012,F,B,341.1867265
AFG,2012,F,E,362.9717587
AFG,2012,F,F,12.61786695
AFG,2012,F,G,54.98224286
AFG,2012,G,A,2.15296266
AFG,2012,G,B,190.9189372
AFG,2012,G,E,75.96875177
AFG,2012,G,F,0.215462725
AFG,2012,G,G,10.08637338
AFG,2012,H,A,12.10625176
AFG,2012,H,B,88.45925669
AFG,2012,H,C,34.62793762
AFG,2012,H,E,79.97067939
AFG,2012,H,F,9.0444914
AFG,2012,H,G,132.3387455
AFG,2012,I,A,1.1311054
AFG,2012,I,B,45.55315224
AFG,2012,I,D,0
AFG,2012,I,E,45.3770168
AFG,2012,I,F,0.010387435
AFG,2012,I,G,16.10985476
AFG,2012,J,A,-0.029423752
AFG,2012,J,B,1.261666055
AFG,2012,J,E,3.043034496
AFG,2012,J,G,0.455694103
AFG,2012,K,A,7.74759
AFG,2012,K,B,559.4505926
AFG,2012,K,C,35.08174046
AFG,2012,K,D,0.523637333
AFG,2012,K,E,59.75963357
AFG,2012,K,F,87.1287437
AFG,2012,K,G,104.2008693
AFG,2012,L,A,18.38025
AFG,2012,L,B,5.141388175
AFG,2012,M,F,1.253884183
AFG,2012,N,A,3.1742514
AFG,2012,N,B,181.379951
AFG,2012,N,C,120.8174585
AFG,2012,N,E,159.4030656
AFG,2012,N,F,27.72436426
AFG,2012,N,G,6.249522531
AGO,2006,A,A,4.332444106
AGO,2006,A,B,9.835648476
AGO,2006,A,E,5.052545379
AGO,2006,A,F,4.703249237
AGO,2006,A,G,11.90909039
AGO,2006,B,A,1.6684844
AGO,2006,B,B,6.569935938
AGO,2006,B,E,29.12648925
AGO,2006,B,G,24.32605509
AGO,2006,C,A,5.386053134
AGO,2006,C,B,1.958792519
AGO,2006,C,E,2.790587379
AGO,2006,C,G,3.800953291
AGO,2006,D,A,0.9859243
AGO,2006,D,B,10.06479277
AGO,2006,D,E,25.93008432
AGO,2006,D,G,25.84495265
AGO,2006,E,A,3.0831147
AGO,2006,E,B,8.347837306
AGO,2006,E,E,2.360656511
AGO,2006,E,G,7.715212887
AGO,2006,F,A,3.200702899
AGO,2006,F,B,0.0435
AGO,2006,F,E,0.333476995
AGO,2006,F,G,2.989664753
AGO,2006,G,A,0.19236765
AGO,2006,G,B,0.313794402
AGO,2006,G,E,0.42415619
AGO,2006,G,G,1.0784567
AGO,2006,H,A,11.16423062
AGO,2006,H,B,0.608748519
AGO,2006,H,C,11.03874512
AGO,2006,H,E,1.894801166
AGO,2006,H,G,1.568068198
AGO,2006,I,A,0
AGO,2006,I,B,0.233834258
AGO,2006,I,E,0.513538664
AGO,2006,I,G,0.538444417
AGO,2006,J,E,0.764507223
AGO,2006,J,G,0.06608
AGO,2006,K,A,0
AGO,2006,K,B,1.229018844
AGO,2006,K,C,0.0116
AGO,2006,K,D,2.891571167
AGO,2006,K,E,10.03160284
AGO,2006,K,F,2.522816737
AGO,2006,K,G,5.2239651
AGO,2006,L,B,0.0977
AGO,2006,N,B,2.3011
AGO,2006,N,C,7.880841117
AGO,2006,N,E,31.44893547
AGO,2006,N,G,1.352032525
AGO,2007,A,A,0.9687221
AGO,2007,A,B,8.325587971
AGO,2007,A,E,4.009146748
AGO,2007,A,F,4.728503141
AGO,2007,A,G,11.76520011
AGO,2007,B,A,0.7797785
AGO,2007,B,B,9.203363154
AGO,2007,B,C,15.28854
AGO,2007,B,E,45.27319848
AGO,2007,B,G,11.53268577
AGO,2007,C,A,2.78870023
AGO,2007,C,B,11.18768588
AGO,2007,C,E,22.51780637
AGO,2007,C,G,5.2679826
AGO,2007,D,A,10.7492463
AGO,2007,D,B,10.44748968
AGO,2007,D,E,41.89717646
AGO,2007,D,G,13.0172519
AGO,2007,E,A,0.6064629
AGO,2007,E,B,30.56619434
AGO,2007,E,E,15.55817829
AGO,2007,E,G,4.294433511
AGO,2007,F,A,4.255989049
AGO,2007,F,B,0.00864
AGO,2007,F,E,1.034491605
AGO,2007,F,G,2.479641125
AGO,2007,G,A,0.0151
AGO,2007,G,B,0.00914
AGO,2007,G,E,0.89043317
AGO,2007,G,G,0.624255542
AGO,2007,H,A,8.689780105
AGO,2007,H,B,2.158595385
AGO,2007,H,C,8.161622847
AGO,2007,H,E,2.698478494
AGO,2007,H,G,2.72485469
AGO,2007,I,A,0
AGO,2007,I,E,0.264000575
AGO,2007,I,G,1.105982971
AGO,2007,J,E,0.524899947
AGO,2007,J,G,0.422306297
AGO,2007,K,A,0
AGO,2007,K,B,0.773190031
AGO,2007,K,D,0.527636108
AGO,2007,K,E,9.176556526
AGO,2007,K,F,2.574005807
AGO,2007,K,G,9.873464301
AGO,2007,L,B,10.45785681
AGO,2007,M,F,0
AGO,2007,N,B,
AGO,2007,N,C,2.863301887
AGO,2007,N,E,11.3800771
AGO,2008,A,A,1.91016989
AGO,2008,A,B,1.814426454
AGO,2008,A,E,8.010662478
AGO,2008,A,F,3.591423604
AGO,2008,A,G,20.95566929
AGO,2008,B,A,0.8649535
AGO,2008,B,B,13.69477715
AGO,2008,B,C,28.466285
AGO,2008,B,E,59.28313401
AGO,2008,B,G,8.899017971
AGO,2008,C,A,4.0627278
AGO,2008,C,B,1.388407627
AGO,2008,C,E,11.87258604
AGO,2008,C,G,4.939574369
AGO,2008,D,A,4.2253206
AGO,2008,D,B,14.49816518
AGO,2008,D,E,31.58194642
AGO,2008,D,F,0.0333
AGO,2008,D,G,26.92269696
AGO,2008,E,A,0.5871623
AGO,2008,E,B,4.184818391
AGO,2008,E,E,7.874137429
AGO,2008,E,G,5.912648718
AGO,2008,F,A,2.325569
AGO,2008,F,B,0.0446
AGO,2008,F,E,0.661031425
AGO,2008,F,G,2.73884483
AGO,2008,G,A,0.154944895
AGO,2008,G,B,0.07835
AGO,2008,G,E,1.35243223
AGO,2008,G,F,
AGO,2008,G,G,0.57062424
AGO,2008,H,A,25.6758987
AGO,2008,H,B,3.440705239
AGO,2008,H,C,9.037315303
AGO,2008,H,E,2.335131305
AGO,2008,H,F,
AGO,2008,H,G,3.148610236
AGO,2008,I,A,0
AGO,2008,I,E,0.0795
AGO,2008,I,G,1.724857359
AGO,2008,J,E,1.41589
AGO,2008,J,G,0.393347584
AGO,2008,K,A,2.974181451
AGO,2008,K,B,1.383590448
AGO,2008,K,C,0.0272
AGO,2008,K,D,2.80780548
AGO,2008,K,E,7.876423737
AGO,2008,K,F,2.584004537
AGO,2008,K,G,9.215450938
AGO,2008,L,B,0.0728
AGO,2008,M,F,30.02400525
AGO,2008,N,B,1.446947643
AGO,2008,N,C,0.367053887
AGO,2008,N,E,4.081141965
AGO,2008,N,G,0.45725985
AGO,2009,A,A,4.999134958
AGO,2009,A,B,1.685631024
AGO,2009,A,E,7.993836845
AGO,2009,A,F,3.734671275
AGO,2009,A,G,12.92243019
AGO,2009,B,A,0.1373
AGO,2009,B,B,11.65447666
AGO,2009,B,C,29.340155
AGO,2009,B,E,27.12108078
AGO,2009,B,G,12.48905786
AGO,2009,C,A,5.35686797
AGO,2009,C,B,2.541852847
AGO,2009,C,E,4.401660341
AGO,2009,C,G,1.631193215
AGO,2009,D,A,12.5413891
AGO,2009,D,B,11.66191924
AGO,2009,D,E,17.82246256
AGO,2009,D,F,0.019248
AGO,2009,D,G,19.65691032
AGO,2009,E,A,0.0285
AGO,2009,E,B,0.931042217
AGO,2009,E,E,4.481377702
AGO,2009,E,G,5.719994014
AGO,2009,F,A,12.21853155
AGO,2009,F,B,0.0372
AGO,2009,F,E,0.947464168
AGO,2009,F,G,0.977374643
AGO,2009,G,A,0.714648133
AGO,2009,G,B,3.07855142
AGO,2009,G,E,0.587535
AGO,2009,G,F,0.019857
AGO,2009,G,G,0.859813358
AGO,2009,H,A,18.68239256
AGO,2009,H,B,2.834061391
AGO,2009,H,C,5.089367005
AGO,2009,H,E,5.821891363
AGO,2009,H,F,0.0578
AGO,2009,H,G,4.806630969
AGO,2009,I,A,0
AGO,2009,I,E,0.34726
AGO,2009,I,G,3.050095587
AGO,2009,J,A,
AGO,2009,J,E,1.87231
AGO,2009,J,G,0.593494303
AGO,2009,K,A,0
AGO,2009,K,B,4.945957196
AGO,2009,K,D,0.652916381
AGO,2009,K,E,8.429279755
AGO,2009,K,F,1.955049117
AGO,2009,K,G,5.679030008
AGO,2009,L,B,0.181041328
AGO,2009,M,F,0
AGO,2009,N,B,0.27578879
AGO,2009,N,C,0.261968031
AGO,2009,N,E,1.367458493
AGO,2010,A,A,2.839711562
AGO,2010,A,B,0.492060804
AGO,2010,A,D,0.750381079
AGO,2010,A,E,5.19019814
AGO,2010,A,F,5.564314288
AGO,2010,A,G,10.99140441
AGO,2010,B,A,0.03549239
AGO,2010,B,B,44.8253061
AGO,2010,B,C,15.472867
AGO,2010,B,D,0.565850508
AGO,2010,B,E,21.19233747
AGO,2010,B,F,0.429563775
AGO,2010,B,G,3.181945027
AGO,2010,C,A,2.223502789
AGO,2010,C,B,0.878982809
AGO,2010,C,E,4.249239867
AGO,2010,C,G,1.336293
AGO,2010,D,A,2.840386349
AGO,2010,D,B,9.270466817
AGO,2010,D,D,6.003844777
AGO,2010,D,E,17.71182862
AGO,2010,D,F,0.430602881
AGO,2010,D,G,9.666461382
AGO,2010,E,A,0
AGO,2010,E,B,-0.00746
AGO,2010,E,D,0.982817894
AGO,2010,E,E,3.444925794
AGO,2010,E,G,5.075798969
AGO,2010,F,A,4.212739427
AGO,2010,F,B,0.365049404
AGO,2010,F,E,22.53836233
AGO,2010,F,F,0.037911
AGO,2010,F,G,1.970962308
AGO,2010,G,A,0.75186878
AGO,2010,G,B,2.737187623
AGO,2010,G,E,0.721322
AGO,2010,G,F,0.0233
AGO,2010,G,G,0.588431919
AGO,2010,H,A,17.3345959
AGO,2010,H,B,5.587955499
AGO,2010,H,C,3.584470608
AGO,2010,H,D,0.216592066
AGO,2010,H,E,2.673146558
AGO,2010,H,F,0.014916
AGO,2010,H,G,4.617151208
AGO,2010,I,A,13.83061744
AGO,2010,I,E,0.658788
AGO,2010,I,F,0.02516
AGO,2010,I,G,3.095745756
AGO,2010,J,A,1.596914248
AGO,2010,J,B,0.000968
AGO,2010,J,E,0.62680099
AGO,2010,J,G,0.40817313
AGO,2010,K,A,1.107620516
AGO,2010,K,B,0.633916996
AGO,2010,K,D,0.330879312
AGO,2010,K,E,7.454696945
AGO,2010,K,F,1.61697631
AGO,2010,K,G,4.959058832
AGO,2010,L,B,0
AGO,2010,M,F,8.840026834
AGO,2010,N,B,0.170804
AGO,2010,N,C,0.04
AGO,2010,N,E,1.611352589
AGO,2010,N,F,0.316342066
AGO,2010,N,G,0.160927152
AGO,2011,A,A,2.645011207
AGO,2011,A,B,0.867858933
AGO,2011,A,D,1.213757164
AGO,2011,A,E,7.88366919
AGO,2011,A,F,1.806666082
AGO,2011,A,G,12.79154747
AGO,2011,B,A,-0.018520502
AGO,2011,B,B,11.59618233
AGO,2011,B,C,19.4973121
AGO,2011,B,D,0.395427504
AGO,2011,B,E,34.61822216
AGO,2011,B,F,0.38890713
AGO,2011,B,G,1.936617547
AGO,2011,C,A,4.109115047
AGO,2011,C,B,3.053547659
AGO,2011,C,E,2.366709719
AGO,2011,C,F,0.223299143
AGO,2011,C,G,1.325386
AGO,2011,D,A,4.412945007
AGO,2011,D,B,16.81883331
AGO,2011,D,D,4.670726334
AGO,2011,D,E,20.69093978
AGO,2011,D,F,0.1223
AGO,2011,D,G,6.201622839
AGO,2011,E,A,7.675947022
AGO,2011,E,B,1.11503618
AGO,2011,E,D,0.289048282
AGO,2011,E,E,4.17762641
AGO,2011,E,F,0.0107
AGO,2011,E,G,2.346804062
AGO,2011,F,A,3.203709953
AGO,2011,F,B,0.0747
AGO,2011,F,D,0.0348
AGO,2011,F,E,1.047219759
AGO,2011,F,G,1.267015736
AGO,2011,G,A,0.739746544
AGO,2011,G,B,
AGO,2011,G,E,0.92686875
AGO,2011,G,F,0.00678
AGO,2011,G,G,0.419507452
AGO,2011,H,A,15.11540418
AGO,2011,H,B,4.544318559
AGO,2011,H,C,3.1707
AGO,2011,H,D,0.1662
AGO,2011,H,E,3.792788399
AGO,2011,H,G,5.845560931
AGO,2011,I,A,1.525495622
AGO,2011,I,E,0.271279436
AGO,2011,I,G,2.608762975
AGO,2011,J,A,0.534201134
AGO,2011,J,B,0.103124052
AGO,2011,J,E,0.27062844
AGO,2011,J,F,0.00126
AGO,2011,J,G,0.1887098
AGO,2011,K,A,0.730447021
AGO,2011,K,B,1.826052564
AGO,2011,K,C,9.110122358
AGO,2011,K,D,0.746159186
AGO,2011,K,E,5.07203893
AGO,2011,K,F,1.517233035
AGO,2011,K,G,3.891469913
AGO,2011,L,B,0.085
AGO,2011,N,B,0.161763219
AGO,2011,N,C,0.00393
AGO,2011,N,D,0.0644
AGO,2011,N,E,9.043468279
AGO,2011,N,G,0.112223233
AGO,2012,A,A,2.79034
AGO,2012,A,B,0.859113462
AGO,2012,A,D,0.02047261
AGO,2012,A,E,3.637303279
AGO,2012,A,F,3.74056443
AGO,2012,A,G,15.82731098
AGO,2012,B,A,2.358582031
AGO,2012,B,B,20.14260456
AGO,2012,B,C,38.8045249
AGO,2012,B,E,32.3198365
AGO,2012,B,F,0.701799486
AGO,2012,B,G,2.861290988
AGO,2012,C,A,14.94887145
AGO,2012,C,B,3.565577759
AGO,2012,C,E,6.399628846
AGO,2012,C,F,0.108020267
AGO,2012,C,G,1.123702163
AGO,2012,D,A,2.716458495
AGO,2012,D,B,8.969704929
AGO,2012,D,D,0.13366991
AGO,2012,D,E,17.86602074
AGO,2012,D,F,0.056324891
AGO,2012,D,G,8.510535699
AGO,2012,E,A,9.01233667
AGO,2012,E,B,0.04335347
AGO,2012,E,E,4.865275998
AGO,2012,E,F,0.246786632
AGO,2012,E,G,2.51737839
AGO,2012,F,A,12.29747852
AGO,2012,F,E,0.00134185
AGO,2012,F,G,2.228245947
AGO,2012,G,A,2.330785568
AGO,2012,G,B,0.025706941
AGO,2012,G,E,0.76954161
AGO,2012,G,F,0.023627321
AGO,2012,G,G,0.494891665
AGO,2012,H,A,8.74804253
AGO,2012,H,B,1.488643801
AGO,2012,H,C,2.632572124
AGO,2012,H,E,3.015314434
AGO,2012,H,G,2.742784953
AGO,2012,I,A,2.286717711
AGO,2012,I,B,0.091506941
AGO,2012,I,E,0.384554
AGO,2012,I,G,0.37761935
AGO,2012,J,A,1.165932924
AGO,2012,J,E,0.632518704
AGO,2012,J,F,0.000795605
AGO,2012,J,G,0.300885053
AGO,2012,K,A,23.99209979
AGO,2012,K,B,2.275242454
AGO,2012,K,E,6.470138326
