country-id,year,gni-usd-current
DMA,2006,367.295
DMA,2007,399.145
DMA,2008,443.831
DMA,2009,467.606
DMA,2010,462.612
DMA,2011,473.798
DMA,2012,462.567
DOM,2005,32069.434
DOM,2006,34111.413
DOM,2007,39239.397
DOM,2008,43981.723
DOM,2009,45000.351
DOM,2010,50061.879
DOM,2011,53646.655
DOM,2012,56834.902
DZA,2005,98611.507
DZA,2006,1.13E+05
DZA,2007,1.33E+05
DZA,2008,1.70E+05
DZA,2009,1.36E+05
DZA,2010,1.61E+05
DZA,2011,1.97E+05
DZA,2012,2.04E+05
ECU,2005,39692.188
ECU,2006,44973.579
ECU,2007,49039.727
ECU,2008,60330.17
ECU,2009,61239.165
ECU,2010,66474.078
ECU,2011,75546.871
ECU,2012,82734.38
EGY,2005,89431.925
EGY,2006,1.11E+05
EGY,2007,1.33E+05
EGY,2008,1.66E+05
EGY,2009,1.91E+05
EGY,2010,2.18E+05
EGY,2011,2.29E+05
EGY,2012,2.56E+05
ERI,2005,1089.004
ERI,2006,1202.459
ERI,2007,1310.747
ERI,2008,1368.435
ERI,2009,1840.534
ERI,2010,2097.412
ERI,2011,2584.193
ERI,2012,3063.92
ETH,2005,12138.149
ETH,2006,14962.404
ETH,2007,18989.531
ETH,2008,25605.855
ETH,2009,28132.904
ETH,2010,26191.927
ETH,2011,29854.863
ETH,2012,41623.87
FJI,2005,3050.072
FJI,2006,2982.187
FJI,2007,3329.492
FJI,2008,3542.844
FJI,2009,2914.034
FJI,2010,3125.163
FJI,2011,3636.376
FJI,2012,3755.432
FSM,2005,258.595
FSM,2006,261.712
FSM,2007,266.378
FSM,2008,268.699
FSM,2009,294.371
FSM,2010,305.079
FSM,2011,321.671
FSM,2012,343.34
GAB,2005,7708.145
GAB,2006,8186.571
GAB,2007,10081.871
GAB,2008,13836.39
GAB,2009,11021.268
GAB,2010,12822.033
GAB,2011,16545.559
GAB,2012,16428.084
GEO,2005,6473.294
GEO,2006,7925.536
GEO,2007,10209.227
GEO,2008,12680.263
GEO,2009,10679.22
GEO,2010,11415.956
GEO,2011,14012.279
GEO,2012,15641.761
GHA,2005,10600.897
GHA,2006,20282.9
GHA,2007,24617.432
GHA,2008,28411.933
GHA,2009,25884.512
GHA,2010,31640.467
GHA,2011,38309.092
GHA,2012,38564.293
GIN,2005,2657.937
GIN,2006,2495.967
GIN,2007,3763.726
GIN,2008,3992.668
GIN,2009,4107.952
GIN,2010,4302.275
GIN,2011,4624.809
GIN,2012,5202.057
GMB,2005,601.738
GMB,2006,629.986
GMB,2007,773.017
GMB,2008,940.182
GMB,2009,872.636
GMB,2010,921.9
GMB,2011,865.212
GMB,2012,872.534
GNB,2005,561.422
GNB,2006,572.931
GNB,2007,686.909
GNB,2008,829.4
GNB,2009,822.353
GNB,2010,834.474
GNB,2011,967.08
GNB,2012,821.452
GNQ,2005,4173.013
GNQ,2006,5163.241
GNQ,2007,6672.753
GNQ,2008,7274.023
GNQ,2009,7165.816
GNQ,2010,6784.89
GNQ,2011,10652.386
GNQ,2012,11051.394
GRD,2005,672.15
GRD,2006,675.878
GRD,2007,720.775
GRD,2008,783.084
GRD,2009,734.153
GRD,2010,740.852
GRD,2011,779.678
GRD,2012,725.929
GTM,2005,26726.43
GTM,2006,29550.731
GTM,2007,33270.406
GTM,2008,38198.686
GTM,2009,36632.191
GTM,2010,40126.862
GTM,2011,46038.485
GTM,2012,48862.249
GUY,2005,804.428
GUY,2006,1414.53
GUY,2007,1704.614
GUY,2008,1907.939
GUY,2009,2008.811
GUY,2010,2272.061
GUY,2011,2567.443
GUY,2012,2849.364
HND,2005,9219.1
HND,2006,10312.96
HND,2007,11878.261
HND,2008,13385.342
HND,2009,14199.323
HND,2010,15107.02
HND,2011,16600.101
HND,2012,17129.012
HTI,2005,4227.91
HTI,2006,4886.369
HTI,2007,5973.474
HTI,2008,6413.257
HTI,2009,6483.054
HTI,2010,6656.859
HTI,2011,7387.157
HTI,2012,7911.934
IDN,2005,2.72E+05
IDN,2006,3.49E+05
IDN,2007,4.14E+05
IDN,2008,4.92E+05
IDN,2009,5.21E+05
IDN,2010,6.89E+05
IDN,2011,8.22E+05
IDN,2012,8.53E+05
IND,2005,8.28E+05
IND,2006,9.42E+05
IND,2007,1.23E+06
IND,2008,1.22E+06
IND,2009,1.36E+06
IND,2010,1.69E+06
IND,2011,1.86E+06
IND,2012,1.84E+06
IRN,2005,1.89E+05
IRN,2006,2.19E+05
IRN,2007,2.83E+05
IRN,2008,3.36E+05
IRN,2009,3.29E+05
IRN,2010,
IRN,2011,
IRN,2012,
IRQ,2005,50694.7
IRQ,2006,66036.591
IRQ,2007,90334.203
IRQ,2008,1.39E+05
IRQ,2009,1.15E+05
IRQ,2010,1.44E+05
IRQ,2011,1.91E+05
IRQ,2012,2.16E+05
JAM,2005,10407.365
JAM,2006,11289.359
JAM,2007,12161.526
JAM,2008,13114.262
JAM,2009,11379.659
JAM,2010,12709.51
JAM,2011,13866.159
JAM,2012,14321.55
JOR,2005,12919.639
JOR,2006,15510.472
JOR,2007,17794.108
JOR,2008,22667.34
JOR,2009,24327.337
JOR,2010,26334.253
JOR,2011,28660.479
JOR,2012,30709.965
KAZ,2005,51568.114
KAZ,2006,71653.838
KAZ,2007,91904.261
KAZ,2008,1.14E+05
KAZ,2009,1.03E+05
KAZ,2010,1.29E+05
KAZ,2011,1.60E+05
KAZ,2012,1.75E+05
KEN,2005,18731.701
KEN,2006,22433.138
KEN,2007,27092.736
KEN,2008,30419.491
KEN,2009,30542.399
KEN,2010,32039.682
KEN,2011,33627.676
KEN,2012,40526.596
KGZ,2005,2371.676
KGZ,2006,2785.955
KGZ,2007,3750.644
KGZ,2008,4959.477
KGZ,2009,4500.279
KGZ,2010,4450.418
KGZ,2011,5668.747
KGZ,2012,6085.048
KHM,2005,6005.719
KHM,2006,6969.125
KHM,2007,8262.899
KHM,2008,9843.561
KHM,2009,9917.83
KHM,2010,10710.66
KHM,2011,12108.093
KHM,2012,13326.986
KIR,2005,161.13
KIR,2006,159.262
KIR,2007,181.161
KIR,2008,199.799
KIR,2009,180.315
KIR,2010,211.796
KIR,2011,235.688
KIR,2012,258.335
KNA,2005,501.272
KNA,2006,597.172
KNA,2007,659.482
KNA,2008,707.665
KNA,2009,649.706
KNA,2010,635.835
KNA,2011,668.731
KNA,2012,735.696
KSV,2005,
KSV,2006,4137.69
KSV,2007,4961.232
KSV,2008,5872.992
KSV,2009,5564.775
KSV,2010,5712.34
KSV,2011,6620.092
KSV,2012,6401.436
LAO,2005,2669.813
LAO,2006,3262.377
LAO,2007,4075.373
LAO,2008,5188.419
LAO,2009,5667.828
LAO,2010,6713.292
LAO,2011,7663.386
LAO,2012,8794.728
LBN,2005,21674.297
LBN,2006,22622.074
LBN,2007,25797.416
LBN,2008,30516.802
LBN,2009,34422.646
LBN,2010,36615.478
LBN,2011,39916.328
LBN,2012,42321.752
LBR,2005,394.4
LBR,2006,452.029
LBR,2007,584.827
LBR,2008,690.44
LBR,2009,1010.546
LBR,2010,1113.296
LBR,2011,1420.554
LBR,2012,1581.524
LBY,2005,43719
LBY,2006,57559.375
LBY,2007,74070.279
LBY,2008,93532.702
LBY,2009,61985.447
LBY,2010,
LBY,2011,
LBY,2012,
LCA,2005,836.048
LCA,2006,963.577
LCA,2007,1064.431
LCA,2008,1102.839
LCA,2009,1128.768
LCA,2010,1169.286
LCA,2011,1243.508
LCA,2012,1224.826
LKA,2005,24106.796
LKA,2006,27878.569
LKA,2007,31998.138
LKA,2008,39745.684
LKA,2009,41582.547
LKA,2010,48950.363
LKA,2011,58532.767
LKA,2012,58259.828
LSO,2005,1869.559
LSO,2006,1870.691
LSO,2007,2020.486
LSO,2008,2030.269
LSO,2009,2116.179
LSO,2010,2622.181
LSO,2011,2856.59
LSO,2012,2751.691
MAR,2005,58760.406
MAR,2006,64702.592
MAR,2007,74246.094
MAR,2008,87411.097
MAR,2009,88520.417
MAR,2010,88544.148
MAR,2011,96119.819
MAR,2012,93084.17
MDA,2005,3347.002
MDA,2006,3809.124
MDA,2007,4818.906
MDA,2008,6653.406
MDA,2009,5742.456
MDA,2010,6296.603
MDA,2011,7580.033
MDA,2012,7818.728
MDG,2005,4960.257
MDG,2006,5432.497
MDG,2007,7286.654
MDG,2008,9344.267
MDG,2009,8498.138
MDG,2010,8750.405
MDG,2011,9724.233
MDG,2012,9685.959
MDV,2005,961.574
MDV,2006,1262.676
MDV,2007,1302.779
MDV,2008,1601.834
MDV,2009,1712.24
MDV,2010,1822.805
MDV,2011,1832.581
MDV,2012,1883.339
MEX,2005,8.55E+05
MEX,2006,9.46E+05
MEX,2007,1.02E+06
MEX,2008,1.08E+06
MEX,2009,8.81E+05
MEX,2010,1.04E+06
MEX,2011,1.14E+06
MEX,2012,1.16E+06
MHL,2005,178.269
MHL,2006,184.178
MHL,2007,192.86
MHL,2008,195.746
MHL,2009,192.317
MHL,2010,198.869
MHL,2011,209.832
MHL,2012,219.2
MLI,2005,5098.671
MLI,2006,5865.229
MLI,2007,6846.604
MLI,2008,8425.094
MLI,2009,8507.504
MLI,2010,9003.275
MLI,2011,10194.599
MLI,2012,9807.674
MMR,2005,
MMR,2006,
MMR,2007,
MMR,2008,
MMR,2009,
MMR,2010,
MMR,2011,
MMR,2012,
MNE,2005,2278.939
MNE,2006,2741.483
MNE,2007,2991.014
MNE,2008,3972.06
MNE,2009,4367.699
MNE,2010,3958.994
MNE,2011,4538.378
MNE,2012,4445.018
MNG,2005,2471.572
MNG,2006,3371.389
MNG,2007,4137.355
MNG,2008,5449.977
MNG,2009,4387.999
MNG,2010,5640.279
MNG,2011,7918.11
MNG,2012,9592.497
MOZ,2005,6218.672
MOZ,2006,6471.916
MOZ,2007,7450.236
MOZ,2008,9158.319
MOZ,2009,9430.385
MOZ,2010,9192.316
MOZ,2011,12378.513
MOZ,2012,14203.254
MUS,2005,6275.693
MUS,2006,6783.037
MUS,2007,8016.343
MUS,2008,9713.935
MUS,2009,8792.952
MUS,2010,9835.339
MUS,2011,11333.539
MUS,2012,10597.873
MWI,2005,2713.28
MWI,2006,3078.198
MWI,2007,3626.149
MWI,2008,4253.751
MWI,2009,4958.963
MWI,2010,5272.24
MWI,2011,5492.968
MWI,2012,4139.025
MYS,2005,1.37E+05
MYS,2006,1.58E+05
MYS,2007,1.89E+05
MYS,2008,2.24E+05
MYS,2009,1.98E+05
MYS,2010,2.39E+05
MYS,2011,2.82E+05
MYS,2012,2.93E+05
NAM,2005,7148.868
NAM,2006,7926.842
NAM,2007,8635.039
NAM,2008,8673.634
NAM,2009,8723.484
NAM,2010,10562.913
NAM,2011,12225.476
NAM,2012,12715.759
NER,2005,3395.616
NER,2006,3647.942
NER,2007,4290.923
NER,2008,5384.334
NER,2009,5362.461
NER,2010,5674.417
NER,2011,6362.151
NER,2012,6656.327
NGA,2005,98881.148
NGA,2006,1.41E+05
NGA,2007,1.55E+05
NGA,2008,1.93E+05
NGA,2009,1.55E+05
NGA,2010,3.47E+05
NGA,2011,3.91E+05
NGA,2012,4.37E+05
NIC,2005,6172.582
NIC,2006,6522.371
NIC,2007,7223.134
NIC,2008,8030.543
NIC,2009,7900.938
NIC,2010,8343.806
NIC,2011,9381.384
NIC,2012,10215.868
NPL,2005,8152.826
NPL,2006,9112.24
NPL,2007,10431.055
NPL,2008,12667.669
NPL,2009,13007.659
NPL,2010,16132.765
NPL,2011,19228.136
NPL,2012,19145.494
PAK,2005,1.12E+05
PAK,2006,1.40E+05
PAK,2007,1.55E+05
PAK,2008,1.73E+05
PAK,2009,1.73E+05
PAK,2010,1.84E+05
PAK,2011,2.23E+05
PAK,2012,2.37E+05
PAN,2005,14339.8
PAN,2006,18395.3
PAN,2007,21100.06
PAN,2008,24307.96
PAN,2009,25469.26
PAN,2010,27895.96
PAN,2011,29462.1
PAN,2012,33596.8
PER,2005,74970.055
PER,2006,84900.585
PER,2007,99193.566
PER,2008,1.21E+05
PER,2009,1.22E+05
PER,2010,1.46E+05
PER,2011,1.67E+05
PER,2012,1.91E+05
PHL,2005,1.03E+05
PHL,2006,1.21E+05
PHL,2007,1.48E+05
PHL,2008,1.74E+05
PHL,2009,1.68E+05
PHL,2010,2.00E+05
PHL,2011,2.24E+05
PHL,2012,2.53E+05
PLW,2005,173.8
PLW,2006,177.6
PLW,2007,180.2
PLW,2008,183.1
PLW,2009,174.3
PLW,2010,176.3
PLW,2011,190.3
PLW,2012,205.8
PNG,2005,4530.524
PNG,2006,4931.135
PNG,2007,6261.159
PNG,2008,7931.084
PNG,2009,7854.648
PNG,2010,9262.47
PNG,2011,12002.936
PNG,2012,15023.901
PRK,2005,
PRK,2006,
PRK,2007,
PRK,2008,
PRK,2009,
PRK,2010,
PRK,2011,
PRK,2012,
PRY,2005,7360.45
PRY,2006,9341.275
PRY,2007,12843.108
PRY,2008,17378.522
PRY,2009,14775.651
PRY,2010,18615.709
PRY,2011,24841.463
PRY,2012,24143.671
RWA,2005,2554.073
RWA,2006,3082.536
RWA,2007,3720.929
RWA,2008,4675.612
RWA,2009,5215.815
RWA,2010,5581.985
RWA,2011,6302.318
RWA,2012,7029.184
SDN,2005,24587.211
SDN,2006,32983.242
SDN,2007,42286.601
SDN,2008,50397.933
SDN,2009,48823.909
SDN,2010,59711.391
SDN,2011,61231.994
SDN,2012,56347.155
SEN,2005,8551.475
SEN,2006,9270.536
SEN,2007,11188.703
SEN,2008,13338.804
SEN,2009,12634.293
SEN,2010,12799.081
SEN,2011,14273.577
SEN,2012,13865.417
SLB,2005,415.51
SLB,2006,460.935
SLB,2007,549.673
SLB,2008,551.469
SLB,2009,473.087
SLB,2010,554.719
SLB,2011,673.302
SLB,2012,699.488
SLE,2005,1589.853
SLE,2006,1847.769
SLE,2007,2053.669
SLE,2008,2429.603
SLE,2009,2418.852
SLE,2010,2526.358
SLE,2011,2903.433
SLE,2012,3796.03
SLV,2005,16603.5
SLV,2006,18113.2
SLV,2007,19648.6
SLV,2008,21042
SLV,2009,20104.9
SLV,2010,20867.7
SLV,2011,22506.7
SLV,2012,22931.8
SOM,2005,
SOM,2006,
SOM,2007,
SOM,2008,
SOM,2009,
SOM,2010,
SOM,2011,
SOM,2012,
SRB,2005,24910.362
SRB,2006,28807.569
SRB,2007,38137.101
SRB,2008,46395.398
SRB,2009,39560.335
SRB,2010,36099.401
SRB,2011,42238.446
SRB,2012,36318.284
SSD,2005,
SSD,2006,
SSD,2007,
SSD,2008,9377.684
SSD,2009,8777.205
SSD,2010,9831.974
SSD,2011,15582.888
SSD,2012,9272.257
STP,2005,111.819
STP,2006,126.523
STP,2007,149.449
STP,2008,183.393
STP,2009,196.19
STP,2010,200.669
STP,2011,247.862
STP,2012,261.1
SUR,2005,1753.158
SUR,2006,2606.232
SUR,2007,2969.326
SUR,2008,3540.401
SUR,2009,3877.158
SUR,2010,4330.017
SUR,2011,4283.017
SUR,2012,4818.321
SWZ,2005,2762.366
SWZ,2006,2961.922
SWZ,2007,3094.923
SWZ,2008,3014.571
SWZ,2009,3085.421
SWZ,2010,3464.951
SWZ,2011,3718.278
SWZ,2012,3454.33
SYC,2005,879.034
SYC,2006,972.816
SYC,2007,969.552
SYC,2008,894.482
SYC,2009,801.389
SYC,2010,922.687
SYC,2011,1023.143
SYC,2012,1086.825
SYR,2005,27979.783
SYR,2006,32393.616
SYR,2007,39715.797
SYR,2008,
SYR,2009,
SYR,2010,
SYR,2011,
SYR,2012,
TCD,2005,5708.026
TCD,2006,7631.373
TCD,2007,8480.282
TCD,2008,10084.539
TCD,2009,8866.908
TCD,2010,10301.572
TCD,2011,11841.973
TCD,2012,12208.791
TGO,2005,2079.925
TGO,2006,2165.014
TGO,2007,2493.2
TGO,2008,2794.207
TGO,2009,2803.416
TGO,2010,2761.612
TGO,2011,3197.52
TGO,2012,3331.326
THA,2005,1.68E+05
THA,2006,1.99E+05
THA,2007,2.38E+05
THA,2008,2.63E+05
THA,2009,2.53E+05
THA,2010,3.05E+05
THA,2011,3.33E+05
THA,2012,3.51E+05
TJK,2005,2233.775
TJK,2006,2728.873
TJK,2007,3633.602
TJK,2008,5108.414
TJK,2009,4908.256
TJK,2010,5563.492
TJK,2011,6483.02
TJK,2012,7580.54
TKM,2005,7541.356
TKM,2006,9976.887
TKM,2007,12299.775
TKM,2008,18235.684
TKM,2009,18957.456
TKM,2010,20254.07
TKM,2011,25874.754
TKM,2012,30628.38
TMP,2005,821.2
TMP,2006,1269.9
TMP,2007,1922.3
TMP,2008,3257
TMP,2009,2564.5
TMP,2010,3295.3
TMP,2011,4802.6
TMP,2012,4851.8
TON,2005,264.725
TON,2006,301.175
TON,2007,308.243
TON,2008,354.35
TON,2009,324.927
TON,2010,373.17
TON,2011,432.002
TON,2012,485.348
TUN,2005,30645.412
TUN,2006,32795.943
TUN,2007,36825.371
TUN,2008,42243.811
TUN,2009,41370.14
TUN,2010,42121.28
TUN,2011,44116.007
TUN,2012,43637.919
TUR,2005,4.77E+05
TUR,2006,5.24E+05
TUR,2007,6.40E+05
TUR,2008,7.22E+05
TUR,2009,6.06E+05
TUR,2010,7.24E+05
TUR,2011,7.67E+05
TUR,2012,7.82E+05
TUV,2005,37.402
TUV,2006,37.832
TUV,2007,48.175
TUV,2008,49.243
TUV,2009,47.386
TUV,2010,50.921
TUV,2011,57.744
TUV,2012,57.963
TZA,2005,13836.256
TZA,2006,14154.069
TZA,2007,16665.949
TZA,2008,20424.914
TZA,2009,21093.432
TZA,2010,22607.473
TZA,2011,23609.389
TZA,2012,27982.698
UGA,2005,8748.333
UGA,2006,9694.757
UGA,2007,12056.748
UGA,2008,13980.57
UGA,2009,14533.579
UGA,2010,15713.332
UGA,2011,15179.585
UGA,2012,19542.079
UKR,2005,85157.018
UKR,2006,1.06E+05
UKR,2007,1.41E+05
UKR,2008,1.78E+05
UKR,2009,1.15E+05
UKR,2010,1.34E+05
UKR,2011,1.60E+05
UKR,2012,1.73E+05
URY,2005,16863.01
URY,2006,19142.824
URY,2007,22892.465
URY,2008,29459.357
URY,2009,29191.243
URY,2010,37343.85
URY,2011,44823.639
URY,2012,48456.2
UZB,2005,14283.21
UZB,2006,16941.896
UZB,2007,23242.394
UZB,2008,29656.049
UZB,2009,33857.794
UZB,2010,40527.782
UZB,2011,47126.584
UZB,2012,53027.799
VCT,2005,521.829
VCT,2006,585.342
VCT,2007,662.686
VCT,2008,676.162
VCT,2009,659.331
VCT,2010,657.343
VCT,2011,670.386
VCT,2012,700.9
VEN,2005,1.43E+05
VEN,2006,1.82E+05
VEN,2007,2.33E+05
VEN,2008,3.16E+05
VEN,2009,3.26E+05
VEN,2010,3.88E+05
VEN,2011,3.09E+05
VEN,2012,3.71E+05
VNM,2005,56575.239
VNM,2006,64945.527
VNM,2007,75243.502
VNM,2008,96180.834
VNM,2009,1.01E+05
VNM,2010,1.12E+05
VNM,2011,1.30E+05
VNM,2012,1.49E+05
VUT,2005,369.039
VUT,2006,416.942
VUT,2007,498.76
VUT,2008,603.237
VUT,2009,586.833
VUT,2010,679.092
VUT,2011,766.232
VUT,2012,746.744
WBG,2005,4412.098
WBG,2006,
WBG,2007,
WBG,2008,
WBG,2009,
WBG,2010,
WBG,2011,
WBG,2012,
WSM,2005,388.209
WSM,2006,418.677
WSM,2007,452.866
WSM,2008,545.528
WSM,2009,473.747
WSM,2010,553.853
WSM,2011,603.686
WSM,2012,647.175
YEM,2005,15139.186
YEM,2006,17846.206
YEM,2007,20305.941
YEM,2008,24996.048
YEM,2009,23958.814
YEM,2010,29132.822
YEM,2011,31329.097
YEM,2012,33735.264
ZAF,2005,2.42E+05
ZAF,2006,2.56E+05
ZAF,2007,2.76E+05
ZAF,2008,2.64E+05
ZAF,2009,2.78E+05
ZAF,2010,3.56E+05
ZAF,2011,3.93E+05
ZAF,2012,3.76E+05
ZAR,2005,6684.251
ZAR,2006,8354.101
ZAR,2007,9378.743
ZAR,2008,10354.647
ZAR,2009,10424.942
ZAR,2010,12229.044
ZAR,2011,14378.946
ZAR,2012,16061.842
ZMB,2005,6546.828
ZMB,2006,9533.639
ZMB,2007,9996.906
ZMB,2008,13242.182
ZMB,2009,12386.321
ZMB,2010,14827.168
ZMB,2011,18049.035
ZMB,2012,19476.03
ZWE,2005,5480.617
ZWE,2006,5131.055
ZWE,2007,4929.377
ZWE,2008,3972.333
ZWE,2009,5734.367
ZWE,2010,7240.354
ZWE,2011,8498.601
ZWE,2012,9420.325
