"FR","France",6434876634.30161,8034666950.32998,4919476780.95326,3766221165.96374,5418920926.3735,4518403735.86588,4909346120.75124,4980353488.44275,5134220982.20722,6061703116.63543,4731975904.75298,5083288868.54309,4944805804.20921,4783362383.92026,4588564093.67826,4779328130.19983,5381285169.01283,5696500634.97665,6857487422.51992,7254881858.10467,7328080514.37828,8191796733.02735,8298272395.43762,7843676096.71185,8713403127.79247,8556464865.43715,9585843161.19305,10018616108.4949,10353619690.1577,10865880629.4812,10911530612.2419,11763849062.9054,10408567485.6166,9606093730.42068,9282408615.09175,8797335106.61523,8697086175.91752,7510723617.20194,7746491847.67582,9476519489.29965,10576718165.7958,10124870036.3181,11687106301.3945,12538817466.482,10099047366.2972,10209827241.9202,11890440119.569,12592562336.5283,11939200606.1961,11985818805.6209,10938604430.6934,10595606230.9908,10943740000,6900632949.91665,6209586217.66006,6005589967.36232
"DE","Germany",1507994266.06908,4683536637.82641,5120125638.30033,3304787174.93194,3742031205.19074,4855092620.82342,4915148022.23664,4498457109.84047,4845403575.87857,4799827374.97952,5404757929.31193,5936159682.47425,6477733613.37175,6115102947.58681,5804979298.33131,6309038790.77642,8365485209.09862,9315358021.0946,8563499142.4245,8316335188.07142,8471917484.78994,8247232577.20913,9172477400.43289,8813465749.3268,7932888446.02075,8172756875.27003,8835802665.67958,11084975794.0996,10850705581.6574,10483345648.159,9845943375.39259,9199227971.53661,8868254573.64535,9508203533.83244,8309438446.34785,8037024628.5515,8180306842.81028,8468110644.48528,8677335568.7473,9266108912.7452,9193574230.05989,9228188177.88699,11865898704.385,12171383021.6133,12466746634.1205,13685027165.8656,11645749380.7949,13096785150.7469,13377672923.2564,13321246595.5487,14070216566.7043,16493810393.397,19751630000,3771920120.59672,4186796370.07476,4579364648.46669
"GR","Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213767103.364697,214913521.00963,229639776.879055,247869295.127233,339415054.60378,304883942.368298,384127927.990325,406933610.904168,317772902.043258,373175276.840301,394046367.515513,412827015.119069,527345013.564138,459370883.229971,400174548.390894,317021664.924794,264320250.04462,191225198.89644,203420995.5864,238690000,,,
"IS","Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,2504997.81632842,9956608.03954619,5775052.63636067,9062985.36526139,8185024.96392579,,,9956504.37253153,8722882.47859649,9111594.38656075,10866999.3348891,13996574.619148,16153682.751536,18803197.6803008,20203728.0620148,22416219.7448494,34869527.7566002,35687201.0949633,45625224.483935,40680057.2303514,31874998.8209085,26146063.4065492,27891649.1066395,35728282.1583973,35101268.345,39880000,,,
"IE","Ireland",,,,,,,,,,,,29293024.6314141,32417987.0524589,36567182.1609209,33641119.2542982,82622758.5252497,78823784.0202284,70172827.2753218,70885179.8011222,115699688.967947,84149213.6110593,95777599.0180254,105855917.40807,124733151.629345,90440563.5007257,94296351.1067758,82615751.9671478,83875565.4769694,107097067.993137,95722675.0231789,121905035.029127,160360065.528019,201135454.587889,234543060.815114,250251306.823013,265728634.370113,331738581.546649,344600923.996516,408702954.901074,512250913.072164,523780701.271144,559699276.504142,647318548.695654,890001580.977193,943242842.694016,1024145988.27372,839352628.467462,804089938.633239,765783710.996847,730805966.250725,731456579.336239,705208327.6044,718380000,,,
"IT","Italy",431512760.92343,1617070144.68406,1505935733.30452,869288079.443677,1318441972.48415,1767951015.32798,1481487049.72467,1621977693.42283,1672835525.69266,951307727.215922,1526289023.32385,1459452643.95373,911697315.702305,1206122540.91492,1121492990.68486,1486968331.56195,944894908.972494,1852252738.56035,1974682367.80979,2420058878.91499,2386310917.14748,3381037297.68116,3276042258.42412,5173467131.86592,4638188124.54547,5326582799.99749,6143241465.25791,4564985320.97733,4295912689.41529,5169622196.6677,5171274527.47994,4181424768.81013,2761015999.77451,3252443512.14068,1941284713.84874,3342245300.26319,2813864720.99691,2549946551.0962,2892735936.79414,3710696657.03024,3163238393.90853,2889697797.51823,5428306963.8775,4012167012.20895,3848164641.31421,4232183503.57374,2932506506.17793,2812006121.03643,3839662790.27176,2514636537.38634,2972036092.67845,3441050459.2305,4056720000,1501180907.369,1842637453.20611,1429105273.63393
"JP","Japan",1058729696.69689,1214672436.72065,2175234981.11733,2137035386.46041,2886921412.96224,2904786005.05403,3302933195.18233,3456499153.23929,3485643096.84547,3575887471.11944,4495815656.68918,4331499959.59248,4662693865.1198,3970737513.48347,4138148378.17467,4812964328.22691,5839605254.14032,7107814837.59075,6434181878.72176,6888902607.73495,8116159470.02078,9127955840.31229,8074928139.53593,8444544759.67922,9257147293.4995,10213231218.8612,10504028040.5731,11183885590.8987,11997586145.8707,11800918001.2496,12005981809.9445,11296829823.0854,11672782887.1068,10022849442.8166,10785731628.0148,12246825772.6647,12403229505.8442,12790557368.0207,11302637993.5825,11465949983.5515,11444019931.936,13495223015.4095,16026858904.004,15701196700.2299,12766144173.7296,14622357225.1655,12486812432.2224,13740500162.0231,13654594585.3192,12726648872.8875,18792966137.8249,14246339199.6522,15028660000,892796657.402666,1357067434.96799,1146567030.14451
"KR","Korea",,,,,,,,,,,,,,,,,,,,,,,35651719.2277713,34357357.0805542,48320618.7483836,57658215.5023285,49730503.5652332,86411958.5094455,76890353.7773211,101314641.700383,142662804.368622,171521265.912279,130223964.195188,170730516.270775,232968517.836934,320528324.388022,482530891.882943,314747274.991264,436902796.84098,431794691.013533,518798355.205526,550999896.914037,842501925.592697,516717193.821924,702372003.168361,938073523.699589,1050930641.06291,1309703770.72372,1402191418.92966,1697755517.98396,1809450977.05499,1841971644.5256,1995500000,,,
"LU","Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,,,,45164682.7326628,74277252.1116617,58916541.1207801,81526016.9078133,62029719.3547593,90456973.3423225,110951666.386416,149958019.72971,180807094.445442,190071541.200224,223275565.221848,261649286.793138,258554527.068347,276595740.44483,298247114.012333,311870948.76139,327379519.75168,381908551.449997,387419279.413759,394461571.717273,390773224.056228,366562095.249203,370532210.296161,376713648.911321,369402166.5187,362880000,,,
"NL","Netherlands",473571230.108772,766399168.178995,470881496.890261,,668457733.07892,1075593760.17568,1117557669.31935,1473657226.63341,1405259726.81906,1852851473.39341,1463179145.70183,1735762355.59588,2084274965.90387,2484372776.92273,2684963022.38391,2887236863.26038,3243928633.90332,3351671039.88813,3585822890.86554,3552006921.63999,3088909382.75474,3598515736.33861,3350100872.95123,3726516670.79948,3760853662.13075,3880421375.14683,3878165960.83892,4033399554.77002,4023158687.42459,3954299755.7677,3818417315.41693,3705190336.47852,4100904061.28991,4190594084.47348,4235093653.88684,4376227912.73701,4629093981.23111,5003421233.43852,5121418672.66589,4890690875.11,4723225209.73359,4890543340.75599,5194012445.3345,5442479277.92984,5594773106.35369,5762202091.98655,5474058891.91824,5639041857.14378,5435842225.01125,4977651784.98438,4739800813.19211,4801022179.992,5818660000,551247721.418262,212967912.167164,341411185.003577
"NZ","New Zealand",,,,,,,,121490592.689571,128611811.311916,135909911.585478,138231921.468253,198894973.693086,342091225.908528,280183780.731033,243582752.177086,207257455.839962,236932126.59974,215446953.582882,195472862.402998,195461125.797828,191814927.624572,190606184.8448,187501449.427686,213922448.213521,192799251.256775,193078944.58099,169682287.254181,180432850.972029,194772725.916457,199654327.718609,195709878.753105,199164721.99848,197340019.247325,182208032.35054,238867821.740843,246275031.02045,255703801.333475,246081551.583715,251033609.870472,247057845.525464,263854728.143105,286274728.525489,339438469.999333,339975312.904625,355851551.815053,396398488.769668,386872236.343582,360700542.997407,396453751.510766,410942651.922412,402045609.39728,430558694.9041,441760000,,,
"NO","Norway",67739265.4412706,87968097.0525145,40779247.7269334,54372330.0412105,42087033.5219691,256645843.184337,272919396.212981,302689192.809639,323259650.522059,427229220.861764,483030668.162198,618166241.016869,747360642.333869,860759775.990769,1041791832.63506,1183213654.95661,1293408352.05902,1261341426.39216,1248359844.11949,1520332504.13349,1680935407.06761,1638824787.1015,1747602835.33178,2098161892.27183,1995006917.04059,2013085032.00938,1889460455.97966,2182115966.00199,2159496547.14258,2244968562.31534,1998168195.88952,2232621265.11188,2132169854.62502,2194995983.49267,2327862489.1153,2538843067.84476,2544314460.34175,2297719698.41222,2458465098.18793,2799412686.66086,2906534694.85371,2809505515.42771,3128270441.63519,3019298114.20514,3394010526.3037,3212147501.07477,3798046558.26842,3695433720.83033,3493080564.80427,3573707124.77373,4114108621.49764,3954889230.9876,4304470000,16380063.4981109,28476365.1610341,33449041.8939621
"PL","Poland",,,,,,,,,,,,,183330536.842693,177355839.55896,137579379.525291,133372846.160042,125234421.298025,131265772.519966,67569485.5305702,54148967.9338821,46423301.2899136,49400110.0255962,76002338.040768,53421760.2239597,36589250.2303879,32783219.3622581,22085743.5467427,3277942.28654232,1265784.94328844,,,,,,,28014668.2863497,32568944.932635,47161979.565073,52912853.2528407,20713036.3516281,37274624.1698232,145196507.193762,218659493.936703,304188878.403702,320872227.464051,277701925.093543,341745881.662708,327695549.716565,345496996.10083,382316762.70733,427034423.687307,396590513.801,465590000,,,
"PT","Portugal",4070487.19792809,67162080.6093297,,286589923.330044,532990263.088264,,,,,,,,,,,,,,,,,,,,101149740.986664,195503354.451627,273583048.708152,261780929.303897,347800090.388917,415988320.8272,378842055.863244,464974241.337889,349231445.393553,293361714.45187,367464884.898094,374972443.979659,512932409.453391,676527424.400957,433638571.243049,474953107.575306,381445882.254512,1092395616.23822,390670542.402754,393790422.265923,415543646.474997,510245469.087325,456917614.348738,595711038.302786,619983119.87724,558538639.785418,451338396.159964,402024079.592,353650000,431767243.635102,438300476.042668,631145029.785885
"SK","Slovak Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16781496.4618555,13666193.5099864,19186387.512891,13968255.1539075,24272408.4723962,37645575.243963,71302241.8146597,64211420.1642053,64462411.3062706,75188234.1046253,62354497.548497,63768757.7177127,69773418.308134,69031632.2202689,71747199.6530465,69584527.2269,84960000,,,
"SI","Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36396760.971476,44750643.141804,48468708.796312,54967744.9258782,58039284.7646344,50696637.8894011,51166444.8603961,51379093.7967662,52020523.4116385,51550387.189,63290000,,,
"ES","Spain",,,,,,,,,,,,,,,,,,313716255.440294,560745283.966277,467692230.252274,190417283.117134,370669695.219243,554874835.166298,503449444.915139,470537783.780746,449585742.94405,982354373.18626,1381028813.64457,1682809002.44045,1875569562.96318,1930839222.12349,1993799728.5112,1850780221.47456,1712004124.23848,1961072866.24854,2190142882.8849,2150662804.01973,2262332443.74231,2986643486.97912,2754304620.30533,2620431663.74935,2776078338.36888,3488927906.73776,3929453825.74565,4563046376.18907,5825524104.03188,5624654671.33531,5337753499.61959,3603804616.96683,1847039483.44638,2159964177.13283,1783463377.28,1798740000,,,
"SE","Sweden",51725158.727941,64269443.8625647,113814406.547809,,151857124.353424,403233507.938923,656505809.260529,607205207.000457,761887974.939536,826729397.689325,988679775.260849,1331388856.55128,1532903424.67965,1526582397.72401,1828111292.20671,2225533478.3346,1879487004.6519,1616720316.75648,1705781276.84625,2107846432.96883,1789979938.07757,1764492374.50565,1952586406.77472,1976407874.11877,2120026195.33367,2112484902.73936,2422180937.0864,2287352554.45225,2275743192.64105,2505229877.97848,2372301114.22213,2354767542.21757,1965668900.74775,2145321810.00793,2083775738.92602,1966053613.27557,2085931560.34024,2514341916.74227,2565505450.85219,2867735773.36866,2795730572.37112,2866277021.28027,3571217359.90639,4074023453.38792,3985889211.29985,4156718322.71272,4458815225.40726,4156908270.8067,4571133617.79991,4417566154.41468,4723771871.94291,5247143744.4405,7170130000,22995733.3696435,51422241.3383749,94826968.6750234
"CH","Switzerland",70873322.4205333,153739432.999282,111886256.989423,183201354.094709,120637027.256762,367759801.662049,414484099.664099,405000459.816995,343004325.270405,640309819.35119,499753613.099827,450802890.451239,555886911.042447,558279799.342103,877265607.480106,589849252.733461,665469455.138855,770871293.313614,794271350.02148,826901184.093011,1063908619.1115,1035739612.81254,1119973929.92737,1112547232.35479,1164926887.67513,1255886000.99442,1222549393.75016,1334111665.29381,1506322234.33805,1909732977.14944,1367643195.56123,1546424536.46542,1465107178.46568,1447121046.48117,1529738282.83176,1483479307.1058,1656493166.03648,1691637867.02647,1712030202.07277,1637128846.54238,1937838597.56387,2125594343.99399,2420540230.32239,2225983068.64806,2134383960.05682,2311740525.12351,2576547631.36299,2466701406.2717,2806370628.37083,2947755032.33863,3053821209.76393,3391419787.7186,3630560000,40501999.109299,56328526.0738467,100588060.690278
"GB","United Kingdom",2710821547.17117,4936545647.33497,4440966263.82058,4744770064.36264,4398323649.49445,4594881221.58001,4862664706.68514,4409678222.30984,5242046901.53305,5537491028.26873,4688419255.01729,5087842172.6526,4812373486.10132,5091039837.7284,5668361236.89063,5945800968.01686,6986226586.05022,4794161285.56631,5669250466.53422,4973662256.66837,4856452599.83353,4737287048.24526,4904309107.32796,4678934926.77248,4288132653.80831,5160117850.75803,5083059075.48233,4402334011.6291,5019777870.1584,5015525998.09863,5027636112.94086,5325470723.65212,5066261365.38249,4900146191.56009,4850182550.15989,5672851626.0773,4666293474.37695,6459929162.02611,6957088800.36723,7017309611.66076,7999039160.02607,8809122626.90454,11707861016.2134,13149692185.4739,10457888407.2309,11582290688.984,12609499911.2621,14426293450.2267,14400998487.5871,14431018424.2823,18377992133.3176,18697399669.0104,18676160000,4117388343.52079,4020111252.60515,4779047432.53722
"US","United States",18382402402.183,23337772513.2588,22288108169.2176,20163798442.5441,18122435018.4414,15660091780.6865,16693666873.247,15497210594.9509,15794201400.1742,18799516919.1115,12998149217.7402,15699104533.9489,16193401721.9257,16782482237.4677,16517548986.2904,18238189114.0649,13928683224.214,18836635291.3745,14330598093.1779,18689452466.7038,17666328298.1709,18434529702.1083,19232276360.2489,19320287750.4909,17820961612.0961,19243335740.7462,14516105701.6357,20266976097.163,31250034882.145,20235238063.6237,18743559686.8314,16638122095.8468,12064876563.499,14756432831.6628,11289692316.2897,13332531091.6206,13789646439.387,14563113294.5462,16127956102.2442,18304913127.7425,23121929672.7403,25390948278.8538,34312881887.1974,28413136246.6745,25605664665.6944,30343606336.7015,32565790826.3331,33124446793.2619,34316145886.2254,32771250427.9386,33030931891.9029,34207124485.828,31735730000,22229899960.1696,23112596720.479,21494543462.0702
