"id","entity-name","1960","1961","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","1962","1963","1964"
"AU","Australia",75335524.0914658,105742074.104707,956798700.489002,973537723.246347,1168000282.32842,1261434449.99359,1401208799.89791,1527395555.96147,1434537410.61973,1607760101.09712,1310606929.77497,1592207629.40711,1950375244.65801,1273169213.84009,1341591363.21872,1785716422.07164,1774552875.01523,1685825778.35742,1479108592.26096,2035511252.20131,1799652736.31214,1797524896.52166,2054917876.24563,2024263987.48061,1507998788.20982,2190691606.17088,1854813471.18063,1677932677.36396,1811173501.32271,1841465293.42282,1850714202.02765,1941904243.73432,2042140458.48023,1703851982.68211,1769705089.10911,1865511781.11355,1829701798.23909,1970886367.00809,1884158564.53449,1972397819.61179,1972844654.08108,2011520130.0893,2140831543.25885,2605858124.63341,2823466600.11845,2979805494.67826,2936504305.7095,3284446997.74775,3643170711.76783,4034757255.22319,3816738960.21769,3642808944.4548,3497350000,,,
"AT","Austria",1281571.03543442,34799108.2037991,389401878.571558,501268582.814251,544419859.751548,160682625.993783,170840014.728243,203914594.031323,141824549.438397,137882704.322014,237573538.234225,275931396.420957,349173311.063765,197908241.021708,357790721.243117,438612208.71166,329246411.479983,427723452.786059,609630078.861507,664466841.16728,469031525.270283,583064237.69518,772237498.697043,436385933.881617,401957780.361049,564950992.33944,566561023.772643,656583220.449467,789530692.975062,794617154.589049,726506450.762493,742891954.636637,683278000.267508,607994263.578142,645253258.97746,606569118.731248,789151150.148031,686145026.073101,1006478873.64723,773301567.278952,660645380.095286,766528251.267051,1679014120.60876,1551977173.85984,1694042850.69678,1514713062.84404,1007487425.96892,1105516863.67662,949499028.417198,1005333793.46018,1012655934.03135,1050556612.885,1329970000,75552100.1485485,89974959.4087901,187528267.947857
"BE","Belgium",950467187.737144,832727068.438095,820803667.831835,500912421.291741,535215110.683562,620413560.176497,790794835.497582,773953813.237501,879702114.470493,991190751.185605,995195226.833938,1018433498.02887,1190737299.84405,1045974591.34209,984969074.641834,1197194926.95755,1276029530.65487,1138697412.21865,1326887759.17959,1314659030.97821,1344143019.94244,1340437856.65314,1303077230.61195,1190135915.32353,1218362957.96587,1055721454.15136,1235968232.45501,1297245843.75603,1211542403.50121,1158260700.48628,1109709113.13153,962787846.930853,1186012138.00488,1097687928.76822,1062456321.0783,1196571417.13585,1087325640.97823,1303802415.0148,1381296529.64137,1618424285.45561,2250261391.02181,1642054779.85061,2090304425.70991,2034352851.50598,1823387864.68456,2052924256.94383,2301813610.06878,2725587829.17522,2517625766.82755,2085538200.25168,1990808651.71644,2094241483.8198,1976630000,574450060.785742,663770595.917968,663259497.487827
"CA","Canada",433876150.913282,456681662.379669,721646927.22024,1315324391.55868,1129234671.93484,1058943133.27031,1193742351.0002,1744436096.26375,1858502023.5684,2068291873.56465,2095670749.3522,2472754909.90615,2864536647.66677,2526126434.12334,2893199417.32749,3706325559.49318,2901009778.19376,2685800103.12808,2754400637.87254,2619991749.7087,2964357879.9019,3412421819.58033,3530285026.59652,3616602433.60003,3655789399.46642,4132633028.52845,3680491054.47864,4581509655.30094,3712742045.66062,3772898123.7438,4066038426.28259,3712704739.09686,3391707338.10787,2861869276.93647,3336151536.33735,2906880049.02761,2846793209.43257,2787548671.88877,2514520247.4988,3294495166.91037,3308234421.81229,3307465372.81357,4286252517.70689,3851418674.38549,3908538281.81031,4418306528.09616,4004398265.67105,4582233081.72768,4457478932.72243,4595661139.43099,4090593978.42482,3700349545.2104,4320080000,339211935.956305,655096459.383884,797918478.695793
"CZ","Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51699187.1345385,58044292.506322,,,,28733485.2448443,27392945.0365808,32881110.4658992,50572248.8207826,72725256.531695,123309028.456484,129467929.642793,150489956.455149,167625226.927604,161738884.506269,188761588.873117,173460104.082958,187492105.490397,191491349.602988,183104163.249681,173597573.048606,180942970.4865,1.99e+08,,,
"dac-countries-total","DAC Countries, Total",32714783663.46,45172957480.8612,41453323489.1399,37083376856.5432,39618250413.5216,37131658025.8799,41143457586.4044,40875287855.2425,43250074359.3502,47805094861.9211,42478980812.2664,47637855835.5452,50234846733.2848,49195935854.8045,50569082698.3243,56806665996.7978,56986255897.942,62474264277.7642,60029714007.7209,65707546507.512,65333645551.481,70252336408.3695,71932849611.4044,74565267672.6701,72566004827.7278,78197608979,77099984548.7339,85174950935.3564,95823051541.8131,88581671400.0595,87122631980.6322,83300696500.7444,75673917570.5549,76395410536.5264,72221247806.7031,77206830955.8253,77647783331.2573,80312719505.5102,82876307859.679,89351520675.5082,95738655368.8786,101512688607.98,126372210317.521,122444893980.699,113446594298.52,125832024007.915,125585114762.91,132737716319.399,132819347784.759,126909265884.055,136555919670.008,135502896546.37,142976670000,40222581768.8011,41029102824.7552,40205167158.546
"DK","Denmark",81600384.1795722,129446312.826717,41290428.1312667,100139086.24658,115114193.097131,266713504.027037,477500620.521566,475366074.595861,549600576.566182,609395261.023938,650933750.3744,756254122.262679,766319706.896413,763579872.711015,838383918.863693,1053706427.38121,1327650799.65864,1173516409.28144,1113469600.97569,1207297126.40618,1172184684.49101,1421811868.65545,1412186566.06608,1897154039.20213,1709584714.51156,1640317229.7311,1767723834.72989,1790690012.93447,1823249934.96818,1988845990.89355,2022664901.40575,2187460587.56844,2291459659.19538,2300595917.64682,2365134062.79281,2470332616.52228,2559061852.1004,2744544222.42415,2756034883.31206,2577996632.52495,2352870023.63923,2333652697.02434,2350816481.84624,2428153982.08984,2497391486.31448,2449329516.70769,2502689646.12083,2667142809.69708,2544202526.01836,2518708546.28138,2646831191.6343,2670132335.8308,2665480000,7551134.64028809,13357480.6881838,41885622.130963
"EU","European Union",324473.961457795,1554951.16789396,8790592.92013716,10322032.5315545,10335832.5782934,13077529.21065,9000397.63945564,1159423330.98275,1366543688.15771,1296691839.75302,1727565803.80612,2496339516.75686,2563256057.82171,2013908425.44317,2029837161.79048,2428422324.14054,3033175910.98682,2444915165.8031,3757985444.25083,3056374861.19753,3166792340.43201,3698991292.10428,3869978953.19314,3210039338.86438,3060984051.88628,4249549608.05153,4555648400.49896,4076855151.01752,5291521857.90258,5920541778.26227,5961754011.74991,6864177984.62829,6531004887.07184,6683170421.71062,7135726063.06219,7000085883.6669,7076745315.55606,8058091720.78889,9774397802.73041,8263171662.60465,8608301423.86629,9318893654.02713,9912423818.98965,10579396971.2627,10421904092.2385,10910622524.2142,11513417549.0767,11405060995.8501,15264364381.2471,16401942502.2582,14822887554.5455,15659570473.2,15679170000,4760214.91799141,5382131.63065424,7007445.5966156
"FI","Finland",,,,,,,,47950971.4284561,87483924.4854459,122383222.26575,134422035.357058,146962179.860658,160364515.172918,157216422.870089,142753444.12247,147908193.637922,307783788.409873,230031516.65964,296319077.739286,325387437.254617,368287016.453733,423907926.464226,493733234.599932,571591518.053842,654812019.928842,813005217.498771,910065324.599031,924831882.9654,1062964180.23793,871092229.773047,588585075.410052,414506085.108334,471534106.053481,497040267.447016,510980149.257477,533846090.662548,629868218.36177,581915310.629196,609675623.016067,676277845.236701,673772371.734045,748328672.737931,977181883.417279,885587803.055492,925112500.612211,1013682823.12663,1138047116.69177,1232453857.48621,1224174855.91656,1196506177.02891,1221364258.19925,1370307580.6413,1308360000,,,
