"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",,,42,78,38,,67
"d301",,,33,30,35,31,24
"d322",,,24,56,69,60,49
"d323",,,51,41,64,47,27
"d315",,,31,26,32,26,29
"d324",,,,,,,
"d216",,,55,76,70,53,47
"d316",,,32,18,11,25,15
"d302",,,28,56,23,37,44
"d303",,,37,41,34,36,43
"d217",,,67,86,69,81,99
"d218",,,29,64,32,30,39
"d201",,,40,54,63,94,75
"d420",,,38,36,25,42,25
"d117",,,42,49,46,54,55
"d219",,,51,64,60,84,64
"d118",,,39,64,60,67,47
"d220",,,42,34,49,61,63
"d225",,,72,88,101,87,54
"d416",,,66,60,64,,30
"d401",,,43,50,54,47,97
"d402",,,40,53,42,33,35
"d202",,,66,57,53,47,73
"d221",,,55,98,56,57,66
"d119",,,50,66,50,51,37
"d120",,,20,23,21,74,67
"d226",,,56,68,62,79,57
"d317",,,54,49,19,17,50
"d121",,,29,29,26,36,32
"d304",,,40,40,34,37,32
"d403",,,56,62,69,74,65
"d417",,,28,44,42,47,39
"d203",,,57,67,64,71,45
"d418",,,38,37,40,36,45
"d204",,,49,61,58,58,63
"d318",,,62,55,53,55,78
"d404",,,36,30,34,38,51
"d405",,,49,47,45,31,58
"d213",,,51,47,42,57,47
"d101",,,,,,,
"d222",,,40,67,55,48,78
"d122",,,39,10,36,44,47
"d102",,,42,48,40,39,41
"d205",,,56,63,70,63,75
"d413",,,35,44,36,43,48
"d414",,,36,38,42,34,33
"d206",,,70,67,86,50,40
"d406",,,44,46,45,42,41
"d207",,,46,36,39,37,36
"d112",,,30,55,43,56,58
"d407",,,39,49,48,65,41
"d103",,,49,55,45,56,50
"d227",,,80,73,83,73,64
"d419",,,34,39,27,35,38
"d421",,,43,48,50,50,50
"d408",,,41,43,34,38,35
"d305",,,41,91,60,110,104
"d319",,,40,49,46,49,44
"d325",,,22,40,58,31,40
"d306",,,17,21,38,33,38
"d208",,,25,103,57,59,68
"d228",,,48,55,56,109,55
"d123",,,31,36,38,59,36
"d422",,,32,35,29,38,32
"d415",,,50,50,46,48,42
"d326",,,40,,,29,24
"d307",,,50,70,65,44,54
"d229",,,70,80,84,56,64
"d104",,,42,51,38,46,53
"d124",,,50,73,63,40,48
"d114",,,38,28,30,163,42
"d223",,,64,66,60,38,78
"d320",,,32,26,31,35,47
"d105",,,38,43,31,35,46
"d409",,,51,55,51,50,42
"d214",,,57,64,56,70,100
"d209",,,68,64,75,71,161
"d410",,,35,42,43,38,42
"d423",,,32,53,36,38,37
"d115",,,49,50,51,55,48
"d308",,,16,21,28,24,27
"d309",,,42,52,48,65,104
"d106",,,33,42,32,31,38
"d107",,,39,58,47,50,45
"d108",,,38,50,34,57,65
"d311",,,,,,27,
"d116",,,35,39,44,31,31
"d109",,,36,39,31,39,46
"d230",,,40,66,44,61,47
"d224",,,75,77,71,79,71
"d327",,,34,46,52,50,80
"d310",,,37,59,38,52,60
"d231",,,67,67,54,54,45
"d424",,,,,41,25,25
"d411",,,56,55,51,43,40
"d328",,,6,23,20,68,24
"d329",,,13,88,45,52,33
"d321",,,26,38,25,57,31
"d312",,,27,30,30,33,44
"d210",,,35,41,43,75,55
"d110",,,51,62,46,54,62
"d425",,,45,43,35,42,49
"d412",,,39,58,55,38,40
"d111",,,33,47,45,44,40
"d232",,,76,80,68,54,48
"d426",,,38,54,56,56,55
"d215",,,44,48,48,57,81
"d211",,,64,76,73,62,74
"d212",,,50,54,56,58,71
"d113",,,42,45,49,48,47
"d313",,,59,62,60,57,58
"d330",,,38,45,46,83,44
