"id","dfis-in.2000","fdi-in.2000","fdi-in-profits-out.2000","fdi-out.2000","illicit-financing-out.2000","long-debt-capital-payments-out.2000","long-debt-disbursement-in.2000","long-debt-net-official-in.2000","long-debt-interest-payments-out.2000","net-portfolio-equity-in.2000","oda-capital-payments-out.2000","oda-in.2000","oda-interest-payments-out.2000","oofs-capital-payments-out.2000","oofs-in.2000","oofs-interest-payments-out.2000","pda-in.2000","remittances-in.2000","remittances-out.2000","short-debt-interest-out.2000","short-debt-net-flow-in.2000","ssc-in.2000","trade-mispricing-out.2000","dfis-in.2001","fdi-in.2001","fdi-in-profits-out.2001","fdi-out.2001","illicit-financing-out.2001","long-debt-capital-payments-out.2001","long-debt-disbursement-in.2001","long-debt-net-official-in.2001","long-debt-interest-payments-out.2001","net-portfolio-equity-in.2001","oda-capital-payments-out.2001","oda-in.2001","oda-interest-payments-out.2001","oofs-capital-payments-out.2001","oofs-in.2001","oofs-interest-payments-out.2001","pda-in.2001","remittances-in.2001","remittances-out.2001","short-debt-interest-out.2001","short-debt-net-flow-in.2001","ssc-in.2001","trade-mispricing-out.2001","dfis-in.2002","fdi-in.2002","fdi-in-profits-out.2002","fdi-out.2002","illicit-financing-out.2002","long-debt-capital-payments-out.2002","long-debt-disbursement-in.2002","long-debt-net-official-in.2002","long-debt-interest-payments-out.2002","net-portfolio-equity-in.2002","oda-capital-payments-out.2002","oda-in.2002","oda-interest-payments-out.2002","oofs-capital-payments-out.2002","oofs-in.2002","oofs-interest-payments-out.2002","pda-in.2002","remittances-in.2002","remittances-out.2002","short-debt-interest-out.2002","short-debt-net-flow-in.2002","ssc-in.2002","trade-mispricing-out.2002","dfis-in.2003","fdi-in.2003","fdi-in-profits-out.2003","fdi-out.2003","illicit-financing-out.2003","long-debt-capital-payments-out.2003","long-debt-disbursement-in.2003","long-debt-net-official-in.2003","long-debt-interest-payments-out.2003","net-portfolio-equity-in.2003","oda-capital-payments-out.2003","oda-in.2003","oda-interest-payments-out.2003","oofs-capital-payments-out.2003","oofs-in.2003","oofs-interest-payments-out.2003","pda-in.2003","remittances-in.2003","remittances-out.2003","short-debt-interest-out.2003","short-debt-net-flow-in.2003","ssc-in.2003","trade-mispricing-out.2003","dfis-in.2004","fdi-in.2004","fdi-in-profits-out.2004","fdi-out.2004","illicit-financing-out.2004","long-debt-capital-payments-out.2004","long-debt-disbursement-in.2004","long-debt-net-official-in.2004","long-debt-interest-payments-out.2004","net-portfolio-equity-in.2004","oda-capital-payments-out.2004","oda-in.2004","oda-interest-payments-out.2004","oofs-capital-payments-out.2004","oofs-in.2004","oofs-interest-payments-out.2004","pda-in.2004","remittances-in.2004","remittances-out.2004","short-debt-interest-out.2004","short-debt-net-flow-in.2004","ssc-in.2004","trade-mispricing-out.2004","dfis-in.2005","fdi-in.2005","fdi-in-profits-out.2005","fdi-out.2005","illicit-financing-out.2005","long-debt-capital-payments-out.2005","long-debt-disbursement-in.2005","long-debt-net-official-in.2005","long-debt-interest-payments-out.2005","net-portfolio-equity-in.2005","oda-capital-payments-out.2005","oda-in.2005","oda-interest-payments-out.2005","oofs-capital-payments-out.2005","oofs-in.2005","oofs-interest-payments-out.2005","pda-in.2005","remittances-in.2005","remittances-out.2005","short-debt-interest-out.2005","short-debt-net-flow-in.2005","ssc-in.2005","trade-mispricing-out.2005","dfis-in.2006","fdi-in.2006","fdi-in-profits-out.2006","fdi-out.2006","illicit-financing-out.2006","long-debt-capital-payments-out.2006","long-debt-disbursement-in.2006","long-debt-net-official-in.2006","long-debt-interest-payments-out.2006","net-portfolio-equity-in.2006","oda-capital-payments-out.2006","oda-in.2006","oda-interest-payments-out.2006","oofs-capital-payments-out.2006","oofs-in.2006","oofs-interest-payments-out.2006","pda-in.2006","remittances-in.2006","remittances-out.2006","short-debt-interest-out.2006","short-debt-net-flow-in.2006","ssc-in.2006","trade-mispricing-out.2006","dfis-in.2007","fdi-in.2007","fdi-in-profits-out.2007","fdi-out.2007","illicit-financing-out.2007","long-debt-capital-payments-out.2007","long-debt-disbursement-in.2007","long-debt-net-official-in.2007","long-debt-interest-payments-out.2007","net-portfolio-equity-in.2007","oda-capital-payments-out.2007","oda-in.2007","oda-interest-payments-out.2007","oofs-capital-payments-out.2007","oofs-in.2007","oofs-interest-payments-out.2007","pda-in.2007","remittances-in.2007","remittances-out.2007","short-debt-interest-out.2007","short-debt-net-flow-in.2007","ssc-in.2007","trade-mispricing-out.2007","dfis-in.2008","fdi-in.2008","fdi-in-profits-out.2008","fdi-out.2008","illicit-financing-out.2008","long-debt-capital-payments-out.2008","long-debt-disbursement-in.2008","long-debt-net-official-in.2008","long-debt-interest-payments-out.2008","net-portfolio-equity-in.2008","oda-capital-payments-out.2008","oda-in.2008","oda-interest-payments-out.2008","oofs-capital-payments-out.2008","oofs-in.2008","oofs-interest-payments-out.2008","pda-in.2008","remittances-in.2008","remittances-out.2008","short-debt-interest-out.2008","short-debt-net-flow-in.2008","ssc-in.2008","trade-mispricing-out.2008","dfis-in.2009","fdi-in.2009","fdi-in-profits-out.2009","fdi-out.2009","illicit-financing-out.2009","long-debt-capital-payments-out.2009","long-debt-disbursement-in.2009","long-debt-net-official-in.2009","long-debt-interest-payments-out.2009","net-portfolio-equity-in.2009","oda-capital-payments-out.2009","oda-in.2009","oda-interest-payments-out.2009","oofs-capital-payments-out.2009","oofs-in.2009","oofs-interest-payments-out.2009","pda-in.2009","remittances-in.2009","remittances-out.2009","short-debt-interest-out.2009","short-debt-net-flow-in.2009","ssc-in.2009","trade-mispricing-out.2009","dfis-in.2010","fdi-in.2010","fdi-in-profits-out.2010","fdi-out.2010","illicit-financing-out.2010","long-debt-capital-payments-out.2010","long-debt-disbursement-in.2010","long-debt-net-official-in.2010","long-debt-interest-payments-out.2010","net-portfolio-equity-in.2010","oda-capital-payments-out.2010","oda-in.2010","oda-interest-payments-out.2010","oofs-capital-payments-out.2010","oofs-in.2010","oofs-interest-payments-out.2010","pda-in.2010","remittances-in.2010","remittances-out.2010","short-debt-interest-out.2010","short-debt-net-flow-in.2010","ssc-in.2010","trade-mispricing-out.2010","dfis-in.2011","fdi-in.2011","fdi-in-profits-out.2011","fdi-out.2011","illicit-financing-out.2011","long-debt-capital-payments-out.2011","long-debt-disbursement-in.2011","long-debt-net-official-in.2011","long-debt-interest-payments-out.2011","net-portfolio-equity-in.2011","oda-capital-payments-out.2011","oda-in.2011","oda-interest-payments-out.2011","oofs-capital-payments-out.2011","oofs-in.2011","oofs-interest-payments-out.2011","pda-in.2011","remittances-in.2011","remittances-out.2011","short-debt-interest-out.2011","short-debt-net-flow-in.2011","ssc-in.2011","trade-mispricing-out.2011","dfis-in.2012","fdi-in.2012","fdi-in-profits-out.2012","fdi-out.2012","illicit-financing-out.2012","long-debt-capital-payments-out.2012","long-debt-disbursement-in.2012","long-debt-net-official-in.2012","long-debt-interest-payments-out.2012","net-portfolio-equity-in.2012","oda-capital-payments-out.2012","oda-in.2012","oda-interest-payments-out.2012","oofs-capital-payments-out.2012","oofs-in.2012","oofs-interest-payments-out.2012","pda-in.2012","remittances-in.2012","remittances-out.2012","short-debt-interest-out.2012","short-debt-net-flow-in.2012","ssc-in.2012","trade-mispricing-out.2012","dfis-in.2013","fdi-in.2013","fdi-in-profits-out.2013","fdi-out.2013","illicit-financing-out.2013","long-debt-capital-payments-out.2013","long-debt-disbursement-in.2013","long-debt-net-official-in.2013","long-debt-interest-payments-out.2013","net-portfolio-equity-in.2013","oda-capital-payments-out.2013","oda-in.2013","oda-interest-payments-out.2013","oofs-capital-payments-out.2013","oofs-in.2013","oofs-interest-payments-out.2013","pda-in.2013","remittances-in.2013","remittances-out.2013","short-debt-interest-out.2013","short-debt-net-flow-in.2013","ssc-in.2013","trade-mispricing-out.2013"
"AF",,,,,,,,,,,0,234980000,0,0,0,0,,,,,,,,,,,,,,,,,,0,733340000,0,0,0,0,,,,,,,,,95186895.26,0,,,0,0,0,0,0,74570000,2050520000,9840000,0,0,0,,,,0,,,2878706304,,117292001.7,0,,,0,0,0,0,0,34710000,2150430000,9260000,0,790000,20000,,,,0,,,1809761200,,334923804.9,0,,,0,0,0,0,0,4360000,2803810000,4240000,60000,1770000,220000,,,,0,,,1195953287,,453168969.6,0,,,0,0,0,0,0,4300000,3318840000,5800000,5e+05,65060000,2240000,,,,0,,,844447267.8,,373423706.3,0,,,5480542.042,19415208.51,0,9047052.238,0,4620000,3374950000,6270000,650000,30220000,7e+06,,,,0,0,,249420817.7,,271585152,0,,,1830814.104,0,0,4668719.897,0,4110000,5326700000,6910000,29820000,25430000,17360000,,,,0,0,,0,,117245140.8,110630.7289,,0,1609841.302,0,0,7448745.643,-1195756.829,10460000,5059610000,13540000,25420000,48590000,8140000,,,234965169.3,0,0,,0,,96809635.39,150789.4376,,0,4013732.19,0,0,8346262.09,0,4380000,6583240000,8910000,29790000,75470000,8950000,,,430629916.8,0,0,,0,,230551217.9,410138.2119,,0,1054241.739,0,0,7653729.545,-408030.3723,191400000,6876430000,8770000,16820000,93640000,4310000,,,387832785.5,1346722.884,38197.16446,,0,,83031499.98,82402.07525,,0,858073.4262,0,0,8842834.881,46754.55951,4930000,6836500000,10420000,19020000,121380000,10890000,,,238909365.9,772465.1726,-12940782.53,,0,,93800000,1502254.92,,0,926000,0,0,8237100,2024107.755,14750000,6740680000,10790000,25310000,53960000,4630000,,,275349227.5,1093000,9e+06,,0,,77296513.07,0,,,0,0,0,0,4482.87699,30530000,5400260000,10790000,28600000,89950000,15870000,,,,747419.018,-13386609.28,,
"AG",,87891787.36,,30974125.08,,,,,,0,1480000,15890000,8e+05,0,140000,110000,,43972691.31,2056923.177,,,,,,143018570.2,,17169595.07,,,,,,0,1230000,13810000,410000,5770000,2920000,1900000,,56765438.86,1999789.542,,,,,,100707055.2,,17497615.24,50866462.52,,,,,0,3160000,22190000,570000,4870000,1780000,410000,,37802018.71,1783169.658,,,,,,229049247.8,,16724392.66,6380321.404,,,,,0,1040000,9120000,360000,660000,3790000,910000,,40916948.99,1901224.514,,,,,,117408954.6,,18334199.48,23713580.57,,,,,0,2270000,4250000,470000,1640000,4830000,970000,,37684779.04,1931450.543,,,,,,282750778.8,,19699472.67,13174061.7,,,,,0,1100000,11080000,470000,1030000,190000,390000,,27449419.3,1988260.295,,,,,,425556729.3,,2617449.153,12601462.19,,,,,0,880000,5030000,390000,1900000,3e+05,760000,,25178477.81,2165443.901,,,,,,378383471.6,,2553327.854,8565179.737,,,,,0,980000,8950000,430000,9820000,10190000,1080000,,21358833.13,2368186.13,,,,,,173639702.7,,2185125.062,0,,,,,0,1030000,9790000,3e+05,3520000,5380000,640000,,18938946.72,2556588.752,,,,,,91191058.75,,4301742.948,4865095.835,,,,,0,790000,7060000,510000,2330000,12640000,1750000,,20750803.27,2286649.97,,,,,,105978910.1,,4875440.245,0,,,,,0,720000,20210000,60000,12850000,11900000,1860000,,19363699,2161548.826,,,,,,70475708.65,,3232148.494,17325631.59,,,,,0,1260000,16220000,290000,2600000,35950000,1900000,,18597694.44,2112555.68,,,,,,133805401.1,,4438262.222,0,,,,,0,860000,3220000,290000,21970000,4180000,2300000,,20556413.65,2157660.741,,,,,,143799955.2,,4201066.803,,,,,,0,1050000,2660000,480000,3400000,15860000,1560000,,21608197.42,2310325.432,,,,
"AI",,,,,,,,,,,7e+05,5560000,290000,170000,6460000,230000,,,,,,,,,,,,,,,,,,790000,5930000,310000,210000,1670000,820000,,,,,,,,,,,,,,,,,,2190000,2910000,960000,990000,7850000,930000,,,,,,,,,,,,,,,,,,590000,5600000,230000,670000,1060000,560000,,,,,,,,,,,,,,,,,,460000,3460000,260000,780000,950000,520000,,,,,,,,,,,,,,,,,,390000,5090000,250000,390000,0,250000,,,,,,,,,,,,,,,,,,450000,5340000,230000,8e+05,7040000,730000,,,,,,,,,,,,,,,,,,450000,6310000,2e+05,830000,2e+06,880000,,,,,,,,,,,,,,,,,,4e+05,3500000,180000,1300000,1050000,830000,,,,,,,,,,,,,,,,,,360000,2070000,160000,1300000,290000,770000,,,,,,,,,,,,,,,,,,390000,8620000,0,2360000,57250000,860000,,,,,,,,,,,,,,,,,,510000,810000,140000,1180000,0,2640000,,,,,,,,,,,,,,,,,,380000,5420000,130000,1530000,710000,2420000,,,,,,,,,,,,,,,,,,270000,7650000,120000,1570000,1e+05,2440000,,,,,,,
"AL",,270019318.8,187162.2764,187162.2764,,17226631.47,8521043.662,46.50098523,15748395.17,0,13770000,522560000,5460000,9690000,7270000,2750000,,,,3026147.44,15422618.25,,,,373429638,180901.2494,180901.2494,,22523851.85,28821429.82,25.86389975,18809008.89,0,18450000,456250000,9830000,10330000,4980000,1710000,,,,2198691.963,-11321079.48,,,,233313121.9,1036947.209,1036947.209,0,38680643.89,7791771.87,0,38358957.26,0,22310000,490410000,6780000,13550000,33030000,5950000,,,,1904037.09,921588.7283,,2534357.952,,251140777,1394313.494,1394313.494,0,39988677.76,5261518.722,0,22022585.51,0,25590000,499670000,7190000,15050000,41810000,1530000,,,5834244.486,3738559.567,170846778.7,,22504496.62,,402948155.6,241861.1885,16163374.73,0,49646492.83,37557988.18,0,24596887.49,0,29040000,393090000,9140000,20910000,120910000,9870000,,,5669631.125,1466055.186,-173579761.2,,15386858.34,,291719393,2362576.56,6891536.763,0,45454546.57,411366033.7,0,27230312.43,0,31430000,408890000,9640000,13600000,141570000,15020000,,,7186316.685,4727885.758,170784602.3,,101233304,,344419922.9,4862122.994,15889697.61,0,151807366.6,13610632.4,0,29919464.25,0,37680000,403460000,10040000,45620000,79170000,21580000,,,28168061.82,18310583.94,247214246.6,,113074485.7,,622915482.4,8097346.211,30689733.23,0,70702017.39,121877844.3,0,31690561.79,0,38830000,355480000,10430000,31760000,93950000,23420000,,,9402759.502,24278299.57,118155533.3,,207914657.2,,815435112.2,252078626.9,319983230.6,27798641.04,62724284.41,556337204.5,0,40838569.87,19521639.09,42520000,392140000,10670000,32100000,165250000,23710000,,,13301287.44,23110896.9,539007821.1,,227688515.4,,922584588,414859966,451172495.8,0,104698555.3,187622853.3,0,54022750.79,-3753580.41,46820000,398620000,11240000,48870000,150450000,25010000,,,9303005.943,10524566.13,-438002579.8,,0,,1042526257,377947770.6,384278732,0,126334804.2,634807683.2,0,47265489.06,6816487.063,54540000,398500000,11470000,60820000,140440000,20660000,,,23993389.59,7739816.176,-132683989.2,,193524546.3,,829442232.7,132228559.6,160414215.6,0,136119186.7,457829299.2,0,81191327.75,22224335.46,56470000,388050000,15660000,75680000,259900000,27840000,,,20075934.01,12728406.32,338978460,,251068174.4,,855440505,168877115.1,191644860.9,0,160680000,235256000,0,83610000,17982033.72,51980000,393600000,18540000,66750000,272190000,14290000,,,43505848.11,14970000,575233000,,62866317.32,,1185206275,167948458.2,206405371,,241788000,387636000,0,44091000,1629681.507,61130000,349530000,16870000,154510000,86280000,14310000,,,49078736.97,1907171.321,156805846.5,,
"AM",,221580822.3,46830372.75,46830372.75,,32512674.01,1198506.414,0,19987856.98,850687.97,0,308210000,6470000,11450000,37950000,7040000,,235197545.2,9995583.647,5176527.705,-23226374.31,,,,146838802.9,7513381.856,7513381.856,,50495562.82,207895.7298,21.05309514,34726986.71,1024126.264,3400000,318850000,7320000,15960000,12680000,9910000,,275194546,43159387.36,3107936.163,-4094915.891,,,,238152020.2,28024898.82,28028193.46,9434253.826,70748638.9,5735969.539,0,51716137.5,-881842.7738,17320000,445810000,7900000,12890000,13740000,6580000,,352455359.3,51735779.78,8261171.565,394748177.2,,174919840.8,,255093841,72271713.01,73017659.08,3243099.69,127941362.1,32718763.68,0,37415991.39,103820.768,24100000,353400000,8700000,13320000,5920000,5270000,,368611242.1,55880490.16,18091795.77,381753488.7,,447139927.1,,444874962.9,263772365.6,263050840.9,9947465.314,146483230.6,79302140.67,0,70769381.42,2475116.263,34820000,338180000,10070000,24760000,19760000,3990000,,812000498.6,248244802.3,21961422.94,10791854.03,,384121056.6,,437969205.2,254441973.7,261782870.1,0,103647359.1,175842113.9,0,34816319.02,195181.0883,43980000,241980000,10280000,35070000,22570000,4530000,,840883911.4,310953744.8,15732295.46,-168035898.7,,527307113.3,,607820330.1,317249865.6,345829871.1,44191424.27,63266248.6,107216367.3,0,76212664.01,-608765.8922,45590000,291220000,10360000,18090000,36860000,6080000,,1082153604,237196442.3,13799095.36,11729231.05,,481563043.3,,686161214.4,334345663.4,348514530.1,0,60035785.83,558697859.5,0,93207701.08,1414166.745,35120000,432360000,10300000,27150000,86220000,9140000,,1205433763,245446662.4,15730577.32,156319980.8,,826596433.6,,818809846.4,234222320.2,250436546.9,0,219228802.7,530475461.9,0,60287292.2,2497670.626,41600000,360570000,11420000,27410000,75770000,11110000,,1442915269,193999569.8,13100203.8,-5407919.483,,975110310,,763428587.8,354014621.2,404638399,7670060.522,300832191.4,711422596.9,0,79287385.27,983968.8052,45860000,597370000,13080000,35370000,151080000,13980000,,1102853515,181299060.7,17459503.97,68726974.78,,835598327.7,,507465566.5,347235102.9,354851807,95064842.41,820992489.3,1471425762,0,57559712.15,7105804.289,46060000,402190000,14590000,63270000,250630000,17050000,,1154757431,218039234.5,19836053.72,95045801.59,,1001367216,,472186635.3,346965305.4,418345786,0,673334417.3,1176562816,0,115445502.2,2413207.563,47990000,437430000,16280000,90880000,205230000,26360000,,1987364520,275304131.7,26563784.05,227818696.9,,1069257565,,488776717.4,334890199.7,350692958.7,0,842320000,1356049000,0,124272000,2295373.44,52070000,324830000,17330000,84490000,229550000,12790000,,2122901855,314788691.7,26943000,-61881000,,1229836311,,378393279.7,331303733,348131225,,1126807000,2551393000,0,81630000,-1870881.715,53160000,339010000,18760000,113120000,231470000,14720000,,2331420294,362530805.6,39239188.68,349552584.9,,
"AO",,3772229591,3987026608,3987026608,,6566975072,4337321772,0,641322689.4,0,12940000,502230000,6080000,71850000,5950000,41570000,,0,1143903922,110298352.5,-1064271808,,,,9713292066,4197335420,4197335420,,9430970246,4739698846,0,565833143.5,0,9860000,482620000,3990000,23090000,6940000,3790000,,0,978934590.7,101031935.2,-17242180.21,,,,6803780959,4477138812,4360355615,274959386.3,5225981478,4680130633,0,569596931.5,0,10540000,637970000,5970000,25390000,79400000,8180000,,0,907409515.1,75248816.25,-805365709,,,,12020525155,4334978515,4334977706,2818936239,4513893454,6363015205,0,547103692.3,0,11090000,661260000,4140000,13760000,3e+05,5130000,,0,788589837.5,22165146.2,-215994464.2,,0,,3895609969,5255153926,5254252939,0,4572104971,5483796662,0,445810455.1,0,14380000,1364680000,6240000,863670000,290000,4450000,,0,798308271.4,22838237.42,910842645.5,,0,,-2732158220,7136773321,7136349671,1203165959,4794283018,7613724269,0,537763360.3,0,11880000,503150000,5130000,9140000,110000,4e+06,,0,450320706.1,118450540.7,2547053184,,0,,-64466052.62,9022397826,8696630524,0,5994469045,2028820563,0,1401635416,0,266480000,461750000,53720000,15500000,0,8220000,,0,705371799.8,142627898.8,396402186.5,,0,,-1294121152,10528910144,9208070722,2377195526,5471705059,8131283195,0,838118361.5,0,133640000,402090000,34250000,15150000,10000,7050000,,0,873047209.5,171427147,304092621.1,,0,,1987915677,15610623117,12568143223,1463340129,1336954454,5208444910,0,524761901.8,0,31080000,400300000,72390000,33600000,157450000,8990000,,88634229.39,792638735.1,64606091.21,165696095.6,,0,,2981774802,8288417038,8279286165,0,4231884429,4702814344,0,530300119.7,0,59370000,311890000,13260000,14330000,0,810000,,174926.2726,968049362.7,40811862.61,252742691.4,,0,,-4130367703,9631868870,7916311405,0,2698894973,4905598068,0,225667850.9,0,57320000,306820000,14760000,15260000,71510000,1050000,,18794477.93,914404958.7,38967850.41,-434980437.3,,2168952560,,-3185583314,9523685890,11728312808,18404615.57,2823631360,4958692326,0,161917262.1,0,54880000,246550000,13540000,2030000,3.4e+07,660000,,211296.289,594457110.7,34115169.83,-250637765.7,,0,,-6897954559,9722100376,12462855077,326436522,3554361000,4033321000,0,639657000,0,50790000,293130000,7490000,4270000,98330000,1920000,,45000.00179,523198954.7,34338000,2.4e+08,,0,,-4185092240,9113489744,11151688062,,2802083000,4213207000,0,458570000,0,56080000,342290000,15390000,4770000,59330000,13300000,,46779.3341,654678666.6,0,430736.162,,
"AR",,13150392287,3895325855,5032637890,,11517570862,16576599438,0,9693400459,-4073475657,138800000,203630000,17350000,2314230000,3300170000,2312720000,,,338532232.4,1706562917,-1084110562,,,,2763725149,1782241825,1987500764,,11638754179,226661048,0,3619139527,39714179.22,122590000,363160000,36430000,2609590000,4870990000,2255820000,,,326497041.1,1031871114,-8281861309,,,,6746141754,2679987948,711205141.7,5933179224,6051985415,1845767963,0,3030872100,-363786200.2,57080000,180750000,8490000,4095030000,1400410000,1652930000,,,375307561.5,471347818.6,-25446998494,,1828208294,,4315256703,4247679368,6268890239,3729344662,13261129381,2165953151,0,2608676429,170702305.3,47030000,189040000,9820000,7319970000,6267480000,1355700000,,,470286810.1,610631492.1,1489522161,,0,,9857896945,8872168781,10487752064,0,9292295410,6262899215,0,2975551308,-205895422.3,35670000,145350000,6940000,2122490000,1832920000,879340000,,,561450407.6,481749422.6,-647407341.5,,1798848351,,11501419815,11919003862,14782877186,0,5882821581,6367445160,0,3673136208,-105069447.6,19650000,133190000,6190000,2215910000,1567840000,974460000,,,685922187.7,586930065.2,29170009863,,619140682.4,,11196547961,14380402378,19311509212,0,7954677273,11268318744,0,4745090781,1428890663,30280000,161640000,5920000,3130860000,2017710000,1043010000,,,718964513.7,1479067315,-9879267406,,0,,11620443173,13074196880,15774556471,0,7276189905,10315447572,0,4131057595,3204277510,6.4e+07,173640000,6440000,3139480000,2326590000,981560000,,,830339686.3,783966206.8,-15467681359,,1089442883,,14942801521,12140792821,14277890754,0,5579090037,6042566096,0,3534429851,-815269757.6,39610000,165850000,4100000,2418350000,1994950000,765720000,,,968177010,290105830.8,196706314.3,,5043510849,,6604035468,13743284912,14913036415,0,14405253150,5479306082,0,4307319786,-348383800.6,38270000,164020000,4420000,2035160000,3396630000,646250000,,,1260970815,145500477.8,-1160153755,,0,,16918427797,14875705222,16315980450,908082626.1,12462372229,5171518253,0,4107362358,-309774062.3,35900000,159570000,9070000,1927980000,2511260000,618570000,,,1552471398,127869931,-749365344.9,,0,,14403671580,14526051541,16525380027,5635009373,12552799622,8947645725,0,3547628561,-233832706.2,35200000,118530000,12200000,1700090000,2184910000,539010000,,,1539644620,174602500,2382073144,,0,,1.2116e+10,10235854136,11287703714,2765080142,9658204000,5693942000,144.366365,3204912000,876218246.4,17690000,196610000,9540000,1846290000,1874660000,513580000,,,979930772.3,104973000,-3.032e+09,,189714175.6,,9059004208,8821172906,10043071184,,10740300001,7200369000,356293731.6,2555733000,460680435.5,53380000,82870000,12550000,1797520000,2372110000,566360000,,,861291437.4,218682885.3,-3971092596,,
"AZ",,437142986.6,1067348207,1069905189,,72483710.48,358512426,0,124841281.2,0,0,201260000,3380000,53340000,137540000,41380000,,97438141.95,339681599.4,17495139.92,427991682.6,,,,749403355.7,1089134421,1089134421,,158519107.2,25409111.17,0,71301009.75,0,1410000,3.35e+08,4330000,94760000,81110000,43200000,,179600520.1,469413478,17137916.13,-176507302.2,,,,4564442332,1168000158,2235368465,,257750495.9,5985659.488,0,42276588.4,0,5080000,507230000,5530000,127350000,162600000,24920000,,293471131,769278530.9,12145053.89,-67133793.17,,,,10189600700,1309954594,4204765870,,326396019.2,165964866.2,0,48754990.5,0,23560000,418790000,7640000,125640000,1553730000,15630000,,228133023.9,525094783.8,8846496.559,63960294.19,,,,10187092750,1664952703,5116377884,,397147940.3,669433021.9,0,52850503.12,0,33740000,252480000,9900000,201130000,584780000,10370000,,271652884.6,575073288.5,10355822.47,100263841.4,,,,3987308041,3754115364,6651625982,,319220570.2,854511310.5,0,57239583.26,0,37480000,296200000,9870000,206160000,351150000,19450000,,729123447.3,568211333.3,15380349.13,113928512,,,,-1174329072,5277284855,6695947007,,323839613.5,662107356.2,0,74105285.14,1508166.826,37200000,277060000,10060000,243940000,64380000,20080000,,898507760.2,551683403,29163924.63,671636959.7,,,,-7585249600,7978785296,8434870135,,80927346.29,410155303.7,0,122560222,3202528.901,40850000,284280000,10220000,763880000,276370000,17400000,,1296266047,646152134.2,28910610.03,835372875.5,,,,17791566.38,6820362245,7521923230,,187091768.3,578065543.2,0,111375963.1,0,41250000,275050000,10770000,811380000,347580000,31050000,,1446994964,716391499.3,41330983.01,159101303.3,,,,684038566.5,5294919969,5766199208,,333341349.2,634039098.4,0,97200954.62,0,50640000,288030000,11700000,253690000,428650000,34680000,,1222757664,922208075.8,26901667.8,-518840589.8,,,,714827191,4843851879,5138416548,,381297457.5,2659270151,0,102031106.7,794816.7345,58270000,220480000,12360000,173530000,460630000,29940000,,1421092844,1210748395,24954198.24,86337920.05,,,,1519841846,5693821372,6246774071,,886564727.2,1327437130,0,983591845.5,62246.08241,62170000,343610000,13570000,190220000,671770000,37590000,,1781390912,1327532574,19311847.07,13486651.19,,,,2004600000,4906186000,6098186000,,939601000,1440565000,0,951707000,41000,70080000,354980000,14260000,169210000,783760000,14350000,,1990179932,2072681000,14541000,-3.9e+07,,,,2512061982,4301836471,5723938429,,1941837000,532754000,0,877546000,28486897.41,381380000,326130000,13200000,264090000,595620000,20300000,,1646953070,1815902033,0,0,,
