"id","entity-name","2012"
"d18974","Baringo",6.9
"d18975","Bomet",0.3
"d18987","Bungoma",0.7
"d18988","Busia",0.5
"d18976","Elgeyo-Marakwet",1.2
"d18955","Embu",2.1
"d18965","Garissa",0.1
"d18968","Homa Bay",0.2
"d18956","Isiolo",0.1
"d18991","Kajiado",0.5
"d18989","Kakamega",0.4
"d18977","Kericho",4.7
"d18943","Kiambu",7
"d18949","Kilifi",1.5
"d18944","Kirinyaga",1
"d18969","Kisii",0.7
"d18970","Kisumu",4.9
"d18957","Kitui",0.3
"d18950","Kwale",0.7
"d18978","Laikipia",2.6
"d18951","Lamu",
"d18958","Machakos",1.8
"d18959","Makueni",0.9
"d18966","Mandera",
"d18960","Marsabit",
"d18961","Meru",2.1
"d18971","Migori",0.5
"d18952","Mombasa",24.7
"d18946","Murang'a",4.9
"d18964","Nairobi",44.1
"d18979","Nakuru",3.1
"d18980","Nandi",2.9
"d18981","Narok",0.2
"d18962","Nithi",0.3
"d18972","Nyamira",4.5
"d18947","Nyandarua",0.8
"d18948","Nyeri",4.4
"d18982","Samburu",0.1
"d18973","Siaya",0.7
"d18953","Taita Taveta",1.5
"d18954","Tana River",0.2
"d18983","Trans-Nzoia",2.3
"d18984","Turkana",2
"d18985","Uasin Gishu",1.5
"d18990","Vihiga",6.3
"d18967","Wajir",0.2
"d18986","West Pokot",2.1
