"id","entity-name","2009"
"d18974","Baringo",23
"d18975","Bomet",40
"d18987","Bungoma",38
"d18988","Busia",32
"d18976","Elgeyo-Marakwet",27
"d18955","Embu",16
"d18965","Garissa",20
"d18968","Homa Bay",42
"d18956","Isiolo",8
"d18991","Kajiado",4
"d18989","Kakamega",35
"d18977","Kericho",19
"d18943","Kiambu",3
"d18949","Kilifi",13
"d18944","Kirinyaga",14
"d18969","Kisii",25
"d18970","Kisumu",9
"d18957","Kitui",37
"d18950","Kwale",21
"d18978","Laikipia",10
"d18951","Lamu",12
"d18958","Machakos",11
"d18959","Makueni",34
"d18966","Mandera",45
"d18960","Marsabit",26
"d18961","Meru",18
"d18971","Migori",36
"d18952","Mombasa",2
"d18946","Murang'a",17
"d18964","Nairobi",1
"d18979","Nakuru",5
"d18980","Nandi",29
"d18981","Narok",33
"d18962","Nithi",43
"d18972","Nyamira",31
"d18947","Nyandarua",22
"d18948","Nyeri",7
"d18982","Samburu",30
"d18973","Siaya",39
"d18953","Taita Taveta",15
"d18954","Tana River",46
"d18983","Trans-Nzoia",24
"d18984","Turkana",47
"d18985","Uasin Gishu",6
"d18990","Vihiga",28
"d18967","Wajir",41
"d18986","West Pokot",44
