"id","currency.2000","budget-type.2000","l1.2000","l2.2000","l3.2000","l4.2000","l5.2000","l6.2000","value.2000","value-ncu.2000","currency.2001","budget-type.2001","l1.2001","l2.2001","l3.2001","l4.2001","l5.2001","l6.2001","value.2001","value-ncu.2001","currency.2002","budget-type.2002","l1.2002","l2.2002","l3.2002","l4.2002","l5.2002","l6.2002","value.2002","value-ncu.2002","currency.2003","budget-type.2003","l1.2003","l2.2003","l3.2003","l4.2003","l5.2003","l6.2003","value.2003","value-ncu.2003","currency.2004","budget-type.2004","l1.2004","l2.2004","l3.2004","l4.2004","l5.2004","l6.2004","value.2004","value-ncu.2004","currency.2005","budget-type.2005","l1.2005","l2.2005","l3.2005","l4.2005","l5.2005","l6.2005","value.2005","value-ncu.2005","currency.2006","budget-type.2006","l1.2006","l2.2006","l3.2006","l4.2006","l5.2006","l6.2006","value.2006","value-ncu.2006","currency.2007","budget-type.2007","l1.2007","l2.2007","l3.2007","l4.2007","l5.2007","l6.2007","value.2007","value-ncu.2007","currency.2008","budget-type.2008","l1.2008","l2.2008","l3.2008","l4.2008","l5.2008","l6.2008","value.2008","value-ncu.2008","currency.2009","budget-type.2009","l1.2009","l2.2009","l3.2009","l4.2009","l5.2009","l6.2009","value.2009","value-ncu.2009","currency.2010","budget-type.2010","l1.2010","l2.2010","l3.2010","l4.2010","l5.2010","l6.2010","value.2010","value-ncu.2010","currency.2011","budget-type.2011","l1.2011","l2.2011","l3.2011","l4.2011","l5.2011","l6.2011","value.2011","value-ncu.2011","currency.2012","budget-type.2012","l1.2012","l2.2012","l3.2012","l4.2012","l5.2012","l6.2012","value.2012","value-ncu.2012","currency.2013","budget-type.2013","l1.2013","l2.2013","l3.2013","l4.2013","l5.2013","l6.2013","value.2013","value-ncu.2013","currency.2014","budget-type.2014","l1.2014","l2.2014","l3.2014","l4.2014","l5.2014","l6.2014","value.2014","value-ncu.2014","currency.2015","budget-type.2015","l1.2015","l2.2015","l3.2015","l4.2015","l5.2015","l6.2015","value.2015","value-ncu.2015","currency.2016","budget-type.2016","l1.2016","l2.2016","l3.2016","l4.2016","l5.2016","l6.2016","value.2016","value-ncu.2016","currency.2017","budget-type.2017","l1.2017","l2.2017","l3.2017","l4.2017","l5.2017","l6.2017","value.2017","value-ncu.2017","currency.2018","budget-type.2018","l1.2018","l2.2018","l3.2018","l4.2018","l5.2018","l6.2018","value.2018","value-ncu.2018","currency.2019","budget-type.2019","l1.2019","l2.2019","l3.2019","l4.2019","l5.2019","l6.2019","value.2019","value-ncu.2019","currency.2020","budget-type.2020","l1.2020","l2.2020","l3.2020","l4.2020","l5.2020","l6.2020","value.2020","value-ncu.2020"
"MD","Moldovan lei","actual","total-revenue-and-grants",,,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,,,"Moldovan lei","actual","total-revenue-and-grants",,,,,,1894033599.5636,1.1324e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2173054885.3688,1.4519e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2259301335.0375,1.7845e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2633841849.3996,2.2292e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,3225285573.9774,2.5517e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2721060174.855,2.3518e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2577539981.4171,2.7537e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2772138727.2834,3.0138e+10,"Moldovan lei","actual","total-revenue-and-grants",,,,,,2763359795.3256,3.3476e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2807111453.3544,3.6908e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2757302497.8513,4.2511e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2580830385.5425,4.3687e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2574778614.3178,4.7069e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2592003035.6318,5.1226e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2625607409.7504,5.5828e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,2667318757.1247,6.0837e+10,"Moldovan lei","proj","total-revenue-and-grants",,,,,,,
"MN","togrogs","actual","total-revenue-and-grants",,,,,,1514709222.74768,352539400000,"togrogs","actual","total-revenue-and-grants",,,,,,1634407948.63104,428390400000,"togrogs","actual","total-revenue-and-grants",,,,,,1691269557.44401,476796700000,"togrogs","actual","total-revenue-and-grants",,,,,,1730728478.3646,5.55698e+11,"togrogs","actual","total-revenue-and-grants",,,,,,1843022689.3856,7.14464e+11,"togrogs","actual","total-revenue-and-grants",,,,,,1763866131.6,8.34e+11,"togrogs","actual","total-revenue-and-grants",,,,,,2419397075.668,1.363405e+12,"togrogs","actual","total-revenue-and-grants",,,,,,3008453986.98,1.8814e+12,"togrogs","actual","total-revenue-and-grants",,,,,,2860119458,2.17e+12,"togrogs","actual","total-revenue-and-grants",,,,,,2098867052.2,1.994e+12,"togrogs","actual","total-revenue-and-grants",,,,,,2898857235.4,3.122e+12,"togrogs","actual","total-revenue-and-grants",,,,,,3969519984.4,4.468e+12,"togrogs","actual","total-revenue-and-grants",,,,,,3665356929.6,4.976e+12,"togrogs","proj","total-revenue-and-grants",,,,,,3363977312.8,5.746e+12,"togrogs","proj","total-revenue-and-grants",,,,,,3007682577.2,6.706e+12,"togrogs","proj","total-revenue-and-grants",,,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,,"togrogs","proj","total-revenue-and-grants",,,,,,,
"MA","dirhams","actual","total-revenue-and-grants",,,,,,,,"dirhams","actual","total-revenue-and-grants",,,,,,10145577027.44,9.58e+10,"dirhams","actual","total-revenue-and-grants",,,,,,10560004365.98,9.83e+10,"dirhams","actual","total-revenue-and-grants",,,,,,12631704046.5,1.029e+11,"dirhams","actual","total-revenue-and-grants",,,,,,14668026801.48,1.118e+11,"dirhams","actual","total-revenue-and-grants",,,,,,15974425376.65,1.235e+11,"dirhams","actual","total-revenue-and-grants",,,,,,18579408735.25,1.447e+11,"dirhams","actual","total-revenue-and-grants",,,,,,22456752687.42,1.693e+11,"dirhams","actual","total-revenue-and-grants",,,,,,26978546742.42,2.037e+11,"dirhams","actual","total-revenue-and-grants",,,,,,23810479822.36,1.897e+11,"dirhams","actual","total-revenue-and-grants",,,,,,25116953895.92,2.104e+11,"dirhams","actual","total-revenue-and-grants",,,,,,27718342726.69,2.233e+11,"dirhams","actual","total-revenue-and-grants",,,,,,27548309054.34,2.377e+11,"dirhams","proj","total-revenue-and-grants",,,,,,29431102025,2.5e+11,"dirhams","proj","total-revenue-and-grants",,,,,,30848007304.59,2.593e+11,"dirhams","proj","total-revenue-and-grants",,,,,,31187997863.2,2.635e+11,"dirhams","proj","total-revenue-and-grants",,,,,,33425707264.18,2.866e+11,"dirhams","proj","total-revenue-and-grants",,,,,,35779252020.6,3.135e+11,"dirhams","proj","total-revenue-and-grants",,,,,,37288467847.89,3.339e+11,"dirhams","proj","total-revenue-and-grants",,,,,,39288810341.85,3.595e+11,"dirhams","proj","total-revenue-and-grants",,,,,,,
"PG","kina","actual","total-revenue-and-grants",,,,,,1975685414.341,2.966e+09,"kina","actual","total-revenue-and-grants",,,,,,1580547085.4565,3.087e+09,"kina","actual","total-revenue-and-grants",,,,,,1287951513.4122,3.237e+09,"kina","actual","total-revenue-and-grants",,,,,,1491342025.568,3.664e+09,"kina","actual","total-revenue-and-grants",,,,,,1921854112.7785,4.315e+09,"kina","actual","total-revenue-and-grants",,,,,,2275296690.6402,5.307e+09,"kina","actual","total-revenue-and-grants",,,,,,2500089028.6416,6.288e+09,"kina","actual","total-revenue-and-grants",,,,,,2765776714.4544,7.008e+09,"kina","actual","total-revenue-and-grants",,,,,,2831816079.393,7.041e+09,"kina","actual","total-revenue-and-grants",,,,,,2467196398.8763,6.097e+09,"kina","actual","total-revenue-and-grants",,,,,,3082542740.1329,8.261e+09,"kina","actual","total-revenue-and-grants",,,,,,3804695170.336,9.28e+09,"kina","actual","total-revenue-and-grants",,,,,,4491081321.6734,9.358e+09,"kina","proj","total-revenue-and-grants",,,,,,4245184493.36,9.74e+09,"kina","proj","total-revenue-and-grants",,,,,,4348763443.848,1.1974e+10,"kina","proj","total-revenue-and-grants",,,,,,4223942416.6889,1.3243e+10,"kina","proj","total-revenue-and-grants",,,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,,"kina","proj","total-revenue-and-grants",,,,,,,
"PY","Guaranies","actual","total-revenue-and-grants",,,,,,,,"Guaranies","actual","total-revenue-and-grants",,,,,,,,"Guaranies","actual","total-revenue-and-grants",,,,,,1822869650.4,5.048e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,1718353344.5,6.001e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,2149293892.9,7.637e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,2090952100.9,8.419e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,2459273101.2,9.588e+12,"Guaranies","actual","total-revenue-and-grants",,,,,,2835679860.5,1.0837e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,3518943897.2,1.2748e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,3307816748.5,1.3915e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,3932847735.2388,1.6233714e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,4425651441.2712,1.9041743e+13,"Guaranies","actual","total-revenue-and-grants",,,,,,4738018097.792,2.067808e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,4613442790.9851,2.1349863e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,5047561159.368,2.471196e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,5389694200.2904,2.7188491e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,5534113713.471,2.9726865e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,5593095380.444,3.232394e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,5553145415.916,3.493188e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,5598603473.5104,3.8125056e+13,"Guaranies","proj","total-revenue-and-grants",,,,,,,4.1184192e+13
"PH","pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,,,"pesos","actual","total-revenue-and-grants",,,,,,36864503552.7391,1443809235000,"pesos","actual","total-revenue-and-grants",,,,,,32578222133.5844,1404575200000,"pesos","actual","total-revenue-and-grants",,,,,,35548308149.4453,1512584472000,"pesos","actual","total-revenue-and-grants",,,,,,40205182651.9374,1708666784000,"pesos","actual","total-revenue-and-grants",,,,,,45793920090.5854,1933822305000,"pesos","actual","total-revenue-and-grants",,,,,,49364923696.1503,2136415150000,"pesos","proj","total-revenue-and-grants",,,,,,51684390076.8252,2409026508000,"pesos","proj","total-revenue-and-grants",,,,,,56427473966.3094,2644977640000,"pesos","proj","total-revenue-and-grants",,,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,,"pesos","proj","total-revenue-and-grants",,,,,,,
"NI","Crdobas","actual","total-revenue-and-grants",,,,,,,,"Crdobas","actual","total-revenue-and-grants",,,,,,,,"Crdobas","actual","total-revenue-and-grants",,,,,,1676568991.0508,10040800000,"Crdobas","actual","total-revenue-and-grants",,,,,,1790290097.51963,11970734000,"Crdobas","actual","total-revenue-and-grants",,,,,,1906335929.50996,14665806000,"Crdobas","actual","total-revenue-and-grants",,,,,,2001568787.70492,17764116000,"Crdobas","actual","total-revenue-and-grants",,,,,,1969064844.02576,19859320000,"Crdobas","actual","total-revenue-and-grants",,,,,,2110171842.974,2.4491e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,1908874344.3606,2.7042e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,1699242240.234,2.6939e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,1722784802.0554,3.1082e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,1872905996.79,3.9033e+10,"Crdobas","actual","total-revenue-and-grants",,,,,,1924995572.1516,4.5327e+10,"Crdobas","proj","total-revenue-and-grants",,,,,,1958136941.8208,5.1376e+10,"Crdobas","proj","total-revenue-and-grants",,,,,,1893575847.24,5.544e+10,"Crdobas","proj","total-revenue-and-grants",,,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,,"Crdobas","proj","total-revenue-and-grants",,,,,,,
"LK","rupees","actual","total-revenue-and-grants",,,,,,8928418122.5882,2.16427e+11,"rupees","actual","total-revenue-and-grants",,,,,,7471592879.2344,2.39796e+11,"rupees","actual","total-revenue-and-grants",,,,,,7001803870.766,2.68966e+11,"rupees","actual","total-revenue-and-grants",,,,,,6979622474.7648,2.84472e+11,"rupees","actual","total-revenue-and-grants",,,,,,6807136087.0968,3.16524e+11,"rupees","actual","total-revenue-and-grants",,,,,,8120841360.905,4.1405e+11,"rupees","actual","total-revenue-and-grants",,,,,,20323722657.546,1193104080000,"rupees","actual","total-revenue-and-grants",,,,,,7940320856.04499,565432704000,"rupees","actual","total-revenue-and-grants",,,,,,8478685936.64486,688066392000,"rupees","actual","total-revenue-and-grants",,,,,,7896469387.10395,720458657000,"rupees","actual","total-revenue-and-grants",,,,,,8615942723.7312,8.29392e+11,"rupees","actual","total-revenue-and-grants",,,,,,9343901848.928,9.4888e+11,"rupees","actual","total-revenue-and-grants",,,,,,7841459943.2136,1.000824e+12,"rupees","proj","total-revenue-and-grants",,,,,,7875730682.2656,1.092096e+12,"rupees","proj","total-revenue-and-grants",,,,,,8586115444.5792,1.278552e+12,"rupees","proj","total-revenue-and-grants",,,,,,9133132955.884,1.46596e+12,"rupees","proj","total-revenue-and-grants",,,,,,9621593684.7408,1.676472e+12,"rupees","proj","total-revenue-and-grants",,,,,,9966443548.4952,1.885096e+12,"rupees","proj","total-revenue-and-grants",,,,,,10398859680.2775,2.135145e+12,"rupees","proj","total-revenue-and-grants",,,,,,,,"rupees","proj","total-revenue-and-grants",,,,,,,
"SZ","Emalangeni","actual","total-revenue-and-grants",,,,,,,,"Emalangeni","actual","total-revenue-and-grants",,,,,,746763688.418,2825300000,"Emalangeni","actual","total-revenue-and-grants",,,,,,618527115.38728,3111200000,"Emalangeni","actual","total-revenue-and-grants",,,,,,890711062.57173,3425900000,"Emalangeni","actual","total-revenue-and-grants",,,,,,1099951894.15812,3908400000,"Emalangeni","actual","total-revenue-and-grants",,,,,,1347006828.14506,4841800000,"Emalangeni","actual","total-revenue-and-grants",,,,,,1223189488.56152,5499100000,"Emalangeni","actual","total-revenue-and-grants",,,,,,1643471642.2229,8020600000,"Emalangeni","actual","total-revenue-and-grants",,,,,,1289908728.03213,8341100000,"Emalangeni","actual","total-revenue-and-grants",,,,,,1373034726.6702,9.627e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,1451991570.345,9.225e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,1033395072.9222,6.917e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,901949106.5448,7.404e+09,"Emalangeni","actual","total-revenue-and-grants",,,,,,1185644406.2009,1.2263e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1111901068.088,1.3162e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1133844945.42,1.46e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1038968471.945,1.4554e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1025560577.4844,1.5538e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1015714368.9,1.665e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,1005375835.5417,1.7829e+10,"Emalangeni","proj","total-revenue-and-grants",,,,,,,1.9092e+10
"SY","Syrian pounds","actual","total-revenue-and-grants",,,,,,,,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,3.06e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,2.958e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,3.216e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,3.453e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,3.6e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,4.357e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,4.595e+11,"Syrian pounds","actual","total-revenue-and-grants",,,,,,,4.915e+11,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,5.333e+11,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,5.928e+11,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,,"Syrian pounds","proj","total-revenue-and-grants",,,,,,,
"TO","paanga","actual","total-revenue-and-grants",,,,,,,,"paanga","actual","total-revenue-and-grants",,,,,,,,"paanga","actual","total-revenue-and-grants",,,,,,75349634.04752,95200000,"paanga","actual","total-revenue-and-grants",,,,,,75678684.52203,99300000,"paanga","actual","total-revenue-and-grants",,,,,,84785520.7644,1.11e+08,"paanga","actual","total-revenue-and-grants",,,,,,84091171.96491,122100000,"paanga","actual","total-revenue-and-grants",,,,,,93616722.05745,154500000,"paanga","actual","total-revenue-and-grants",,,,,,100019369.8647,1.71e+08,"paanga","actual","total-revenue-and-grants",,,,,,95951931.68784,171200000,"paanga","actual","total-revenue-and-grants",,,,,,125505097.96825,227500000,"paanga","actual","total-revenue-and-grants",,,,,,107970231.44279,192100000,"paanga","actual","total-revenue-and-grants",,,,,,117522440.13808,203800000,"paanga","actual","total-revenue-and-grants",,,,,,127811207.96394,219300000,"paanga","actual","total-revenue-and-grants",,,,,,111095585.09875,194500000,"paanga","proj","total-revenue-and-grants",,,,,,138166528.83937,244900000,"paanga","proj","total-revenue-and-grants",,,,,,138590141.82792,253200000,"paanga","proj","total-revenue-and-grants",,,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,,"paanga","proj","total-revenue-and-grants",,,,,,,
"UA","Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,,,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,,,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,,,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,74509745769.6,9.6e+10,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,86583630095.0706,1.28122e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,104021524908.679,1.84642e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,117005647703.478,2.35225e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,122222628510.797,3.01618e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,126898685611.2,4.197e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,69784291109.7,3.863e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,72946917026.55,4.683e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,75742890860.78,5.582e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,78467729562.09,6.273e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,75441863996.24,6.349e+11,"Ukrainian hryvnia","actual","total-revenue-and-grants",,,,,,48980678179.7,6.397e+11,"Ukrainian hryvnia","proj","total-revenue-and-grants",,,,,,46579195187.25,7.925e+11,"Ukrainian hryvnia","proj","total-revenue-and-grants",,,,,,44180808272.08,8.402e+11,"Ukrainian hryvnia","proj","total-revenue-and-grants",,,,,,46157226098.6,9.595e+11,"Ukrainian hryvnia","proj","total-revenue-and-grants",,,,,,47665716940.8,1.071e+12,"Ukrainian hryvnia","proj","total-revenue-and-grants",,,,,,48794956270.44,1.1798e+12,"Ukrainian hryvnia","proj","total-revenue-and-grants",,,,,,,1.2861e+12
"UZ","sum","actual","total-revenue-and-grants",,,,,,,,"sum","actual","total-revenue-and-grants",,,,,,,,"sum","actual","total-revenue-and-grants",,,,,,,,"sum","actual","total-revenue-and-grants",,,,,,16424254425.6,3.288e+12,"sum","actual","total-revenue-and-grants",,,,,,16143592503,3.945e+12,"sum","actual","total-revenue-and-grants",,,,,,15168248900,4.9e+12,"sum","actual","total-revenue-and-grants",,,,,,15187050932.4,6.519e+12,"sum","actual","total-revenue-and-grants",,,,,,16174252161,8.922e+12,"sum","actual","total-revenue-and-grants",,,,,,17978859825,1.2725e+13,"sum","actual","total-revenue-and-grants",,,,,,17199661875.6,1.6251e+13,"sum","actual","total-revenue-and-grants",,,,,,16856635390.8,2.0014e+13,"sum","actual","total-revenue-and-grants",,,,,,16663525513.3,2.4883e+13,"sum","actual","total-revenue-and-grants",,,,,,16783241821,3.1715e+13,"sum","proj","total-revenue-and-grants",,,,,,15869329875,3.7863e+13,"sum","proj","total-revenue-and-grants",,,,,,15686886489.6,4.4808e+13,"sum","proj","total-revenue-and-grants",,,,,,15080643950.1,5.2779e+13,"sum","proj","total-revenue-and-grants",,,,,,14889783664.8,6.2172e+13,"sum","proj","total-revenue-and-grants",,,,,,14642808221.4,7.2894e+13,"sum","proj","total-revenue-and-grants",,,,,,,,"sum","proj","total-revenue-and-grants",,,,,,,,"sum","proj","total-revenue-and-grants",,,,,,,
"VN","dong","actual","total-revenue-and-grants",,,,,,,,"dong","actual","total-revenue-and-grants",,,,,,,,"dong","actual","total-revenue-and-grants",,,,,,,,"dong","actual","total-revenue-and-grants",,,,,,,,"dong","actual","total-revenue-and-grants",,,,,,,,"dong","actual","total-revenue-and-grants",,,,,,33665186490,2.283e+14,"dong","actual","total-revenue-and-grants",,,,,,37643451300,2.795e+14,"dong","actual","total-revenue-and-grants",,,,,,38581088130,3.159e+14,"dong","actual","total-revenue-and-grants",,,,,,41867810000,4.3e+14,"dong","actual","total-revenue-and-grants",,,,,,39210643192.7135,4.63e+14,"dong","actual","total-revenue-and-grants",,,,,,41334473114.4312,5.88e+14,"dong","actual","total-revenue-and-grants",,,,,,38616671568.3551,7.19e+14,"dong","actual","total-revenue-and-grants",,,,,,35135413031.1868,7.33e+14,"dong","actual","total-revenue-and-grants",,,,,,37293564273.3639,8.21e+14,"dong","proj","total-revenue-and-grants",,,,,,34294859102.7028,8.19e+14,"dong","proj","total-revenue-and-grants",,,,,,34795675039.8401,9.09e+14,"dong","proj","total-revenue-and-grants",,,,,,,,"dong","proj","total-revenue-and-grants",,,,,,,,"dong","proj","total-revenue-and-grants",,,,,,,,"dong","proj","total-revenue-and-grants",,,,,,,,"dong","proj","total-revenue-and-grants",,,,,,,
