id,year,value,value-ncu
d101,2015,1374654.41740742,4649744000
d102,2015,,
d103,2015,28586.1081659459,96692000
d104,2015,266067.037684419,899967000
d105,2015,0,0
d106,2015,162539.217971732,549786000
d107,2015,,
d108,2015,0,0
d109,2015,76148.5176272168,257571000
d110,2015,416853.643672524,1410000000
d111,2015,88438.0134526233,299140000
d112,2015,81425.7073715817,275421000
d113,2015,0,0
d114,2015,68257.5668447605,230880000
d115,2015,,
d116,2015,0,0
d117,2015,213985.461700326,723802000
d118,2015,203471.585012436,688239000
d119,2015,6504.0994048195,22000000
d120,2015,152281.661928568,515090000
d121,2015,85809.174729548,290248000
d122,2015,157232.168498281,531835000
d123,2015,2536.5987678796,8580000
d124,2015,170173.848109462,575610000
d201,2015,292220.31703208,988430000
d202,2015,295640.882037251,1000000000
d203,2015,0,0
d204,2015,35476.9058444701,120000000
d205,2015,352252.5632568,1191488000
d206,2015,92026.5024787914,311278000
d207,2015,418987.579559069,1417218000
d208,2015,384171.726726834,1299454000
d209,2015,0,0
d210,2015,236693.637849608,800612000
d211,2015,30591.7359096866,103476000
d212,2015,0,0
d213,2015,168948.416653418,571465000
d214,2015,345392.216589126,1168283000
d215,2015,166419.800189353,562912000
d216,2015,0,0
d217,2015,66424.5933761296,224680000
d218,2015,137047.58291807,463561000
d219,2015,143581.542051975,485662000
d220,2015,136685.718478457,462337000
d221,2015,139388.171781159,471478000
d222,2015,233786.009774771,790777000
d223,2015,107908.921943597,365000000
d224,2015,102888.34848484,348018000
d225,2015,0,0
d226,2015,46119.9775978112,156000000
d227,2015,0,0
d228,2015,0,0
d229,2015,,
d230,2015,302829.390083987,1024315000
d231,2015,63858.4305200462,216000000
d232,2015,53806.6405307797,182000000
d301,2015,749891.914723959,2536496000
d302,2015,938245.90323342,3173600000
d303,2015,295.6408820373,1000000
d304,2015,2591982.35687518,8767334000
d305,2015,426320.951638003,1442023000
d306,2015,322141.835062188,1089639000
d307,2015,25117.6493378848,84960000
d308,2015,0,0
d309,2015,166202.799781938,562178000
d310,2015,100445.172235684,339754000
d311,2015,515145.663364331,1742471000
d312,2015,293730.450657526,993538000
d313,2015,504663.7158917,1707016000
d314,2015,889792.727794571,3009708000
d315,2015,379751.599899495,1284503000
d316,2015,1160503.39681315,3925382000
d317,2015,192166.573324213,650000000
d318,2015,452251.61340149,1529733000
d319,2015,242573.934993329,820502000
d320,2015,281271.552606713,951396000
d321,2015,234849.134386577,794373000
d322,2015,238286.550922024,806000000
d323,2015,98982.3411513639,334806000
d324,2015,140684.852689774,475864000
d325,2015,23156.0720855677,78325000
d326,2015,1445620.94165428,4889787000
d327,2015,198079.390964958,670000000
d328,2015,1662940.93686311,5624868000
d329,2015,172962.037267955,585041000
d330,2015,289223.70105175,978294000
d401,2015,230737.065358321,780464000
d402,2015,26860.7479783765,90856000
d403,2015,0,0
d404,2015,64779.9431493563,219117000
d405,2015,39024.5964289171,132000000
d406,2015,50964.9403726376,172388000
d407,2015,192679.80589543,651736000
d408,2015,339009.034305059,1146692000
d409,2015,0,0
d410,2015,58648.0556150217,198376000
d411,2015,0,0
d412,2015,0,0
d413,2015,530225.417834405,1793478000
d414,2015,254456.33332417,860694000
d415,2015,1078082.26659175,3646594000
d416,2015,64758.0657240856,219043000
d417,2015,298609.116492905,1010040000
d418,2015,48535.3636040555,164170000
d419,2015,325044.141601148,1099456000
d420,2015,34914.0056050712,118096000
d421,2015,73052.8619514047,247100000
d422,2015,272930.045120031,923181000
d423,2015,23621.7064747764,79900000
d424,2015,267383.822173013,904421000
d425,2015,47960.342088493,162225000
d426,2015,59792.1858285059,202246000
