id,year,budget-type,value
d101,2012,budget,19.4286001497
d101,2013,budget,14.7211621314
d101,2014,budget,19.634605851
d101,2015,budget,12.4496856368
d101,2016,budget,16.1122376939
d103,2012,budget,9.5277498738
d103,2013,budget,10.3282270124
d103,2014,budget,9.6110306118
d103,2015,budget,5.2586002191
d103,2016,budget,5.3111099925
d104,2012,budget,7.7981411334
d104,2013,budget,7.0681707735
d104,2014,budget,5.1825479879
d104,2015,budget,2.0445568845
d104,2016,budget,2.0613561044
d105,2012,budget,6.9414907813
d105,2013,budget,6.2790484213
d105,2015,budget,3.067347184
d105,2016,budget,2.8866295571
d106,2012,budget,8.9636314104
d106,2013,budget,9.7915445325
d106,2014,budget,10.5047466778
d106,2015,budget,6.750096741
d106,2016,budget,4.7211463044
d107,2012,budget,10.2311129323
d107,2013,budget,9.8902400881
d107,2014,budget,10.19203418
d107,2015,budget,4.0053207008
d107,2016,budget,5.3721627561
d108,2012,budget,8.1863330893
d108,2015,budget,1.9820329841
d108,2016,budget,0.0923461719
d109,2012,budget,9.7235469156
d109,2013,budget,8.9862689928
d109,2015,budget,4.0472765815
d109,2016,budget,4.369618618
d110,2012,budget,8.2804179459
d110,2013,budget,6.7653086448
d110,2014,budget,5.9422657284
d110,2015,budget,2.4307331964
d110,2016,budget,2.4919957357
d111,2012,budget,7.2829719004
d111,2013,budget,7.1904544117
d111,2014,budget,7.5919954239
d111,2015,budget,4.1761423284
d111,2016,budget,4.206445922
d112,2012,budget,0
d112,2013,budget,5.4296971151
d112,2014,budget,5.9113793778
d112,2015,budget,3.0440563239
d112,2016,budget,3.1073596049
d113,2012,budget,8.1255080809
d113,2013,budget,6.092128273
d113,2014,budget,5.1645426525
d113,2015,budget,2.4888386449
d113,2016,budget,2.5474724469
d114,2012,budget,11.5814927511
d114,2013,budget,9.734074213
d114,2014,budget,9.0381599582
d114,2015,budget,3.778379705
d114,2016,budget,3.5734999787
d115,2012,budget,10.6037187463
d115,2013,budget,7.9748510185
d115,2014,budget,6.8903483517
d115,2015,budget,4.9023062506
d115,2016,budget,2.3115829936
d116,2012,budget,13.0646523931
d116,2013,budget,11.7449363535
d116,2014,budget,7.3225506362
d116,2015,budget,4.1428920618
d116,2016,budget,3.9371463185
d117,2012,budget,6.3962600473
d117,2013,budget,7.7786964599
d117,2014,budget,6.3754634928
d117,2015,budget,2.6348392653
d117,2016,budget,2.7001841435
d118,2012,budget,8.9502621899
d118,2013,budget,6.5178004886
d118,2014,budget,5.8350642386
d118,2015,budget,2.9585468284
d119,2012,budget,9.3105241105
d119,2013,budget,6.1903532609
d119,2014,budget,5.0887135803
d119,2015,budget,1.6713968024
d119,2016,budget,1.6748626991
d120,2013,budget,16.9205024303
d120,2014,budget,14.6687930345
d120,2015,budget,6.7036233726
d120,2016,budget,7.1972556143
d121,2012,budget,10.0781210284
d121,2013,budget,7.6315496049
d121,2014,budget,7.9423693859
d121,2015,budget,3.0021716188
d121,2016,budget,2.7327889703
d122,2012,budget,7.3746937033
d122,2013,budget,5.8273738288
d122,2014,budget,5.3083274749
d122,2015,budget,1.6479605751
d122,2016,budget,1.6284100442
d123,2012,budget,10.5644178772
d123,2013,budget,12.4383404695
d123,2014,budget,12.9885969671
d123,2015,budget,4.7878444518
d123,2016,budget,5.4593133954
d124,2012,budget,7.7465258591
d124,2013,budget,6.8929395805
d124,2014,budget,6.2389190095
d124,2015,budget,3.2070149997
d124,2016,budget,3.0858096039
d201,2012,budget,9.5850093142
d201,2013,budget,7.109693889
d201,2014,budget,6.7387549602
d201,2015,budget,3.4994573742
d201,2016,budget,4.2979102726
d202,2012,budget,7.9961090749
d202,2013,budget,10.5982989181
d202,2014,budget,6.6627112454
d202,2015,budget,2.9368511334
