id,year,budget-type,value
d202,2016,budget,3.0196079619
d203,2012,budget,6.0944234253
d203,2013,budget,5.744751533
d203,2015,budget,2.3155316675
d203,2016,budget,2.3542088206
d204,2012,budget,4.5151786302
d204,2013,budget,6.0416291829
d204,2015,budget,1.4990796377
d204,2016,budget,1.8595613007
d205,2012,budget,7.6399693665
d205,2013,budget,7.0947080953
d205,2014,budget,6.329421772
d205,2015,budget,2.6610069428
d205,2016,budget,2.7786140667
d206,2012,budget,13.3034218561
d206,2013,budget,11.7309862975
d206,2014,budget,11.1486499498
d206,2015,budget,4.4568187397
d206,2016,budget,4.6514623199
d207,2012,budget,8.2681208926
d207,2013,budget,10.0725961775
d207,2014,budget,7.7392729165
d207,2015,budget,3.649594552
d207,2016,budget,3.8955935389
d208,2012,budget,7.329428945
d208,2013,budget,6.8574078931
d208,2014,budget,7.4979149087
d208,2015,budget,3.9652959404
d208,2016,budget,3.8691434507
d209,2012,budget,7.4470377878
d209,2013,budget,6.2406895696
d209,2015,budget,2.8558108704
d209,2016,budget,2.5847400875
d210,2012,budget,8.4449452996
d210,2013,budget,9.4812245554
d210,2014,budget,8.3062989841
d210,2015,budget,4.1193905489
d210,2016,budget,4.2194138579
d211,2012,budget,4.5918428317
d211,2013,budget,4.0197950639
d211,2014,budget,4.3778787994
d211,2015,budget,19.0517760341
d211,2016,budget,20.5895236247
d212,2012,budget,7.946626479
d212,2013,budget,8.2347209526
d212,2014,budget,6.7141824478
d212,2015,budget,2.7716020138
d212,2016,budget,2.739042362
d213,2012,budget,7.7569134587
d213,2013,budget,8.1980189765
d213,2014,budget,9.3387977897
d213,2015,budget,5.6123944214
d213,2016,budget,5.2268154886
d214,2012,budget,10.3165899701
d214,2013,budget,10.5917906567
d214,2014,budget,6.6722317817
d214,2015,budget,2.772729953
d214,2016,budget,3.1014190559
d215,2012,budget,11.1230097076
d215,2013,budget,14.6885296725
d215,2014,budget,12.1025809414
d215,2015,budget,5.7820393328
d215,2016,budget,4.941844669
d216,2012,budget,10.7700257052
d216,2013,budget,11.1416565552
d216,2014,budget,9.844253154
d216,2015,budget,4.7842770384
d216,2016,budget,4.7747353841
d217,2012,budget,7.1296116299
d217,2013,budget,9.9102123236
d217,2014,budget,8.6152999842
d217,2015,budget,3.5665979754
d217,2016,budget,3.7222634422
d218,2012,budget,9.7678327083
d218,2013,budget,13.1241993219
d218,2014,budget,15.4429583155
d218,2015,budget,4.4283996886
d218,2016,budget,4.5796358311
d219,2012,budget,7.4737101761
d219,2013,budget,7.0374540072
d219,2014,budget,7.0821472983
d219,2015,budget,3.6562532343
d219,2016,budget,3.7999534128
d220,2012,budget,8.6382885043
d220,2013,budget,8.5813372523
d220,2014,budget,10.37349718
d220,2015,budget,3.4775157001
d220,2016,budget,3.1961290672
d221,2012,budget,7.3166629839
d221,2013,budget,9.1397725546
d221,2014,budget,7.7790183894
d221,2015,budget,3.0163071545
d221,2016,budget,2.9766958538
d222,2012,budget,8.7588458979
d222,2013,budget,6.7177755028
d222,2014,budget,6.2501848216
d222,2015,budget,2.6800568957
d222,2016,budget,2.5698900722
d223,2012,budget,10.4385673114
d223,2013,budget,11.7000588437
d223,2014,budget,10.5403348498
d223,2015,budget,4.0499758177
d223,2016,budget,3.8447845554
d224,2012,budget,7.8515907098
d224,2013,budget,6.5427056265
d224,2014,budget,6.4481433631
d224,2015,budget,2.2414289192
d224,2016,budget,2.9783608873
d225,2012,budget,14.6294114743
d225,2013,budget,18.1485692125
d225,2014,budget,15.5507605256
d225,2015,budget,5.7884224821
d225,2016,budget,6.2429095641
d226,2012,budget,11.1768355873
d226,2013,budget,8.6778192792
d226,2014,budget,7.9231328491
d226,2015,budget,3.2368321909
d226,2016,budget,3.2856271842
d227,2012,budget,8.8101016079
d227,2013,budget,10.4078741685
d227,2014,budget,9.1998998973
d227,2015,budget,3.3190072266
d227,2016,budget,3.3888277649
d228,2012,budget,15.6116262138
d228,2013,budget,12.2835974255
d228,2014,budget,12.5234181486
d228,2015,budget,6.6741319891
d228,2016,budget,5.4881065014
d229,2012,budget,8.1940102573
d229,2013,budget,7.6768161679
d229,2014,budget,7.0690997926
d229,2015,budget,2.6367126122
d230,2012,budget,8.9739255037
d230,2013,budget,14.5487706062
d230,2014,budget,13.946060174
d230,2015,budget,6.1006664567
d230,2016,budget,6.4082026598
d231,2012,budget,8.3599726922
d231,2013,budget,7.7430558838
d231,2014,budget,7.2578926152
d231,2015,budget,5.7279467177
d231,2016,budget,5.8726677697
d232,2012,budget,10.4724094407
d232,2013,budget,7.8185480664
d232,2014,budget,7.9503554885
d232,2015,budget,2.9493714063
d232,2016,budget,2.8795172445
d301,2012,budget,8.188506523
d301,2013,budget,8.6834036212
d301,2014,budget,7.2503439728
d301,2015,budget,4.005327384
d301,2016,budget,4.003640323
d302,2012,budget,7.1859545659
d302,2013,budget,7.3400056012
d302,2014,budget,5.0278434783
d302,2015,budget,2.4715471017
d302,2016,budget,2.5618290986
d303,2012,budget,5.6118398488
d303,2013,budget,6.8145866884
d303,2014,budget,5.1777449387
d303,2015,budget,2.2547798879
d303,2016,budget,2.364409314
d304,2012,budget,6.4135002767
d304,2013,budget,4.9696141412
d304,2014,budget,5.4073506881
d304,2015,budget,1.7262667069
d304,2016,budget,2.1162099333
d305,2012,budget,7.3203291564
d305,2013,budget,6.6371182127
d305,2014,budget,6.0831405756
d305,2015,budget,4.090159435
d305,2016,budget,3.2175795441
d306,2012,budget,6.808096671
d306,2013,budget,9.5380883665
d306,2014,budget,8.6017488994
d306,2015,budget,5.3178799457
d306,2016,budget,5.3133721099
d307,2012,budget,4.7355298871
d307,2013,budget,5.6636595139
d307,2015,budget,2.8547747939
d307,2016,budget,2.7682886931
d308,2012,budget,7.175135313
d308,2013,budget,6.2660405748
d308,2014,budget,18.8012206824
d309,2012,budget,9.3159803715
d309,2013,budget,9.3411052799
d309,2014,budget,9.1525444765
d309,2015,budget,4.9001833024
d309,2016,budget,5.2763644288
d310,2012,budget,7.7543045292
d310,2013,budget,6.4327675675
d310,2014,budget,7.1601114593
d310,2015,budget,4.5763130051
d310,2016,budget,3.8534770633
d311,2012,budget,7.4543835334
d311,2013,budget,6.8365626008
d311,2014,budget,7.2069644274
d311,2015,budget,3.8659648887
d311,2016,budget,3.9889243503
d312,2012,budget,10.3460110666
d312,2013,budget,7.3202660847
d312,2014,budget,8.5914239809
d312,2015,budget,4.7655113896
d312,2016,budget,4.1068639221
d313,2012,budget,9.0077405713
d313,2013,budget,10.1078022649
d313,2014,budget,10.3442640826
d313,2015,budget,4.1133641625
d313,2016,budget,3.5318980586
d314,2012,budget,11.8733461862
d314,2013,budget,8.8922098912
d314,2014,budget,5.9528841129
d314,2015,budget,2.9559526605
d314,2016,budget,2.6291486883
d315,2012,budget,9.5188614111
d315,2013,budget,15.2069806029
d315,2014,budget,8.4795016755
d315,2015,budget,3.5958349056
d315,2016,budget,3.4687653005
d316,2013,budget,4.5777938285
d316,2014,budget,4.6506229551
d316,2015,budget,2.5981629704
d316,2016,budget,2.8722364409
d317,2013,budget,9.450783712
d317,2014,budget,7.6829685381
d317,2015,budget,3.2099012111
d317,2016,budget,3.3159084789
d318,2012,budget,9.7795810249
d318,2013,budget,12.1275186195
d318,2014,budget,9.1979133384
d318,2015,budget,6.1121697614
d318,2016,budget,6.3149624849
d319,2012,budget,6.6601091781
d319,2013,budget,7.9561237137
d319,2014,budget,7.1209922467
d319,2015,budget,2.8808500134
d319,2016,budget,3.5218317138
d320,2012,budget,11.689420675
d320,2013,budget,10.1157087998
d320,2014,budget,9.119456667
d320,2015,budget,5.0366322088
d320,2016,budget,5.2171762874
d321,2012,budget,5.0489070981
d321,2013,budget,5.7525968908
d321,2014,budget,6.0134708028
d321,2015,budget,3.5694261953
d321,2016,budget,3.3467601833
d322,2013,budget,10.79292382
d322,2014,budget,9.3759768137
d322,2015,budget,3.582558737
d322,2016,budget,3.7119441578
d323,2012,budget,10.4333389727
d323,2013,budget,7.7999872619
d323,2014,budget,7.8121130973
d323,2015,budget,3.247486469
d323,2016,budget,3.9226872321
d324,2013,budget,8.9735449092
d324,2014,budget,10.2293977721
d324,2015,budget,4.5320120137
d324,2016,budget,4.374069295
d325,2012,budget,8.3082826777
d325,2013,budget,8.8563528731
d325,2014,budget,7.9977934872
d325,2015,budget,2.5606681409
d325,2016,budget,2.9532781762
d326,2012,budget,13.4982933476
d326,2013,budget,8.0107812486
d326,2014,budget,8.7539115751
d326,2015,budget,4.250874486
d326,2016,budget,5.4818432206
d327,2012,budget,11.6959819053
d327,2013,budget,11.181374346
d327,2014,budget,11.2928946365
d327,2015,budget,4.7707030957
d327,2016,budget,5.0441613616
d328,2012,budget,13.7310751755
d328,2014,budget,2.8443117896
d328,2015,budget,2.387232164
d328,2016,budget,3.0204798416
d329,2012,budget,10.0824774871
d329,2013,budget,7.844016651
d329,2014,budget,8.5376023208
d329,2015,budget,4.3147155161
d329,2016,budget,4.5043963544
d330,2013,budget,10.409951313
d330,2014,budget,10.0458184439
d330,2015,budget,3.9171964677
d330,2016,budget,3.7326372325
d401,2012,budget,9.3127861731
d401,2013,budget,11.5949247489
d401,2014,budget,10.5430706134
d401,2015,budget,4.6008699742
d401,2016,budget,3.7271565299
d402,2012,budget,7.2754698377
d402,2013,budget,7.00401986
d402,2014,budget,6.0513580317
d402,2015,budget,2.3526616422
d402,2016,budget,2.383544741
d403,2012,budget,8.6728173875
d403,2013,budget,8.0874417986
d403,2014,budget,6.2989361187
d403,2015,budget,2.0956520758
d403,2016,budget,2.4625199432
d404,2013,budget,6.3713723748
d404,2014,budget,7.4573501411
d404,2015,budget,5.8850421145
d404,2016,budget,6.0903558114
d405,2012,budget,7.3550125034
d405,2013,budget,7.1856186531
d405,2014,budget,7.0790300064
d405,2015,budget,2.457319284
d405,2016,budget,2.6303882313
d406,2012,budget,9.2737050951
d406,2013,budget,7.3086487038
d406,2014,budget,6.2159912117
d406,2015,budget,4.3821209272
d406,2016,budget,4.1609321606
d407,2012,budget,12.5566374076
d407,2013,budget,13.4947693954
d407,2014,budget,10.5923314638
d407,2015,budget,3.937115595
d407,2016,budget,4.1290189216
d408,2012,budget,8.2787646268
d408,2013,budget,6.6053969374
d408,2014,budget,5.9483566656
d408,2015,budget,2.7323315693
d408,2016,budget,2.7775026706
d409,2012,budget,9.6218045864
d409,2013,budget,3.0060936874
d409,2015,budget,4.3059161894
d409,2016,budget,3.4782401732
d410,2012,budget,5.8144973651
d410,2013,budget,5.9750040833
d410,2015,budget,1.9212885911
d410,2016,budget,1.8616388924
d411,2012,budget,8.0074993526
d411,2015,budget,3.0282794866
d411,2016,budget,3.0160389833
d412,2012,budget,5.8684804612
d412,2013,budget,5.8665741361
d412,2015,budget,2.2737148885
d412,2016,budget,2.2788288739
d413,2012,budget,13.0536543651
d413,2013,budget,11.6357403754
d413,2014,budget,8.8756071755
d413,2015,budget,3.5156283773
d413,2016,budget,3.8423517174
d414,2012,budget,9.3258823462
d414,2013,budget,8.5212854995
d414,2014,budget,7.6134721791
d414,2015,budget,3.0573297568
d414,2016,budget,3.1098435126
d415,2012,budget,9.7530114332
d415,2013,budget,13.5311667224
d415,2014,budget,10.8726612672
d415,2015,budget,8.498934221
d415,2016,budget,10.1533657044
d416,2012,budget,9.2403404496
d416,2013,budget,11.2693001912
d416,2014,budget,7.3566546587
d416,2015,budget,3.1862667799
d416,2016,budget,3.6849310829
d417,2012,budget,8.4017209974
d417,2013,budget,9.5242889642
d417,2014,budget,9.1551322441
d417,2015,budget,4.3272104415
d417,2016,budget,3.6832593278
d418,2012,budget,10.243690773
d418,2013,budget,10.4062491731
d418,2014,budget,8.5715704389
d418,2015,budget,3.2608952248
d418,2016,budget,3.3931360173
d419,2012,budget,11.2271463038
d419,2013,budget,11.4294006221
d419,2014,budget,10.8176769849
d419,2015,budget,4.0394940318
d419,2016,budget,4.1062813707
d420,2012,budget,11.060959275
d420,2013,budget,11.2466654938
d420,2014,budget,11.3484807761
d420,2015,budget,4.7375428169
d420,2016,budget,5.1524625642
d421,2012,budget,9.2526675712
d421,2013,budget,8.2828612025
d421,2014,budget,8.1578964938
d421,2015,budget,4.7336677792
d421,2016,budget,4.9352431641
d422,2012,budget,8.9949886265
d422,2013,budget,9.0077430467
d422,2014,budget,9.9895457291
d422,2015,budget,6.0623590846
d422,2016,budget,5.9577150559
d423,2012,budget,8.5638462255
d423,2013,budget,10.1836044972
d423,2014,budget,8.7146673462
d423,2015,budget,3.0661074903
d423,2016,budget,3.6169335237
d424,2012,budget,17.9650710114
d424,2013,budget,15.0370386381
d424,2014,budget,15.6392244051
d424,2015,budget,6.462080132
d424,2016,budget,6.2696052303
d425,2012,budget,11.6389639218
d425,2013,budget,15.3191680916
d425,2014,budget,12.4710062615
d425,2015,budget,4.2586467265
d425,2016,budget,4.5137430302
d426,2012,budget,7.0944085124
d426,2013,budget,7.4373964025
d426,2015,budget,3.4194858086
d426,2016,budget,3.1426257994
