"district_id","2002","2014","2015","2016","2017","2018","2019","2020"
"d314",,46,,,,,,
"d301",,76,,,,,,
"d322",,65,,,,,,
"d323",,148,,,,,,
"d315",,127,,,,,,
"d324",,65,,,,,,
"d216",,105,,,,,,
"d316",,52,,,,,,
"d302",,125,,,,,,
"d303",,180,,,,,,
"d217",,506,,,,,,
"d218",,662,,,,,,
"d201",,368,,,,,,
"d420",,161,,,,,,
"d117",,350,,,,,,
"d219",,197,,,,,,
"d118",,252,,,,,,
"d220",,170,,,,,,
"d225",,251,,,,,,
"d416",,102,,,,,,
"d401",,264,,,,,,
"d402",,277,,,,,,
"d202",,440,,,,,,
"d221",,373,,,,,,
"d119",,249,,,,,,
"d120",,305,,,,,,
"d226",,234,,,,,,
"d317",,182,,,,,,
"d121",,96,,,,,,
"d304",,127,,,,,,
"d403",,156,,,,,,
"d417",,257,,,,,,
"d203",,495,,,,,,
"d418",,186,,,,,,
"d204",,694,,,,,,
"d318",,23,,,,,,
"d404",,314,,,,,,
"d405",,259,,,,,,
"d213",,160,,,,,,
"d101",,120,,,,,,
"d222",,303,,,,,,
"d122",,225,,,,,,
"d102",,7928,,,,,,
"d205",,321,,,,,,
"d413",,177,,,,,,
"d414",,198,,,,,,
"d206",,297,,,,,,
"d406",,236,,,,,,
"d207",,72,,,,,,
"d112",,231,,,,,,
"d407",,185,,,,,,
"d103",,93,,,,,,
"d227",,418,,,,,,
"d419",,72,,,,,,
"d421",,74,,,,,,
"d408",,402,,,,,,
"d305",,51,,,,,,
"d319",,271,,,,,,
"d325",,223,,,,,,
"d306",,50,,,,,,
"d208",,238,,,,,,
"d228",,110,,,,,,
"d123",,87,,,,,,
"d422",,161,,,,,,
"d415",,179,,,,,,
"d326",,24,,,,,,
"d307",,307,,,,,,
"d229",,366,,,,,,
"d104",,206,,,,,,
"d124",,268,,,,,,
"d114",,106,,,,,,
"d223",,661,,,,,,
"d320",,423,,,,,,
"d105",,256,,,,,,
"d409",,74,,,,,,
"d214",,440,,,,,,
"d209",,943,,,,,,
"d410",,265,,,,,,
"d423",,337,,,,,,
"d115",,216,,,,,,
"d308",,29,,,,,,
"d309",,73,,,,,,
"d106",,208,,,,,,
"d107",,149,,,,,,
"d108",,326,,,,,,
"d311",,37,,,,,,
"d116",,57,,,,,,
"d109",,55,,,,,,
"d230",,367,,,,,,
"d224",,311,,,,,,
"d327",,29,,,,,,
"d310",,207,,,,,,
"d231",,222,,,,,,
"d424",,54,,,,,,
"d411",,236,,,,,,
"d328",,29,,,,,,
"d329",,67,,,,,,
"d321",,175,,,,,,
"d312",,54,,,,,,
"d210",,375,,,,,,
"d110",,159,,,,,,
"d425",,118,,,,,,
"d412",,219,,,,,,
"d111",,109,,,,,,
"d232",,191,,,,,,
"d426",,297,,,,,,
"d215",,601,,,,,,
"d211",,217,,,,,,
"d212",,433,,,,,,
"d113",,1060,,,,,,
"d313",,209,,,,,,
"d330",,255,,,,,,
