"district_id","district_name","year","budget_type","value"
"d314","Abim",2013,"actual",
"d314","Abim",2014,"actual",15.33569062
"d314","Abim",2015,"approved",15.69429593
"d314","Abim",2015,"actual",15.69429593
"d314","Abim",2016,"actual",15.94206339
"d314","Abim",2016,"proposed",15.1433065
"d314","Abim",2019,"proposed",20
"d301","Adjumani",2013,"actual",5.192165445
"d301","Adjumani",2014,"actual",5.353311734
"d301","Adjumani",2015,"approved",10.35592554
"d301","Adjumani",2015,"actual",10.35592554
"d301","Adjumani",2016,"actual",10.96631953
"d301","Adjumani",2016,"proposed",14.82374376
"d301","Adjumani",2017,"actual",14.97864358
"d301","Adjumani",2018,"approved",15
"d301","Adjumani",2019,"proposed",17
"d322","Agago",2013,"actual",4.610404524
"d322","Agago",2014,"actual",3.959841388
"d322","Agago",2015,"approved",3.50208137
"d322","Agago",2015,"actual",3.50208137
"d322","Agago",2016,"actual",2.454301232
"d322","Agago",2016,"proposed",2.607541633
"d322","Agago",2019,"proposed",2
"d323","Alebtong",2013,"actual",2.258439741
"d323","Alebtong",2014,"actual",3.247285145
"d323","Alebtong",2015,"actual",1.724081553
"d323","Alebtong",2015,"approved",1.724081553
"d323","Alebtong",2016,"approved",1.551494727
"d323","Alebtong",2016,"proposed",1.097985813
"d323","Alebtong",2016,"actual",1.997174495
"d323","Alebtong",2017,"actual",0.957801758
"d323","Alebtong",2017,"approved",1.074203585
"d323","Alebtong",2019,"proposed",1
"d315","Amolatar",2013,"actual",
"d315","Amolatar",2014,"actual",1.688274777
"d315","Amolatar",2015,"approved",8.962346233
"d315","Amolatar",2015,"actual",1.444352249
"d315","Amolatar",2016,"actual",1.474987818
"d315","Amolatar",2016,"approved",1.535261598
"d315","Amolatar",2016,"proposed",1.472085284
"d315","Amolatar",2017,"actual",49.44722943
"d315","Amolatar",2017,"approved",0.248270534
"d315","Amolatar",2019,"proposed",1
"d324","Amudat",2013,"actual",9.497761366
"d324","Amudat",2014,"actual",10.15914501
"d324","Amudat",2015,"actual",6.918354479
"d324","Amudat",2015,"approved",6.918354479
"d324","Amudat",2016,"approved",6.434495062
"d324","Amudat",2016,"proposed",6.293070118
"d324","Amudat",2016,"actual",6.96792064
"d324","Amudat",2017,"approved",9.599377925
"d324","Amudat",2017,"actual",8.242166581
"d324","Amudat",2019,"proposed",6
"d216","Amuria",2013,"actual",
"d216","Amuria",2014,"actual",0.190947514
"d216","Amuria",2015,"approved",
"d216","Amuria",2015,"actual",
"d216","Amuria",2016,"proposed",0.062933236
"d216","Amuria",2016,"approved",
"d216","Amuria",2016,"actual",0.065721209
"d216","Amuria",2017,"actual",1.86650182
"d216","Amuria",2017,"approved",
"d216","Amuria",2019,"proposed",2
"d316","Amuru",2013,"actual",33.31794944
"d316","Amuru",2014,"actual",37.3742475
"d316","Amuru",2015,"actual",19.14215222
"d316","Amuru",2015,"approved",19.14215222
"d316","Amuru",2016,"approved",2.657395605
"d316","Amuru",2016,"proposed",2.485258887
"d316","Amuru",2016,"actual",5.468586952
"d316","Amuru",2017,"actual",2.355256429
"d316","Amuru",2017,"approved",2.008233821
"d302","Apac",2013,"actual",
"d302","Apac",2014,"actual",8.617252463
"d302","Apac",2015,"actual",9.179732103
"d302","Apac",2015,"approved",9.180263186
"d302","Apac",2016,"actual",9.938296818
"d302","Apac",2016,"approved",8.563461752
"d302","Apac",2016,"proposed",8.196930692
"d302","Apac",2017,"approved",5.018782833
"d302","Apac",2019,"proposed",6
"d303","Arua",2013,"actual",0.154253471
"d303","Arua",2014,"actual",0.314073729
"d303","Arua",2015,"approved",0.619616254
"d303","Arua",2016,"actual",0.648424056
"d303","Arua",2016,"approved",
"d303","Arua",2017,"actual",1.555069352
"d303","Arua",2017,"approved",
"d303","Arua",2018,"approved",5
"d303","Arua",2019,"proposed",5
"d217","Budaka",2013,"actual",2.721583518
"d217","Budaka",2014,"actual",2.238904393
"d217","Budaka",2015,"approved",1.395768525
"d217","Budaka",2015,"actual",1.395768525
"d217","Budaka",2016,"actual",1.457515543
"d217","Budaka",2016,"proposed",1.329183451
"d217","Budaka",2017,"actual",0.546306064
"d217","Budaka",2018,"approved",1
"d217","Budaka",2019,"proposed",1
"d218","Bududa",2013,"actual",1.133239884
"d218","Bududa",2014,"actual",4.731774368
"d218","Bududa",2015,"actual",2.963322033
"d218","Bududa",2015,"approved",2.963322033
"d218","Bududa",2016,"actual",2.640463722
"d218","Bududa",2016,"approved",2.930587691
"d218","Bududa",2016,"proposed",2.87748686
"d218","Bududa",2017,"actual",3.125688367
"d218","Bududa",2017,"approved",2.809945778
"d218","Bududa",2018,"approved",2
"d218","Bududa",2019,"proposed",2
"d201","Bugiri",2013,"actual",2.256384164
"d201","Bugiri",2014,"actual",3.743420031
"d201","Bugiri",2015,"actual",3.432780699
"d201","Bugiri",2015,"approved",3.432780699
"d201","Bugiri",2016,"actual",3.432780699
"d201","Bugiri",2016,"proposed",2.054125329
"d201","Bugiri",2017,"approved",
"d201","Bugiri",2019,"proposed",1
"d420","Buhweju",2013,"actual",2.264657711
"d420","Buhweju",2014,"actual",1.212500183
"d420","Buhweju",2015,"approved",1.261293417
"d420","Buhweju",2015,"actual",1.261293417
"d420","Buhweju",2016,"actual",1.313051236
"d420","Buhweju",2016,"proposed",1.209225542
"d420","Buhweju",2019,"proposed",1
"d117","Buikwe",2013,"actual",
"d117","Buikwe",2014,"actual",2.648096124
"d117","Buikwe",2015,"approved",2.294768655
"d117","Buikwe",2015,"actual",2.294768655
"d117","Buikwe",2016,"actual",2.300000673
"d117","Buikwe",2016,"approved",17.13677966
"d117","Buikwe",2016,"proposed",14.215894
"d117","Buikwe",2017,"actual",
"d117","Buikwe",2017,"approved",23.31983373
"d117","Buikwe",2018,"approved",50
"d117","Buikwe",2019,"proposed",46
"d219","Bukedea",2013,"actual",3.193264701
"d219","Bukedea",2014,"actual",1.469786181
"d219","Bukedea",2015,"approved",2.488371831
"d219","Bukedea",2015,"actual",2.488371831
"d219","Bukedea",2016,"actual",2.869007744
"d219","Bukedea",2016,"approved",2.845726089
"d219","Bukedea",2016,"proposed",2.653692677
"d219","Bukedea",2017,"approved",1.587318649
"d219","Bukedea",2019,"proposed",1
"d118","Bukomansimbi",2013,"actual",2.197204848
"d118","Bukomansimbi",2014,"actual",5.523390474
"d118","Bukomansimbi",2015,"actual",5.859188738
"d118","Bukomansimbi",2015,"approved",5.859188738
"d118","Bukomansimbi",2016,"actual",5.576662782
"d118","Bukomansimbi",2016,"proposed",6.090716403
"d118","Bukomansimbi",2019,"proposed",9
"d220","Bukwo",2013,"actual",1.922930825
"d220","Bukwo",2014,"actual",4.05419977
"d220","Bukwo",2015,"approved",3.266591072
"d220","Bukwo",2016,"actual",3.27979297
"d220","Bukwo",2019,"proposed",0
"d225","Bulambuli",2013,"actual",
"d225","Bulambuli",2014,"actual",0.048875013
"d225","Bulambuli",2015,"actual",
"d225","Bulambuli",2015,"approved",
"d225","Bulambuli",2016,"proposed",
"d225","Bulambuli",2016,"approved",
"d225","Bulambuli",2016,"actual",
"d225","Bulambuli",2017,"approved",
"d416","Buliisa",2013,"actual",1.389238497
"d416","Buliisa",2014,"actual",1.380134938
"d416","Buliisa",2015,"approved",1.602344435
"d416","Buliisa",2015,"actual",1.602344435
"d416","Buliisa",2016,"proposed",2.261290004
"d416","Buliisa",2016,"actual",1.998034567
"d416","Buliisa",2016,"approved",2.367479376
"d416","Buliisa",2017,"approved",3.198719552
"d416","Buliisa",2019,"proposed",8
"d401","Bundibugyo",2013,"actual",
"d401","Bundibugyo",2014,"actual",11.17691176
"d401","Bundibugyo",2015,"approved",3.331022494
"d401","Bundibugyo",2015,"actual",3.331022494
"d401","Bundibugyo",2016,"approved",4.386574852
"d401","Bundibugyo",2016,"proposed",4.132008555
"d401","Bundibugyo",2016,"actual",2.690890239
"d401","Bundibugyo",2017,"approved",2.443941183
"d401","Bundibugyo",2019,"proposed",1
"d402","Bushenyi",2013,"actual",
"d402","Bushenyi",2014,"actual",1.359602705
"d402","Bushenyi",2015,"approved",1.770264991
"d402","Bushenyi",2015,"actual",1.770264991
"d402","Bushenyi",2016,"proposed",0.107296506
"d402","Bushenyi",2016,"approved",0.15542061
"d402","Bushenyi",2016,"actual",0.363249229
"d402","Bushenyi",2017,"actual",
"d402","Bushenyi",2017,"approved",1.387377755
"d402","Bushenyi",2018,"approved",1
"d402","Bushenyi",2019,"proposed",1
"d202","Busia",2013,"actual",0.456083376
"d202","Busia",2014,"actual",4.833037637
"d202","Busia",2015,"actual",3.430025274
"d202","Busia",2015,"approved",3.430025274
"d202","Busia",2016,"actual",0.202187044
"d202","Busia",2016,"proposed",4.36582585
"d202","Busia",2016,"approved",15.73046292
"d202","Busia",2017,"approved",
"d202","Busia",2017,"actual",1.625933957
"d202","Busia",2018,"approved",2
"d202","Busia",2019,"proposed",1
"d221","Butaleja",2013,"actual",3.224268022
"d221","Butaleja",2014,"actual",2.638172017
"d221","Butaleja",2015,"approved",2.106207204
"d221","Butaleja",2015,"actual",2.106207204
"d221","Butaleja",2016,"proposed",2.278064381
"d221","Butaleja",2016,"approved",2.434044878
"d221","Butaleja",2016,"actual",2.115468512
"d221","Butaleja",2017,"approved",5.765178725
"d221","Butaleja",2017,"actual",1.625933957
"d221","Butaleja",2018,"approved",3
"d221","Butaleja",2019,"proposed",3
"d119","Butambala",2013,"actual",1.503419108
"d119","Butambala",2014,"actual",0.721301766
"d119","Butambala",2015,"actual",0.153528672
"d119","Butambala",2015,"approved",0.153528672
"d119","Butambala",2016,"actual",0.159278647
"d119","Butambala",2016,"approved",0.170917674
"d119","Butambala",2016,"proposed",0.167475472
"d119","Butambala",2017,"actual",
"d119","Butambala",2017,"approved",0.367763805
"d119","Butambala",2019,"proposed",0
"d120","Buvuma",2013,"actual",5.774825889
"d120","Buvuma",2014,"actual",5.870944638
"d120","Buvuma",2015,"actual",6.499966812
"d120","Buvuma",2015,"approved",6.499966812
"d120","Buvuma",2016,"proposed",5.403208234
"d120","Buvuma",2016,"actual",9.296888781
"d120","Buvuma",2016,"approved",5.795388802
"d120","Buvuma",2017,"approved",7.105630219
"d120","Buvuma",2017,"actual",6.696821022
"d120","Buvuma",2018,"approved",6
"d120","Buvuma",2019,"proposed",7
"d226","Buyende",2013,"actual",
"d226","Buyende",2014,"actual",
"d226","Buyende",2015,"actual",1.057583525
"d226","Buyende",2015,"approved",1.057583525
"d226","Buyende",2016,"actual",1.057583525
"d226","Buyende",2016,"proposed",1.120497995
"d226","Buyende",2017,"actual",1.163413673
"d226","Buyende",2018,"proposed",1.144917185
"d317","Dokolo",2013,"actual",0.166913075
"d317","Dokolo",2014,"actual",4.122489697
"d317","Dokolo",2015,"approved",3.95343318
"d317","Dokolo",2015,"actual",3.95343318
"d317","Dokolo",2016,"proposed",3.311907545
"d317","Dokolo",2016,"actual",4.085344994
"d317","Dokolo",2017,"actual",1.812884594
"d317","Dokolo",2018,"approved",4
"d317","Dokolo",2019,"proposed",4
"d121","Gomba",2013,"actual",
"d121","Gomba",2014,"actual",
"d121","Gomba",2015,"approved",2.139291737
"d121","Gomba",2015,"actual",2.139291737
"d121","Gomba",2016,"actual",2.142099403
"d121","Gomba",2016,"approved",2.183312562
"d121","Gomba",2016,"proposed",2.205744779
"d121","Gomba",2017,"actual",2.176079603
"d121","Gomba",2017,"approved",2.219552029
"d121","Gomba",2018,"approved",1
"d121","Gomba",2019,"proposed",1
"d304","Gulu",2014,"actual",
"d304","Gulu",2015,"actual",15.67819557
"d304","Gulu",2015,"approved",20.19014469
"d304","Gulu",2016,"actual",3.073305866
"d304","Gulu",2016,"proposed",5.094639497
"d304","Gulu",2016,"approved",5.239140023
"d304","Gulu",2017,"actual",1.789579143
"d304","Gulu",2017,"approved",1.853718227
"d304","Gulu",2018,"approved",4
"d304","Gulu",2019,"proposed",4
"d403","Hoima",2013,"actual",17.63243084
"d403","Hoima",2014,"actual",1.146150365
"d403","Hoima",2015,"actual",
"d403","Hoima",2015,"approved",0.578326414
"d403","Hoima",2016,"proposed",
"d403","Hoima",2016,"approved",2.92758008
"d403","Hoima",2016,"actual",0.654599749
"d403","Hoima",2017,"actual",3.440094174
"d403","Hoima",2017,"approved",3.235477969
"d403","Hoima",2018,"approved",2
