"district_id","district_name","year","value"
"d18974","Baringo",2013,548700
"d18974","Baringo",2014,555561
"d18975","Bomet",2013,724000
"d18975","Bomet",2014,724186
"d18987","Bungoma",2013,1362700
"d18987","Bungoma",2014,1375063
"d18988","Busia",2013,737100
"d18988","Busia",2014,743946
"d18976","Elgeyo-Marakwet",2013,366900
"d18976","Elgeyo-Marakwet",2014,369998
"d18955","Embu",2013,508500
"d18955","Embu",2014,516212
"d18965","Garissa",2013,616900
"d18965","Garissa",2014,623060
"d18968","Homa Bay",2013,955200
"d18968","Homa Bay",2014,963794
"d18956","Isiolo",2013,139400
"d18956","Isiolo",2014,143294
"d18991","Kajiado",2013,677000
"d18991","Kajiado",2014,687312
"d18989","Kakamega",2013,1647200
"d18989","Kakamega",2014,1660651
"d18977","Kericho",2013,740600
"d18977","Kericho",2014,758339
"d18943","Kiambu",2013,1603400
"d18943","Kiambu",2014,1623282
"d18949","Kilifi",2013,1098700
"d18949","Kilifi",2014,1109735
"d18944","Kirinyaga",2013,521100
"d18944","Kirinyaga",2014,528054
"d18969","Kisii",2013,1142100
"d18969","Kisii",2014,1152282
"d18970","Kisumu",2013,952900
"d18970","Kisumu",2014,968909
"d18957","Kitui",2013,997800
"d18957","Kitui",2014,1012709
"d18950","Kwale",2013,643100
"d18950","Kwale",2014,649931
"d18978","Laikipia",2013,391600
"d18978","Laikipia",2014,399227
"d18951","Lamu",2013,99500
"d18951","Lamu",2014,101539
"d18958","Machakos",2013,1085600
"d18958","Machakos",2014,1098584
"d18959","Makueni",2013,874400
"d18959","Makueni",2014,884527
"d18966","Mandera",2013,1023100
"d18966","Mandera",2014,1025756
"d18960","Marsabit",2013,288400
"d18960","Marsabit",2014,291166
"d18961","Meru",2013,1337700
"d18961","Meru",2014,1356301
"d18971","Migori",2013,907700
"d18971","Migori",2014,917170
"d18952","Mombasa",2013,920600
"d18952","Mombasa",2014,939370
"d18946","Murang'a",2013,935600
"d18946","Murang'a",2014,942581
"d18964","Nairobi",2013,3078900
"d18964","Nairobi",2014,3138369
"d18979","Nakuru",2013,1566100
"d18979","Nakuru",2014,1603325
"d18980","Nandi",2013,742800
"d18980","Nandi",2014,752965
"d18981","Narok",2013,841600
"d18981","Narok",2014,850920
"d18962","Nithi",2013,360200
"d18962","Nithi",2014,365330
"d18972","Nyamira",2013,592300
"d18972","Nyamira",2014,598252
"d18947","Nyandarua",2013,589600
"d18947","Nyandarua",2014,596268
"d18948","Nyeri",2013,679300
"d18948","Nyeri",2014,693558
"d18982","Samburu",2013,221300
"d18982","Samburu",2014,223947
"d18973","Siaya",2013,834000
"d18973","Siaya",2014,842304
"d18953","Taita Taveta",2013,274900
"d18953","Taita Taveta",2014,284657
"d18954","Tana River",2013,238900
"d18954","Tana River",2014,240075
"d18983","Trans-Nzoia",2013,809600
"d18983","Trans-Nzoia",2014,818757
"d18984","Turkana",2013,848400
"d18984","Turkana",2014,855399
"d18985","Uasin Gishu",2013,872200
"d18985","Uasin Gishu",2014,894179
"d18990","Vihiga",2013,549000
"d18990","Vihiga",2014,554622
"d18967","Wajir",2013,658100
"d18967","Wajir",2014,661941
"d18986","West Pokot",2013,509600
"d18986","West Pokot",2014,512690
