"district_id","2010","2011","2012","2013","2014","2015","2020","2025"
"d18974",567516,588478,610182,632588,655641,679256,804346,938163
"d18975",745617,773157,801671,831115,861397,892429,1015048,1232590
"d18987",1406776,1428835,1451892,1475995,1500990,1526655,1662709,1811108
"d18988",761065,772999,785473,798514,812036,825921,899525,979809
"d18976",377942,391900,406355,421282,436631,452360,535665,624778
"d18955",528000,532852,537906,543158,548569,554079,582297,610543
"d18965",387995,394804,401806,409007,416389,423931,463891,508772
"d18968",984293,1006756,1029823,1053465,1077554,1101901,1225243,1348840
"d18956",146567,147928,149345,150817,152332,153875,161773,169674
"d18991",701919,727849,754693,782409,810918,840127,994853,1160358
"d18989",1698576,1725211,1753050,1782152,1812330,1843320,2007597,2186771
"d18977",768350,796729,826112,856454,887659,919637,1045996,1270170
"d18943",1660366,1692651,1726128,1760692,1795999,1831800,2015014,2201180
"d18949",1133208,1175021,1218024,1262127,1307185,1353042,1591901,1841958
"d18944",540247,550745,561642,572889,584377,596030,655639,716215
"d18969",1176791,1203648,1231223,1259489,1288290,1317407,1464861,1612630
"d18970",989514,1012102,1035287,1059053,1083268,1107755,1231745,1355998
"d18957",1035831,1045268,1055104,1065329,1075866,1086599,1141592,1196663
"d18950",663906,688398,713591,739435,765831,792698,932641,1079131
"d18978",407658,422718,438309,454412,470965,487934,577791,673915
"d18951",103716,107546,111484,115520,119641,123842,145698,168588
"d18958",1123672,1134005,1144770,1155957,1167480,1179215,1239309,1299458
"d18959",904725,913015,921652,930630,939879,949298,997546,1045847
"d18966",638766,649970,661504,673356,685510,697922,763716,837598
"d18960",297817,300589,303474,306471,309557,312698,328774,344855
"d18961",1387275,1400032,1413323,1427135,1441361,1455849,1530043,1604305
"d18971",936675,958055,980002,1002499,1025422,1048602,1165974,1283587
"d18952",959187,994575,1030973,1068307,1106444,1145259,1347440,1559091
"d18946",964170,982921,1002354,1022427,1042929,1063721,1170109,1278221
"d18964",3144918,3351315,3563473,3781394,4004400,4232087,5433002,6723898
"d18979",1637474,1697951,1760571,1825229,1891739,1959880,2320819,2706920
"d18980",769022,797427,826838,857207,888435,920445,1089953,1271285
"d18981",868770,900860,934085,968390,1003672,1039837,1231331,1436181
"d18962",373672,377099,380669,384379,388202,392094,412033,431994
"d18972",610976,624921,639238,653914,668863,683979,760541,837262
"d18947",610017,621875,634172,646876,659848,673000,740314,808712
"d18948",709595,723392,737704,752469,767560,782864,861162,940725
"d18982",228762,237212,245962,254997,264284,273804,324230,378173
"d18973",860216,879853,900009,920671,941724,963007,1070797,1178811
"d18953",290789,301516,312550,323867,334042,347195,408492,472656
"d18954",245301,254348,263654,273205,282958,292885,344595,398714
"d18983",836332,867219,899200,932223,966197,1001005,1185347,1382548
"d18984",873575,905842,939247,973742,1009225,1045579,1238136,1444117
"d18985",913027,946757,981669,1017723,1054805,1092803,1294058,1509347
"d18990",567387,576283,585582,595301,605379,615734,670601,730460
"d18967",412210,419438,426883,434524,442371,450385,492839,540522
"d18986",523709,543054,563087,583767,605033,626832,742267,865754
