"id","entity-name","aid-type","year","value"
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1992,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1992,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1993,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1993,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1994,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1994,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1995,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1995,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1996,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1996,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1997,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1997,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1998,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1998,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",1999,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",1999,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2000,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2000,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2001,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2001,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2002,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2002,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2003,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2003,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2004,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2004,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2005,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2005,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2006,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2006,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2007,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2007,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2008,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2008,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2009,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2009,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2010,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2010,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2011,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2011,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2012,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2012,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2013,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2013,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2014,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2014,0
"dac-eu-members-total","DAC EU Members, Total","out-debt-relief",2015,0
"dac-eu-members-total","DAC EU Members, Total","out-oda-net-excl-debt-relief",2015,0
"DK","Denmark","out-oda-net-excl-debt-relief",1960,82377531
"DK","Denmark","out-oda-net-excl-debt-relief",1961,120936002
"DK","Denmark","out-oda-net-excl-debt-relief",1962,72607064
"DK","Denmark","out-oda-net-excl-debt-relief",1963,96841735
"DK","Denmark","out-oda-net-excl-debt-relief",1964,141014928
"DK","Denmark","out-oda-net-excl-debt-relief",1965,112791253
"DK","Denmark","out-oda-net-excl-debt-relief",1966,198772322
"DK","Denmark","out-oda-net-excl-debt-relief",1967,237166276
"DK","Denmark","out-oda-net-excl-debt-relief",1968,265696220
"DK","Denmark","out-oda-net-excl-debt-relief",1969,473505526
"DK","Denmark","out-debt-relief",1969,-2171246.91
"DK","Denmark","out-oda-net-excl-debt-relief",1970,471222062
"DK","Denmark","out-oda-net-excl-debt-relief",1971,545494155
"DK","Denmark","out-oda-net-excl-debt-relief",1972,600724620
"DK","Denmark","out-oda-net-excl-debt-relief",1973,642537754
"DK","Denmark","out-oda-net-excl-debt-relief",1974,715105129
"DK","Denmark","out-debt-relief",1974,16355202.46
"DK","Denmark","out-oda-net-excl-debt-relief",1975,736868220
"DK","Denmark","out-debt-relief",1975,8715606.56
"DK","Denmark","out-oda-net-excl-debt-relief",1976,748430448
"DK","Denmark","out-oda-net-excl-debt-relief",1977,822281999
"DK","Denmark","out-oda-net-excl-debt-relief",1978,1038119371
"DK","Denmark","out-oda-net-excl-debt-relief",1979,887712389
"DK","Denmark","out-debt-relief",1979,212802528.49
"DK","Denmark","out-oda-net-excl-debt-relief",1980,1115267292
"DK","Denmark","out-debt-relief",1980,20874176.37
"DK","Denmark","out-oda-net-excl-debt-relief",1981,1083800137
"DK","Denmark","out-debt-relief",1981,5971722.81
"DK","Denmark","out-oda-net-excl-debt-relief",1982,1187645520
"DK","Denmark","out-debt-relief",1982,2782782.15
"DK","Denmark","out-oda-net-excl-debt-relief",1983,1158106854
"DK","Denmark","out-debt-relief",1983,322616.95
"DK","Denmark","out-oda-net-excl-debt-relief",1984,1405400083
"DK","Denmark","out-debt-relief",1984,156601.01
"DK","Denmark","out-oda-net-excl-debt-relief",1985,1310094490
"DK","Denmark","out-debt-relief",1985,41925730.55
"DK","Denmark","out-oda-net-excl-debt-relief",1986,1298969615
"DK","Denmark","out-debt-relief",1986,289924897.27
"DK","Denmark","out-oda-net-excl-debt-relief",1987,1474042587
"DK","Denmark","out-debt-relief",1987,110716419.16
"DK","Denmark","out-oda-net-excl-debt-relief",1988,1595414847
"DK","Denmark","out-debt-relief",1988,14885926.03
"DK","Denmark","out-oda-net-excl-debt-relief",1989,1632687242
"DK","Denmark","out-debt-relief",1989,60138704.44
"DK","Denmark","out-oda-net-excl-debt-relief",1990,1712041125
"DK","Denmark","out-debt-relief",1990,29835413.93
"DK","Denmark","out-debt-relief",1991,9546437.9
"DK","Denmark","out-oda-net-excl-debt-relief",1991,1786336044
"DK","Denmark","out-debt-relief",1992,29111305.32
"DK","Denmark","out-oda-net-excl-debt-relief",1992,1906463640
"DK","Denmark","out-debt-relief",1993,7500959.65
"DK","Denmark","out-oda-net-excl-debt-relief",1993,1978815418
"DK","Denmark","out-debt-relief",1994,81160451.82
"DK","Denmark","out-oda-net-excl-debt-relief",1994,1992317021
"DK","Denmark","out-debt-relief",1995,0
"DK","Denmark","out-oda-net-excl-debt-relief",1995,2024271359
"DK","Denmark","out-debt-relief",1996,19571469.68
"DK","Denmark","out-oda-net-excl-debt-relief",1996,2221298593
"DK","Denmark","out-debt-relief",1997,33911365.58
"DK","Denmark","out-oda-net-excl-debt-relief",1997,2278575302
"DK","Denmark","out-debt-relief",1998,64761727.1
"DK","Denmark","out-oda-net-excl-debt-relief",1998,2344555475
"DK","Denmark","out-debt-relief",1999,18479913.39
"DK","Denmark","out-oda-net-excl-debt-relief",1999,2495760171
"DK","Denmark","out-debt-relief",2000,17216433.12
"DK","Denmark","out-oda-net-excl-debt-relief",2000,2698541260
"DK","Denmark","out-debt-relief",2001,32273298.33
"DK","Denmark","out-oda-net-excl-debt-relief",2001,2643937978
"DK","Denmark","out-debt-relief",2002,73902630.77
"DK","Denmark","out-oda-net-excl-debt-relief",2002,2417169348
"DK","Denmark","out-debt-relief",2003,4444615.76
"DK","Denmark","out-oda-net-excl-debt-relief",2003,2171997817
"DK","Denmark","out-debt-relief",2004,22154473.59
"DK","Denmark","out-oda-net-excl-debt-relief",2004,2241212767
"DK","Denmark","out-debt-relief",2005,32521539.86
"DK","Denmark","out-oda-net-excl-debt-relief",2005,2247575729
"DK","Denmark","out-debt-relief",2006,118940866.79
"DK","Denmark","out-oda-net-excl-debt-relief",2006,2226852492
"DK","Denmark","out-debt-relief",2007,115504777.83
"DK","Denmark","out-oda-net-excl-debt-relief",2007,2284931648
"DK","Denmark","out-debt-relief",2008,82085776.41
"DK","Denmark","out-oda-net-excl-debt-relief",2008,2313140780
"DK","Denmark","out-oda-net-excl-debt-relief",2009,2440150328
"DK","Denmark","out-debt-relief",2009,31062982.81
"DK","Denmark","out-oda-net-excl-debt-relief",2010,2530542716
"DK","Denmark","out-debt-relief",2010,42349254.87
"DK","Denmark","out-oda-net-excl-debt-relief",2011,2483629908
"DK","Denmark","out-debt-relief",2011,923931.62
"DK","Denmark","out-oda-net-excl-debt-relief",2012,2404754993
"DK","Denmark","out-debt-relief",2012,812996.73
"DK","Denmark","out-debt-relief",2013,486488.66
"DK","Denmark","out-oda-net-excl-debt-relief",2013,2498068079
"DK","Denmark","out-debt-relief",2014,194879.14
"DK","Denmark","out-oda-net-excl-debt-relief",2014,2544477654
"DK","Denmark","out-debt-relief",2015,60000
"DK","Denmark","out-oda-net-excl-debt-relief",2015,2565510000
"EE","Estonia","out-oda-net-excl-debt-relief",1998,337067
"EE","Estonia","out-oda-net-excl-debt-relief",1999,800535
"EE","Estonia","out-oda-net-excl-debt-relief",2000,1247149
"EE","Estonia","out-oda-net-excl-debt-relief",2001,1137602
"EE","Estonia","out-oda-net-excl-debt-relief",2002,2629124
"EE","Estonia","out-oda-net-excl-debt-relief",2003,1811736
"EE","Estonia","out-oda-net-excl-debt-relief",2004,7061558
"EE","Estonia","out-oda-net-excl-debt-relief",2005,13036074
"EE","Estonia","out-oda-net-excl-debt-relief",2006,17519068
"EE","Estonia","out-oda-net-excl-debt-relief",2007,16558427
"EE","Estonia","out-oda-net-excl-debt-relief",2008,19676298
"EE","Estonia","out-oda-net-excl-debt-relief",2009,17350535
"EE","Estonia","out-oda-net-excl-debt-relief",2010,18167923
"EE","Estonia","out-oda-net-excl-debt-relief",2011,21243661
"EE","Estonia","out-oda-net-excl-debt-relief",2012,21429048
"EE","Estonia","out-oda-net-excl-debt-relief",2013,26367082
"EE","Estonia","out-oda-net-excl-debt-relief",2014,31616904
"EE","Estonia","out-oda-net-excl-debt-relief",2015,33890000
"EU","European Union","out-oda-net-excl-debt-relief",1970,1353562928
"EU","European Union","out-oda-net-excl-debt-relief",1971,1555342091
"EU","European Union","out-oda-net-excl-debt-relief",1972,1395067043
"EU","European Union","out-oda-net-excl-debt-relief",1973,1954720507
"EU","European Union","out-oda-net-excl-debt-relief",1974,2670419589
"EU","European Union","out-oda-net-excl-debt-relief",1975,2724972229
"EU","European Union","out-oda-net-excl-debt-relief",1976,2048157457
"EU","European Union","out-oda-net-excl-debt-relief",1977,2009784328
"EU","European Union","out-oda-net-excl-debt-relief",1978,2435019571
"EU","European Union","out-oda-net-excl-debt-relief",1979,3357935391
"EU","European Union","out-oda-net-excl-debt-relief",1980,2989595417
"EU","European Union","out-oda-net-excl-debt-relief",1981,4405234343
"EU","European Union","out-oda-net-excl-debt-relief",1982,3643229537
"EU","European Union","out-oda-net-excl-debt-relief",1983,3845909887
"EU","European Union","out-oda-net-excl-debt-relief",1984,4352254125
"EU","European Union","out-oda-net-excl-debt-relief",1985,4377711100
"EU","European Union","out-oda-net-excl-debt-relief",1986,4061683302
"EU","European Union","out-oda-net-excl-debt-relief",1987,3453960902
"EU","European Union","out-oda-net-excl-debt-relief",1988,4862595012
"EU","European Union","out-oda-net-excl-debt-relief",1989,4622834012
"EU","European Union","out-oda-net-excl-debt-relief",1990,4080004644
"EU","European Union","out-oda-net-excl-debt-relief",1991,5363065884
"EU","European Union","out-oda-net-excl-debt-relief",1992,5780412208
"EU","European Union","out-oda-net-excl-debt-relief",1993,5426726560
"EU","European Union","out-oda-net-excl-debt-relief",1994,6330936165
"EU","European Union","out-oda-net-excl-debt-relief",1995,6272760613
"EU","European Union","out-oda-net-excl-debt-relief",1996,6408853867
"EU","European Union","out-oda-net-excl-debt-relief",1997,6827043300
"EU","European Union","out-oda-net-excl-debt-relief",1998,6648141289
"EU","European Union","out-oda-net-excl-debt-relief",1999,6636629115
"EU","European Union","out-oda-net-excl-debt-relief",2000,7523923409
"EU","European Union","out-oda-net-excl-debt-relief",2001,9172584874
"EU","European Union","out-oda-net-excl-debt-relief",2002,7772467871
"EU","European Union","out-oda-net-excl-debt-relief",2003,8352257226
"EU","European Union","out-oda-net-excl-debt-relief",2004,9041606784
"EU","European Union","out-oda-net-excl-debt-relief",2005,9570050984
"EU","European Union","out-oda-net-excl-debt-relief",2006,10150783668
"EU","European Union","out-oda-net-excl-debt-relief",2007,10325722519
"EU","European Union","out-debt-relief",2008,106220867.01
"EU","European Union","out-oda-net-excl-debt-relief",2008,10804385122
"EU","European Union","out-debt-relief",2009,134499154.97
"EU","European Union","out-oda-net-excl-debt-relief",2009,11377172312
"EU","European Union","out-debt-relief",2010,19927191.8
"EU","European Union","out-oda-net-excl-debt-relief",2010,11259199615
"EU","European Union","out-debt-relief",2011,12942775.87
"EU","European Union","out-oda-net-excl-debt-relief",2011,14499096681
"EU","European Union","out-oda-net-excl-debt-relief",2012,15584236830
"EU","European Union","out-debt-relief",2012,7082483.05
"EU","European Union","out-oda-net-excl-debt-relief",2013,13593773373
"EU","European Union","out-debt-relief",2013,0
"EU","European Union","out-oda-net-excl-debt-relief",2014,13913579517
"EU","European Union","out-oda-net-excl-debt-relief",2015,13669600000
"FI","Finland","out-oda-net-excl-debt-relief",1961,17154520
"FI","Finland","out-oda-net-excl-debt-relief",1962,19079057
"FI","Finland","out-oda-net-excl-debt-relief",1963,23211773
"FI","Finland","out-oda-net-excl-debt-relief",1964,20043188
"FI","Finland","out-oda-net-excl-debt-relief",1965,14731239
"FI","Finland","out-oda-net-excl-debt-relief",1966,23984130
"FI","Finland","out-oda-net-excl-debt-relief",1967,28675876
"FI","Finland","out-oda-net-excl-debt-relief",1968,34977516
"FI","Finland","out-oda-net-excl-debt-relief",1969,98383274
"FI","Finland","out-oda-net-excl-debt-relief",1970,47950971
"FI","Finland","out-oda-net-excl-debt-relief",1971,87352567
"FI","Finland","out-oda-net-excl-debt-relief",1972,122383222
"FI","Finland","out-oda-net-excl-debt-relief",1973,134422035
"FI","Finland","out-oda-net-excl-debt-relief",1974,146962180
"FI","Finland","out-oda-net-excl-debt-relief",1975,160364515
"FI","Finland","out-oda-net-excl-debt-relief",1976,157216423
"FI","Finland","out-oda-net-excl-debt-relief",1977,140395832
"FI","Finland","out-debt-relief",1977,3212247.19
"FI","Finland","out-oda-net-excl-debt-relief",1978,152359908
"FI","Finland","out-oda-net-excl-debt-relief",1979,107260928
"FI","Finland","out-debt-relief",1979,110730349.23
"FI","Finland","out-oda-net-excl-debt-relief",1980,232190245
"FI","Finland","out-debt-relief",1980,1756612.01
"FI","Finland","out-oda-net-excl-debt-relief",1981,295616848
"FI","Finland","out-oda-net-excl-debt-relief",1982,325500083
"FI","Finland","out-oda-net-excl-debt-relief",1983,368335074
"FI","Finland","out-oda-net-excl-debt-relief",1984,424337587
"FI","Finland","out-oda-net-excl-debt-relief",1985,492915138
"FI","Finland","out-oda-net-excl-debt-relief",1986,571025532
"FI","Finland","out-oda-net-excl-debt-relief",1987,654161985
"FI","Finland","out-oda-net-excl-debt-relief",1988,752876387
"FI","Finland","out-debt-relief",1988,56850529.58
"FI","Finland","out-oda-net-excl-debt-relief",1989,883375946
"FI","Finland","out-debt-relief",1989,26058515.36
"FI","Finland","out-oda-net-excl-debt-relief",1990,913475410
"FI","Finland","out-debt-relief",1990,10657613.5
"FI","Finland","out-oda-net-excl-debt-relief",1991,1048660596
"FI","Finland","out-debt-relief",1991,8032274.59
"FI","Finland","out-oda-net-excl-debt-relief",1992,741004756
"FI","Finland","out-debt-relief",1992,63849757.69
"FI","Finland","out-oda-net-excl-debt-relief",1993,526274612
"FI","Finland","out-debt-relief",1993,29418300.15
"FI","Finland","out-oda-net-excl-debt-relief",1994,406834202
"FI","Finland","out-oda-net-excl-debt-relief",1995,434586798
"FI","Finland","out-debt-relief",1995,2566723.4
"FI","Finland","out-oda-net-excl-debt-relief",1996,483812411
"FI","Finland","out-oda-net-excl-debt-relief",1997,496678106
"FI","Finland","out-debt-relief",1998,52426.51
"FI","Finland","out-oda-net-excl-debt-relief",1998,519415693
"FI","Finland","out-debt-relief",1999,1870452.84
"FI","Finland","out-oda-net-excl-debt-relief",1999,562640348
"FI","Finland","out-oda-net-excl-debt-relief",2000,571679225
"FI","Finland","out-debt-relief",2001,1795646.27
"FI","Finland","out-oda-net-excl-debt-relief",2001,595218368
"FI","Finland","out-debt-relief",2002,43363.19
"FI","Finland","out-oda-net-excl-debt-relief",2002,668024385
"FI","Finland","out-oda-net-excl-debt-relief",2003,671871609
"FI","Finland","out-oda-net-excl-debt-relief",2004,711769701
"FI","Finland","out-debt-relief",2004,27093197.32
"FI","Finland","out-debt-relief",2005,161982410.66
"FI","Finland","out-oda-net-excl-debt-relief",2005,809287470
"FI","Finland","out-oda-net-excl-debt-relief",2006,882004396
"FI","Finland","out-oda-net-excl-debt-relief",2007,925074794
"FI","Finland","out-debt-relief",2008,1857802.14
"FI","Finland","out-oda-net-excl-debt-relief",2008,1010149527
"FI","Finland","out-oda-net-excl-debt-relief",2009,1138003014
"FI","Finland","out-oda-net-excl-debt-relief",2010,1232435366
"FI","Finland","out-oda-net-excl-debt-relief",2011,1206989057
"FI","Finland","out-oda-net-excl-debt-relief",2012,1190686770
"FI","Finland","out-oda-net-excl-debt-relief",2013,1221364258
"FI","Finland","out-oda-net-excl-debt-relief",2014,1370307581
"FI","Finland","out-oda-net-excl-debt-relief",2015,1.288e+09
"FR","France","out-oda-net-excl-debt-relief",1960,6866148506
"FR","France","out-debt-relief",1961,32440363.18
"FR","France","out-oda-net-excl-debt-relief",1961,7290971624
"FR","France","out-debt-relief",1962,30686527.85
"FR","France","out-oda-net-excl-debt-relief",1962,7220540003
"FR","France","out-debt-relief",1963,116557226.05
"FR","France","out-oda-net-excl-debt-relief",1963,5856272126
"FR","France","out-debt-relief",1964,125145588.38
"FR","France","out-oda-net-excl-debt-relief",1964,5665110070
"FR","France","out-debt-relief",1965,100355687.87
"FR","France","out-oda-net-excl-debt-relief",1965,5034851687
"FR","France","out-debt-relief",1966,78297057.36
"FR","France","out-oda-net-excl-debt-relief",1966,4863707038
"FR","France","out-debt-relief",1967,226943505.78
"FR","France","out-oda-net-excl-debt-relief",1967,5095268540
"FR","France","out-oda-net-excl-debt-relief",1968,5315586353
"FR","France","out-debt-relief",1968,-13048195.61
"FR","France","out-oda-net-excl-debt-relief",1969,5780115142
"FR","France","out-debt-relief",1970,44620250.94
"FR","France","out-oda-net-excl-debt-relief",1970,4447966659
"FR","France","out-debt-relief",1971,98047356.43
"FR","France","out-oda-net-excl-debt-relief",1971,4558913700
"FR","France","out-oda-net-excl-debt-relief",1972,3674782734
"FR","France","out-debt-relief",1972,1075740945.89
"FR","France","out-oda-net-excl-debt-relief",1973,4166477230
"FR","France","out-debt-relief",1973,145243104.55
"FR","France","out-debt-relief",1974,97554442.93
"FR","France","out-oda-net-excl-debt-relief",1974,4490821226
"FR","France","out-debt-relief",1975,52594558.06
"FR","France","out-oda-net-excl-debt-relief",1975,4513744476
"FR","France","out-debt-relief",1976,54730953.95
"FR","France","out-oda-net-excl-debt-relief",1976,4348374291
"FR","France","out-debt-relief",1977,70343758.99
"FR","France","out-oda-net-excl-debt-relief",1977,4233124637
"FR","France","out-debt-relief",1978,72707459.17
"FR","France","out-oda-net-excl-debt-relief",1978,4419511889
"FR","France","out-debt-relief",1979,-15156017.63
"FR","France","out-oda-net-excl-debt-relief",1979,5116817887
"FR","France","out-debt-relief",1980,27893030.46
"FR","France","out-oda-net-excl-debt-relief",1980,5344304637
"FR","France","out-debt-relief",1981,266092152.19
"FR","France","out-oda-net-excl-debt-relief",1981,6078693133
"FR","France","out-debt-relief",1982,58217490.09
"FR","France","out-oda-net-excl-debt-relief",1982,6976272879
"FR","France","out-debt-relief",1983,24275437.43
"FR","France","out-oda-net-excl-debt-relief",1983,7079440445
"FR","France","out-debt-relief",1984,468284273.03
"FR","France","out-oda-net-excl-debt-relief",1984,7446826372
"FR","France","out-debt-relief",1985,434066378.51
"FR","France","out-oda-net-excl-debt-relief",1985,7546194584
"FR","France","out-debt-relief",1986,224887490.36
"FR","France","out-oda-net-excl-debt-relief",1986,7336453979
"FR","France","out-debt-relief",1987,250955347.95
"FR","France","out-oda-net-excl-debt-relief",1987,8051843898
"FR","France","out-debt-relief",1988,177046456.27
"FR","France","out-oda-net-excl-debt-relief",1988,8129677079
"FR","France","out-debt-relief",1989,669018751.58
"FR","France","out-oda-net-excl-debt-relief",1989,8475708641
"FR","France","out-debt-relief",1990,1228000488.63
"FR","France","out-oda-net-excl-debt-relief",1990,8160514555
"FR","France","out-debt-relief",1991,1077586748.55
"FR","France","out-oda-net-excl-debt-relief",1991,8695885538
"FR","France","out-debt-relief",1992,1091418490.53
"FR","France","out-oda-net-excl-debt-relief",1992,8978555740
"FR","France","out-oda-net-excl-debt-relief",1993,8872672553
"FR","France","out-debt-relief",1993,1264930143.35
"FR","France","out-oda-net-excl-debt-relief",1994,7937338825
"FR","France","out-debt-relief",1994,2600488491.11
"FR","France","out-oda-net-excl-debt-relief",1995,8124666854
"FR","France","out-debt-relief",1995,1215915012.78
"FR","France","out-oda-net-excl-debt-relief",1996,7278691081
"FR","France","out-debt-relief",1996,1055934527.49
"FR","France","out-oda-net-excl-debt-relief",1997,6560653924
"FR","France","out-debt-relief",1997,1419450658.65
"FR","France","out-oda-net-excl-debt-relief",1998,6376406434
"FR","France","out-debt-relief",1998,894750497.05
"FR","France","out-oda-net-excl-debt-relief",1999,6325550305
"FR","France","out-debt-relief",1999,1109431792.62
"FR","France","out-oda-net-excl-debt-relief",2000,5446562197
"FR","France","out-debt-relief",2000,720440998.93
"FR","France","out-oda-net-excl-debt-relief",2001,5661221938
"FR","France","out-debt-relief",2001,700206756.76
"FR","France","out-oda-net-excl-debt-relief",2002,5826396191
"FR","France","out-debt-relief",2002,1910659121.15
"FR","France","out-oda-net-excl-debt-relief",2003,5238061750
"FR","France","out-debt-relief",2003,3140695312.38
"FR","France","out-oda-net-excl-debt-relief",2004,6941228421
"FR","France","out-debt-relief",2004,1811714669.32
"FR","France","out-oda-net-excl-debt-relief",2005,6753589407
"FR","France","out-debt-relief",2005,3409449312.52
"FR","France","out-oda-net-excl-debt-relief",2006,6974557336
"FR","France","out-debt-relief",2006,3439049651.26
"FR","France","out-debt-relief",2007,1315364121.73
"FR","France","out-oda-net-excl-debt-relief",2007,7365712342
"FR","France","out-debt-relief",2008,792825625.18
"FR","France","out-oda-net-excl-debt-relief",2008,8088083384
"FR","France","out-debt-relief",2009,1183881354.11
"FR","France","out-oda-net-excl-debt-relief",2009,9432549941
"FR","France","out-debt-relief",2010,1293632921.94
"FR","France","out-oda-net-excl-debt-relief",2010,10020223835
"FR","France","out-oda-net-excl-debt-relief",2011,9714671995
"FR","France","out-debt-relief",2011,1034514642.24
"FR","France","out-oda-net-excl-debt-relief",2012,9330913050
"FR","France","out-debt-relief",2012,1303731468.82
"FR","France","out-oda-net-excl-debt-relief",2013,9038925183
"FR","France","out-debt-relief",2013,591222891.34
"FR","France","out-oda-net-excl-debt-relief",2014,8948131969
"FR","France","out-debt-relief",2014,25364996.43
"FR","France","out-oda-net-excl-debt-relief",2015,8900150000
"FR","France","out-debt-relief",2015,139150000
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1960,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1961,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1961,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1962,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1962,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1963,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1963,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1964,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1964,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1965,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1965,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1966,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1966,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1967,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1967,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1968,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1968,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1969,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1969,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1970,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1970,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1971,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1971,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1972,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1972,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1973,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1973,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1974,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1974,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1975,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1975,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1976,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1976,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1977,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1977,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1978,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1978,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1979,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1979,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1980,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1980,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1981,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1981,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1982,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1982,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1983,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1983,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1984,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1984,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1985,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1985,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1986,0
"g7-countries-total","G7 Countries, Total","out-oda-net-excl-debt-relief",1986,0
"g7-countries-total","G7 Countries, Total","out-debt-relief",1987,0
