"id","entity-name","aid-type","year","value"
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1960,0
"all-donors-total","All Donors, Total","out-debt-relief",1961,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1961,0
"all-donors-total","All Donors, Total","out-debt-relief",1962,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1962,0
"all-donors-total","All Donors, Total","out-debt-relief",1963,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1963,0
"all-donors-total","All Donors, Total","out-debt-relief",1964,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1964,0
"all-donors-total","All Donors, Total","out-debt-relief",1965,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1965,0
"all-donors-total","All Donors, Total","out-debt-relief",1966,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1966,0
"all-donors-total","All Donors, Total","out-debt-relief",1967,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1967,0
"all-donors-total","All Donors, Total","out-debt-relief",1968,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1968,0
"all-donors-total","All Donors, Total","out-debt-relief",1969,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1969,0
"all-donors-total","All Donors, Total","out-debt-relief",1970,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1970,0
"all-donors-total","All Donors, Total","out-debt-relief",1971,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1971,0
"all-donors-total","All Donors, Total","out-debt-relief",1972,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1972,0
"all-donors-total","All Donors, Total","out-debt-relief",1973,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1973,0
"all-donors-total","All Donors, Total","out-debt-relief",1974,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1974,0
"all-donors-total","All Donors, Total","out-debt-relief",1975,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1975,0
"all-donors-total","All Donors, Total","out-debt-relief",1976,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1976,0
"all-donors-total","All Donors, Total","out-debt-relief",1977,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1977,0
"all-donors-total","All Donors, Total","out-debt-relief",1978,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1978,0
"all-donors-total","All Donors, Total","out-debt-relief",1979,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1979,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1980,0
"all-donors-total","All Donors, Total","out-debt-relief",1980,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1981,0
"all-donors-total","All Donors, Total","out-debt-relief",1981,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1982,0
"all-donors-total","All Donors, Total","out-debt-relief",1982,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1983,0
"all-donors-total","All Donors, Total","out-debt-relief",1983,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1984,0
"all-donors-total","All Donors, Total","out-debt-relief",1984,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1985,0
"all-donors-total","All Donors, Total","out-debt-relief",1985,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1986,0
"all-donors-total","All Donors, Total","out-debt-relief",1986,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1987,0
"all-donors-total","All Donors, Total","out-debt-relief",1987,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1988,0
"all-donors-total","All Donors, Total","out-debt-relief",1988,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1989,0
"all-donors-total","All Donors, Total","out-debt-relief",1989,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1990,0
"all-donors-total","All Donors, Total","out-debt-relief",1990,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1991,0
"all-donors-total","All Donors, Total","out-debt-relief",1991,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1992,0
"all-donors-total","All Donors, Total","out-debt-relief",1992,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1993,0
"all-donors-total","All Donors, Total","out-debt-relief",1993,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1994,0
"all-donors-total","All Donors, Total","out-debt-relief",1994,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1995,0
"all-donors-total","All Donors, Total","out-debt-relief",1995,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1996,0
"all-donors-total","All Donors, Total","out-debt-relief",1996,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1997,0
"all-donors-total","All Donors, Total","out-debt-relief",1997,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1998,0
"all-donors-total","All Donors, Total","out-debt-relief",1998,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",1999,0
"all-donors-total","All Donors, Total","out-debt-relief",1999,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2000,0
"all-donors-total","All Donors, Total","out-debt-relief",2000,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2001,0
"all-donors-total","All Donors, Total","out-debt-relief",2001,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2002,0
"all-donors-total","All Donors, Total","out-debt-relief",2002,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2003,0
"all-donors-total","All Donors, Total","out-debt-relief",2003,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2004,0
"all-donors-total","All Donors, Total","out-debt-relief",2004,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2005,0
"all-donors-total","All Donors, Total","out-debt-relief",2005,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2006,0
"all-donors-total","All Donors, Total","out-debt-relief",2006,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2007,0
"all-donors-total","All Donors, Total","out-debt-relief",2007,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2008,0
"all-donors-total","All Donors, Total","out-debt-relief",2008,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2009,0
"all-donors-total","All Donors, Total","out-debt-relief",2009,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2010,0
"all-donors-total","All Donors, Total","out-debt-relief",2010,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2011,0
"all-donors-total","All Donors, Total","out-debt-relief",2011,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2012,0
"all-donors-total","All Donors, Total","out-debt-relief",2012,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2013,0
"all-donors-total","All Donors, Total","out-debt-relief",2013,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2014,0
"all-donors-total","All Donors, Total","out-debt-relief",2014,0
"all-donors-total","All Donors, Total","out-oda-net-excl-debt-relief",2015,0
"all-donors-total","All Donors, Total","out-debt-relief",2015,0
"AU","Australia","out-oda-net-excl-debt-relief",1960,576267840
"AU","Australia","out-oda-net-excl-debt-relief",1961,673510328
"AU","Australia","out-oda-net-excl-debt-relief",1962,700294717
"AU","Australia","out-oda-net-excl-debt-relief",1963,883484783
"AU","Australia","out-oda-net-excl-debt-relief",1964,901522264
"AU","Australia","out-oda-net-excl-debt-relief",1965,1038524709
"AU","Australia","out-oda-net-excl-debt-relief",1966,1120259586
"AU","Australia","out-oda-net-excl-debt-relief",1967,1312426028
"AU","Australia","out-oda-net-excl-debt-relief",1968,1260092666
"AU","Australia","out-oda-net-excl-debt-relief",1969,1401432874
"AU","Australia","out-oda-net-excl-debt-relief",1970,1527323417
"AU","Australia","out-oda-net-excl-debt-relief",1971,1434670374
"AU","Australia","out-oda-net-excl-debt-relief",1972,1654282924
"AU","Australia","out-oda-net-excl-debt-relief",1973,1310476577
"AU","Australia","out-oda-net-excl-debt-relief",1974,1583826241
"AU","Australia","out-oda-net-excl-debt-relief",1975,1941611807
"AU","Australia","out-oda-net-excl-debt-relief",1976,1263391831
"AU","Australia","out-oda-net-excl-debt-relief",1977,1345495839
"AU","Australia","out-oda-net-excl-debt-relief",1978,1775832550
"AU","Australia","out-debt-relief",1979,562948.01
"AU","Australia","out-oda-net-excl-debt-relief",1979,1769007837
"AU","Australia","out-oda-net-excl-debt-relief",1980,1680663186
"AU","Australia","out-oda-net-excl-debt-relief",1981,1475677998
"AU","Australia","out-oda-net-excl-debt-relief",1982,2027858868
"AU","Australia","out-oda-net-excl-debt-relief",1983,1792514845
"AU","Australia","out-oda-net-excl-debt-relief",1984,1793899271
"AU","Australia","out-oda-net-excl-debt-relief",1985,2054451404
"AU","Australia","out-oda-net-excl-debt-relief",1986,2023833636
"AU","Australia","out-oda-net-excl-debt-relief",1987,1507590286
"AU","Australia","out-oda-net-excl-debt-relief",1988,2190671709
"AU","Australia","out-oda-net-excl-debt-relief",1989,1854813471
"AU","Australia","out-oda-net-excl-debt-relief",1990,1677932677
"AU","Australia","out-oda-net-excl-debt-relief",1991,1811156249
"AU","Australia","out-debt-relief",1992,7601938.56
"AU","Australia","out-oda-net-excl-debt-relief",1992,1833790783
"AU","Australia","out-debt-relief",1993,9007136.53
"AU","Australia","out-oda-net-excl-debt-relief",1993,1841842949
"AU","Australia","out-debt-relief",1994,7651527.29
"AU","Australia","out-oda-net-excl-debt-relief",1994,1934341688
"AU","Australia","out-debt-relief",1995,8874559.55
"AU","Australia","out-oda-net-excl-debt-relief",1995,2033368495
"AU","Australia","out-debt-relief",1996,10990240.18
"AU","Australia","out-oda-net-excl-debt-relief",1996,1692861743
"AU","Australia","out-debt-relief",1997,0
"AU","Australia","out-oda-net-excl-debt-relief",1997,1746196602
"AU","Australia","out-debt-relief",1998,24669401.3
"AU","Australia","out-oda-net-excl-debt-relief",1998,1840822955
"AU","Australia","out-debt-relief",1999,8143105.64
"AU","Australia","out-oda-net-excl-debt-relief",1999,1821540058
"AU","Australia","out-debt-relief",2000,16690921.46
"AU","Australia","out-oda-net-excl-debt-relief",2000,1954155515
"AU","Australia","out-debt-relief",2001,19256065.99
"AU","Australia","out-oda-net-excl-debt-relief",2001,1864859324
"AU","Australia","out-debt-relief",2002,8976869.74
"AU","Australia","out-oda-net-excl-debt-relief",2002,1963420950
"AU","Australia","out-debt-relief",2003,11122233.71
"AU","Australia","out-oda-net-excl-debt-relief",2003,1961738610
"AU","Australia","out-debt-relief",2004,16793895.12
"AU","Australia","out-oda-net-excl-debt-relief",2004,1994795119
"AU","Australia","out-oda-net-excl-debt-relief",2005,2115360168
"AU","Australia","out-debt-relief",2005,25509601.93
"AU","Australia","out-oda-net-excl-debt-relief",2006,2265787490
"AU","Australia","out-debt-relief",2006,340119727.72
"AU","Australia","out-oda-net-excl-debt-relief",2007,2514839731
"AU","Australia","out-debt-relief",2007,308626869.05
"AU","Australia","out-oda-net-excl-debt-relief",2008,2721428321
"AU","Australia","out-debt-relief",2008,258326739.33
"AU","Australia","out-oda-net-excl-debt-relief",2009,2933346225
"AU","Australia","out-debt-relief",2009,3147447.06
"AU","Australia","out-oda-net-excl-debt-relief",2010,3277965802
"AU","Australia","out-debt-relief",2010,6498364.85
"AU","Australia","out-debt-relief",2011,9322022.56
"AU","Australia","out-oda-net-excl-debt-relief",2011,3633877935
"AU","Australia","out-debt-relief",2012,6138532.62
"AU","Australia","out-oda-net-excl-debt-relief",2012,3946739916
"AU","Australia","out-oda-net-excl-debt-relief",2013,3755739345
"AU","Australia","out-oda-net-excl-debt-relief",2014,3624209978
"AU","Australia","out-debt-relief",2015,7810000
"AU","Australia","out-oda-net-excl-debt-relief",2015,3485800000
"AT","Austria","out-oda-net-excl-debt-relief",1960,1281571
"AT","Austria","out-oda-net-excl-debt-relief",1961,35409619
"AT","Austria","out-oda-net-excl-debt-relief",1962,26941059
"AT","Austria","out-oda-net-excl-debt-relief",1963,47533941
"AT","Austria","out-oda-net-excl-debt-relief",1964,72379331
"AT","Austria","out-oda-net-excl-debt-relief",1965,113038752
"AT","Austria","out-oda-net-excl-debt-relief",1966,126194892
"AT","Austria","out-oda-net-excl-debt-relief",1967,146555925
"AT","Austria","out-oda-net-excl-debt-relief",1968,154853297
"AT","Austria","out-debt-relief",1969,12358639.36
"AT","Austria","out-oda-net-excl-debt-relief",1969,118406670
"AT","Austria","out-debt-relief",1970,12152137.68
"AT","Austria","out-oda-net-excl-debt-relief",1970,79290544
"AT","Austria","out-debt-relief",1971,14502125.45
"AT","Austria","out-oda-net-excl-debt-relief",1971,81243090
"AT","Austria","out-debt-relief",1972,8075121.78
"AT","Austria","out-oda-net-excl-debt-relief",1972,111571266
"AT","Austria","out-oda-net-excl-debt-relief",1973,212479602
"AT","Austria","out-debt-relief",1974,6901735.78
"AT","Austria","out-oda-net-excl-debt-relief",1974,267741337
"AT","Austria","out-debt-relief",1975,12083515.21
"AT","Austria","out-oda-net-excl-debt-relief",1975,306881008
"AT","Austria","out-debt-relief",1976,11475219.69
"AT","Austria","out-oda-net-excl-debt-relief",1976,184271593
"AT","Austria","out-debt-relief",1977,9286118.88
"AT","Austria","out-oda-net-excl-debt-relief",1977,363259213
"AT","Austria","out-oda-net-excl-debt-relief",1978,440039611
"AT","Austria","out-oda-net-excl-debt-relief",1979,330984724
"AT","Austria","out-oda-net-excl-debt-relief",1980,410749383
"AT","Austria","out-oda-net-excl-debt-relief",1981,585344998
"AT","Austria","out-debt-relief",1982,297882.19
"AT","Austria","out-oda-net-excl-debt-relief",1982,637522043
"AT","Austria","out-debt-relief",1983,275738.7
"AT","Austria","out-oda-net-excl-debt-relief",1983,434343597
"AT","Austria","out-oda-net-excl-debt-relief",1984,529739118
"AT","Austria","out-debt-relief",1984,263406.19
"AT","Austria","out-oda-net-excl-debt-relief",1985,729669989
"AT","Austria","out-debt-relief",1985,264394.47
"AT","Austria","out-oda-net-excl-debt-relief",1986,416222679
"AT","Austria","out-debt-relief",1986,231761.55
"AT","Austria","out-oda-net-excl-debt-relief",1987,341950873
"AT","Austria","out-debt-relief",1987,221239.3
"AT","Austria","out-oda-net-excl-debt-relief",1988,493010648
"AT","Austria","out-debt-relief",1988,212744.42
"AT","Austria","out-oda-net-excl-debt-relief",1989,481587952
"AT","Austria","out-oda-net-excl-debt-relief",1990,234110290
"AT","Austria","out-debt-relief",1990,4732515.42
"AT","Austria","out-oda-net-excl-debt-relief",1991,408463429
"AT","Austria","out-debt-relief",1991,5901795.81
"AT","Austria","out-oda-net-excl-debt-relief",1992,228358015
"AT","Austria","out-debt-relief",1992,33381025.02
"AT","Austria","out-oda-net-excl-debt-relief",1993,245975949
"AT","Austria","out-debt-relief",1993,26117366.86
"AT","Austria","out-oda-net-excl-debt-relief",1994,377891332
"AT","Austria","out-debt-relief",1994,31259021.2
"AT","Austria","out-oda-net-excl-debt-relief",1995,637435277
"AT","Austria","out-debt-relief",1995,42247215.12
"AT","Austria","out-oda-net-excl-debt-relief",1996,551430037
