"district_id","district_name","year","value"
"d18974","Baringo",2016,6712
"d18975","Bomet",2016,4622
"d18987","Bungoma",2016,5841
"d18988","Busia",2016,3924
"d18976","Elgeyo-Marakwet",2016,4909
"d18955","Embu",2016,7007
"d18965","Garissa",2016,4622
"d18968","Homa Bay",2016,5677
"d18956","Isiolo",2016,6252
"d18991","Kajiado",2016,8407
"d18989","Kakamega",2016,5272
"d18977","Kericho",2016,5602
"d18943","Kiambu",2016,9594
"d18949","Kilifi",2016,7908
"d18944","Kirinyaga",2016,7369
"d18969","Kisii",2016,5378
"d18970","Kisumu",2016,7673
"d18957","Kitui",2016,5478
"d18950","Kwale",2016,6470
"d18978","Laikipia",2016,6247
"d18951","Lamu",2016,7725
"d18958","Machakos",2016,8455
"d18959","Makueni",2016,6073
"d18966","Mandera",2016,3461
"d18960","Marsabit",2016,4493
"d18961","Meru",2016,7228
"d18971","Migori",2016,5072
"d18952","Mombasa",2016,10970
"d18946","Murang'a",2016,6394
"d18964","Nairobi",2016,14311
"d18979","Nakuru",2016,8634
"d18980","Nandi",2016,5284
"d18981","Narok",2016,8265
"d18962","Nithi",2016,7243
"d18972","Nyamira",2016,5781
"d18947","Nyandarua",2016,6694
"d18948","Nyeri",2016,9220
"d18982","Samburu",2016,4477
"d18973","Siaya",2016,5959
"d18953","Taita Taveta",2016,6917
"d18954","Tana River",2016,4952
"d18983","Trans-Nzoia",2016,6485
"d18984","Turkana",2016,4862
"d18985","Uasin Gishu",2016,7030
"d18990","Vihiga",2016,4637
"d18967","Wajir",2016,3784
"d18986","West Pokot",2016,3914
