"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"BD",369.0565206713,360.9182342341,363.1592181042,393.5579746513,421.5836496872,442.6255275118,523.7172295435,578.4619312498,666.9198831612,739.8040575747,824.5929417261,908.1564324984,935.0118356485,1034.8608788577
"BE",23745.1042555786,23497.7256753223,25419.5746838824,31250.2740664562,35990.9863962061,37261.3103427676,39318.2263334761,44967.108049352,49414.0368047613,44758.2376981118,45184.4972359663,48327.151679112,45617.6112569762,46405.7700762599
"BF",224.4991032004,233.4173625156,259.1650710098,330.2019215289,368.8624146461,405.4660988745,422.6739527416,474.4340386686,569.4308725463,552.6801221228,592.1933114607,649.6739352334,651.3038509816,651.2924050828
"BG",1594.8416426239,1786.559474218,2120.7192438223,2741.1015690178,3370.353215799,3796.4434948772,4260.0968894743,5354.1606841205,6773.1586556319,6514.3039444321,6377.7919977814,7246.13759824,6963.8338301929,7250.5109705765
"BH",13228.0093514446,12386.2722064719,12432.6108040369,13706.247947693,15326.5381941609,17686.4594717203,19054.2213436865,20760.243623063,22210.2393852181,17237.1215201517,18649.7313899256,19554.775985408,20427.1995497133,
"BI",132.5663997467,126.3970803477,115.3368228833,105.5509558749,118.2243736495,141.5056520958,157.2108467943,162.1190824743,186.3731564838,192.9922642073,218.2192477152,245.0800152028,250.0883533076,266.9695579802
"BJ",337.6944515514,346.4712496085,375.1563791009,459.0857545468,506.6340291988,530.4330230073,553.7482771415,631.9741817677,737.9760169427,708.9745441485,684.3789079432,743.8067341902,745.726314142,798.8921127713
"BM",,,,,,,,120442.947848601,120116.158289032,111902.401121336,110581.106811621,104203.224707267,105758.125250779,
"BN",18086.6040729232,16516.8367687562,16868.3920994668,18541.9245268614,21819.2867374174,25913.5783749983,30613.2768663747,32272.6883572777,37234.4486684862,27343.9814553753,,,,
"BO",961.9928692092,914.7861371686,870.7928800737,862.9047239333,913.0462682896,980.5585652103,1161.5154818099,1305.3066868697,1641.0195715967,1667.7181005155,1849.5880990107,2207.1692228493,2420.4594473188,2688.8581397594
"BR",3592.3862721607,3018.8304164582,2711.9113747586,2941.0746678881,3498.538176804,4603.3734720831,5644.8500636367,7045.7437175211,8418.4560620312,8207.8269284385,10780.1769369026,12339.0374822605,11142.627397562,10996.2009997658
"BS",20879.1415204914,21084.6378772627,22079.7235947566,21712.9156844853,21763.067617866,23021.8722651692,23361.0669145646,23892.2347382977,23503.7790664293,21665.0869413132,21366.2766506333,21136.2947716682,21509.4902677707,21775.5065266818
"BT",777.287965447,819.6477661787,883.9549297775,986.7743182404,1083.3145947345,1241.2041662503,1343.3888961008,1737.1144480508,1770.7958128118,1723.3681228373,2088.6289126411,2339.2306818073,2266.8259636409,2208.8231122347
"BW",3096.8564238411,3001.3847996102,2620.6360100963,3708.2933604787,4312.1434271884,4848.926735988,4933.7015070065,5326.3202209497,5420.1697749259,5056.4781343588,6701.3656471886,7677.3808711024,7266.0268684721,7262.4850263019
"BY",1268.3814577711,1239.3251555198,1476.5661827674,1822.0410365418,2380.9956544707,3132.1095573838,3836.6475747605,4692.9634009414,6294.6545093409,5058.9001515725,5696.3439747102,6233.7265213766,6566.4694198014,7289.3108844285
"BZ",3765.7280812789,3896.201255312,4009.5819252798,4198.2457634335,4464.535051313,3676.7301044425,3914.7610086564,3953.8978532195,4099.7187815115,4140.3530044915,4078.5307603817,4391.5257050715,4485.9107881257,4538.4288942453
"CA",23396.848198065,22904.2626094286,23381.2894585804,27330.6604369239,31137.9590561025,35288.1282495667,39601.4737874037,43674.0800454197,45692.4253197542,40044.8178425423,46544.5448256056,50837.1774212804,51470.1600192805,51192.7424030465
"CD",398.2979661398,146.6079672108,170.2515166319,170.89504465,190.3191233733,212.0571125866,248.7248448027,275.0551806008,303.9175653638,288.9395784922,332.0594185563,383.8319106234,421.7335121343,442.5838570754
"CF",247.7619086138,249.4597404189,260.7498577476,296.8864377711,322.6492478031,338.3272586992,362.6518857906,410.8774865793,468.9218609995,459.5630581164,455.5196882886,493.7623678012,479.2333463493,332.9609207747
"CG",727.7903834811,613.8274329961,661.8274761026,766.542231147,916.730299043,1138.1427499254,1400.0238446049,1536.1818491148,2261.8729469428,1746.8280335687,2194.7550382262,2535.5141816352,2430.6516303359,2484.4441687172
"CH",40332.672164805,40073.1467053138,42489.7041807732,51181.8979177139,56640.7632322344,59480.0537574046,61719.678447191,63696.4041214035,67485.6083711716,71100.983479624,78771.6508907644,88886.833043535,84939.5781669833,88775.3013618047
"CI",602.2485260982,603.6329586174,648.0768376611,769.835488129,861.1076069195,944.7429183315,967.6634191119,1088.3787363027,1277.4926375862,1254.8982984131,1263.2514454653,1258.0386607415,1319.4785984703,1470.8379126275
"CL",4946.8683914137,4465.4173059913,4306.846244975,4587.3948235202,5739.1965522409,6974.2777906553,8255.79401534,9259.1637164606,9917.8405987363,9485.3207698875,11828.8635605652,13706.6585226672,14586.9288960077,15101.044807326
"CM",545.8359265389,546.607380046,608.2065998039,760.379224755,869.742775316,887.6074942989,951.058016906,1043.6572303353,1169.1570057116,1157.3575931988,1132.5688409081,1242.3805883664,1199.4048933367,1300.8077174044
"CN",937.5636065561,1026.5597358179,1123.773820681,1265.7094070165,1486.4186100342,1718.7662995122,2065.4223429086,2657.3638822811,3435.1661375981,3742.0939561017,4413.9851462019,5395.013875146,6078.0561118535,6774.9414312868
"CO",2449.488426533,2361.5052590017,2312.2013920268,2184.0978751435,2657.3551971151,3271.001179927,3582.940040423,4489.4208532039,5193.515554668,4922.3230115888,5938.0385290943,6795.5864288107,7447.6316422373,7537.3843123974
"CR",3739.3253481027,3917.8527390639,4007.138816368,4013.6838736126,4275.7765791497,4573.096585288,5129.3741809037,5703.7838068249,6489.2892081582,6150.0419394083,7613.6115791536,8579.7931609986,9270.0618280459,9959.7898138118
"CU",2688.2906869343,2790.0136593869,2941.4429633098,3142.551355931,3331.1976204439,3720.4046943353,4612.3651679925,5100.4921925725,5301.5090785479,5416.6174225734,5618.680896824,5963.1298219333,,
"CV",1187.0326576648,1235.4679804442,1320.3949756066,1712.0801391617,1913.3643616561,1960.3424649693,2205.5222434328,3064.9066140459,3594.8264297402,3435.0521562072,3263.2151923396,3652.448888608,3412.1818645189,3643.0860337906
"CW",,,,,,,,,,,,,,
"CY",9230.8206823586,9520.0932030898,10416.5675967494,13049.0319233135,14893.6635703176,15778.3954653656,16749.409236164,19023.6451521266,23048.8772097756,20560.1403654843,20215.4810285543,22652.8378388787,19574.9253583279,18799.8916301397
"CZ",5884.5558697202,6414.8343338125,7733.5081179447,9417.5669571448,11130.4183414482,12715.5277099221,14239.3156299429,17161.0789111149,21179.7215550753,18311.5829128022,18277.4017820574,19993.2584406686,18431.4492209668,18444.2893330094
"DE",23523.3490668971,23449.6874162302,24873.5293327876,30064.757658694,34379.5271380453,34995.395020472,37083.6563473704,42455.5005294265,46193.5881040306,42671.3254853737,42600.7677226328,47050.849478322,45086.8870810312,47460.7434903329
"DJ",784.3821432672,797.1813152486,814.6081984434,891.3495374693,954.6813974321,999.0184955929,,,,,,,,
"DK",30114.5250894446,30322.3698365842,32838.4051060179,40209.4470830008,46690.521994263,49187.9960851986,52671.4499476944,58799.715386314,64898.9072962987,58476.2710038484,58597.2558273427,62584.057795142,58994.3221691503,61899.9284964336
"DM",4255.6192123882,4565.207115992,4437.5177620835,4611.5366025293,4855.1502083185,4840.8250616654,5412.259055029,5780.9062688043,6353.7148596984,6833.9791706575,6796.7415192435,6976.7671055027,6928.5568146309,6980.1618349236
"DO",2649.6907718094,2705.1280038476,2844.7521253157,2190.9630716286,2209.0204014406,3432.1180059169,3598.5945899415,4357.2559089091,4758.4628304357,4670.8792343184,5126.9825804596,5522.7385091526,5653.760943602,5609.1248537909
"DZ",1641.8967116358,1653.1562243256,1675.2603069716,1981.8897379552,2444.9336692533,2903.6774207388,3263.2017177626,3795.0490586914,4750.2927680791,3737.923512275,4343.8680596889,5221.5978185186,5249.6634439664,5260.8390990924
"EC",1349.7161478254,1809.998733263,2094.9240144371,2329.9022515841,2568.6862480266,2881.0198581984,3207.0145811642,3436.9471777383,4157.1651474374,4150.0484466969,4567.4784442072,5119.6526201686,5571.8762086678,5911.0942911109
"EE",3934.7086869222,4314.3473789996,5094.0421118643,6814.5105550368,8411.8857341015,9880.3777033087,11825.8500107662,15318.7518781514,16897.9423135316,14091.4132047973,13699.0732924013,16066.7048798476,16126.5223952013,18126.3112050925
"EG",1523.6648880748,1468.7106494359,1287.596804435,1192.7643277079,1113.889794361,1245.9598742801,1479.8449677613,1773.6191599206,2174.7757329586,2463.5355693739,2747.6537035433,2896.3831404355,3175.8058540613,3224.1613199159
"ER",179.4323502519,182.8577115712,168.9141219495,192.4151567356,234.4345719514,224.3487568978,238.8184394312,251.5903076598,254.2536688317,331.1569559953,365.3289414211,435.5735437189,499.7510911083,538.8923572607
"ES",14732.8271045214,15196.6087153644,16830.5522085363,21321.9770859454,24690.8949383526,26126.6339168383,27985.2483885345,31916.9144014004,34625.1975829973,31738.4922002152,30305.153217914,31433.5734628235,28749.2228610416,29657.1593958003
"ET",123.927614722,120.3704094447,111.4706567749,118.8720612761,135.9267229737,162.3433747632,194.6886712103,245.1719644486,327.8438632874,381.8539568315,342.4476571584,356.6638249547,471.1116456503,503.9109785048
"FI",24102.1952552534,24903.1998408638,26919.5965540886,32621.0518521531,37898.9061568747,39123.1879858851,41489.9127807396,48409.2559258195,53462.764606987,47694.5406622486,46819.6008764668,51010.2311093427,47479.0130940857,49294.8955649026
"FJ",2115.9088150391,2020.5941733153,2275.6956288431,2835.132066606,3330.6622506853,3708.3665420847,3601.4143600705,3985.544163698,4071.9190840563,3353.9344241911,3536.2258125242,4069.8699109712,4238.166321041,4284.1827538263
"FM",2229.706785814,2288.652608006,2301.6666199303,2333.2890203715,2317.7189772461,2435.029849903,2476.317582272,2534.5899502365,2571.3334226492,2830.9492897878,2944.2389909187,3110.2171642946,3320.6644421877,3314.8142425325
"FO",23731.5168742337,25151.7238994378,27401.9972984859,31915.6746915625,35870.0385593047,36054.86598043,40882.7239243939,47066.4146991161,48654.4795669442,,,,,
"FR",22886.6492991576,22933.1492700966,24522.6669305579,30063.8756743506,34370.4481703258,35490.3961846673,37279.5581751855,42466.6579558778,46387.1216491115,42374.7484290547,41537.0576832476,44818.4755327485,41547.5745620696,43241.0463202182
"GA",3499.8274970686,3253.1579161618,3464.3164135257,4059.6357434908,4444.2388976524,5587.7786946389,5794.1329372705,6965.5620234519,9330.9877222336,7254.8676086377,8269.7490197414,10392.5887233271,9826.3612698246,10347.5986447418
"GB",26447.1644053096,26100.4488302904,28638.1384930379,33103.4402285947,38972.0227769248,40858.7868262101,42886.218211568,48781.7979522447,45247.1439519103,37139.0258279759,38786.060017973,41446.4882247907,40923.3359866265,41467.2523719292
"GD",4785.438039756,4703.03814765,4826.1029745639,5280.1708065918,5201.1612956018,6479.6664082913,6486.691874879,6927.4947270867,7536.332739676,6790.6139871136,6984.7076845917,7108.0947694006,7258.0400472114,7611.009725488
"GE",718.5494323609,741.3748609338,782.0604900161,925.160495969,1205.1536380057,1484.2239498785,1802.0773526603,2326.4120465318,2892.5276470186,2421.0976524065,2563.8364047341,3125.3556661871,3496.0712410092,3537.0450253524
"GH",256.8861724234,269.8742778875,305.0978474659,367.8384927735,416.7518285846,495.7388555405,924.148253452,1092.8596180471,1229.4159980172,1092.5624682033,1304.0927816093,1543.4238306517,1560.8976021962,1814.5106804591
"GL",18563.7392704626,18759.4311801242,20111.3474889152,24481.9299568396,28112.0471789285,29194.5088434179,29194.0835593758,36109.6236053399,26684.9163826161,20336.677698276,,,,
"GM",612.5008276757,518.0314723954,417.3116905072,339.0463102537,400.9943732246,418.8772724773,424.9991793292,505.4359787395,595.8121131773,535.9079156462,548.5407753594,502.1338992234,493.8978444361,473.564254347
"GN",334.1178059594,308.7289228432,322.4733254784,347.760609201,361.9745178403,277.5527423812,254.7174543878,374.6131457384,387.0860085986,387.7896936804,395.5738919696,414.3526468146,455.847884423,485.0242083801
"GQ",1304.1959257322,1099.1867218365,1489.6298801775,1625.5423280544,2528.1625473777,6912.9912730598,12011.8632394609,13201.1321366816,15728.4320170206,13405.9366433676,13833.1233109297,17266.4905572098,15370.3946999576,14179.9933726457
"GR",11982.7996968532,12511.226501959,13980.5965609293,18245.6061375578,21467.964708614,22337.0542976403,24066.9730005005,27780.8782977912,30698.3303623253,28794.5429931032,26310.5940097121,25261.4060343895,22636.4539572664,21949.6737225362
"GT",1701.5913861814,1623.3510504937,1742.4437736078,1791.8064451682,1904.5570200036,2107.9427072608,2273.9395539521,2498.168164109,2798.7947167367,2618.6335233828,2797.9288694632,3128.1542324802,3254.749685984,3397.7644044366
"GU",,,,,,,,,,,,,,
"GW",280.9783916275,289.1405553917,305.8972252299,342.0518456017,374.4825889728,404.7511746271,403.565900669,466.0627881674,560.7530582364,525.8985988181,533.5698364578,679.0431528086,575.785816004,563.1708030782
"GY",887.2833816227,852.1592049563,888.8341004677,917.1745038561,892.7481524931,1020.8363577338,1848.1726296012,2212.6147776435,2459.5183805378,2571.9200094744,2890.1997885835,3246.1404836626,3614.7721912722,3775.2370909428
"HK",25963.5408852213,25811.7748685641,24825.4029447962,24591.8761514233,25457.654603081,26790.6416955322,28890.9305683161,31572.806269248,33370.7493748024,31618.0013767783,33238.9453603257,36102.1550992703,37238.6995778939,38880
"HN",1104.2037404493,1148.6095432236,1151.6864245072,1173.4261481787,1230.6189926515,1336.3162580584,1465.4474927488,1654.7160997187,1828.0049840434,1914.1830613866,1982.6891365196,2156.2900768954,2177.2870491691,2128.9343449637
"HR",4827.7856882061,5151.2075545045,5960.1253527027,7553.592081982,9215.9225474206,10010.3887233228,11096.4453781532,13267.2922756988,15454.7400270785,13687.5898703974,13121.6019164372,14142.1272775312,12838.8919278894,13265.0745027865
"HT",,,,,409.3533098217,456.5344623334,520.4553157954,618.8453967609,680.0059400794,675.612139308,671.4380077604,753.3080074643,782.2726410796,825.852982919
"HU",4391.7876394909,4997.7756913912,6297.027377373,7989.9075353974,9700.0849790831,10526.7488610413,10773.3108802477,12880.7511699739,14639.3950780758,12318.1992786339,12353.6715865554,13312.6388237464,12239.1703044707,13089.9026769767
"ID",719.4311127563,676.56625463,801.6153960677,1034.8454537136,1107.3559373198,1211.4972756636,1532.8192629865,1794.3281011677,2100.8566859248,2192.5167794733,2863.9399482671,3368.3202597338,3446.4739359464,3367.710063334
"IE",22692.9580978426,23786.2211356089,26752.64951435,34861.8210688747,40489.2854563171,43378.0602195142,47123.4309990531,52799.5140649729,52663.700366897,42804.3987542375,40275.385376155,42247.4771641459,39949.8833307136,42967.339755719
"IL",19166.6401653681,19168.3491225346,17552.5114155251,18026.0699283974,19240.5639594654,20135.6401783524,21480.6413655245,24579.1841339257,28720.1729422067,26903.6550176339,29876.8298441681,32817.9968580185,31692.3076923077,35266.3970022582
"IN",452.5091670878,462.2431236698,483.4385003079,561.2154227187,645.2270434111,734.8806649071,823.7389773639,1064.286994533,1035.9913353619,1140.5063289342,1402.1777033212,1526.4794285522,1485.6470539057,1481.9354055472
"IQ",,,,,1373.192581666,1851.7228625661,2353.0632589791,3143.0836154949,4711.1724638291,3804.5036270855,4525.1043362946,5842.1877568087,6664.0864143268,6853.509822226
"IR",1537.4508056707,1730.3636156738,1689.408021944,1936.7793766063,2312.1875438316,2687.0505213337,3089.6950464677,3940.9981606958,4619.4591596439,4468.0419010637,,,6583.705163543,4768.0503953353
"IS",30803.0244341317,27671.8996308357,31832.2850067647,38435.5502467869,44953.6769688504,54342.4349349923,52792.71011449,65408.5004974869,44095.2646732658,32898.1142672347,34939.6372951915,40140.2374535287,39941.6431889896,46584.9968607006
"IT",19979.2392652552,20342.2256779835,22102.5577960023,27258.6405614078,31127.499719296,32008.5650581261,33539.3282939924,37732.0973176671,40280.6676441021,36953.4903456472,35783.7791751284,38240.5030400333,35058.9506496983,35864.29550936
"JM",3345.2660921167,3321.4469119067,3484.0752588755,3374.4738821082,3640.3368960327,3936.8137305895,4995.5210396217,4567.7419703652,4908.1534966807,4272.7193910164,4733.2397221074,5147.134263241,5303.2386253811,5048.8548353591
"JO",1784.12723473,1857.7954567826,1916.8831184994,1999.045105732,2208.3288204159,2388.662860839,2801.6563549494,3143.2799561915,3917.6184628414,4112.5354016906,4336.4299525306,4623.1607082996,4847.3676392846,5161.6434971358
"JP",37765.6656419957,33259.3256730293,31738.7892816509,34248.9703878858,37120.561047581,36615.482144115,35075.612887066,35247.4255649278,39244.3340085404,40569.0878181038,44277.5180589973,47642.3073854093,48158.3434636766,40053.5985072431
"KE",401.9673952575,399.6249710713,394.7255828423,434.6976521553,457.9852096504,523.4406967886,700.6850649084,842.703400566,924.9536569994,928.4896455303,974.169403802,998.4304584306,1162.3321535543,1238.5602586491
"KG",262.8813169606,296.4559270793,310.1442711443,368.2094503599,413.3222516504,459.3956775656,533.8688410241,711.9050316984,927.529608551,837.5305418609,824.041989574,1004.3799454176,1147.7759175703,1212.6693866597
"KH",289.1220045601,308.0864192879,322.3175435758,346.4706982614,389.6569182014,449.6502262132,513.1535823465,601.9561761563,711.3242898148,702.1474662627,744.7349912784,839.4465962365,902.078778129,957.1325502213
"KI",1320.3747390926,1295.1060004035,1348.0546474901,1559.3463494752,1740.9658012503,1781.0739974356,1731.9940426087,1939.5997601739,2106.8699542349,1872.9753562822,2166.866176606,2374.6952060453,2563.2038080686,2471.3445291204
"KM",382.806046995,407.4105076609,442.3956300762,554.2816428305,625.1938290607,630.3985755735,656.3778302943,729.1544215913,803.8765967802,785.1914182169,774.9633466602,835.5532187211,794.0164551228,840.1488649739
"KN",8562.0253161778,9214.7009196348,9432.915843525,8800.8897900543,9546.4623014808,10338.6642117259,12117.5195090621,12940.374236301,13706.1617276463,13048.0763372059,12669.4866098716,13184.6663834929,13215.5632408928,13862.9832610581
"KP",,,,,,,,,,,,,,
"KR",11861.6125629894,11178.789899657,12736.9434313369,14164.1821797226,15889.327544892,18511.6451577407,20838.9383383501,23031.3596220657,20473.4761280065,18295.2971570637,22173.4848108593,24298.1841499221,24705.0057013936,26209.2527929644
"KW",23301.0993856463,20090.5017701671,20243.0059861383,24210.6367326245,29424.0267343087,38313.3369630634,46547.9049161408,49757.7223552988,58524.0807469115,40452.5873109103,42156.3187345817,52845.6286273424,,
"KY",,,,,,,,,,,,,,
"KZ",1144.743691759,1407.6764380397,1582.1599002164,1950.9759488519,2683.579648884,3416.9911768836,4674.0631459169,5934.6500678886,7280.5282633661,6381.0295114537,7883.795080881,9683.4495005013,10444.438158167,12124.4844022964
"LA",308.1517610162,310.7081000605,305.4658625543,339.9061129166,398.2020567415,461.0561193,553.3269204349,677.7290421298,845.1395283075,904.2528214886,1049.6549021196,1175.1291624663,1316.7417902994,1566.2015636672
"LB",5434.0957915299,5234.6173588277,5200.9949943168,4510.8733181396,5225.6897299707,5292.6703535234,5387.4767545063,6115.6903531633,6991.5039401943,8220.4285167335,8638.6213996386,9104.8484275998,9852.3840273471,10056.5066642939
"LC",4691.3032730377,4360.3594377561,4404.3029753397,4667.234849103,4993.5881041233,5217.150913202,6038.792046905,6320.9340695508,6365.2653270346,6458.0375856164,6791.1514230793,7082.481790139,7007.0664620999,7188.7878402177
"LI",73572.7950623999,66946.4514712472,70160.1767245203,76955.3578102575,82977.2656989403,89979.9025043178,100148.853088957,116732.095417469,123440.793266258,134356.687902708,,,,
"LK",838.4530474819,822.7131061872,890.6128536547,975.8751260627,1052.6186794958,1227.1836703319,1403.8960962836,1596.7931418235,1965.9536272939,2033.3764017604,2370.1332803467,2804.4694004504,2862.0085919914,3191.063763023
"LR",177.7559941535,121.5498354325,123.4908438639,84.2129656599,96.8397399646,120.6195145493,133.5469699015,166.0357971822,187.9918934063,264.4412132599,281.278243755,348.200830846,377.4138973639,407.7771204382
"LS",546.5039609961,574.4627940155,532.6535022517,772.2019215729,939.2331013974,970.6927627575,964.8048523691,1035.2629201384,1029.4445088959,1059.4240592239,1291.2591172077,1539.3684671616,1394.8045590031,1379.3873037145
"LT",3211.9686724183,3451.4903979408,4063.0125704786,5306.1648468192,6495.8285566652,7731.6591574247,9062.5098059304,11713.6946870201,14372.3336300599,11920.6695625176,11613.3943925674,13697.1437811972,13717.7169828498,14977.1659817037
"LU",36257.9172129269,36962.7993884831,42625.1069759624,51044.8508845737,60852.4004082123,70211.7416039281,64221.8182854918,83194.8284224978,89256.8406323544,66151.8117010826,67211.7594767168,74621.1261645191,68626.8454833448,70305.2174605395
"LV",3300.5035467044,3565.4719553991,4043.8357226926,4873.1431999318,5938.1373231315,7028.3163486316,8684.8232921933,12601.3984529558,15212.703224879,12992.9065331758,11718.2571818141,13926.7540953601,13929.1446341503,15338.9566565759
"LY",,,3765.1788446497,4537.0201666651,6017.5441047757,7814.7092207456,10122.1538826778,12810.2551334219,15915.5700866372,10392.7010300411,,,,
"MA",1255.7651343396,1266.0515938786,1345.8181585942,1648.7879213384,1874.3705765241,1950.5240865654,2128.7180655156,2421.0351694321,2823.798106299,2830.2474987022,2790.7170803,2998.1767306237,2850.0355623417,3058.7900260996
"MC",82537.4464636389,82537.2638880307,88995.5906654825,108862.794255035,123263.613147004,126599.403277331,135688.799877797,170632.956216263,193892.322255226,,,,,
"MD",359.9277666288,434.1163107311,488.9643536324,613.0857472472,814.3219358231,930.9623677433,1062.4483799968,1347.2211892388,1865.3766505103,1615.651067533,1773.1897387596,2131.3799590785,2282.4775046853,2485.6702882832
"ME",1691.657000373,1991.4563689138,2214.8057469481,2945.6147464822,3547.2634584411,3705.7290393297,4444.2947504596,6015.2469116219,7444.7721373509,6725.1839240049,6589.5942800745,7312.2747662106,6625.5022001961,7246.8690517764
"MF",,,,,,,,,,,,,,
"MG",241.8046287758,275.3272096107,258.4841684369,312.800323161,241.2093301343,271.1726510101,288.5960229949,376.1634741748,469.8670145736,412.7179483301,410.0327873503,448.3555422513,431.9873889798,448.3872365408
"MH",2822.0621383793,2924.0936608922,3096.6016928357,3121.5329502063,3221.1576026424,3434.4500364978,3537.8791951463,3684.9434324065,3711.5149775098,3673.7280525783,3781.2237735561,4014.9785693876,4067.3294643707,4303.3742447847
"MK",1713.7580912311,1651.1169072848,1805.7028008991,2256.8764187603,2626.8831568642,2811.738623206,3120.1995242146,3706.198359264,4628.5544554927,4394.6260579332,4379.847525183,4872.7368987922,4534.553093573,4798.3991817415
"ML",233.1646601356,233.2454689907,285.1001004166,374.5719053842,404.3233133753,426.9793674167,475.859570591,538.0169632479,641.2621512115,627.4295890436,643.7366357592,707.1363851612,660.2906394502,671.3485848912
"MM",,,,,,,,,,,,,,
"MN",472.0375549589,523.2075816982,569.7601954134,641.5784188982,793.5949308723,978.2583975789,1317.2080636188,1594.3145909857,2070.0040598838,1642.0781948213,2079.1832624456,2874.9127208574,3351.5656213302,3786.9582127688
"MO",14349.5821901474,14168.1521457268,15752.3883395249,17271.6683972657,21180.3044017778,23584.0612561385,27284.1766435741,36558.4117468157,36607.9719680491,37258.6950252772,47455.5018536323,58279.3710473422,67823.3448866075,
"MP",,,,,,,,,,,,,,
"MR",404.3390047247,390.2476066695,443.4266173542,452.8081763731,511.2600086731,611.0427269526,810.7253295768,862.6148856604,1041.6144968844,841.6028733159,954.3790251619,1074.9725645417,992.6029544213,1000.649395097
"MT",10116.776391522,10067.0581332628,10919.0082607477,12780.6320079683,13890.7120976504,14140.1218347143,15187.8599213438,17734.4128745783,20633.5366347565,18562.5916984462,19242.4980241636,21219.4363006525,19732.8069041971,21135.7759295222
"MU",3835.9060531329,3792.0729547347,3950.2030200067,4563.2410086269,5165.8675645743,5047.8007493246,5393.0662945099,6323.5557547864,7657.4196095588,6896.2601691565,7678.2394786888,8772.2791817743,8890.7174656725,9213.2971658632
"MV",2179.1018038828,2701.3771183299,2742.2173525074,3085.3858237655,3445.7843353105,3231.3559806571,4169.655101131,4226.5208458372,5103.9326382937,5356.4400957267,5596.6793493279,5435.1446211035,5149.6479249029,5658.9521568127
"MW",150.7889563358,144.8279161633,219.7401960529,194.7232607869,205.2077003023,210.0758456685,231.3715905312,264.4701377988,300.9151164642,341.1543111811,352.3529146791,356.6107866127,257.9840192203,218.4367727875
"MX",6436.9671884024,6748.2231823757,6829.4415050098,6486.3864685665,6945.7234789597,7682.1093874132,8443.131582171,8997.1957059141,9398.4381172232,7593.8163701885,8840.0355311542,9657.0718233114,9655.1457172747,10088.3331814657
"MY",3679.7327832485,3596.170711529,3860.5438571103,4189.2029032263,4664.9944733094,5309.3110653192,6000.5854044377,7066.6546977139,8207.279461825,7132.6264494074,8465.1081037925,9820.1368004582,10040.3807437686,10173.6163164711
