"id","entity-name","year","value"
"d101",,2011,92
"d101",,2012,89.8
"d101",,2013,99
"d101",,2014,100
"d102",,2011,67
"d102",,2012,71.1
"d102",,2013,
"d102",,2014,81.6
"d103",,2011,86
"d103",,2012,82.6
"d103",,2013,88
"d103",,2014,68.8
"d104",,2011,61
"d104",,2012,61.4
"d104",,2013,61
"d104",,2014,65
"d105",,2011,60
"d105",,2012,59.3
"d105",,2013,53
"d105",,2014,70
"d106",,2011,69
"d106",,2012,76.8
"d106",,2013,71
"d106",,2014,83.1
"d107",,2011,75
"d107",,2012,71.5
"d107",,2013,66
"d107",,2014,66.7
"d108",,2011,67
"d108",,2012,69.9
"d108",,2013,64
"d108",,2014,70.4
"d109",,2011,84
"d109",,2012,57.8
"d109",,2013,85
"d109",,2014,88
"d110",,2011,93
"d110",,2012,64.5
"d110",,2013,80
"d110",,2014,76.4
"d111",,2011,97
"d111",,2012,96.1
"d111",,2013,98
"d111",,2014,100
"d112",,2011,74
"d112",,2012,65.7
"d112",,2013,63
"d112",,2014,78.3
"d113",,2011,70
"d113",,2012,69.9
"d113",,2013,73
"d113",,2014,68.3
"d114",,2011,96
"d114",,2012,97.8
"d114",,2013,99
"d114",,2014,100
"d115",,2011,73
"d115",,2012,62.8
"d115",,2013,72
"d115",,2014,80
"d116",,2011,62
"d116",,2012,70.9
"d116",,2013,79
"d116",,2014,78.1
"d117",,2011,67
"d117",,2012,
"d117",,2013,66
"d117",,2014,80.6
"d118",,2011,60
"d118",,2012,
"d118",,2013,78
"d118",,2014,87.5
"d119",,2011,69
"d119",,2012,58.1
"d119",,2013,75
"d119",,2014,91.7
"d120",,2011,67
"d120",,2012,
"d120",,2013,48
"d120",,2014,100
"d121",,2011,69
"d121",,2012,61.9
"d121",,2013,76
"d121",,2014,81.8
"d122",,2011,60
"d122",,2012,
"d122",,2013,73
"d122",,2014,91.3
"d123",,2011,86
"d123",,2012,76.2
"d123",,2013,69
"d123",,2014,85.7
"d124",,2011,60
"d124",,2012,
"d124",,2013,64
"d124",,2014,93.9
"d201",,2011,71
"d201",,2012,79.9
"d201",,2013,84
"d201",,2014,71.9
"d202",,2011,67
"d202",,2012,77.6
"d202",,2013,78
"d202",,2014,83.9
"d203",,2011,65
"d203",,2012,87.9
"d203",,2013,89
"d203",,2014,86.7
"d204",,2011,75
"d204",,2012,66.7
"d204",,2013,59
"d204",,2014,65.8
"d205",,2011,66
"d205",,2012,84.4
"d205",,2013,83
"d205",,2014,84.1
"d206",,2011,78
"d206",,2012,88.9
"d206",,2013,93
"d206",,2014,94.4
"d207",,2011,96
"d207",,2012,96.8
"d207",,2013,87
"d207",,2014,59.1
"d208",,2011,64
"d208",,2012,83.5
"d208",,2013,89
"d208",,2014,73.3
"d209",,2011,81
"d209",,2012,75.8
"d209",,2013,72
"d209",,2014,72.1
"d210",,2011,93
"d210",,2012,97.8
"d210",,2013,91
"d210",,2014,96.3
"d211",,2011,82
"d211",,2012,80.6
"d211",,2013,67
"d211",,2014,46.9
"d212",,2011,60
"d212",,2012,26.7
"d212",,2013,67
"d212",,2014,39.8
"d213",,2011,120
"d213",,2012,83.9
"d213",,2013,66
"d213",,2014,88.9
"d214",,2011,81
"d214",,2012,84.4
"d214",,2013,85
"d214",,2014,88.6
"d215",,2011,85
"d215",,2012,84.9
"d215",,2013,82
"d215",,2014,89.6
"d216",,2011,91
"d216",,2012,96.8
"d216",,2013,93
"d216",,2014,96.8
"d217",,2011,95
"d217",,2012,94.8
"d217",,2013,97
"d217",,2014,95
"d218",,2011,52
"d218",,2012,56
"d218",,2013,77
"d218",,2014,70
"d219",,2011,90
"d219",,2012,95.6
"d219",,2013,93
"d219",,2014,100
"d220",,2011,100
"d220",,2012,100
"d220",,2013,74
"d220",,2014,100
"d221",,2011,75
"d221",,2012,82
"d221",,2013,78
"d221",,2014,93.8
"d222",,2011,80
"d222",,2012,83.1
"d222",,2013,76
"d222",,2014,90.5
"d223",,2011,94
"d223",,2012,94.9
"d223",,2013,99
"d223",,2014,96
"d224",,2011,74
"d224",,2012,84.2
"d224",,2013,88
"d224",,2014,90
"d225",,2011,85
"d225",,2012,76.1
"d225",,2013,62
"d225",,2014,82.6
"d226",,2011,66
"d226",,2012,85.2
"d226",,2013,80
"d226",,2014,70.6
"d227",,2011,93
"d227",,2012,
"d227",,2013,73
"d227",,2014,84.6
"d228",,2011,78
"d228",,2012,157.1
"d228",,2013,95
"d228",,2014,100
"d229",,2011,65
"d229",,2012,
"d229",,2013,77
"d229",,2014,80
"d230",,2011,71
"d230",,2012,
"d230",,2013,86
"d230",,2014,84.8
"d231",,2011,64
"d231",,2012,41.7
"d231",,2013,65
"d231",,2014,80
"d232",,2011,82
"d232",,2012,93.2
"d232",,2013,86
"d232",,2014,92.9
"d301",,2011,107
"d301",,2012,65.5
"d301",,2013,79
"d301",,2014,78.4
"d302",,2011,96
"d302",,2012,95.3
"d302",,2013,94
"d302",,2014,93.2
"d303",,2011,79
"d303",,2012,63.3
"d303",,2013,80
"d303",,2014,46.8
"d304",,2011,77
"d304",,2012,86.1
"d304",,2013,82
"d304",,2014,93.8
"d305",,2011,108
"d305",,2012,75.7
"d305",,2013,80
"d305",,2014,74.5
"d306",,2011,45
"d306",,2012,54.8
