"district_id","district_name","year","value","value_ncu"
"d314","Abim",2014,15.49260684,37663.16248
"d314","Abim",2015,13.78644081,38922.14978
"d314","Abim",2016,10.17137198,36722.06151
"d314","Abim",2018,3.58592961449166,16802
"d314","Abim",2019,5.11766493428732,23979
"d301","Adjumani",2014,10.60097367,25771.40168
"d301","Adjumani",2015,12.48566368,35249.77032
"d301","Adjumani",2016,9.469461349,34187.92892
"d301","Adjumani",2017,15.38461311,60312.06972
"d301","Adjumani",2018,4.62167038458618,21655
"d301","Adjumani",2019,6.59348348471048,30894
"d322","Agago",2014,6.844096678,16638.27966
"d322","Agago",2015,6.895255827,19466.82134
"d322","Agago",2016,5.013881524,18101.79257
"d322","Agago",2017,3.446658079,13511.88235
"d322","Agago",2018,1.97544128745,9256
"d322","Agago",2019,3.04212836120487,14254
"d323","Alebtong",2014,3.936154262,9568.952409
"d323","Alebtong",2015,3.442005984,9717.538726
"d323","Alebtong",2016,2.501598025,9031.607218
"d323","Alebtong",2017,1.578194031,6186.970564
"d323","Alebtong",2018,1.05900385353575,4962
"d323","Alebtong",2019,1.99336880129462,9340
"d315","Amolatar",2014,5.514173509,13405.1819
"d315","Amolatar",2015,4.716624756,13316.06742
"d315","Amolatar",2016,3.568047669,12881.84783
"d315","Amolatar",2017,2.70013133,10585.28465
"d315","Amolatar",2018,1.64079436235043,7688
"d315","Amolatar",2019,2.56171367472583,12003
"d324","Amudat",2014,5.506212856,13385.82923
"d324","Amudat",2015,4.339989092,12252.74223
"d324","Amudat",2016,3.210325661,11590.35149
"d324","Amudat",2017,2.853614248,11186.98145
"d324","Amudat",2018,1.13263471396901,5307
"d324","Amudat",2019,2.28746539745992,10718
"d216","Amuria",2014,4.431763867,10773.79968
"d216","Amuria",2015,3.650748811,10306.86556
"d216","Amuria",2016,2.682536418,9684.855451
"d216","Amuria",2017,5.041530278,19764.23609
"d216","Amuria",2018,1.79019031105559,8388
"d216","Amuria",2019,2.12248958553265,9945
"d316","Amuru",2014,7.090999579,17238.51073
"d316","Amuru",2015,6.237730585,17610.48319
"d316","Amuru",2016,4.750558042,17151.10656
"d316","Amuru",2017,2.419126814,9483.666833
"d316","Amuru",2018,1.44978097079168,6793
"d316","Amuru",2019,3.05941560669789,14335
"d302","Apac",2014,5.702769585,13863.6667
"d302","Apac",2015,5.635609569,15910.56334
"d302","Apac",2016,4.275562396,15436.21309
"d302","Apac",2017,3.923161178,15379.91036
"d302","Apac",2018,3.15844377841103,14799
"d302","Apac",2019,2.34786404529358,11001
"d303","Arua",2014,3.329906915,8095.140248
"d303","Arua",2015,3.393405168,9580.327951
"d303","Arua",2016,2.551485553,9211.717911
"d303","Arua",2017,3.172362831,12436.56677
"d303","Arua",2018,1.24980382231063,5856
"d303","Arua",2019,2.17435132201173,10188
"d217","Budaka",2014,4.265688294,10370.06315
"d217","Budaka",2015,3.343869692,9440.478424
"d217","Budaka",2016,2.544577793,9186.778584
"d217","Budaka",2017,1.870665621,7333.542581
"d217","Budaka",2018,1.44444540119507,6768
"d217","Budaka",2019,2.5546707228583,11970
"d218","Bududa",2014,4.847692431,11784.93907
"d218","Bududa",2015,4.508004895,12727.08774
"d218","Bududa",2016,3.153717023,11385.97534
