"district_id","2014","2015","2016","2018","2019","2017"
"d314",15.49260684,13.78644081,10.17137198,3.58592961449166,5.11766493428732,
"d301",10.60097367,12.48566368,9.469461349,4.62167038458618,6.59348348471048,15.38461311
"d322",6.844096678,6.895255827,5.013881524,1.97544128745,3.04212836120487,3.446658079
"d323",3.936154262,3.442005984,2.501598025,1.05900385353575,1.99336880129462,1.578194031
"d315",5.514173509,4.716624756,3.568047669,1.64079436235043,2.56171367472583,2.70013133
"d324",5.506212856,4.339989092,3.210325661,1.13263471396901,2.28746539745992,2.853614248
"d216",4.431763867,3.650748811,2.682536418,1.79019031105559,2.12248958553265,5.041530278
"d316",7.090999579,6.237730585,4.750558042,1.44978097079168,3.05941560669789,2.419126814
"d302",5.702769585,5.635609569,4.275562396,3.15844377841103,2.34786404529358,3.923161178
"d303",3.329906915,3.393405168,2.551485553,1.24980382231063,2.17435132201173,3.172362831
"d217",4.265688294,3.343869692,2.544577793,1.44444540119507,2.5546707228583,1.870665621
"d218",4.847692431,4.508004895,3.153717023,2.34871773642904,3.38083031919786,3.879797249
"d201",4.210866894,3.349209597,2.523252716,1.67579569890421,2.62638077823678,0.065002578
"d420",3.384602049,2.938792052,2.150221129,,,
"d117",4.016906889,3.810219123,2.922556028,1.27648167029369,1.80897151603567,0.648101668
"d219",3.447254683,2.910973527,2.346630177,1.16699578217119,2.10947079571691,1.566326682
"d118",3.823025261,3.593503683,2.739606392,1.44401855562734,2.51091905216608,
"d220",11.46789021,10.11660515,7.522074633,4.06164899972568,5.7397923492524,
"d225",3.996130895,4.138093031,3.225235777,2.42320228799776,3.47793768585622,3.309015777
"d416",4.594810804,6.732279538,4.847301121,3.8606047373253,5.29715349551738,4.691044665
"d401",8.24914118,7.386567892,5.389893161,3.94191881797768,5.40002327734008,4.982392129
"d402",8.818088739,6.366458731,4.655562118,2.19996205607547,2.78111229653856,0.521480067
"d202",3.636236113,2.912799361,2.193813582,0.19122681434261,0.549990514018868,2.056778056
"d221",4.741634544,4.583110795,3.46261165,2.4157324905625,3.6482490673801,2.679163684
"d119",6.894421262,6.246809877,4.843248586,4.7791763990782,6.30621641762883,4.371895068
"d120",6.817665264,6.073793668,4.855154216,1.89668828020399,2.92538609843097,3.78040662
"d226",1.731393978,1.721587182,1.240243212,,,1.088425024
"d317",5.573357153,4.74138277,3.607419619,1.69969905069704,2.73992169925271,2.762891443
"d121",2.598752389,2.61007394,2.059879669,,,1.826236328
"d304",5.351242171,4.199078469,3.835385967,0.241594591334637,0.634292513645353,1.538632621
"d403",3.501637089,0.211777839,1.351185328,0.68700794125989,0.671854923605509,1.22242555
"d417",4.631458243,4.166319481,3.264299655,1.38980916852575,1.66341717744007,3.268070775
"d203",,5.566360221,4.203640643,1.90074331309741,2.19206541307248,0.158416175
"d418",3.09948373,2.242494207,1.679329478,1.22312597432756,1.95281847236036,1.990038837
"d204",,5.376715904,5.124541401,2.50259556359536,3.58123431324664,1.13395202
"d318",11.95681721,8.858759092,6.265242009,3.83328662099064,5.50310648194665,7.515500349
"d404",5.022774497,4.957403158,3.722966239,1.1633675948455,1.45426284925284,1.180821628
"d405",4.772034279,4.391119839,3.392315366,1.24873670839131,1.67515543055262,2.987336945
"d213",5.960052308,4.650394757,3.460016682,1.75476212893408,2.77470961302262,3.257930559
"d101",37.36715438,33.44036094,28.81814336,8.32348857071628,11.3193041878225,34.71785753
"d222",3.484293032,4.517495336,3.537046793,1.24233402487537,2.19846809658842,2.206934528
"d122",5.260430811,5.841613739,4.488180191,1.85165607280857,2.84620624561724,3.913016039
"d205",4.243695914,4.076112047,2.515561743,1.97992316591115,2.95974716663316,3.048318565
"d413",2.844528531,1.886732869,1.404264186,1.49374606426777,2.25481171152865,2.243712912
"d414",8.431598186,6.541206015,5.017658366,4.20784360667288,5.6802473925542,7.434191566
"d206",11.18718257,13.70004456,10.36740593,0.637493855403321,0.94482266416823,1.57791724
"d406",5.911744584,5.895885288,4.379378133,2.10306811220098,3.21137262880943,0.891156951
"d207",9.374135677,6.753954806,5.116532823,3.33387730674767,4.36620331230035,4.302553681
"d112",4.084526104,3.694309581,3.23992338,1.94641578884442,3.19280484661322,6.253892596
"d407",2.232412841,3.213693597,2.33352399,0.610816007420256,0.822958254581589,3.796358902
"d103",5.413982437,7.082582255,4.434274739,4.33013486182724,5.62561115988488,5.49068013
