"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AW",23902.92089,22873.00011,22471.19097,23657.83912,23517.57361,23302.83199,23662.63564,22710.23913,21121.3952,19912.75666,,,,
"AD",27255.99136,29298.84421,29444.2467,29769.18486,30329.58992,31268.96675,33125.38679,33840.22479,35628.4107,,,,,
"AF",,,231.9725285,241.6213179,234.9966251,252.4078925,258.4186922,285.9170914,288.7581997,340.9314267,360.7056152,373.4516771,417.0550423,415.0034777
"AO",1238.476496,1249.44594,1374.252515,1396.235666,1494.297297,1706.543621,1990.8409,2359.279962,2597.055971,2573.687194,2576.646856,2593.843498,2643.720551,2737.877052
"AL",2085.536671,2249.670009,2324.532928,2471.422024,2633.801043,2798.949517,2963.350891,3167.161106,3438.965454,3589.136357,3758.18354,3891.077215,3993.289904,4090.864897
"AE",45929.88522,45017.66225,44665.44188,46597.85222,47011.77317,43626.20011,40610.06157,35361.0022,31035.64171,25912.37807,24047.75339,23865.28952,24224.25095,25144.09977
"AR",5473.799779,5177.960743,4571.119375,4924.887434,5325.150144,5770.048707,6206.891121,6635.926648,6779.903147,6721.027705,7281.873702,7832.307497,7837.042668,7986.248019
"AM",895.5977147,986.3614832,1121.173903,1283.215543,1422.403624,1625.396904,1847.273054,2110.415004,2265.424536,1950.983276,1997.038912,2090.459569,2237.228245,2309.7085
"AS",,,,,,,,,,,,,,
"AG",10897.77797,10372.80666,10534.99467,11037.45641,11505.18553,12079.86548,13547.7116,14671.13355,14517.80518,12629.71356,11602.14202,11275.27996,11607.74514,11481.38499
"AU",30856.78484,31010.14784,31855.23678,32419.55427,33387.32275,33979.24961,34496.25324,35577.79101,36142.53713,36050.65532,36174.98343,36526.41003,37229.52486,37482.32883
"AT",36072.84768,36432.39559,36872.25755,36939.33933,37689.82886,38284.70426,39305.12886,40598.55522,41022.31446,39329.25098,39929.57615,41160.15977,41399.80695,41303.85167
"AZ",874.0960829,953.2177059,1046.421451,1154.837787,1261.538908,1578.36733,2099.709751,2596.062924,2815.96538,3017.660145,3126.72404,3088.281619,3114.562464,3252.827787
"BI",150.3041686,149.6914792,151.9410474,145.3998641,147.4267806,143.7835295,146.3976553,148.1409194,150.2787084,150.2234857,150.7423533,151.9968084,153.1426987,155.2453476
"BE",34629.92318,34802.66017,35227.67579,35369.63144,36464.35125,36932.35472,37637.61668,38491.58173,38562.18872,37234.31303,37727.99798,37926.29518,37651.93544,37516.28609
"BJ",512.9552851,527.8744203,533.3831577,535.9535406,534.7388229,532.6109983,535.4940387,543.2931468,553.6371237,551.9289484,550.3216957,552.5937079,566.712725,582.8576466
"BF",343.1142999,355.3581815,362.992288,380.1034424,385.6954981,406.9988043,421.9582081,424.4967954,436.1103373,436.093057,457.2288132,462.9238099,492.7552028,510.2144281
"BD",349.5053669,361.5308916,371.2207558,384.6130799,402.8003635,421.1233114,443.667742,469.8331071,492.9951565,512.5567257,535.3063503,563.434793,593.0675879,621.1054497
"BG",2779.960397,2939.495533,3130.446989,3317.083407,3553.933448,3785.65463,4052.003123,4420.121531,4707.41306,4500.382444,4559.791994,4680.081174,4730.436527,4807.687475
"BH",18581.88342,18213.19873,18000.91356,18108.41947,18228.69911,18156.37747,17879.07764,17835.00273,17527.96299,16834.27888,16722.2598,16528.65851,16796.19305,17502.19222
"BS",23841.86714,24044.2475,24212.39305,23407.40338,23117.75815,23416.90369,23538.91317,23430.72172,22472.8829,21160.8618,21128.50974,21013.41191,20909.27933,20746.86052
"BA",2232.630386,2303.834972,2414.593972,2512.337993,2671.801386,2810.377029,2988.21799,3197.909748,3377.753321,3286.060554,3315.530659,3353.045862,3317.17755,3403.535166
"BY",2103.058614,2219.516303,2346.386271,2529.079867,2838.062029,3126.367778,3460.131302,3774.997459,4174.018811,4191.605273,4524.158168,4783.53347,4870.982917,4913.517837
"BZ",3604.656252,3683.375275,3770.901708,4017.694383,4098.250743,4097.538614,4176.751492,4116.528075,4143.082485,4069.057445,4101.051145,4085.590992,4140.016565,4103.894058
"BM",69275.61113,73481.58953,71926.18162,73894.27672,75117.27917,75882.03386,79630.81278,81436.34117,82192.92674,77419.15897,76393.83138,74483.14274,70600.97637,
"BO",965.4074982,961.9829159,966.4637254,973.5739743,995.3472435,1020.790305,1051.471756,1081.392031,1129.480693,1148.787508,1176.974475,1217.746318,1259.813782,1323.124571
"BR",4406.753099,4401.920673,4459.46372,4451.096918,4646.479458,4738.3078,4874.17726,5121.134138,5318.99452,5271.565144,5634.95278,5737.929932,5738.562595,5839.432816
"BB",13801.26057,13393.86075,13422.51552,13620.6432,13746.78323,14224.98245,14962.62333,15138.08615,15115.78713,14418.78944,14383.67817,14420.36665,14349.55272,
"BN",25925.49952,26062.48056,26501.69851,26712.83619,26315.65827,25913.57837,26556.30357,26127.17337,25186.10796,24341.26867,24589.27724,25060.8324,24947.10096,24184.67169
"BT",991.5913043,1042.392414,1120.33777,1171.120771,1205.917534,1258.990994,1314.601197,1518.770702,1561.779188,1636.473167,1796.828761,1905.420101,1968.610779,1976.553286
"BW",4735.539268,4672.93646,4886.344261,5046.472318,5121.159577,5294.379474,5655.073308,6084.31293,6261.105787,5716.967865,6152.726366,6476.051113,6697.424936,7027.250286
"CF",338.8576649,347.7053564,354.2356715,329.6565893,343.6796583,340.9078668,360.3401866,382.5143177,389.9756541,416.6335913,435.7329214,441.3560847,450.4160712,282.5710656
"CA",33474.48951,33459.98797,34117.72208,34410.91047,35318.01844,35899.97524,36536.12371,37095.67839,36997.18457,35683.94268,36464.93188,36980.11634,37117.69636,37544.47313
"CH",52615.09552,53113.10574,52712.83735,52459.45599,53588.64624,54859.98267,56654.69524,58401.95563,59102.92998,57077.69191,58147.64108,58515.76223,58522.96295,59023.82756
"CL",6535.354781,6713.860202,6763.794759,6939.383175,7298.258357,7589.78486,7876.625387,8218.902612,8377.307265,8239.302781,8629.355201,9012.939288,9447.566977,9705.04165
"CN",1124.623311,1202.972049,1304.279913,1428.127911,1566.267384,1733.501059,1937.42277,2200.495491,2400.625068,2614.064871,2870.588059,3124.69776,3346.425359,3580.426999
"CI",1059.155393,1040.303286,1009.748904,980.2400723,984.1745281,982.2314265,981.966857,983.3402687,991.1721387,1004.622274,1004.625548,940.0724669,1016.828846,1079.385703
"CM",868.1177423,883.849266,895.6408665,907.8742862,917.422915,914.5496074,919.9821884,925.7726743,928.2972644,922.2773356,928.3915861,942.5235669,961.089731,989.2711157
"CG",1595.589193,1615.222789,1649.062279,1623.079811,1637.896407,1718.100816,1773.294028,1693.139821,1733.251528,1807.376534,1909.827612,1922.032384,1943.690543,1960.578688
"CO",3082.862533,3081.956775,3105.567156,3176.343093,3291.978016,3404.036483,3558.282964,3752.944769,3831.414485,3842.579894,3940.161393,4141.992428,4255.370262,4387.289649
"KM",587.8371731,640.9094087,639.2354579,636.1388381,631.8498287,633.1812715,633.2962809,622.0068792,608.5721336,604.7852597,602.7224461,603.2605169,606.3877726,612.7399728
"CV",1663.554461,1669.043232,1724.819709,1766.840908,1919.716292,2030.658982,2177.817087,2499.013347,2660.052458,2620.511406,2648.661963,2737.193464,2749.481803,2739.324127
"CR",4158.436447,4115.331916,4151.648425,4335.669667,4440.30251,4621.364127,4944.28558,5252.056787,5312.811412,5180.317879,5357.490371,5518.76658,5720.450953,5839.251911
"CU",2996.625169,3081.734105,3115.539259,3223.94155,3401.692108,3776.470549,4228.753524,4535.621026,4724.568307,4796.229496,4913.847513,5049.587428,,
"CW",,,,,,,,,,,,,,
"KY",,,,,,,,,,,,,,
"CY",15369.9773,15686.15118,15713.53878,15724.34633,16103.44522,16461.39052,16883.31347,17502.73435,17901.84132,17386.23392,17402.69867,17271.56413,16670.69236,15602.26262
"CZ",10921.43461,11354.06527,11572.12632,11967.82656,12552.58725,13318.688,14161.67061,14856.05935,15214.83296,14362.4013,14607.02799,14862.68027,14746.75774,14636.7408
"DE",33815.21721,34244.11133,34186.58566,33925.34021,34417.45906,34679.52037,35932.59923,37196.24344,37632.39983,35652.23138,37174.29842,38509.65296,39290.86309,39195.35994
"DJ",846.8027596,851.3707276,861.1045823,876.1244162,896.9494948,912.4992045,942.9906509,977.2528304,1019.370511,1055.012138,1085.881394,1127.31343,1143.604435,1182.515958
"DM",4847.239942,4871.500736,4776.085352,5124.732897,5271.204872,5250.352562,5495.188302,5819.121394,6245.620717,6164.356807,6215.61459,6190.178761,6079.965221,5997.772855
"DK",46258.00807,46465.77404,46689.58735,46748.26837,47737.79296,48898.11331,50576.83338,50719.24281,50058.05825,47256.11274,47767.68968,48109.9607,47571.59525,47205.89215
