id,year,accounting-type,start-month,end-month
LA,2008,fiscal,10,9
LA,2009,fiscal,10,9
LA,2010,fiscal,10,9
LA,2011,fiscal,10,9
LA,2012,fiscal,10,9
LA,2013,fiscal,10,9
LA,2014,fiscal,10,9
LA,2015,fiscal,10,9
LA,2016,fiscal,10,9
LA,2017,fiscal,10,9
LA,2018,fiscal,10,9
LA,2019,fiscal,10,9
LK,2000,calendar,1,12
LK,2001,calendar,1,12
LK,2002,calendar,1,12
LK,2003,calendar,1,12
LK,2004,calendar,1,12
LK,2005,calendar,1,12
LK,2006,calendar,1,12
LK,2007,calendar,1,12
LK,2008,calendar,1,12
LK,2009,calendar,1,12
LK,2010,calendar,1,12
LK,2011,calendar,1,12
LK,2012,calendar,1,12
LK,2013,calendar,1,12
LK,2014,calendar,1,12
LK,2015,calendar,1,12
LK,2016,calendar,1,12
LK,2017,calendar,1,12
LK,2018,calendar,1,12
LK,2019,calendar,1,12
LR,2000,calendar,1,12
LR,2001,calendar,1,12
LR,2002,calendar,1,12
LR,2003,calendar,1,12
LR,2004,calendar,1,12
LR,2005,calendar,1,12
LR,2006,calendar,1,12
LR,2007,calendar,1,12
LR,2008,calendar,1,12
LR,2009,calendar,1,12
LR,2010,calendar,1,12
LR,2011,calendar,1,12
LR,2012,calendar,1,12
LR,2013,calendar,1,12
LR,2014,calendar,1,12
LR,2015,calendar,1,12
LR,2016,calendar,1,12
LR,2017,calendar,1,12
LR,2018,calendar,1,12
LR,2019,calendar,1,12
LS,2000,fiscal,4,3
LS,2001,fiscal,4,3
LS,2002,fiscal,4,3
LS,2003,fiscal,4,3
LS,2004,fiscal,4,3
LS,2005,fiscal,4,3
LS,2006,fiscal,4,3
LS,2007,fiscal,4,3
LS,2008,fiscal,4,3
LS,2009,fiscal,4,3
LS,2010,fiscal,4,3
LS,2011,fiscal,4,3
LS,2012,fiscal,4,3
LS,2013,fiscal,4,3
LS,2014,fiscal,4,3
LS,2015,fiscal,4,3
LS,2016,fiscal,4,3
LS,2017,fiscal,4,3
LS,2018,fiscal,4,3
LS,2019,fiscal,4,3
LY,2000,calendar,1,12
LY,2001,calendar,1,12
LY,2002,calendar,1,12
LY,2003,calendar,1,12
LY,2004,calendar,1,12
LY,2005,calendar,1,12
LY,2006,calendar,1,12
LY,2007,calendar,1,12
LY,2008,calendar,1,12
LY,2009,calendar,1,12
LY,2010,calendar,1,12
LY,2011,calendar,1,12
LY,2012,calendar,1,12
LY,2013,calendar,1,12
LY,2014,calendar,1,12
LY,2015,calendar,1,12
LY,2016,calendar,1,12
LY,2017,calendar,1,12
LY,2018,calendar,1,12
LY,2019,calendar,1,12
MA,2000,calendar,1,12
MA,2001,calendar,1,12
MA,2002,calendar,1,12
MA,2003,calendar,1,12
MA,2004,calendar,1,12
MA,2005,calendar,1,12
MA,2006,calendar,1,12
MA,2007,calendar,1,12
MA,2008,calendar,1,12
MA,2009,calendar,1,12
MA,2010,calendar,1,12
MA,2011,calendar,1,12
MA,2012,calendar,1,12
MA,2013,calendar,1,12
MA,2014,calendar,1,12
MA,2015,calendar,1,12
MA,2016,calendar,1,12
MA,2017,calendar,1,12
MA,2018,calendar,1,12
MA,2019,calendar,1,12
MD,2000,calendar,1,12
MD,2001,calendar,1,12
MD,2002,calendar,1,12
MD,2003,calendar,1,12
MD,2004,calendar,1,12
MD,2005,calendar,1,12
MD,2006,calendar,1,12
MD,2007,calendar,1,12
MD,2008,calendar,1,12
MD,2009,calendar,1,12
MD,2010,calendar,1,12
MD,2011,calendar,1,12
MD,2012,calendar,1,12
MD,2013,calendar,1,12
MD,2014,calendar,1,12
MD,2015,calendar,1,12
MD,2016,calendar,1,12
MD,2017,calendar,1,12
MD,2018,calendar,1,12
MD,2019,calendar,1,12
MG,2000,calendar,1,12
MG,2001,calendar,1,12
MG,2002,calendar,1,12
MG,2003,calendar,1,12
MG,2004,calendar,1,12
MG,2005,calendar,1,12
MG,2006,calendar,1,12
MG,2007,calendar,1,12
MG,2008,calendar,1,12
MG,2009,calendar,1,12
MG,2010,calendar,1,12
MG,2011,calendar,1,12
MG,2012,calendar,1,12
MG,2013,calendar,1,12
MG,2014,calendar,1,12
MG,2015,calendar,1,12
MG,2016,calendar,1,12
MG,2017,calendar,1,12
MG,2018,calendar,1,12
MG,2019,calendar,1,12
MH,2000,fiscal,10,9
MH,2001,fiscal,10,9
MH,2002,fiscal,10,9
MH,2003,fiscal,10,9
MH,2004,fiscal,10,9
MH,2005,fiscal,10,9
MH,2006,fiscal,10,9
MH,2007,fiscal,10,9
MH,2008,fiscal,10,9
MH,2009,fiscal,10,9
MH,2010,fiscal,10,9
MH,2011,fiscal,10,9
MH,2012,fiscal,10,9
MH,2013,fiscal,10,9
MH,2014,fiscal,10,9
MH,2015,fiscal,10,9
MH,2016,fiscal,10,9
MH,2017,fiscal,10,9
MH,2018,fiscal,10,9
MH,2019,fiscal,10,9
ML,2000,calendar,1,12
ML,2001,calendar,1,12
ML,2002,calendar,1,12
ML,2003,calendar,1,12
ML,2004,calendar,1,12
ML,2005,calendar,1,12
ML,2006,calendar,1,12
ML,2007,calendar,1,12
ML,2008,calendar,1,12
ML,2009,calendar,1,12
ML,2010,calendar,1,12
ML,2011,calendar,1,12
ML,2012,calendar,1,12
ML,2013,calendar,1,12
ML,2014,calendar,1,12
ML,2015,calendar,1,12
ML,2016,calendar,1,12
ML,2017,calendar,1,12
ML,2018,calendar,1,12
ML,2019,calendar,1,12
MM,2000,fiscal,4,3
MM,2001,fiscal,4,3
MM,2002,fiscal,4,3
MM,2003,fiscal,4,3
MM,2004,fiscal,4,3
MM,2005,fiscal,4,3
MM,2006,fiscal,4,3
MM,2007,fiscal,4,3
MM,2008,fiscal,4,3
MM,2009,fiscal,4,3
MM,2010,fiscal,4,3
MM,2011,fiscal,4,3
MM,2012,fiscal,4,3
MM,2013,fiscal,4,3
MM,2014,fiscal,4,3
MM,2015,fiscal,4,3
MM,2016,fiscal,4,3
MM,2017,fiscal,4,3
MM,2018,fiscal,4,3
MM,2019,fiscal,4,3
MN,2000,calendar,1,12
MN,2001,calendar,1,12
MN,2002,calendar,1,12
MN,2003,calendar,1,12
MN,2004,calendar,1,12
MN,2005,calendar,1,12
MN,2006,calendar,1,12
MN,2007,calendar,1,12
MN,2008,calendar,1,12
MN,2009,calendar,1,12
MN,2010,calendar,1,12
MN,2011,calendar,1,12
MN,2012,calendar,1,12
MN,2013,calendar,1,12
MN,2014,calendar,1,12
MN,2015,calendar,1,12
MN,2016,calendar,1,12
MN,2017,calendar,1,12
MN,2018,calendar,1,12
MN,2019,calendar,1,12
MR,2000,calendar,1,12
MR,2001,calendar,1,12
MR,2002,calendar,1,12
MR,2003,calendar,1,12
MR,2004,calendar,1,12
MR,2005,calendar,1,12
MR,2006,calendar,1,12
MR,2007,calendar,1,12
MR,2008,calendar,1,12
MR,2009,calendar,1,12
MR,2010,calendar,1,12
MR,2011,calendar,1,12
MR,2012,calendar,1,12
MR,2013,calendar,1,12
MR,2014,calendar,1,12
MR,2015,calendar,1,12
MR,2016,calendar,1,12
MR,2017,calendar,1,12
MR,2018,calendar,1,12
MR,2019,calendar,1,12
MU,2000,fiscal,7,6
MU,2001,fiscal,7,6
MU,2002,fiscal,7,6
MU,2003,fiscal,7,6
MU,2004,fiscal,7,6
MU,2005,fiscal,7,6
MU,2006,fiscal,7,6
MU,2007,fiscal,7,6
MU,2008,fiscal,7,6
MU,2009,calendar,1,12
MU,2010,calendar,1,12
MU,2011,calendar,1,12
MU,2012,calendar,1,12
MU,2013,calendar,1,12
MU,2014,calendar,1,12
MU,2015,calendar,1,12
MU,2016,calendar,1,12
MU,2017,calendar,1,12
MU,2018,calendar,1,12
MU,2019,calendar,1,12
MW,2000,fiscal,7,6
MW,2001,fiscal,7,6
MW,2002,fiscal,7,6
MW,2003,fiscal,7,6
MW,2004,fiscal,7,6
MW,2005,fiscal,7,6
MW,2006,fiscal,7,6
MW,2007,fiscal,7,6
MW,2008,fiscal,7,6
MW,2009,fiscal,7,6
MW,2010,fiscal,7,6
MW,2011,fiscal,7,6
MW,2012,fiscal,7,6
MW,2013,fiscal,7,6
MW,2014,fiscal,7,6
MW,2015,fiscal,7,6
MW,2016,fiscal,7,6
MW,2017,fiscal,7,6
MW,2018,fiscal,7,6
MW,2019,fiscal,7,6
MX,2000,calendar,1,12
MX,2001,calendar,1,12
MX,2002,calendar,1,12
MX,2003,calendar,1,12
MX,2004,calendar,1,12
MX,2005,calendar,1,12
MX,2006,calendar,1,12
MX,2007,calendar,1,12
MX,2008,calendar,1,12
MX,2009,calendar,1,12
MX,2010,calendar,1,12
MX,2011,calendar,1,12
MX,2012,calendar,1,12
MX,2013,calendar,1,12
MX,2014,calendar,1,12
MX,2015,calendar,1,12
MX,2016,calendar,1,12
MX,2017,calendar,1,12
MX,2018,calendar,1,12
MX,2019,calendar,1,12
MZ,2000,calendar,1,12
MZ,2001,calendar,1,12
MZ,2002,calendar,1,12
MZ,2003,calendar,1,12
MZ,2004,calendar,1,12
MZ,2005,calendar,1,12
MZ,2006,calendar,1,12
MZ,2007,calendar,1,12
MZ,2008,calendar,1,12
MZ,2009,calendar,1,12
MZ,2010,calendar,1,12
MZ,2011,calendar,1,12
MZ,2012,calendar,1,12
MZ,2013,calendar,1,12
MZ,2014,calendar,1,12
MZ,2015,calendar,1,12
MZ,2016,calendar,1,12
MZ,2017,calendar,1,12
MZ,2018,calendar,1,12
MZ,2019,calendar,1,12
NA,2000,fiscal,4,3
NA,2001,fiscal,4,3
NA,2002,fiscal,4,3
NA,2003,fiscal,4,3
NA,2004,fiscal,4,3
NA,2005,fiscal,4,3
NA,2006,fiscal,4,3
NA,2007,fiscal,4,3
NA,2008,fiscal,4,3
NA,2009,fiscal,4,3
NA,2010,fiscal,4,3
NA,2011,fiscal,4,3
NA,2012,fiscal,4,3
NA,2013,fiscal,4,3
NA,2014,fiscal,4,3
NA,2015,fiscal,4,3
NA,2016,fiscal,4,3
NA,2017,fiscal,4,3
NA,2018,fiscal,4,3
NA,2019,fiscal,4,3
NE,2000,calendar,1,12
NE,2001,calendar,1,12
NE,2002,calendar,1,12
NE,2003,calendar,1,12
NE,2004,calendar,1,12
NE,2005,calendar,1,12
NE,2006,calendar,1,12
NE,2007,calendar,1,12
NE,2008,calendar,1,12
NE,2009,calendar,1,12
NE,2010,calendar,1,12
NE,2011,calendar,1,12
NE,2012,calendar,1,12
NE,2013,calendar,1,12
NE,2014,calendar,1,12
NE,2015,calendar,1,12
NE,2016,calendar,1,12
NE,2017,calendar,1,12
NE,2018,calendar,1,12
NE,2019,calendar,1,12
NG,2000,calendar,1,12
NG,2001,calendar,1,12
NG,2002,calendar,1,12
NG,2003,calendar,1,12
NG,2004,calendar,1,12
NG,2005,calendar,1,12
NG,2006,calendar,1,12
NG,2007,calendar,1,12
NG,2008,calendar,1,12
NG,2009,calendar,1,12
NG,2010,calendar,1,12
NG,2011,calendar,1,12
NG,2012,calendar,1,12
NG,2013,calendar,1,12
NG,2014,calendar,1,12
NG,2015,calendar,1,12
NG,2016,calendar,1,12
NG,2017,calendar,1,12
NG,2018,calendar,1,12
NG,2019,calendar,1,12
NI,2000,calendar,1,12
NI,2001,calendar,1,12
NI,2002,calendar,1,12
NI,2003,calendar,1,12
NI,2004,calendar,1,12
NI,2005,calendar,1,12
NI,2006,calendar,1,12
NI,2007,calendar,1,12
NI,2008,calendar,1,12
NI,2009,calendar,1,12
NI,2010,calendar,1,12
NI,2011,calendar,1,12
NI,2012,calendar,1,12
NI,2013,calendar,1,12
NI,2014,calendar,1,12
NI,2015,calendar,1,12
NI,2016,calendar,1,12
NI,2017,calendar,1,12
NI,2018,calendar,1,12
NI,2019,calendar,1,12
NP,2000,fiscal,7,6
NP,2001,fiscal,7,6
NP,2002,fiscal,7,6
NP,2003,fiscal,7,6
NP,2004,fiscal,7,6
NP,2005,fiscal,7,6
NP,2006,fiscal,7,6
NP,2007,fiscal,7,6
NP,2008,fiscal,7,6
NP,2009,fiscal,7,6
NP,2010,fiscal,7,6
NP,2011,fiscal,7,6
NP,2012,fiscal,7,6
NP,2013,fiscal,7,6
NP,2014,fiscal,7,6
NP,2015,fiscal,7,6
NP,2016,fiscal,7,6
NP,2017,fiscal,7,6
NP,2018,fiscal,7,6
NP,2019,fiscal,7,6
PA,2000,calendar,1,12
PA,2001,calendar,1,12
PA,2002,calendar,1,12
PA,2003,calendar,1,12
PA,2004,calendar,1,12
PA,2005,calendar,1,12
PA,2006,calendar,1,12
PA,2007,calendar,1,12
PA,2008,calendar,1,12
PA,2009,calendar,1,12
PA,2010,calendar,1,12
PA,2011,calendar,1,12
PA,2012,calendar,1,12
PA,2013,calendar,1,12
PA,2014,calendar,1,12
PA,2015,calendar,1,12
PA,2016,calendar,1,12
PA,2017,calendar,1,12
PA,2018,calendar,1,12
PA,2019,calendar,1,12
PE,2000,calendar,1,12
PE,2001,calendar,1,12
PE,2002,calendar,1,12
PE,2003,calendar,1,12
PE,2004,calendar,1,12
PE,2005,calendar,1,12
PE,2006,calendar,1,12
PE,2007,calendar,1,12
PE,2008,calendar,1,12
PE,2009,calendar,1,12
PE,2010,calendar,1,12
PE,2011,calendar,1,12
PE,2012,calendar,1,12
PE,2013,calendar,1,12
PE,2014,calendar,1,12
PE,2015,calendar,1,12
PE,2016,calendar,1,12
PE,2017,calendar,1,12
PE,2018,calendar,1,12
PE,2019,calendar,1,12
PG,2000,calendar,1,12
PG,2001,calendar,1,12
PG,2002,calendar,1,12
PG,2003,calendar,1,12
PG,2004,calendar,1,12
PG,2005,calendar,1,12
PG,2006,calendar,1,12
PG,2007,calendar,1,12
PG,2008,calendar,1,12
PG,2009,calendar,1,12
PG,2010,calendar,1,12
PG,2011,calendar,1,12
PG,2012,calendar,1,12
PG,2013,calendar,1,12
PG,2014,calendar,1,12
PG,2015,calendar,1,12
PG,2016,calendar,1,12
PG,2017,calendar,1,12
PG,2018,calendar,1,12
PG,2019,calendar,1,12
PH,2000,calendar,1,12
PH,2001,calendar,1,12
PH,2002,calendar,1,12
PH,2003,calendar,1,12
PH,2004,calendar,1,12
PH,2005,calendar,1,12
PH,2006,calendar,1,12
PH,2007,calendar,1,12
PH,2008,calendar,1,12
PH,2009,calendar,1,12
PH,2010,calendar,1,12
PH,2011,calendar,1,12
PH,2012,calendar,1,12
PH,2013,calendar,1,12
PH,2014,calendar,1,12
PH,2015,calendar,1,12
PH,2016,calendar,1,12
PH,2017,calendar,1,12
PH,2018,calendar,1,12
PH,2019,calendar,1,12
PK,2000,fiscal,7,6
PK,2001,fiscal,7,6
PK,2002,fiscal,7,6
PK,2003,fiscal,7,6
PK,2004,fiscal,7,6
PK,2005,fiscal,7,6
PK,2006,fiscal,7,6
PK,2007,fiscal,7,6
PK,2008,fiscal,7,6
PK,2009,fiscal,7,6
PK,2010,fiscal,7,6
PK,2011,fiscal,7,6
PK,2012,fiscal,7,6
PK,2013,fiscal,7,6
PK,2014,fiscal,7,6
PK,2015,fiscal,7,6
PK,2016,fiscal,7,6
PK,2017,fiscal,7,6
PK,2018,fiscal,7,6
PK,2019,fiscal,7,6
PY,2000,calendar,1,12
PY,2001,calendar,1,12
PY,2002,calendar,1,12
PY,2003,calendar,1,12
PY,2004,calendar,1,12
PY,2005,calendar,1,12
PY,2006,calendar,1,12
PY,2007,calendar,1,12
PY,2008,calendar,1,12
PY,2009,calendar,1,12
PY,2010,calendar,1,12
PY,2011,calendar,1,12
PY,2012,calendar,1,12
PY,2013,calendar,1,12
PY,2014,calendar,1,12
PY,2015,calendar,1,12
PY,2016,calendar,1,12
PY,2017,calendar,1,12
PY,2018,calendar,1,12
PY,2019,calendar,1,12
RW,2000,calendar,1,12
RW,2001,calendar,1,12
RW,2002,calendar,1,12
RW,2003,calendar,1,12
RW,2004,calendar,1,12
RW,2005,calendar,1,12
RW,2006,calendar,1,12
RW,2007,fiscal,7,6
RW,2008,fiscal,7,6
RW,2009,fiscal,7,6
RW,2010,fiscal,7,6
RW,2011,fiscal,7,6
RW,2012,fiscal,7,6
RW,2013,fiscal,7,6
RW,2014,fiscal,7,6
RW,2015,fiscal,7,6
RW,2016,fiscal,7,6
RW,2017,fiscal,7,6
RW,2018,fiscal,7,6
RW,2019,fiscal,7,6
SB,2000,calendar,1,12
SB,2001,calendar,1,12
SB,2002,calendar,1,12
SB,2003,calendar,1,12
SB,2004,calendar,1,12
SB,2005,calendar,1,12
SB,2006,calendar,1,12
SB,2007,calendar,1,12
SB,2008,calendar,1,12
SB,2009,calendar,1,12
SB,2010,calendar,1,12
SB,2011,calendar,1,12
SB,2012,calendar,1,12
SB,2013,calendar,1,12
SB,2014,calendar,1,12
SB,2015,calendar,1,12
SB,2016,calendar,1,12
SB,2017,calendar,1,12
SB,2018,calendar,1,12
SB,2019,calendar,1,12
SC,2000,calendar,1,12
SC,2001,calendar,1,12
SC,2002,calendar,1,12
SC,2003,calendar,1,12
SC,2004,calendar,1,12
SC,2005,calendar,1,12
SC,2006,calendar,1,12
SC,2007,calendar,1,12
SC,2008,calendar,1,12
SC,2009,calendar,1,12
SC,2010,calendar,1,12
SC,2011,calendar,1,12
SC,2012,calendar,1,12
SC,2013,calendar,1,12
SC,2014,calendar,1,12
SC,2015,calendar,1,12
SC,2016,calendar,1,12
SC,2017,calendar,1,12
SC,2018,calendar,1,12
SC,2019,calendar,1,12
SD,2000,calendar,1,12
SD,2001,calendar,1,12
SD,2002,calendar,1,12
SD,2003,calendar,1,12
SD,2004,calendar,1,12
SD,2005,calendar,1,12
SD,2006,calendar,1,12
SD,2007,calendar,1,12
SD,2008,calendar,1,12
SD,2009,calendar,1,12
SD,2010,calendar,1,12
SD,2011,calendar,1,12
SD,2012,calendar,1,12
SD,2013,calendar,1,12
SD,2014,calendar,1,12
SD,2015,calendar,1,12
SD,2016,calendar,1,12
SD,2017,calendar,1,12
SD,2018,calendar,1,12
SD,2019,calendar,1,12
SL,2000,calendar,1,12
SL,2001,calendar,1,12
SL,2002,calendar,1,12
SL,2003,calendar,1,12
SL,2004,calendar,1,12
SL,2005,calendar,1,12
SL,2006,calendar,1,12
SL,2007,calendar,1,12
SL,2008,calendar,1,12
SL,2009,calendar,1,12
SL,2010,calendar,1,12
SL,2011,calendar,1,12
SL,2012,calendar,1,12
SL,2013,calendar,1,12
SL,2014,calendar,1,12
SL,2015,calendar,1,12
SL,2016,calendar,1,12
SL,2017,calendar,1,12
SL,2018,calendar,1,12
SL,2019,calendar,1,12
SN,2000,calendar,1,12
SN,2001,calendar,1,12
SN,2002,calendar,1,12
SN,2003,calendar,1,12
SN,2004,calendar,1,12
SN,2005,calendar,1,12
SN,2006,calendar,1,12
SN,2007,calendar,1,12
SN,2008,calendar,1,12
SN,2009,calendar,1,12
SN,2010,calendar,1,12
SN,2011,calendar,1,12
SN,2012,calendar,1,12
SN,2013,calendar,1,12
SN,2014,calendar,1,12
SN,2015,calendar,1,12
SN,2016,calendar,1,12
SN,2017,calendar,1,12
SN,2018,calendar,1,12
SN,2019,calendar,1,12
SR,2000,calendar,1,12
SR,2001,calendar,1,12
SR,2002,calendar,1,12
SR,2003,calendar,1,12
SR,2004,calendar,1,12
SR,2005,calendar,1,12
SR,2006,calendar,1,12
SR,2007,calendar,1,12
SR,2008,calendar,1,12
SR,2009,calendar,1,12
SR,2010,calendar,1,12
SR,2011,calendar,1,12
SR,2012,calendar,1,12
SR,2013,calendar,1,12
SR,2014,calendar,1,12
SR,2015,calendar,1,12
SR,2016,calendar,1,12
SR,2017,calendar,1,12
SR,2018,calendar,1,12
SR,2019,calendar,1,12
SS,2000,fiscal,7,6
SS,2001,fiscal,7,6
SS,2002,fiscal,7,6
SS,2003,fiscal,7,6
SS,2004,fiscal,7,6
SS,2005,fiscal,7,6
SS,2006,fiscal,7,6
SS,2007,fiscal,7,6
SS,2008,fiscal,7,6
SS,2009,fiscal,7,6
SS,2010,fiscal,7,6
SS,2011,fiscal,7,6
SS,2012,fiscal,7,6
SS,2013,fiscal,7,6
SS,2014,fiscal,7,6
SS,2015,fiscal,7,6
SS,2016,fiscal,7,6
SS,2017,fiscal,7,6
SS,2018,fiscal,7,6
SS,2019,fiscal,7,6
ST,2000,calendar,1,12
ST,2001,calendar,1,12
ST,2002,calendar,1,12
ST,2003,calendar,1,12
ST,2004,calendar,1,12
ST,2005,calendar,1,12
ST,2006,calendar,1,12
ST,2007,calendar,1,12
ST,2008,calendar,1,12
ST,2009,calendar,1,12
ST,2010,calendar,1,12
ST,2011,calendar,1,12
ST,2012,calendar,1,12
ST,2013,calendar,1,12
ST,2014,calendar,1,12
ST,2015,calendar,1,12
ST,2016,calendar,1,12
ST,2017,calendar,1,12
ST,2018,calendar,1,12
ST,2019,calendar,1,12
SV,2000,calendar,1,12
SV,2001,calendar,1,12
SV,2002,calendar,1,12
SV,2003,calendar,1,12
SV,2004,calendar,1,12
SV,2005,calendar,1,12
SV,2006,calendar,1,12
SV,2007,calendar,1,12
SV,2008,calendar,1,12
SV,2009,calendar,1,12
SV,2010,calendar,1,12
SV,2011,calendar,1,12
SV,2012,calendar,1,12
SV,2013,calendar,1,12
SV,2014,calendar,1,12
SV,2015,calendar,1,12
SV,2016,calendar,1,12
SV,2017,calendar,1,12
SV,2018,calendar,1,12
SV,2019,calendar,1,12
SY,2000,calendar,1,12
SY,2001,calendar,1,12
SY,2002,calendar,1,12
SY,2003,calendar,1,12
SY,2004,calendar,1,12
SY,2005,calendar,1,12
SY,2006,calendar,1,12
SY,2007,calendar,1,12
SY,2008,calendar,1,12
SY,2009,calendar,1,12
SY,2010,calendar,1,12
SY,2011,calendar,1,12
SY,2012,calendar,1,12
SY,2013,calendar,1,12
SY,2014,calendar,1,12
SY,2015,calendar,1,12
SY,2016,calendar,1,12
SY,2017,calendar,1,12
SY,2018,calendar,1,12
SY,2019,calendar,1,12
SZ,2000,fiscal,4,3
SZ,2001,fiscal,4,3
SZ,2002,fiscal,4,3
SZ,2003,fiscal,4,3
SZ,2004,fiscal,4,3
SZ,2005,fiscal,4,3
SZ,2006,fiscal,4,3
SZ,2007,fiscal,4,3
SZ,2008,fiscal,4,3
SZ,2009,fiscal,4,3
SZ,2010,fiscal,4,3
SZ,2011,fiscal,4,3
SZ,2012,fiscal,4,3
SZ,2013,fiscal,4,3
SZ,2014,fiscal,4,3
SZ,2015,fiscal,4,3
SZ,2016,fiscal,4,3
SZ,2017,fiscal,4,3
SZ,2018,fiscal,4,3
SZ,2019,fiscal,4,3
TD,2000,calendar,1,12
TD,2001,calendar,1,12
TD,2002,calendar,1,12
TD,2003,calendar,1,12
TD,2004,calendar,1,12
TD,2005,calendar,1,12
TD,2006,calendar,1,12
TD,2007,calendar,1,12
TD,2008,calendar,1,12
TD,2009,calendar,1,12
TD,2010,calendar,1,12
TD,2011,calendar,1,12
TD,2012,calendar,1,12
TD,2013,calendar,1,12
TD,2014,calendar,1,12
TD,2015,calendar,1,12
TD,2016,calendar,1,12
TD,2017,calendar,1,12
TD,2018,calendar,1,12
TD,2019,calendar,1,12
TG,2000,calendar,1,12
TG,2001,calendar,1,12
TG,2002,calendar,1,12
TG,2003,calendar,1,12
TG,2004,calendar,1,12
TG,2005,calendar,1,12
TG,2006,calendar,1,12
TG,2007,calendar,1,12
TG,2008,calendar,1,12
TG,2009,calendar,1,12
TG,2010,calendar,1,12
TG,2011,calendar,1,12
TG,2012,calendar,1,12
TG,2013,calendar,1,12
TG,2014,calendar,1,12
TG,2015,calendar,1,12
TG,2016,calendar,1,12
TG,2017,calendar,1,12
TG,2018,calendar,1,12
TG,2019,calendar,1,12
TJ,2000,calendar,1,12
TJ,2001,calendar,1,12
TJ,2002,calendar,1,12
TJ,2003,calendar,1,12
TJ,2004,calendar,1,12
TJ,2005,calendar,1,12
TJ,2006,calendar,1,12
TJ,2007,calendar,1,12
TJ,2008,calendar,1,12
TJ,2009,calendar,1,12
TJ,2010,calendar,1,12
TJ,2011,calendar,1,12
TJ,2012,calendar,1,12
TJ,2013,calendar,1,12
TJ,2014,calendar,1,12
TJ,2015,calendar,1,12
TJ,2016,calendar,1,12
TJ,2017,calendar,1,12
TJ,2018,calendar,1,12
TJ,2019,calendar,1,12
TL,2000,fiscal,7,6
TL,2001,fiscal,7,6
TL,2002,fiscal,7,6
TL,2003,fiscal,7,6
TL,2004,fiscal,7,6
TL,2005,fiscal,7,6
TL,2006,fiscal,7,6
TL,2007,fiscal,7,6
TL,2008,calendar,1,12
TL,2009,calendar,1,12
TL,2010,calendar,1,12
TL,2011,calendar,1,12
TL,2012,calendar,1,12
TL,2013,calendar,1,12
TL,2014,calendar,1,12
TL,2015,calendar,1,12
TL,2016,calendar,1,12
TL,2017,calendar,1,12
TL,2018,calendar,1,12
TL,2019,calendar,1,12
TN,2000,calendar,1,12
TN,2001,calendar,1,12
TN,2002,calendar,1,12
TN,2003,calendar,1,12
TN,2004,calendar,1,12
TN,2005,calendar,1,12
TN,2006,calendar,1,12
TN,2007,calendar,1,12
TN,2008,calendar,1,12
TN,2009,calendar,1,12
TN,2010,calendar,1,12
TN,2011,calendar,1,12
TN,2012,calendar,1,12
TN,2013,calendar,1,12
TN,2014,calendar,1,12
TN,2015,calendar,1,12
TN,2016,calendar,1,12
TN,2017,calendar,1,12
TN,2018,calendar,1,12
TN,2019,calendar,1,12
TO,2000,fiscal,7,6
TO,2001,fiscal,7,6
TO,2002,fiscal,7,6
TO,2003,fiscal,7,6
TO,2004,fiscal,7,6
TO,2005,fiscal,7,6
TO,2006,fiscal,7,6
TO,2007,fiscal,7,6
TO,2008,fiscal,7,6
TO,2009,fiscal,7,6
TO,2010,fiscal,7,6
TO,2011,fiscal,7,6
TO,2012,fiscal,7,6
TO,2013,fiscal,7,6
TO,2014,fiscal,7,6
TO,2015,fiscal,7,6
TO,2016,fiscal,7,6
TO,2017,fiscal,7,6
TO,2018,fiscal,7,6
TO,2019,fiscal,7,6
TV,2000,calendar,1,12
TV,2001,calendar,1,12
TV,2002,calendar,1,12
TV,2003,calendar,1,12
TV,2004,calendar,1,12
TV,2005,calendar,1,12
TV,2006,calendar,1,12
TV,2007,calendar,1,12
TV,2008,calendar,1,12
TV,2009,calendar,1,12
TV,2010,calendar,1,12
TV,2011,calendar,1,12
TV,2012,calendar,1,12
TV,2013,calendar,1,12
TV,2014,calendar,1,12
TV,2015,calendar,1,12
TV,2016,calendar,1,12
TV,2017,calendar,1,12
TV,2018,calendar,1,12
TV,2019,calendar,1,12
TZ,2000,fiscal,7,6
TZ,2001,fiscal,7,6
TZ,2002,fiscal,7,6
TZ,2003,fiscal,7,6
TZ,2004,fiscal,7,6
TZ,2005,fiscal,7,6
TZ,2006,fiscal,7,6
TZ,2007,fiscal,7,6
TZ,2008,fiscal,7,6
TZ,2009,fiscal,7,6
TZ,2010,fiscal,7,6
TZ,2011,fiscal,7,6
TZ,2012,fiscal,7,6
TZ,2013,fiscal,7,6
TZ,2014,fiscal,7,6
TZ,2015,fiscal,7,6
TZ,2016,fiscal,7,6
TZ,2017,fiscal,7,6
TZ,2018,fiscal,7,6
TZ,2019,fiscal,7,6
UA,2000,calendar,1,12
UA,2001,calendar,1,12
UA,2002,calendar,1,12
UA,2003,calendar,1,12
UA,2004,calendar,1,12
UA,2005,calendar,1,12
UA,2006,calendar,1,12
UA,2007,calendar,1,12
UA,2008,calendar,1,12
UA,2009,calendar,1,12
UA,2010,calendar,1,12
UA,2011,calendar,1,12
UA,2012,calendar,1,12
UA,2013,calendar,1,12
UA,2014,calendar,1,12
UA,2015,calendar,1,12
UA,2016,calendar,1,12
UA,2017,calendar,1,12
UA,2018,calendar,1,12
UA,2019,calendar,1,12
UG,2000,fiscal,7,6
UG,2001,fiscal,7,6
