"id-to","entity-to-name","year","value"
"AL","Albania",2012,14571.93
"AL","Albania",2013,767.16
"AL","Albania",2014,0
"AL","Albania",2015,0
"BY","Belarus",2010,85158.52
"BY","Belarus",2011,86478.34
"BY","Belarus",2012,39087.91
"BY","Belarus",2013,58160.94
"BY","Belarus",2014,28484.31
"BY","Belarus",2015,9300
"central-asia","Central Asia, regional",2008,65325.9
"central-asia","Central Asia, regional",2009,139478.31
"central-asia","Central Asia, regional",2010,226901.4
"central-asia","Central Asia, regional",2011,81433.03
"central-asia","Central Asia, regional",2012,212284.66
"central-asia","Central Asia, regional",2013,294869.22
"central-asia","Central Asia, regional",2014,73334.69
"central-asia","Central Asia, regional",2015,0
"europe","Europe, regional",2008,9862925.18
"europe","Europe, regional",2009,12085430.28
"europe","Europe, regional",2010,11195525.84
"europe","Europe, regional",2011,10888835.69
"europe","Europe, regional",2012,10873240.11
"europe","Europe, regional",2013,12521574.69
"europe","Europe, regional",2014,12382011.39
"europe","Europe, regional",2015,13701500
"KZ","Kazakhstan",2014,9608.1
"KZ","Kazakhstan",2015,0
"RS","Serbia",2014,28762.41
"RS","Serbia",2015,0
"ex-yugoslavia","States Ex-Yugoslavia unspecified",2008,643.15
"TJ","Tajikistan",2014,44604.57
"TJ","Tajikistan",2015,49700
