"id","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"BA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.56,481.17,731.12,971.55,1090.26,1238.17,1451.66,1512.99,1746.49,2192.65,2619.75,2928.26,3351.96,4108,4974.66,4586.21,4475.09,4860.78,4494.64,4748.04,4852.32,4249.33
"BB",,,,,,,,,,,,,,,,,,,,,4013.78,4402.18,4585.87,4855.41,5278.45,5508.33,6028.68,6616.39,7012.47,7733.14,7728.51,7733.99,7464.87,7842.41,8148.34,8537.06,9069.14,9549.8,10727.46,11200.44,11568.5,11513.83,11675.35,12028.37,12868.86,14223.66,15646,16462.25,16570.56,16523.38,15906.19,15534.17,15385.12,15473.1,15360.06,15429.34
"BD",88.69,97.14,99.58,101.26,99.5,105.79,111.65,121.65,121.52,133.56,138.25,131.77,93.05,117.78,179.16,272.97,138.72,128.94,172.61,196.68,222.92,242.22,215.74,199.69,208.93,239.51,227.88,247.56,263.73,278.35,298.14,285.3,285.7,292.36,291.33,320.36,383.83,390.41,396.17,398.23,406.53,403.59,401.71,434.05,462.27,485.85,495.85,543.08,618.08,683.61,760.33,838.55,858.93,954.4,1086.8,1211.7
"BE",1273.69,1350.2,1438.52,1535.02,1701.85,1835.59,1957.63,2086.64,2222.36,2458.08,2780.7,3099.43,3852.14,4927.2,5764.49,6737.25,7281.82,8472.05,10344.85,11873.84,12932.86,10679.66,9393.88,8893.59,8502.54,8797.66,12235.18,15216.87,16478.83,16613.52,20710.64,21154.29,23497.73,22403.22,24338.14,28565.92,27701.9,25027.74,25541.67,25444.14,23207.41,23121.6,25052.34,30743.9,35589.69,36967.26,38852.37,44403.77,48424.58,44880.57,44382.82,47699.84,44740.58,46508.12,47346.79,40324.03
"BF",68.42,71.56,76.52,78.37,80.47,81.73,82.55,84.36,84.73,86.52,81.5,84.29,99.33,113.78,124.36,152.73,155.65,176.78,225.94,262.08,282.69,254.23,245.09,217.99,193.84,200.89,256.76,291.13,313.06,304.85,351.98,346.41,240.96,244.13,193.07,235.83,249.36,229.49,255.71,265.16,226.48,235.48,260.98,323.96,371.5,406.67,422.42,474.09,567.73,537.26,575.01,667.17,673.06,698.34,696.86,589.77
"BG",,,,,,,,,,,,,,,,,,,,,2238.8,2234.81,2169,1852.81,1963.57,1914.55,2260.43,3132.3,2511.39,2477.02,2366.53,1267.73,1211.98,1278.25,1148.49,1554.05,1208.85,1346.91,1771.99,1643.61,1609.28,1762.46,2079.23,2693.76,3353.56,3852.98,4455.69,5932.9,7296.12,6955.99,6843.26,7813.8,7378.03,7674.86,7853.34,6993.48
"BH",,,,,,,,,,,,,,,,,,,,,8537.6,9269.15,9446.16,9421.45,9590.78,8706.83,7041.49,7554.71,7958.11,8030.25,8528.76,9057.56,9088.63,9707.57,10138.47,10376.36,10523.08,10620.34,10005.24,10330.74,13590.52,12917.4,13279.05,14541.62,16275.18,18418.07,19669.32,21167.62,23043.03,19166.71,20386.02,22033.91,23057.77,24113.52,24515,22600.21
"BI",70.33,71.47,73.76,78.87,86.57,51.64,52.46,55.11,55.23,56.06,70.21,72.08,69.57,84.94,95.28,114.49,119.75,143.13,155.75,194.7,222.88,228.57,232.44,241.37,213.45,240.87,243.44,221.48,204.84,204.22,201.69,202.69,183.72,155.92,150.8,160.35,137.21,151.53,137.25,122,128.64,126.22,115.28,106.02,119.46,140.82,154.92,159.27,182.69,190.39,214.23,240.61,244.2,259.37,286,277.07
"BJ",93.02,95.57,94.45,99.84,104.32,110.13,112.97,112.03,117.02,116.19,114.74,112.75,135.01,162.17,174.17,207.44,208.76,218.53,263.63,327.82,377.96,337.79,322.48,270.77,252.44,243.91,302.67,343.68,345.81,310.63,391.89,383.3,315.22,407.45,276.16,362.47,382.29,356.58,375.02,399.05,369.7,373.55,411.96,509.46,570.69,587.08,609.02,685.55,794.87,768.01,732.95,799.04,811.22,887.09,915.93,762.05
"BM",1902.4,1961.54,2020.39,2020.27,2199.73,2282.22,2630.85,2982.75,2830.19,3053.7,3387.27,3866.3,4343.17,5009.29,5853.93,6509.43,7261.28,8370.79,8876.87,9613.38,11218.22,13425.98,14166.17,15902.02,17469.83,18269.54,20450.66,22411.8,24253.18,25517.92,26841.52,27700.31,28669.68,30900.69,31476.06,33989.72,44826.79,48478.88,51371.74,54245.46,56284.17,58883.96,62583.1,66111.73,70359.32,75882.03,83912.7,90849.59,93605.75,88463.31,88207.33,85973.16,85458.46,85748.07,,
"BN",,,,,,1112.32,1235.54,1233.85,1360.85,1301.4,1380.42,1455.42,1909.38,2924.97,6953.44,7265.62,8506.91,9968.14,10765.32,15010.65,25530.41,21925.79,20795.04,18227.22,17439.58,15797.48,10280.77,11672.44,11084.32,11954.4,13701.9,14002.11,15381.31,14678.07,14220.64,16046.98,16913.94,16779.34,12784.77,14205.77,18154.83,16616.8,17016.94,18758.98,22131.95,26337.92,31157.69,32707.7,37798.39,27726.48,34852.02,46377.88,46973.94,43970.53,41023.89,30554.73
"BO",152.46,162.7,174.49,184.28,203.6,223.28,239.38,255.85,210.19,218.56,225.75,238.11,267.69,263.21,428.43,480.05,533.63,616.67,702.43,808.42,811.78,1031.52,958.69,909.85,1013.8,865.69,624.72,672.57,697.37,701.46,709.95,764.14,791.38,788.4,806.22,887.47,958.47,1006.96,1058.72,1012.51,1007,958.24,913.58,917.36,978.33,1046.43,1233.59,1389.63,1736.93,1776.86,1981.17,2377.71,2645.29,2948.03,3124.09,3076.79
"BR",,,,,,,,,,,,,,,,,,,,,,,1435.21,1627.27,1497.32,1597.39,1906.81,2059.6,2275.58,2879.5,3071.63,3942.4,2578.21,2774.17,3482.53,4827.15,5144.64,5260.46,5065.34,3461.61,3728.51,3135.16,2805.72,3040.51,3596.22,4730.65,5808.34,7246.87,8706.82,8474.88,11121.42,13039.12,12157.31,12071.78,11728.8,8538.59
"BS",1550.35,1651.48,1752.97,1867.14,1994.56,2144.91,2322.98,2556.87,2804.67,3215.45,3179.24,3297.92,3322.57,3696.64,3416.59,3156.47,3328.58,3617.12,4130.79,5531.99,6338.65,6622.44,7165.13,7695.01,8873.73,9888.62,10339.48,11150.78,11381.96,12157.79,12350.88,11914.81,11682.13,11402.65,11812.12,12239.83,12717.06,17288.06,18456.99,20505.95,21241.17,21497.31,22505.4,22008.43,21995.52,23405.88,23721.16,24306.14,23657.37,22043.01,21920.52,21514.9,22554.52,22554.45,22497.45,22817.23
"BT",,,,,,,,,,,,,,,,,,,,,328.81,345.36,342.86,372.28,371.09,367.19,415.94,505.4,548.97,521.36,559.82,467.66,474.91,453.39,529.55,595.51,617.55,702.54,706.56,764.12,778.39,820.2,897.45,1009.01,1107.92,1257.55,1346.09,1755.16,1810.58,1786.81,2201.29,2485.79,2452.15,2383.04,2560.52,2656
"BW",58.03,61.32,64.81,67.5,71.81,76.86,83.96,92.9,101.81,115.24,138.88,177.36,223.39,319.04,386.17,432.06,435.7,508.71,639.45,854.33,1064.8,1039.44,948.58,1058.83,1083.96,942.38,1139.92,1558.81,2034.12,2301.68,2747.21,2776.42,2839.2,2772.73,2767.35,3001.1,3007.61,3050.23,2854.67,3210.23,3333.18,3114.62,3044.13,4149.04,4879.46,5327.85,5342.14,5666.64,5561.9,5115.12,6244,7504.85,6885.84,6806.66,7153.45,6360.14
"BY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.74,1747.44,1666.23,1590.04,1460.02,1370.67,1452.45,1396.5,1511.77,1209.61,1273.05,1244.44,1479.47,1819.48,2378.37,3126.37,3848.59,4735.96,6376.17,5176.04,5818.85,6305.77,6721.83,7722.12,8025.3,5740.46
"BZ",304.9,316.41,327.11,336.93,351.16,377.59,406.11,420.41,386.95,396.66,435.7,474.45,519.57,605.93,786.08,885.98,717.05,858.82,980.77,1074.25,1351.01,1307.21,1183.18,1212.94,1315.31,1268.22,1343.69,1586.4,1758.97,1979.34,2202.32,2326.83,2666.92,2833.08,2880.15,2996.4,3001.69,2952.58,2991.86,3065.52,3364.46,3419.21,3556.62,3679.88,3831.59,3933.3,4187.32,4324.93,4473.42,4263.81,4348.02,4522.86,4674.29,4723.59,4884.37,4878.72
"CA",2294.57,2231.29,2255.23,2354.84,2529.52,2739.59,3010.71,3173.08,3411.06,3703.99,4121.93,4586.26,5141.62,5870.6,7043.47,7489.94,8783.72,8892.76,9096.06,10012.44,11135.44,12297.79,12439.75,13377.9,13826.65,14060.46,14403.83,16245.45,18864.26,20638.29,21371.29,21664.6,20771.25,20017.43,19859.2,20577.49,21183.22,21770.13,20887.84,22167.23,24124.17,23691.59,24167.8,28172.15,31979.87,36189.59,40386.7,44544.53,46596.34,40773.45,47445.76,52083.83,52495.29,52266.18,50185.48,43248.53
"CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.14,133.87,132.92,136.7,136.17,100.69,397.26,150.42,171.23,169.91,189.59,213.31,246.8,273.49,310.73,286.05,311.25,350.27,390.71,413.7,437.81,456.05
"CF",74.6,80.52,79.97,81.59,87.86,91.32,93.85,95.32,109.25,104.92,103.41,108.03,121.18,139.97,142.41,187.7,218.84,240.61,282.83,316.53,350.49,296.89,310.29,264.99,249.3,329.16,417,436.54,450.19,429.79,490.4,457.46,457.06,403.29,261.6,334.37,294.92,268.09,270.43,273.58,245.43,245.56,256.85,290.51,318.48,332.95,353.89,404.11,463.83,454.37,446.8,488.36,472.82,322.37,354.45,323.2
"CG",129.97,145.85,155.98,157.08,164.83,171.27,185.33,193.95,199.53,204.48,205.95,234.07,289.35,370.19,387.69,492.87,470.58,463.45,516.99,685.06,946.78,1074.44,1130.75,1065.91,1083.08,1037.06,863.12,1043.43,977.92,1028.27,1172.76,1112.13,1166.33,743.41,667.69,777.58,908.72,808.29,660.17,776.36,1035.58,877.63,927.27,1049.32,1362.2,1737.61,2144.83,2259.27,3094.11,2428.26,2953.19,3453.22,3191.16,3205.46,3147.07,1851.2
"CH",1787.36,1971.32,2131.39,2294.18,2501.29,2620.48,2784.73,2960.72,3121.89,3344.78,,,,,,,,,,,18785.04,17110.45,17434.89,17298.57,16457.83,16613.63,23691.97,29484.87,31664.16,30325.76,38332.15,38303.05,39435.54,38005.32,41738.97,48540.58,46610.06,40429.94,41487.69,40577.34,37813.23,38538.64,41336.72,47960.56,53255.98,54797.55,57348.93,63223.47,72119.56,69672,74277.12,88002.61,83164.39,84658.89,85814.59,80945.08
"CI",157.19,171.64,172.51,195.65,227.44,217.97,232.75,235.87,267.25,271.68,277.66,288.67,321.77,416.58,486.71,589.4,674.07,865.65,1043.72,1155.52,1231.09,977.22,840.57,728.76,700.33,686.91,868.24,922.09,904.57,830.79,887.39,832.68,854.84,818.22,595.79,763.67,817.34,766.33,801.86,766.93,648.81,663.64,718.45,875.09,929.89,942.22,962.92,1078.54,1257.68,1233.3,1236.09,1231.87,1281.38,1445.91,1544.32,1398.99
"CL",526.36,575.32,662.74,680.49,695.84,693.43,786.74,763.79,767.42,874.11,937.35,1098.64,1164.91,1625.5,1514.99,693.48,931.34,1243.14,1411.77,1872.57,2454.29,2863.46,2103.82,1683.73,1613.29,1361.52,1440.36,1671.17,1937.71,2195.54,2401.53,2727.57,3277.67,3461.44,3942.97,5026.72,5263.19,5674.15,5367.21,4872.69,5229.18,4709.92,4566.52,4948.75,6323.76,7728.61,9500.84,10513.54,10791.02,10217.31,12785.05,14582.17,15253.33,15764.76,14566.15,13416.23
"CM",115.41,120.12,125.03,126.53,133.73,135.97,139.17,148.72,163.59,174.6,171.32,177.58,200.57,240.01,299.55,355.65,386.53,411.14,523.39,670.01,754.66,829.93,772.41,755.52,774.7,784.91,992.5,1115.21,1098.76,950.76,923.88,1000.33,890.56,1027.57,680.64,626.96,679.77,668.97,637.36,675.92,583.09,589.2,648.4,791.11,892.9,915.09,965.37,1070.95,1191.71,1164.72,1147.24,1258.92,1222.19,1331.2,1407.4,1217.26
"CN",89.52,75.81,70.91,74.31,85.5,98.49,104.32,96.59,91.47,100.13,113.16,118.65,131.88,157.09,160.14,178.34,165.41,185.42,156.4,183.99,194.81,197.07,203.34,225.43,250.71,294.46,281.93,251.81,283.54,310.88,317.89,333.14,366.46,377.39,473.49,609.66,709.41,781.74,828.58,873.29,959.37,1053.11,1148.51,1288.64,1508.67,1753.42,2099.23,2695.37,3471.25,3838.43,4560.51,5633.8,6337.88,7077.77,7683.5,8027.68
"CO",245.2,268.1,283.92,268.32,322.47,302.45,276.49,281.97,283.11,298.05,326.29,345.85,374.62,435.73,510.99,529.09,605.82,751.63,877.8,1030.5,1204.15,1282.36,1342.47,1304.6,1260.4,1125.2,1103.34,1125.26,1189.14,1175.93,1175.15,1181.08,1385.87,1541.71,2218.78,2470.68,2553.55,2759.95,2509.14,2164.43,2472.2,2395.86,2355.73,2246.26,2740.25,3386.03,3709.08,4674.21,5433.71,5148.41,6250.65,7227.77,7885.06,8030.69,7918.08,6056.15
"CR",380.72,354.81,334.49,344.83,353,373.03,394.17,412.73,442.99,474.68,532.67,567.41,635.96,766.09,814.71,934.9,1121.34,1391.67,1554.71,1734.43,2022.11,1069.14,1033.9,1535.35,1727.18,1756.86,1955.7,2033.67,2059.31,2274.43,2391.3,2257.49,2618.17,2854.62,3045.4,3279.33,3230.23,3408.37,3614.57,3688.4,3808.36,3981.53,4062.01,4167.72,4425.51,4697.01,5245.19,6120.63,6911.14,6809.4,8199.43,9186.57,9985.31,10547.21,10544.72,11260.09
"CU",,,,,,,,,,,653.23,779.56,901.37,1088.45,1224.42,1380.25,1444.8,1474.48,1837.5,2003.05,2024.66,2038.63,2111.05,2227.98,2399.84,2273.28,2382.6,2455.25,2645.61,2577.24,2706.98,2280.25,2057.22,2071.51,2621.14,2790.07,2283.56,2305.93,2330.81,2559.93,2749.46,2841.18,3003.29,3201.25,3398.62,3786.88,4677.71,5193.48,5385.74,5494.93,5688.67,6092.61,6448.16,6789.85,,
"CV",,,,,,,,,,,,,,,,,,,,,498.07,480.22,474.99,458.27,428.28,438.66,597.35,726.15,803.71,799.61,899.3,915.55,996.34,1331.13,1073.44,1251.81,1256.49,1197.18,1242.99,1379.07,1229.04,1258.56,1363.59,1759.26,1970.89,2049.62,2316.48,3145.65,3698.31,3517.39,3393.93,3766.11,3497.69,3648.94,3661.17,3080.18
"CW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CY",,,,,,,,,,,,,,,,976.33,1157.41,1476.27,1929.4,2559.26,4232.02,4033.24,4122.78,4091.05,4258.74,4488.29,5642.63,6690.58,7645.63,8038.91,9641.58,9696.1,11310.07,10526.14,11617.69,15098.01,14969.42,14303.54,15247.29,15457.64,14672.88,15062.92,16372.29,20293.41,23932.49,25324.49,27169.99,31386.63,35390.7,32105.82,30818.46,32233.84,28951.16,27907.97,27340.88,23242.84
"CZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.53,2867.23,3338.66,3916.05,4583.58,5765.05,6473.44,5980.26,6447.46,6293.3,5994.53,6594.72,8011.9,9741.06,11667.63,13317.73,15159.14,18333.95,22649.38,19698.49,19763.96,21717.48,19729.87,19916.02,19744.56,17548.34
"DE",,,,,,,,,,,2750.72,3180.06,3795.57,5027.66,5617.74,6212.76,6609.75,7653.88,9446.17,11238.34,12092.38,10170.45,9876.23,9827.02,9277.93,9393.89,13410.9,16614.41,17863.44,17697.16,22219.57,23269.38,26333.54,25488.52,27087.56,31729.7,30564.25,27045.72,27340.67,26795.99,23718.75,23687.32,25205.16,30359.95,34165.93,34696.62,36447.87,41814.82,45699.2,41732.71,41788.04,45936.08,44065.25,45688.39,47902.65,41313.31
"DJ",,,,,,,,,,,,,,,,,,,,,,,,,,805.23,,768.94,756.39,732.31,768.8,757.23,762.38,729.1,756.59,752.9,733.81,733.14,736.5,754.35,762.88,779.77,792.96,822.1,867.68,910.36,974.56,1060.81,1234.01,1279.25,1358.46,1472.01,1586.78,1682.95,1812.43,1945.12
"DK",1364.52,1503.54,1681.03,1775.37,2013.24,2243.93,2443.26,2644.79,2712.61,3068.24,3421.99,3792.6,4601.01,6065.4,6719.24,7954.97,8753.25,9760.68,11810.03,13740.97,13833.12,11984.01,11707.41,11768.66,11478.44,12167.45,17146.7,21289.16,22441.09,21799.28,26861.8,26960.98,29526.17,27553.12,29992.22,35351.38,35650.72,32835.93,33368.15,33440.8,30743.56,30751.65,33228.69,40458.77,46487.51,48816.84,52041,58501.14,64181.99,57895.5,57647.67,61304.06,58125.36,60361.74,61330.91,51989.29
"DM",,,,,,,,,,,,,,,,,,495.43,608.45,591.22,784.73,878.51,958.54,1069.24,1210.65,1338.75,1534.74,1745.91,2003.91,2152.86,2344.94,2546.78,2701.67,2814.67,3018.82,3139.22,3323.37,3473.65,3676.52,3830.23,4819.9,4925.63,4837.63,4997.16,5329.14,5250.35,5522.29,5952.06,6464.22,6888.86,6938.95,7016.45,6778.34,7061.28,7301.24,7116.39
"DO",204.13,192.03,234.03,258.56,272.91,228.95,245.89,250.85,253.9,281.19,329.86,359.83,417.51,479.54,582.85,698.9,748.27,847.6,861.26,968.79,1141.45,1222.66,1310.12,1387.32,1626.43,777.42,923.89,861.39,778.51,949.4,984.69,1327.45,1510.02,1704.85,1871.67,2072.68,2258.26,2400.19,2551.9,2575.56,2802.42,2862.15,3008.46,2372.63,2421.1,3681.06,3836.47,4647.32,5011.05,4952.69,5451.07,5759.04,5968.83,6026.99,6268.63,6468.47
"DZ",244.82,213.49,171.21,225.53,236.61,248.38,234.19,252.42,280.27,300.98,334.26,339.38,439.73,551.43,813.05,931.11,1031.3,1185.51,1447.62,1771.97,2189.78,2223.7,2197.11,2298.88,2452.66,2567.5,2740.65,2790.47,2402.83,2202.56,2394.42,1721.58,1766.07,1797.54,1499.98,1444.91,1596.01,1611.96,1588.42,1580.96,1757.01,1732.96,1774.29,2094.89,2600.01,3102.04,3467.54,3939.56,4912.25,3875.82,4473.49,5447.4,5583.62,5491.61,5484.07,4206.03
"EC",222.27,209.35,199.17,209.62,226.72,454.67,449.4,458.78,450.57,527.5,471.39,440.76,495.59,588.6,970.74,1106.52,1266.39,1495.25,1574.56,1823.72,2241.79,2665.31,2374.6,1993.03,1916.7,1895.77,1651.49,1467.3,1340.14,1392.23,1491.4,1623.99,1690.15,1729.37,2028.2,2135.63,2159.15,2361.6,2300.41,1584.46,1451.29,1903.74,2183.97,2440.47,2708.56,3021.94,3350.78,3590.71,4274.94,4255.56,4657.3,5223.38,5702.17,6074.18,6432.3,6205.06
"EE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.38,3352.73,3619.95,4052.29,4148.06,4070.03,4498.96,5308.35,7174.24,8850.47,10338.32,12595.41,16586.41,18094.55,14726.31,14639.47,17453.75,17421.89,19029.78,19941.45,17118.5
"EG",,,,,,165.57,168.65,171.9,183.72,201.59,220.71,232.45,241.42,259.58,238.4,296.13,338.42,362.48,359.35,428.86,528.31,526.37,561.11,601.13,637.58,702.59,707.03,776.4,653.6,720.41,764.76,640.85,710.36,774.91,847,963.56,1063.43,1211.29,1286.79,1351.61,1461.02,1402.76,1238.93,1147.78,1071.32,1196.73,1409.18,1681.31,2061.61,2349.29,2668.04,2816.67,3226.13,3264.45,3365.71,3614.75
"ER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.95,148.49,168.9,182.68,216.55,210.54,223.4,200.87,199.81,205.85,192.51,221.53,272.83,262.07,281.38,299.11,306.67,404.2,451.43,544.46,,,,
"ES",396.39,450.05,520.21,609.49,675.24,774.76,889.66,968.31,950.55,1077.68,1209,1359.77,1709.19,2252.51,2759.54,3221.59,3288.46,3631.82,4343.71,5753.03,6200.34,5359.14,5151.55,4472.09,4483.85,4693.08,6504.07,8228.72,9689.54,10662.92,13773.37,14782.04,16105.42,13362.02,13465.38,15561.97,16236.77,14872.57,15534.36,15859.09,14787.76,15359.11,17019.54,21495.71,24918.65,26510.72,28482.61,32709.4,35578.74,32333.47,30737.83,31832.24,28647.84,29370.66,29718.5,25831.58
"ET",,,,,,,,,,,,,,,,,,,,,,202.94,207.7,223.94,205,232.51,233.95,242.17,242.91,247.16,253.35,270.44,203.34,165.13,125.13,133.9,144.69,141.05,124.68,119.3,124.05,120.35,111.53,119.06,135.98,161.88,194.08,243.63,325.79,380.26,341.86,355.59,469.79,503.9,573.57,619.17
"EU",876.62,946.29,1024.67,1118.81,1229.14,1327.53,1428.14,1523.56,1573.02,1716.66,1934.15,2176.45,2589.81,3269.17,3654.17,4237.95,4368.5,4926.27,6011.61,7313.58,8314.29,7328.65,7034.16,6802.63,6517.25,6719.39,9189.39,11338.29,12606.8,12828.53,15854.66,16421.26,17841.88,16215.4,17180.81,19859.26,20274.47,19104.15,19729.97,19662.34,18240.89,18403.15,20004.67,24266.82,27912.15,29073.53,30895.6,35567.61,38095.2,33932.18,33654.05,36271.82,34197.1,35440.33,36537.81,32004.92
"FI",1179.35,1327.43,1411.7,1522.32,1707.5,1882.09,2010.21,2034.19,1907.08,2178.04,2467.48,2718.21,3180.01,4176.27,5301.54,6260.19,6744.7,7074.36,7634.48,9339.18,11232.27,10934.57,10945.28,10505.83,10841.57,11405.93,14962.26,18580.66,22056.7,23983.85,28380.55,25503.22,22337.49,17617.03,20305.58,26273.47,25777.64,24676.5,25989.41,26178.79,24253.25,24913.24,26834.03,32816.16,37636.11,38969.17,41120.68,48288.55,53401.31,47107.16,46205.17,50787.56,47415.56,49638.08,49887.9,42311.04
"FJ",285.54,287.33,291.54,296.77,310.87,317.07,316.18,333.31,334.65,357.46,422.41,466.04,583.35,768.74,987.98,1186.75,1182.17,1202.71,1360.86,1640.67,1893.04,1898.59,1786.92,1638.64,1681.97,1603.58,1795.61,1632.07,1535.41,1632.14,1834.99,1881.58,2057.4,2166.06,2383.92,2540.75,2714.24,2641.07,2070.17,2408.17,2076.01,2038.9,2259.06,2835.98,3332.91,3658.62,3750.03,4079.23,4178.32,3369.86,3651.96,4351.91,4543.82,4758.89,5042.37,4960.52
