"id","entity-name","year","value"
"d101",,2011,134
"d101",,2012,100
"d101",,2013,79
"d101",,2014,59.8
"d102",,2011,136
"d102",,2012,60.9
"d102",,2013,
"d102",,2014,94.5
"d103",,2011,108
"d103",,2012,100
"d103",,2013,106
"d103",,2014,98.1
"d104",,2011,74
"d104",,2012,72.6
"d104",,2013,117
"d104",,2014,111.7
"d105",,2011,97
"d105",,2012,100
"d105",,2013,108
"d105",,2014,105.6
"d106",,2011,113
"d106",,2012,100
"d106",,2013,123
"d106",,2014,117.8
"d107",,2011,76
"d107",,2012,92
"d107",,2013,100
"d107",,2014,95.9
"d108",,2011,94
"d108",,2012,94.7
"d108",,2013,104
"d108",,2014,94.2
"d109",,2011,86
"d109",,2012,87.6
"d109",,2013,87
"d109",,2014,77.9
"d110",,2011,102
"d110",,2012,37.2
"d110",,2013,83
"d110",,2014,106.8
"d111",,2011,107
"d111",,2012,79
"d111",,2013,79
"d111",,2014,64.2
"d112",,2011,94
"d112",,2012,100
"d112",,2013,99
"d112",,2014,101.4
"d113",,2011,93
"d113",,2012,96.3
"d113",,2013,81
"d113",,2014,97.5
"d114",,2011,93
"d114",,2012,100
"d114",,2013,88
"d114",,2014,108.7
"d115",,2011,102
"d115",,2012,100
"d115",,2013,105
"d115",,2014,101.8
"d116",,2011,71
"d116",,2012,61.2
"d116",,2013,65
"d116",,2014,71.3
"d117",,2011,76
"d117",,2012,69.2
"d117",,2013,81
"d117",,2014,83.7
"d118",,2011,115
"d118",,2012,75.1
"d118",,2013,65
"d118",,2014,108.8
"d119",,2011,94
"d119",,2012,87.1
"d119",,2013,71
"d119",,2014,87.3
"d120",,2011,139
"d120",,2012,100
"d120",,2013,126
"d120",,2014,98
"d121",,2011,89
"d121",,2012,88.2
"d121",,2013,93
"d121",,2014,96.9
"d122",,2011,102
"d122",,2012,100
"d122",,2013,150
"d122",,2014,70.3
"d123",,2011,132
"d123",,2012,100
"d123",,2013,86
"d123",,2014,93.4
"d124",,2011,58
"d124",,2012,74.6
"d124",,2013,82
"d124",,2014,144.3
"d201",,2011,109
"d201",,2012,
"d201",,2013,107
"d201",,2014,111
"d202",,2011,51
"d202",,2012,86.2
"d202",,2013,74
"d202",,2014,91.6
"d203",,2011,83
"d203",,2012,75.2
"d203",,2013,83
"d203",,2014,92.8
"d204",,2011,84
"d204",,2012,85.8
"d204",,2013,98
"d204",,2014,88.7
"d205",,2011,102
"d205",,2012,100
"d205",,2013,136
"d205",,2014,145.7
"d206",,2011,77
"d206",,2012,74.5
"d206",,2013,59
"d206",,2014,62.8
"d207",,2011,91
"d207",,2012,
"d207",,2013,93
"d207",,2014,78.4
"d208",,2011,95
"d208",,2012,78.7
"d208",,2013,81
"d208",,2014,80
"d209",,2011,109
"d209",,2012,100
"d209",,2013,122
"d209",,2014,112.3
"d210",,2011,90
"d210",,2012,51
"d210",,2013,81
"d210",,2014,89.5
"d211",,2011,38
"d211",,2012,100
"d211",,2013,67
"d211",,2014,103.5
"d212",,2011,95
