"id","entity-name","2012"
"d18974","Baringo",9.4
"d18975","Bomet",9.4
"d18987","Bungoma",9.4
"d18988","Busia",9.4
"d18976","Elgeyo-Marakwet",9.4
"d18955","Embu",9.4
"d18965","Garissa",9.4
"d18968","Homa Bay",9.4
"d18956","Isiolo",9.4
"d18991","Kajiado",9.4
"d18989","Kakamega",9.4
"d18977","Kericho",9.4
"d18943","Kiambu",9.4
"d18949","Kilifi",9.4
"d18944","Kirinyaga",9.4
"d18969","Kisii",9.4
"d18970","Kisumu",9.4
"d18957","Kitui",9.4
"d18950","Kwale",9.4
"d18978","Laikipia",9.4
"d18951","Lamu",9.4
"d18958","Machakos",9.4
"d18959","Makueni",9.4
"d18966","Mandera",9.4
"d18960","Marsabit",9.4
"d18961","Meru",9.4
"d18971","Migori",9.4
"d18952","Mombasa",9.4
"d18946","Murang'a",9.4
"d18964","Nairobi",9.4
"d18979","Nakuru",9.4
"d18980","Nandi",9.4
"d18981","Narok",9.4
"d18962","Nithi",9.4
"d18972","Nyamira",9.4
"d18947","Nyandarua",9.4
"d18948","Nyeri",9.4
"d18982","Samburu",9.4
"d18973","Siaya",9.4
"d18953","Taita Taveta",9.4
"d18954","Tana River",9.4
"d18983","Trans-Nzoia",9.4
"d18984","Turkana",9.4
"d18985","Uasin Gishu",9.4
"d18990","Vihiga",9.4
"d18967","Wajir",9.4
"d18986","West Pokot",9.4
