id-from,id-to,year,rank,total-oda,bundle,bundle-value
AU,AF,2015,7,79126534.94,technical-ooperation,3408234.42
AU,ID,2015,2,372961314.04,cash-grant,105891509.81
AU,ID,2015,2,372961314.04,cash-loan-equity,14121300.00
AU,ID,2015,2,372961314.04,commodities-food,1140383.00
AU,ID,2015,2,372961314.04,gpgs-nngos,16152883.80
AU,ID,2015,2,372961314.04,mixed-project-aid,43247042.27
AU,ID,2015,2,372961314.04,non-transfer,58365870.40
AU,ID,2015,2,372961314.04,technical-ooperation,134042324.76
AU,MM,2015,9,55429897.59,cash-grant,43983246.28
AU,MM,2015,9,55429897.59,commodities-food,127733.00
AU,MM,2015,9,55429897.59,gpgs-nngos,55729.20
AU,MM,2015,9,55429897.59,mixed-project-aid,777391.57
AU,MM,2015,9,55429897.59,non-transfer,4259482.40
AU,MM,2015,9,55429897.59,technical-ooperation,6226315.14
AU,other,2015,11,1307787376.53,cash-grant,682780217.77
AU,other,2015,11,1307787376.53,commodities-food,14683856.72
AU,other,2015,11,1307787376.53,gpgs-nngos,21630250.48
AU,other,2015,11,1307787376.53,mixed-project-aid,79631149.33
AU,other,2015,11,1307787376.53,non-transfer,308833680.89
AU,other,2015,11,1307787376.53,technical-ooperation,200228221.34
AU,PG,2015,1,416449234.37,cash-grant,116717675.05
AU,PG,2015,1,416449234.37,commodities-food,35795893.30
AU,PG,2015,1,416449234.37,gpgs-nngos,237546.40
AU,PG,2015,1,416449234.37,mixed-project-aid,75878474.61
AU,PG,2015,1,416449234.37,non-transfer,22921394.39
AU,PG,2015,1,416449234.37,technical-ooperation,164898250.63
AU,PH,2015,5,92503776.10,cash-grant,10962647.65
AU,PH,2015,5,92503776.10,commodities-food,127733.00
AU,PH,2015,5,92503776.10,gpgs-nngos,29468.80
AU,PH,2015,5,92503776.10,mixed-project-aid,970824.15
AU,PH,2015,5,92503776.10,non-transfer,8765316.72
AU,PH,2015,5,92503776.10,technical-ooperation,71647785.79
AU,PK,2015,10,52826972.01,cash-grant,38318009.17
AU,PK,2015,10,52826972.01,mixed-project-aid,2338618.74
AU,PK,2015,10,52826972.01,non-transfer,7174584.55
AU,PK,2015,10,52826972.01,technical-ooperation,4995759.55
AU,SB,2015,3,121998286.34,cash-grant,57683698.66
AU,SB,2015,3,121998286.34,gpgs-nngos,56127.40
AU,SB,2015,3,121998286.34,mixed-project-aid,1454488.96
AU,SB,2015,3,121998286.34,non-transfer,3603275.02
AU,SB,2015,3,121998286.34,technical-ooperation,59200696.31
AU,TL,2015,8,62982895.16,cash-grant,25214677.43
AU,TL,2015,8,62982895.16,gpgs-nngos,1160951.50
AU,TL,2015,8,62982895.16,mixed-project-aid,14647288.52
AU,TL,2015,8,62982895.16,non-transfer,5088936.91
AU,TL,2015,8,62982895.16,technical-ooperation,16871040.80
AU,VN,2015,4,103884795.74,cash-grant,65935471.61
AU,VN,2015,4,103884795.74,commodities-food,127733.00
AU,VN,2015,4,103884795.74,gpgs-nngos,79960.90
AU,VN,2015,4,103884795.74,mixed-project-aid,2372822.51
AU,VN,2015,4,103884795.74,non-transfer,30296999.80
AU,VN,2015,4,103884795.74,technical-ooperation,5071807.92
AU,VU,2015,6,89982100.65,cash-grant,21497572.52
AU,VU,2015,6,89982100.65,gpgs-nngos,374641.50
AU,VU,2015,6,89982100.65,mixed-project-aid,39431737.10
AU,VU,2015,6,89982100.65,non-transfer,1470696.27
AU,VU,2015,6,89982100.65,technical-ooperation,27207453.26
BE,BI,2015,2,49135282.59,cash-grant,14661376.30
BE,BI,2015,2,49135282.59,mixed-project-aid,1449820.00
BE,BI,2015,2,49135282.59,non-transfer,412468.00
BE,BI,2015,2,49135282.59,technical-ooperation,32611618.29
BE,BJ,2015,7,19642537.98,cash-grant,4176205.20
BE,BJ,2015,7,19642537.98,mixed-project-aid,8304292.00
BE,BJ,2015,7,19642537.98,non-transfer,440149.60
BE,BJ,2015,7,19642537.98,technical-ooperation,6721891.18
BE,CD,2015,1,89448466.86,cash-grant,45419764.30
BE,CD,2015,1,89448466.86,mixed-project-aid,13940058.90
BE,CD,2015,1,89448466.86,technical-ooperation,30088643.66
BE,ML,2015,6,22094422.89,cash-grant,7069790.70
BE,ML,2015,6,22094422.89,cash-loan-equity,0.00
BE,ML,2015,6,22094422.89,mixed-project-aid,1076331.56
BE,ML,2015,6,22094422.89,non-transfer,368722.00
BE,ML,2015,6,22094422.89,technical-ooperation,13579578.63
BE,MZ,2015,8,19234540.55,cash-grant,10287121.70
BE,MZ,2015,8,19234540.55,cash-loan-equity,0.00
BE,MZ,2015,8,19234540.55,mixed-project-aid,407357.00
BE,MZ,2015,8,19234540.55,non-transfer,38464.76
BE,MZ,2015,8,19234540.55,technical-ooperation,8501597.09
BE,NE,2015,10,17126484.04,cash-grant,1859179.10
BE,NE,2015,10,17126484.04,cash-loan-equity,0.00
BE,NE,2015,10,17126484.04,mixed-project-aid,1485700.00
BE,NE,2015,10,17126484.04,non-transfer,577400.00
BE,NE,2015,10,17126484.04,technical-ooperation,13204204.94
BE,other,2015,11,859704326.87,cash-grant,211371438.04
BE,other,2015,11,859704326.87,cash-loan-equity,21143176.00
BE,other,2015,11,859704326.87,commodities-food,17221290.00
BE,other,2015,11,859704326.87,mixed-project-aid,13803549.65
BE,other,2015,11,859704326.87,non-transfer,428833216.18
BE,other,2015,11,859704326.87,technical-ooperation,167331657.00
BE,PS,2015,5,24234565.25,cash-grant,4832010.40
BE,PS,2015,5,24234565.25,commodities-food,2773160.00
BE,PS,2015,5,24234565.25,mixed-project-aid,2119422.60
BE,PS,2015,5,24234565.25,technical-ooperation,14509972.25
BE,RW,2015,3,35881653.15,cash-grant,15671614.54
BE,RW,2015,3,35881653.15,mixed-project-aid,878649.00
BE,RW,2015,3,35881653.15,non-transfer,63967.80
BE,RW,2015,3,35881653.15,technical-ooperation,19267421.81
BE,SN,2015,9,17975661.37,cash-grant,4169228.50
BE,SN,2015,9,17975661.37,cash-loan-equity,951848.00
BE,SN,2015,9,17975661.37,mixed-project-aid,5397383.50
BE,SN,2015,9,17975661.37,non-transfer,1481470.00
BE,SN,2015,9,17975661.37,technical-ooperation,5975731.37
BE,SY,2015,4,29591715.39,cash-grant,9706040.00
BE,SY,2015,4,29591715.39,commodities-food,2218520.00
BE,SY,2015,4,29591715.39,technical-ooperation,17667155.39
CA,AF,2015,2,148083762.43,cash-grant,119142200.87
CA,AF,2015,2,148083762.43,commodities-food,3176090.00
CA,AF,2015,2,148083762.43,mixed-project-aid,6778703.00
CA,AF,2015,2,148083762.43,technical-ooperation,18986768.56
CA,ET,2015,3,103242764.06,cash-grant,28345358.44
CA,ET,2015,3,103242764.06,commodities-food,37154312.92
CA,ET,2015,3,103242764.06,mixed-project-aid,5976599.07
CA,ET,2015,3,103242764.06,technical-ooperation,31766493.63
CA,GH,2015,9,74718154.48,cash-grant,38592791.02
CA,GH,2015,9,74718154.48,commodities-food,25533.95
CA,GH,2015,9,74718154.48,mixed-project-aid,1728099.03
CA,GH,2015,9,74718154.48,technical-ooperation,34371730.48
CA,HT,2015,10,74280226.11,cash-grant,30987254.10
CA,HT,2015,10,74280226.11,commodities-food,2961751.00
CA,HT,2015,10,74280226.11,mixed-project-aid,577235.14
CA,HT,2015,10,74280226.11,technical-ooperation,39753985.87
CA,IQ,2015,8,74962038.49,cash-grant,31087114.29
CA,IQ,2015,8,74962038.49,commodities-food,14002990.00
CA,IQ,2015,8,74962038.49,mixed-project-aid,17138494.00
CA,IQ,2015,8,74962038.49,technical-ooperation,12733440.20
CA,JO,2015,4,97409262.04,cash-grant,60559971.19
CA,JO,2015,4,97409262.04,commodities-food,11372300.00
CA,JO,2015,4,97409262.04,mixed-project-aid,8848194.85
CA,JO,2015,4,97409262.04,technical-ooperation,16628796.00
CA,ML,2015,6,87994601.35,cash-grant,51084992.26
CA,ML,2015,6,87994601.35,commodities-food,2362669.35
CA,ML,2015,6,87994601.35,gpgs-nngos,1636237.00
CA,ML,2015,6,87994601.35,mixed-project-aid,913572.92
CA,ML,2015,6,87994601.35,technical-ooperation,31997129.82
CA,other,2015,11,1963176127.15,cash-grant,682744042.76
CA,other,2015,11,1963176127.15,cash-loan-equity,0.00
CA,other,2015,11,1963176127.15,commodities-food,122901702.46
CA,other,2015,11,1963176127.15,gpgs-nngos,5032185.98
CA,other,2015,11,1963176127.15,mixed-project-aid,131914385.07
CA,other,2015,11,1963176127.15,non-transfer,553139911.13
CA,other,2015,11,1963176127.15,technical-ooperation,467443899.75
CA,SS,2015,5,88053755.04,cash-grant,46972552.10
CA,SS,2015,5,88053755.04,commodities-food,16836000.00
CA,SS,2015,5,88053755.04,mixed-project-aid,377751.50
CA,SS,2015,5,88053755.04,technical-ooperation,23867451.44
CA,TZ,2015,7,82732486.07,cash-grant,49044069.01
CA,TZ,2015,7,82732486.07,gpgs-nngos,880764.41
CA,TZ,2015,7,82732486.07,mixed-project-aid,2276914.97
CA,TZ,2015,7,82732486.07,technical-ooperation,30530737.68
CA,UA,2015,1,219884557.01,cash-grant,30064460.40
CA,UA,2015,1,219884557.01,cash-loan-equity,156458000.00
CA,UA,2015,1,219884557.01,commodities-food,1588050.00
CA,UA,2015,1,219884557.01,mixed-project-aid,5201047.71
CA,UA,2015,1,219884557.01,technical-ooperation,26572998.90
CH,AF,2015,9,34995908.98,cash-grant,19140827.00
CH,AF,2015,9,34995908.98,commodities-food,1558770.00
CH,AF,2015,9,34995908.98,gpgs-nngos,374103.90
CH,AF,2015,9,34995908.98,mixed-project-aid,8709518.98
CH,AF,2015,9,34995908.98,technical-ooperation,5212689.10
CH,BD,2015,7,37884777.20,cash-grant,24677509.71
CH,BD,2015,7,37884777.20,cash-loan-equity,0.00
CH,BD,2015,7,37884777.20,gpgs-nngos,166268.00
CH,BD,2015,7,37884777.20,mixed-project-aid,9689285.25
CH,BD,2015,7,37884777.20,non-transfer,11264.70
CH,BD,2015,7,37884777.20,technical-ooperation,3340449.54
CH,BF,2015,6,38777446.02,cash-grant,16811091.00
CH,BF,2015,6,38777446.02,commodities-food,873999.00
CH,BF,2015,6,38777446.02,mixed-project-aid,18866083.82
CH,BF,2015,6,38777446.02,non-transfer,20783.50
CH,BF,2015,6,38777446.02,technical-ooperation,2205488.70
CH,BO,2015,2,42403753.74,cash-grant,6763920.00
CH,BO,2015,2,42403753.74,commodities-food,76823.25
CH,BO,2015,2,42403753.74,gpgs-nngos,1350930.00
CH,BO,2015,2,42403753.74,mixed-project-aid,28282693.99
CH,BO,2015,2,42403753.74,non-transfer,38139.90
CH,BO,2015,2,42403753.74,technical-ooperation,5891246.60
CH,ML,2015,8,36163891.01,cash-grant,7853416.67
CH,ML,2015,8,36163891.01,commodities-food,3071061.42
CH,ML,2015,8,36163891.01,gpgs-nngos,34405.10
CH,ML,2015,8,36163891.01,mixed-project-aid,22577644.76
CH,ML,2015,8,36163891.01,non-transfer,51156.60
CH,ML,2015,8,36163891.01,technical-ooperation,2576206.46
CH,MM,2015,5,40475833.50,cash-grant,18141498.30
CH,MM,2015,5,40475833.50,commodities-food,3260941.00
CH,MM,2015,5,40475833.50,gpgs-nngos,1467220.00
CH,MM,2015,5,40475833.50,mixed-project-aid,10991898.49
CH,MM,2015,5,40475833.50,non-transfer,28869.40
CH,MM,2015,5,40475833.50,technical-ooperation,6585406.31
CH,MZ,2015,4,41125667.11,cash-grant,23709050.00
CH,MZ,2015,4,41125667.11,gpgs-nngos,57462.30
CH,MZ,2015,4,41125667.11,mixed-project-aid,17242039.51
CH,MZ,2015,4,41125667.11,non-transfer,104346.90
CH,MZ,2015,4,41125667.11,technical-ooperation,12768.40
CH,NP,2015,1,53438308.67,cash-grant,5662099.97
CH,NP,2015,1,53438308.67,mixed-project-aid,37035188.50
CH,NP,2015,1,53438308.67,non-transfer,11264.70
CH,NP,2015,1,53438308.67,technical-ooperation,10729755.50
CH,other,2015,11,2428560690.10,cash-grant,613584329.16
CH,other,2015,11,2428560690.10,cash-loan-equity,61934940.00
CH,other,2015,11,2428560690.10,commodities-food,70224919.35
CH,other,2015,11,2428560690.10,gpgs-nngos,49237345.98
CH,other,2015,11,2428560690.10,mixed-project-aid,660778510.23
CH,other,2015,11,2428560690.10,non-transfer,686728031.35
CH,other,2015,11,2428560690.10,technical-ooperation,286072614.04
CH,SY,2015,3,41328226.73,cash-grant,11583808.98
CH,SY,2015,3,41328226.73,commodities-food,8506664.00
CH,SY,2015,3,41328226.73,gpgs-nngos,64333.40
CH,SY,2015,3,41328226.73,mixed-project-aid,19710094.93
CH,SY,2015,3,41328226.73,non-transfer,81416.40
CH,SY,2015,3,41328226.73,technical-ooperation,1381909.02
CH,TZ,2015,10,32559843.70,cash-grant,16561455.00
CH,TZ,2015,10,32559843.70,commodities-food,0.00
CH,TZ,2015,10,32559843.70,gpgs-nngos,2467635.60
CH,TZ,2015,10,32559843.70,mixed-project-aid,10514667.20
CH,TZ,2015,10,32559843.70,non-transfer,64016.40
CH,TZ,2015,10,32559843.70,technical-ooperation,2952069.50
CZ,AF,2015,3,3722178.31,cash-grant,506222.00
CZ,AF,2015,3,3722178.31,gpgs-nngos,43813.01
CZ,AF,2015,3,3722178.31,mixed-project-aid,174049.90
CZ,AF,2015,3,3722178.31,non-transfer,118926.00
CZ,AF,2015,3,3722178.31,technical-ooperation,2879167.40
CZ,BA,2015,4,3715612.53,cash-grant,1868486.21
CZ,BA,2015,4,3715612.53,mixed-project-aid,209455.61
CZ,BA,2015,4,3715612.53,non-transfer,328738.15
CZ,BA,2015,4,3715612.53,technical-ooperation,1308932.56
CZ,ET,2015,5,3230869.79,cash-grant,2147334.37
CZ,ET,2015,5,3230869.79,commodities-food,203313.00
CZ,ET,2015,5,3230869.79,gpgs-nngos,17855.40
CZ,ET,2015,5,3230869.79,mixed-project-aid,188799.40
CZ,ET,2015,5,3230869.79,non-transfer,179880.88
CZ,ET,2015,5,3230869.79,technical-ooperation,493686.74
CZ,GE,2015,7,2802101.42,cash-grant,160015.05
CZ,GE,2015,7,2802101.42,gpgs-nngos,23028.10
CZ,GE,2015,7,2802101.42,mixed-project-aid,1013485.91
CZ,GE,2015,7,2802101.42,non-transfer,244668.00
CZ,GE,2015,7,2802101.42,technical-ooperation,1360904.36
CZ,JO,2015,6,2986842.61,cash-grant,1890814.00
CZ,JO,2015,6,2986842.61,commodities-food,219578.00
CZ,JO,2015,6,2986842.61,mixed-project-aid,876450.61
CZ,MD,2015,1,4066308.26,cash-grant,2791983.66
CZ,MD,2015,1,4066308.26,mixed-project-aid,201814.18
CZ,MD,2015,1,4066308.26,non-transfer,388839.00
CZ,MD,2015,1,4066308.26,technical-ooperation,683671.42
CZ,MN,2015,10,1616552.78,cash-grant,1326751.52
CZ,MN,2015,10,1616552.78,gpgs-nngos,11204.20
CZ,MN,2015,10,1616552.78,mixed-project-aid,38837.05
CZ,MN,2015,10,1616552.78,non-transfer,147450.00
CZ,MN,2015,10,1616552.78,technical-ooperation,92310.01
CZ,other,2015,11,40719748.50,cash-grant,9049395.41
CZ,other,2015,11,40719748.50,commodities-food,918975.81
CZ,other,2015,11,40719748.50,gpgs-nngos,239344.19
CZ,other,2015,11,40719748.50,mixed-project-aid,6320622.41
CZ,other,2015,11,40719748.50,non-transfer,22302133.47
CZ,other,2015,11,40719748.50,technical-ooperation,1889277.21
CZ,RS,2015,8,1855237.54,cash-grant,116825.85
CZ,RS,2015,8,1855237.54,mixed-project-aid,618986.22
CZ,RS,2015,8,1855237.54,non-transfer,386608.45
CZ,RS,2015,8,1855237.54,technical-ooperation,732817.02
CZ,UA,2015,2,3730686.84,cash-grant,926834.83
CZ,UA,2015,2,3730686.84,mixed-project-aid,1818808.47
CZ,UA,2015,2,3730686.84,non-transfer,273746.60
CZ,UA,2015,2,3730686.84,technical-ooperation,711296.94
CZ,XK,2015,9,1657552.54,cash-grant,41544.24
CZ,XK,2015,9,1657552.54,mixed-project-aid,600192.00
CZ,XK,2015,9,1657552.54,non-transfer,56454.40
CZ,XK,2015,9,1657552.54,technical-ooperation,959361.90
DE,AF,2015,8,362066640.08,cash-grant,108417321.50
DE,AF,2015,8,362066640.08,commodities-food,110925.00
DE,AF,2015,8,362066640.08,mixed-project-aid,50121218.44
DE,AF,2015,8,362066640.08,non-transfer,3593380.70
DE,AF,2015,8,362066640.08,technical-ooperation,199823794.44
DE,BR,2015,9,310213871.12,cash-grant,24192429.07
DE,BR,2015,9,310213871.12,cash-loan-equity,200857671.00
DE,BR,2015,9,310213871.12,mixed-project-aid,3699620.00
DE,BR,2015,9,310213871.12,non-transfer,34062862.80
DE,BR,2015,9,310213871.12,technical-ooperation,47401288.25
DE,CN,2015,2,749403273.49,cash-grant,8198854.21
DE,CN,2015,2,749403273.49,cash-loan-equity,475899332.30
DE,CN,2015,2,749403273.49,mixed-project-aid,3439738.00
DE,CN,2015,2,749403273.49,non-transfer,202119638.15
DE,CN,2015,2,749403273.49,technical-ooperation,59745710.83
DE,ID,2015,6,379573413.06,cash-grant,8919998.63
DE,ID,2015,6,379573413.06,cash-loan-equity,280786454.00
DE,ID,2015,6,379573413.06,commodities-food,40690.20
DE,ID,2015,6,379573413.06,mixed-project-aid,6376112.40
DE,ID,2015,6,379573413.06,non-transfer,44000556.19
DE,ID,2015,6,379573413.06,technical-ooperation,39449601.64
DE,IN,2015,1,1194159665.21,cash-grant,32369008.33
DE,IN,2015,1,1194159665.21,cash-loan-equity,989057234.00
DE,IN,2015,1,1194159665.21,gpgs-nngos,1185562.90
DE,IN,2015,1,1194159665.21,mixed-project-aid,10288600.33
DE,IN,2015,1,1194159665.21,non-transfer,96840623.66
DE,IN,2015,1,1194159665.21,technical-ooperation,64418635.99
DE,MA,2015,5,393090225.07,cash-grant,605448.00
DE,MA,2015,5,393090225.07,cash-loan-equity,346000359.00
DE,MA,2015,5,393090225.07,mixed-project-aid,246814.40
DE,MA,2015,5,393090225.07,non-transfer,24260725.72
DE,MA,2015,5,393090225.07,technical-ooperation,21976877.95
DE,other,2015,11,11044735538.64,cash-grant,1225041181.81
DE,other,2015,11,11044735538.64,cash-loan-equity,2195690800.81
DE,other,2015,11,11044735538.64,commodities-food,188942810.30
DE,other,2015,11,11044735538.64,gpgs-nngos,3151863.75
DE,other,2015,11,11044735538.64,mixed-project-aid,806749762.10
DE,other,2015,11,11044735538.64,non-transfer,4228720297.22
DE,other,2015,11,11044735538.64,technical-ooperation,2396438822.65
DE,SY,2015,10,277098791.07,cash-grant,4000401.30
DE,SY,2015,10,277098791.07,cash-loan-equity,0.00
DE,SY,2015,10,277098791.07,commodities-food,106464894.00
DE,SY,2015,10,277098791.07,mixed-project-aid,117821989.47
DE,SY,2015,10,277098791.07,non-transfer,37708879.76
DE,SY,2015,10,277098791.07,technical-ooperation,11102626.54
DE,TR,2015,4,418061773.45,cash-loan-equity,346627013.00
DE,TR,2015,4,418061773.45,gpgs-nngos,100982.60
DE,TR,2015,4,418061773.45,mixed-project-aid,929106.69
DE,TR,2015,4,418061773.45,non-transfer,43790401.68
DE,TR,2015,4,418061773.45,technical-ooperation,26614269.48
DE,UA,2015,7,374038785.15,cash-grant,5295706.40
DE,UA,2015,7,374038785.15,cash-loan-equity,223146620.00
DE,UA,2015,7,374038785.15,commodities-food,6034390.00
DE,UA,2015,7,374038785.15,mixed-project-aid,45689248.30
DE,UA,2015,7,374038785.15,non-transfer,36593787.34
DE,UA,2015,7,374038785.15,technical-ooperation,57279033.11
DE,ZA,2015,3,421954899.49,cash-grant,10359426.84
DE,ZA,2015,3,421954899.49,cash-loan-equity,354552389.00
DE,ZA,2015,3,421954899.49,mixed-project-aid,15348776.50
DE,ZA,2015,3,421954899.49,non-transfer,1934100.43
DE,ZA,2015,3,421954899.49,technical-ooperation,39760206.72
DK,AF,2015,1,87992009.86,cash-grant,75266119.00
DK,AF,2015,1,87992009.86,gpgs-nngos,0.00
DK,AF,2015,1,87992009.86,mixed-project-aid,12635826.32
DK,AF,2015,1,87992009.86,technical-ooperation,90064.54
DK,BF,2015,6,41572421.64,cash-grant,28078097.47
DK,BF,2015,6,41572421.64,mixed-project-aid,5876865.60
DK,BF,2015,6,41572421.64,non-transfer,7223320.00
DK,BF,2015,6,41572421.64,technical-ooperation,394138.57
DK,GH,2015,7,39150571.26,cash-grant,27635463.94
DK,GH,2015,7,39150571.26,cash-loan-equity,979079.00
DK,GH,2015,7,39150571.26,gpgs-nngos,127486.90
DK,GH,2015,7,39150571.26,mixed-project-aid,8160240.72
DK,GH,2015,7,39150571.26,non-transfer,1125700.00
DK,GH,2015,7,39150571.26,technical-ooperation,1122600.70
DK,KE,2015,3,58242448.48,cash-grant,28510535.98
DK,KE,2015,3,58242448.48,cash-loan-equity,6485753.00
DK,KE,2015,3,58242448.48,mixed-project-aid,20828856.00
DK,KE,2015,3,58242448.48,technical-ooperation,2417303.50
DK,ML,2015,10,26409383.49,cash-grant,15635666.47
DK,ML,2015,10,26409383.49,mixed-project-aid,10051914.09
DK,ML,2015,10,26409383.49,technical-ooperation,721802.93
DK,MZ,2015,2,63260931.66,cash-grant,47665066.06
DK,MZ,2015,2,63260931.66,cash-loan-equity,2008570.00
DK,MZ,2015,2,63260931.66,mixed-project-aid,2151010.60
DK,MZ,2015,2,63260931.66,non-transfer,11252800.00
DK,MZ,2015,2,63260931.66,technical-ooperation,183485.00
DK,other,2015,11,1515282511.52,cash-grant,559970142.95
DK,other,2015,11,1515282511.52,cash-loan-equity,48311376.85
DK,other,2015,11,1515282511.52,commodities-food,2255176.70
DK,other,2015,11,1515282511.52,gpgs-nngos,12525025.34
DK,other,2015,11,1515282511.52,mixed-project-aid,267388834.12
DK,other,2015,11,1515282511.52,non-transfer,577550207.87
DK,other,2015,11,1515282511.52,technical-ooperation,47281747.69
DK,SY,2015,5,45293631.57,cash-grant,35808789.10
DK,SY,2015,5,45293631.57,mixed-project-aid,9484842.47
DK,TZ,2015,4,46011100.15,cash-grant,38273766.35
DK,TZ,2015,4,46011100.15,mixed-project-aid,5921229.61
DK,TZ,2015,4,46011100.15,technical-ooperation,1816104.19
DK,UG,2015,8,29589755.53,cash-grant,22529476.90
DK,UG,2015,8,29589755.53,mixed-project-aid,6254174.90
DK,UG,2015,8,29589755.53,technical-ooperation,806103.73
DK,ZW,2015,9,26785633.77,cash-grant,517441.00
DK,ZW,2015,9,26785633.77,gpgs-nngos,513305.00
DK,ZW,2015,9,26785633.77,mixed-project-aid,25600388.37
DK,ZW,2015,9,26785633.77,technical-ooperation,154499.40
ES,CO,2015,6,14901373.60,cash-grant,3168813.40
ES,CO,2015,6,14901373.60,cash-loan-equity,1331830.00
ES,CO,2015,6,14901373.60,commodities-food,143316.00
ES,CO,2015,6,14901373.60,gpgs-nngos,53285.88
ES,CO,2015,6,14901373.60,mixed-project-aid,8281550.58
ES,CO,2015,6,14901373.60,non-transfer,542031.81
ES,CO,2015,6,14901373.60,technical-ooperation,1380545.93
ES,CU,2015,1,125847733.83,cash-grant,265234.20
ES,CU,2015,1,125847733.83,cash-loan-equity,0.00
ES,CU,2015,1,125847733.83,gpgs-nngos,181374.80
ES,CU,2015,1,125847733.83,mixed-project-aid,2429233.37
ES,CU,2015,1,125847733.83,non-transfer,122058324.10
ES,CU,2015,1,125847733.83,technical-ooperation,913567.37
ES,GT,2015,9,13285262.41,cash-grant,2463567.40
ES,GT,2015,9,13285262.41,cash-loan-equity,0.00
ES,GT,2015,9,13285262.41,commodities-food,46698.80
ES,GT,2015,9,13285262.41,gpgs-nngos,0.00
ES,GT,2015,9,13285262.41,mixed-project-aid,8197258.48
ES,GT,2015,9,13285262.41,non-transfer,100654.72
ES,GT,2015,9,13285262.41,technical-ooperation,2477083.01
ES,MA,2015,2,26512360.29,cash-grant,3668046.29
ES,MA,2015,2,26512360.29,cash-loan-equity,1131550.00
ES,MA,2015,2,26512360.29,commodities-food,4726106.41
ES,MA,2015,2,26512360.29,gpgs-nngos,382772.29
ES,MA,2015,2,26512360.29,mixed-project-aid,10667121.46
ES,MA,2015,2,26512360.29,non-transfer,1040012.88
ES,MA,2015,2,26512360.29,technical-ooperation,4896750.97
ES,MR,2015,5,16124955.73,cash-grant,331316.00
ES,MR,2015,5,16124955.73,cash-loan-equity,202708.70
ES,MR,2015,5,16124955.73,commodities-food,594834.00
ES,MR,2015,5,16124955.73,mixed-project-aid,14710148.18
ES,MR,2015,5,16124955.73,non-transfer,36907.97
ES,MR,2015,5,16124955.73,technical-ooperation,249040.88
ES,other,2015,11,482278611.42,cash-grant,87145506.90
ES,other,2015,11,482278611.42,cash-loan-equity,27404770.80
ES,other,2015,11,482278611.42,commodities-food,3169508.89
ES,other,2015,11,482278611.42,gpgs-nngos,1391082.87
ES,other,2015,11,482278611.42,mixed-project-aid,116758953.34
ES,other,2015,11,482278611.42,non-transfer,145088530.43
ES,other,2015,11,482278611.42,technical-ooperation,101320258.19
