id-from,id-to,year,rank,total-oda,bundle,bundle-value
AT,AL,2015,6,10283030.92,cash-grant,138658.00
AT,AL,2015,6,10283030.92,mixed-project-aid,928078.00
AT,AL,2015,6,10283030.92,non-transfer,4742186.57
AT,AL,2015,6,10283030.92,technical-ooperation,4474108.35
AT,BA,2015,2,20218220.47,cash-grant,10477.60
AT,BA,2015,2,20218220.47,mixed-project-aid,219979.91
AT,BA,2015,2,20218220.47,non-transfer,18703695.57
AT,BA,2015,2,20218220.47,technical-ooperation,1284067.39
AT,ET,2015,9,8100381.08,cash-grant,1637994.99
AT,ET,2015,9,8100381.08,commodities-food,478080.50
AT,ET,2015,9,8100381.08,mixed-project-aid,439671.51
AT,ET,2015,9,8100381.08,non-transfer,475602.45
AT,ET,2015,9,8100381.08,technical-ooperation,5069031.63
AT,IR,2015,7,9117627.51,non-transfer,9106756.71
AT,IR,2015,7,9117627.51,technical-ooperation,10870.80
AT,MN,2015,8,8720166.53,mixed-project-aid,100296.68
AT,MN,2015,8,8720166.53,non-transfer,8613329.01
AT,MN,2015,8,8720166.53,technical-ooperation,6540.84
AT,other,2015,11,666368610.97,cash-grant,28516172.32
AT,other,2015,11,666368610.97,cash-loan-equity,8327593.00
AT,other,2015,11,666368610.97,commodities-food,7411049.80
AT,other,2015,11,666368610.97,gpgs-nngos,281445.56
AT,other,2015,11,666368610.97,mixed-project-aid,15517619.55
AT,other,2015,11,666368610.97,non-transfer,542036274.69
AT,other,2015,11,666368610.97,technical-ooperation,64278456.04
AT,RS,2015,5,10543176.49,mixed-project-aid,285724.25
AT,RS,2015,5,10543176.49,non-transfer,9683567.05
AT,RS,2015,5,10543176.49,technical-ooperation,573885.19
AT,TR,2015,1,24691588.32,cash-grant,554631.00
AT,TR,2015,1,24691588.32,non-transfer,19020182.16
AT,TR,2015,1,24691588.32,technical-ooperation,5116775.16
AT,UA,2015,3,12607850.30,cash-grant,4176708.66
AT,UA,2015,3,12607850.30,commodities-food,26622.30
AT,UA,2015,3,12607850.30,mixed-project-aid,565227.30
AT,UA,2015,3,12607850.30,non-transfer,7451892.85
AT,UA,2015,3,12607850.30,technical-ooperation,387399.19
AT,UG,2015,4,10654134.71,cash-grant,6877421.00
AT,UG,2015,4,10654134.71,cash-loan-equity,0.00
AT,UG,2015,4,10654134.71,mixed-project-aid,648078.87
AT,UG,2015,4,10654134.71,non-transfer,272039.20
AT,UG,2015,4,10654134.71,technical-ooperation,2856595.64
AT,XK,2015,10,7657512.95,mixed-project-aid,303750.12
AT,XK,2015,10,7657512.95,non-transfer,3590090.90
AT,XK,2015,10,7657512.95,technical-ooperation,3763671.92
AU,AF,2015,7,79126534.94,cash-grant,59907883.40
AU,AF,2015,7,79126534.94,commodities-food,7513710.00
AU,AF,2015,7,79126534.94,mixed-project-aid,8104153.50
AU,AF,2015,7,79126534.94,non-transfer,192553.62
