id-from,id-to,region,year,value-1,value-2,value-3
DE,KH,far-east-asia,2014,57360000,574.3304846,0.22
DE,KP,far-east-asia,2014,2280000,,
DE,KZ,south-central-asia,2014,14470000,5875.459425,0.01
DE,LA,far-east-asia,2014,31520000,924.300233,3.22
DE,LB,middle-east,2014,107950000,3620.117506,
DE,LK,south-central-asia,2014,15520000,1220.644501,0.27
DE,LR,south-of-sahara,2014,41000000,222.891342,19.81
DE,LS,south-of-sahara,2014,4300000,1373.948991,29.16
DE,LY,north-of-sahara,2014,5800000,17299.26426,
DE,MA,north-of-sahara,2014,477140000,2083.556049,0.24
DE,MD,europe,2014,18200000,1718.869135,0
DE,ME,europe,2014,32330000,6361.952358,0
DE,MG,south-of-sahara,2014,18180000,159.4931144,39.45
DE,MK,europe,2014,43060000,3694.452957,0.39
DE,ML,south-of-sahara,2014,74660000,350.2844727,16.67
DE,MM,south-central-asia,2014,1035890000,832.0768801,
DE,MN,far-east-asia,2014,28790000,3062.959833,0.03
DE,MR,south-of-sahara,2014,14440000,901.8339961,1.4
DE,MU,south-of-sahara,2014,480000,3890.826917,0.09
DE,MV,south-central-asia,2014,1840000,4501.607325,1
DE,MW,south-of-sahara,2014,33980000,160.3880982,32.64
DE,MX,north-central-america,2014,295800000,3841.954013,0.81
DE,MY,far-east-asia,2014,10280000,5036.362191,0.01
DE,MZ,south-of-sahara,2014,78100000,342.6373569,25.25
DE,NA,south-of-sahara,2014,40190000,2211.274238,5.14
DE,NE,south-of-sahara,2014,26890000,271.3522114,13.69
DE,NG,south-of-sahara,2014,62200000,537.2427466,19.6
DE,NI,north-central-america,2014,18720000,764.1358941,1.57
DE,NP,south-central-asia,2014,37260000,453.9366715,1.62
DE,PA,north-central-america,2014,2210000,3285.75899,1.21
DE,PE,south-america,2014,110140000,2540.458501,0.79
DE,PG,oceania,2014,1960000,649.7068562,11.92
DE,PH,far-east-asia,2014,49940000,1258.072546,2.36
DE,PK,south-central-asia,2014,128180000,644.3624278,1.02
DE,PS,middle-east,2014,124800000,,0.02
DE,PW,oceania,2014,80000,5143.720834,
DE,PY,south-america,2014,7490000,1463.832611,0.85
DE,RS,europe,2014,95260000,4965.47421,0.04
DE,RW,south-of-sahara,2014,35770000,388.7083503,23.77
DE,SB,oceania,2014,350000,805.4454951,11.24
DE,SC,south-of-sahara,2014,10000,8471.925914,0.43
DE,SD,south-of-sahara,2014,17500000,282.4759897,2.43
DE,SL,south-of-sahara,2014,25050000,241.2416574,8.06
DE,SN,south-of-sahara,2014,22770000,557.9117363,12.48
DE,SO,south-of-sahara,2014,26640000,,
DE,SR,south-america,2014,30000,3957.947304,14.23
DE,SS,south-of-sahara,2014,91730000,567.3686963,37.87
DE,ST,south-of-sahara,2014,0,905.7670922,7.07
DE,SV,north-central-america,2014,9030000,1468.023047,0.64
DE,SY,middle-east,2014,276500000,,
DE,SZ,south-of-sahara,2014,250000,2273.540502,16.01
DE,TD,south-of-sahara,2014,13620000,473.6715733,13.65
DE,TG,south-of-sahara,2014,28790000,334.1356456,21.5
DE,TH,far-east-asia,2014,18830000,3128.244897,0
DE,TJ,south-central-asia,2014,25520000,601.1267643,4.06
DE,TL,far-east-asia,2014,7890000,3856.610397,4.24
DE,TM,south-central-asia,2014,1580000,,0.31
DE,TN,north-of-sahara,2014,74450000,2460.673748,0.17
DE,TR,europe,2014,434820000,3873.549488,0.06
DE,TV,oceania,2014,10000,3838.362565,0.42
DE,TZ,south-of-sahara,2014,52120000,356.5035176,13
DE,UA,europe,2014,145120000,2955.978764,0
DE,UG,south-of-sahara,2014,48220000,232.2260669,10.3
DE,UY,south-america,2014,73740000,5888.981795,0.09
DE,UZ,south-central-asia,2014,25080000,1352.402668,6.36
DE,VE,south-america,2014,8050000,,6.35
DE,VN,far-east-asia,2014,181870000,1074.575576,0.62
DE,VU,oceania,2014,70000,591.6184675,3.45
DE,XK,europe,2014,49490000,2237.883359,0.19
DE,YE,middle-east,2014,124710000,811.5828888,
DE,ZA,south-of-sahara,2014,144730000,2780.813654,4.75
DE,ZM,south-of-sahara,2014,38180000,681.7323935,28.32
DE,ZW,south-of-sahara,2014,35590000,554.6738781,3.93
DK,AF,south-central-asia,2014,86720000,433.2771409,
DK,AL,europe,2014,2930000,2947.388641,0.2
DK,AM,south-central-asia,2014,590000,1647.91692,0.41
DK,AO,south-of-sahara,2014,1250000,2683.789473,8.56
DK,BA,europe,2014,2640000,4449.800136,0.02
DK,BD,south-central-asia,2014,36030000,327.2895335,1.85
DK,BF,south-of-sahara,2014,70420000,441.7313347,11.07
DK,BI,south-of-sahara,2014,520000,201.1872953,30.6
DK,BJ,south-of-sahara,2014,730000,389.5444168,17.24
DK,BO,south-america,2014,29490000,2042.524714,3.24
DK,BR,south-america,2014,830000,4975.419651,1.72
DK,BT,south-central-asia,2014,4260000,1734.158445,0.23
DK,BY,europe,2014,900000,5112.342049,0
DK,CF,south-of-sahara,2014,4880000,42.10504943,47.3
DK,CI,south-of-sahara,2014,750000,593.447647,8.88
DK,CN,far-east-asia,2014,23520000,2761.38428,0.35
DK,CO,south-america,2014,370000,3442.740754,2.31
DK,EG,north-of-sahara,2014,3220000,2359.046971,
DK,ET,south-of-sahara,2014,16870000,197.4291038,5.58
DK,GE,south-central-asia,2014,3290000,2031.023938,2.89
DK,GH,south-of-sahara,2014,47940000,563.9305736,3.74
DK,GW,south-of-sahara,2014,130000,278.3856502,30.73
DK,HN,north-central-america,2014,20000,833.0776843,6.01
DK,HT,north-central-america,2014,0,314.8417459,28.21
DK,ID,far-east-asia,2014,6470000,1602.390638,1.25
DK,IN,south-central-asia,2014,1190000,1057.367754,3.22
DK,IQ,middle-east,2014,10770000,7870.601775,
DK,IR,middle-east,2014,190000,1358.356331,0.03
DK,JO,middle-east,2014,2030000,3067.945272,
DK,KE,south-of-sahara,2014,53960000,522.4070478,8.26
DK,KG,south-central-asia,2014,180000,924.8150505,0.23
DK,KH,far-east-asia,2014,410000,574.3304846,0.22
DK,LB,middle-east,2014,2540000,3620.117506,
DK,LK,south-central-asia,2014,800000,1220.644501,0.27
DK,LR,south-of-sahara,2014,200000,222.891342,19.81
DK,LY,north-of-sahara,2014,2130000,17299.26426,
DK,MA,north-of-sahara,2014,60000,2083.556049,0.24
DK,MD,europe,2014,6440000,1718.869135,0
DK,MK,europe,2014,20000,3694.452957,0.39
DK,ML,south-of-sahara,2014,34960000,350.2844727,16.67
DK,MM,south-central-asia,2014,25220000,832.0768801,
DK,MW,south-of-sahara,2014,80000,160.3880982,32.64
DK,MZ,south-of-sahara,2014,67640000,342.6373569,25.25
DK,NE,south-of-sahara,2014,10460000,271.3522114,13.69
DK,NI,north-central-america,2014,560000,764.1358941,1.57
DK,NP,south-central-asia,2014,30520000,453.9366715,1.62
DK,PE,south-america,2014,1140000,2540.458501,0.79
DK,PH,far-east-asia,2014,400000,1258.072546,2.36
DK,PK,south-central-asia,2014,18050000,644.3624278,1.02
DK,PS,middle-east,2014,30480000,,0.02
DK,RS,europe,2014,2070000,4965.47421,0.04
DK,SD,south-of-sahara,2014,8370000,282.4759897,2.43
DK,SL,south-of-sahara,2014,4150000,241.2416574,8.06
DK,SO,south-of-sahara,2014,36330000,,
DK,SS,south-of-sahara,2014,38430000,567.3686963,37.87
DK,SY,middle-east,2014,54830000,,
DK,TH,far-east-asia,2014,150000,3128.244897,0
DK,TJ,south-central-asia,2014,310000,601.1267643,4.06
DK,TN,north-of-sahara,2014,5750000,2460.673748,0.17
DK,TR,europe,2014,3560000,3873.549488,0.06
DK,TZ,south-of-sahara,2014,70770000,356.5035176,13
DK,UA,europe,2014,9690000,2955.978764,0
DK,UG,south-of-sahara,2014,51440000,232.2260669,10.3
DK,UZ,south-central-asia,2014,40000,1352.402668,6.36
DK,VN,far-east-asia,2014,37470000,1074.575576,0.62
DK,XK,europe,2014,6100000,2237.883359,0.19
DK,YE,middle-east,2014,6570000,811.5828888,
DK,ZA,south-of-sahara,2014,2330000,2780.813654,4.75
DK,ZM,south-of-sahara,2014,42370000,681.7323935,28.32
DK,ZW,south-of-sahara,2014,32420000,554.6738781,3.93
ES,AF,south-central-asia,2014,5540000,433.2771409,
ES,AL,europe,2014,20000,2947.388641,0.2
ES,AM,south-central-asia,2014,30000,1647.91692,0.41
ES,AO,south-of-sahara,2014,1750000,2683.789473,8.56
ES,AR,south-america,2014,1780000,,0.97
ES,AZ,south-central-asia,2014,0,7407.70677,0.13
ES,BA,europe,2014,860000,4449.800136,0.02
ES,BD,south-central-asia,2014,40000,327.2895335,1.85
ES,BF,south-of-sahara,2014,2030000,441.7313347,11.07
ES,BI,south-of-sahara,2014,220000,201.1872953,30.6
ES,BJ,south-of-sahara,2014,610000,389.5444168,17.24
ES,BO,south-america,2014,22360000,2042.524714,3.24
ES,BR,south-america,2014,5300000,4975.419651,1.72
ES,BW,south-of-sahara,2014,10000,4621.146712,3.83
ES,BY,europe,2014,90000,5112.342049,0
ES,CD,south-of-sahara,2014,5310000,108.1632299,38.05
ES,CF,south-of-sahara,2014,1420000,42.10504943,47.3
ES,CG,south-of-sahara,2014,300000,3606.243652,14.41
ES,CI,south-of-sahara,2014,490000,593.447647,8.88
ES,CL,south-america,2014,1200000,4463.211668,0.45
ES,CM,south-of-sahara,2014,1070000,528.4964778,7.65
ES,CN,far-east-asia,2014,2360000,2761.38428,0.35
ES,CO,south-america,2014,27210000,3442.740754,2.31
ES,CR,north-central-america,2014,2240000,1864.084445,0.69
ES,CU,north-central-america,2014,5430000,,
ES,CV,south-of-sahara,2014,550000,1652.206178,1.54
ES,DM,north-central-america,2014,120000,3029.51615,
ES,DO,north-central-america,2014,8070000,1566.258409,0.56
ES,DZ,north-of-sahara,2014,1150000,4882.450902,
ES,EC,south-america,2014,10720000,,1.43
ES,EG,north-of-sahara,2014,1710000,2359.046971,
ES,ET,south-of-sahara,2014,7960000,197.4291038,5.58
ES,GA,south-of-sahara,2014,10000,6935.538255,1.48
ES,GD,north-central-america,2014,510000,2880.583614,
ES,GE,south-central-asia,2014,30000,2031.023938,2.89
ES,GH,south-of-sahara,2014,140000,563.9305736,3.74
ES,GM,south-of-sahara,2014,260000,318.6848547,17.39
ES,GN,south-of-sahara,2014,4260000,295.6081452,10.45
ES,GQ,south-of-sahara,2014,1920000,11813.64919,
ES,GT,north-central-america,2014,16800000,762.5523742,2.72
ES,GW,south-of-sahara,2014,470000,278.3856502,30.73
ES,HN,north-central-america,2014,9460000,833.0776843,6.01
ES,HT,north-central-america,2014,13160000,314.8417459,28.21
ES,ID,far-east-asia,2014,300000,1602.390638,1.25
ES,IN,south-central-asia,2014,4980000,1057.367754,3.22
ES,IQ,middle-east,2014,720000,7870.601775,
ES,IR,middle-east,2014,260000,1358.356331,0.03
ES,JM,north-central-america,2014,10000,1953.968251,0.41
ES,JO,middle-east,2014,690000,3067.945272,
ES,KE,south-of-sahara,2014,650000,522.4070478,8.26
ES,KG,south-central-asia,2014,40000,924.8150505,0.23
ES,KH,far-east-asia,2014,260000,574.3304846,0.22
ES,KP,far-east-asia,2014,110000,,
ES,KZ,south-central-asia,2014,10000,5875.459425,0.01
ES,LA,far-east-asia,2014,90000,924.300233,3.22
ES,LB,middle-east,2014,9970000,3620.117506,
ES,LC,north-central-america,2014,490000,3247.586914,10.24
ES,LK,south-central-asia,2014,30000,1220.644501,0.27
ES,LR,south-of-sahara,2014,2540000,222.891342,19.81
ES,MA,north-of-sahara,2014,24200000,2083.556049,0.24
ES,MD,europe,2014,30000,1718.869135,0
ES,MG,south-of-sahara,2014,810000,159.4931144,39.45
ES,MK,europe,2014,50000,3694.452957,0.39
ES,ML,south-of-sahara,2014,12660000,350.2844727,16.67
ES,MR,south-of-sahara,2014,8270000,901.8339961,1.4
ES,MV,south-central-asia,2014,500000,4501.607325,1
ES,MW,south-of-sahara,2014,320000,160.3880982,32.64
ES,MX,north-central-america,2014,5180000,3841.954013,0.81
ES,MY,far-east-asia,2014,60000,5036.362191,0.01
ES,MZ,south-of-sahara,2014,11510000,342.6373569,25.25
ES,NA,south-of-sahara,2014,40000,2211.274238,5.14
ES,NE,south-of-sahara,2014,17440000,271.3522114,13.69
ES,NG,south-of-sahara,2014,150000,537.2427466,19.6
ES,NI,north-central-america,2014,14990000,764.1358941,1.57
ES,NP,south-central-asia,2014,50000,453.9366715,1.62
ES,PA,north-central-america,2014,1790000,3285.75899,1.21
ES,PE,south-america,2014,23570000,2540.458501,0.79
ES,PH,far-east-asia,2014,8840000,1258.072546,2.36
ES,PK,south-central-asia,2014,150000,644.3624278,1.02
ES,PS,middle-east,2014,20720000,,0.02
ES,PY,south-america,2014,5630000,1463.832611,0.85
ES,RS,europe,2014,720000,4965.47421,0.04
ES,RW,south-of-sahara,2014,800000,388.7083503,23.77
ES,SD,south-of-sahara,2014,30000,282.4759897,2.43
ES,SL,south-of-sahara,2014,7730000,241.2416574,8.06
ES,SN,south-of-sahara,2014,12560000,557.9117363,12.48
ES,SO,south-of-sahara,2014,30000,,
ES,SS,south-of-sahara,2014,2500000,567.3686963,37.87
ES,SV,north-central-america,2014,21370000,1468.023047,0.64
ES,SY,middle-east,2014,12060000,,
ES,SZ,south-of-sahara,2014,20000,2273.540502,16.01
ES,TD,south-of-sahara,2014,850000,473.6715733,13.65
ES,TG,south-of-sahara,2014,750000,334.1356456,21.5
ES,TH,far-east-asia,2014,200000,3128.244897,0
ES,TJ,south-central-asia,2014,20000,601.1267643,4.06
ES,TL,far-east-asia,2014,0,3856.610397,4.24
ES,TM,south-central-asia,2014,20000,,0.31
ES,TN,north-of-sahara,2014,440000,2460.673748,0.17
ES,TR,europe,2014,1320000,3873.549488,0.06
ES,TZ,south-of-sahara,2014,1010000,356.5035176,13
ES,UA,europe,2014,210000,2955.978764,0
ES,UG,south-of-sahara,2014,190000,232.2260669,10.3
ES,UY,south-america,2014,910000,5888.981795,0.09
ES,UZ,south-central-asia,2014,0,1352.402668,6.36
ES,VE,south-america,2014,660000,,6.35
ES,VN,far-east-asia,2014,320000,1074.575576,0.62
ES,WS,oceania,2014,20000,1960.350456,0.14
ES,XK,europe,2014,40000,2237.883359,0.19
ES,ZA,south-of-sahara,2014,30000,2780.813654,4.75
ES,ZW,south-of-sahara,2014,220000,554.6738781,3.93
EU,AF,south-central-asia,2014,358900000,433.2771409,
EU,AG,north-central-america,2014,1050000,4677.349638,
EU,AL,europe,2014,121940000,2947.388641,0.2
EU,AM,south-central-asia,2014,79230000,1647.91692,0.41
EU,AO,south-of-sahara,2014,62120000,2683.789473,8.56
EU,AR,south-america,2014,9810000,,0.97
EU,AZ,south-central-asia,2014,12110000,7407.70677,0.13
EU,BA,europe,2014,386530000,4449.800136,0.02
EU,BD,south-central-asia,2014,98230000,327.2895335,1.85
EU,BF,south-of-sahara,2014,199370000,441.7313347,11.07
EU,BI,south-of-sahara,2014,95150000,201.1872953,30.6
EU,BJ,south-of-sahara,2014,74910000,389.5444168,17.24
EU,BO,south-america,2014,35930000,2042.524714,3.24
EU,BR,south-america,2014,18290000,4975.419651,1.72
EU,BT,south-central-asia,2014,4740000,1734.158445,0.23
EU,BW,south-of-sahara,2014,40800000,4621.146712,3.83
EU,BY,europe,2014,27620000,5112.342049,0
EU,BZ,north-central-america,2014,19060000,2139.172641,5.58
EU,CD,south-of-sahara,2014,237480000,108.1632299,38.05
EU,CF,south-of-sahara,2014,164830000,42.10504943,47.3
EU,CG,south-of-sahara,2014,30070000,3606.243652,14.41
EU,CI,south-of-sahara,2014,134350000,593.447647,8.88
EU,CK,oceania,2014,1330000,,
EU,CL,south-america,2014,44150000,4463.211668,0.45
EU,CM,south-of-sahara,2014,131380000,528.4964778,7.65
EU,CN,far-east-asia,2014,62570000,2761.38428,0.35
EU,CO,south-america,2014,65660000,3442.740754,2.31
EU,CR,north-central-america,2014,8300000,1864.084445,0.69
EU,CU,north-central-america,2014,9760000,,
EU,CV,south-of-sahara,2014,21240000,1652.206178,1.54
EU,DJ,south-of-sahara,2014,31690000,1007.06352,7.51
EU,DM,north-central-america,2014,4880000,3029.51615,
EU,DO,north-central-america,2014,60600000,1566.258409,0.56
EU,DZ,north-of-sahara,2014,59570000,4882.450902,
EU,EC,south-america,2014,22790000,,1.43
EU,EG,north-of-sahara,2014,347740000,2359.046971,
EU,ER,south-of-sahara,2014,12350000,,
EU,ET,south-of-sahara,2014,281490000,197.4291038,5.58
EU,FJ,oceania,2014,9280000,2231.330461,0.75
EU,FM,oceania,2014,520000,1948.205418,6.35
EU,GA,south-of-sahara,2014,5890000,6935.538255,1.48
EU,GD,north-central-america,2014,8040000,2880.583614,
EU,GE,south-central-asia,2014,169370000,2031.023938,2.89
EU,GH,south-of-sahara,2014,51640000,563.9305736,3.74
EU,GM,south-of-sahara,2014,15040000,318.6848547,17.39
EU,GN,south-of-sahara,2014,54530000,295.6081452,10.45
EU,GT,north-central-america,2014,21050000,762.5523742,2.72
EU,GW,south-of-sahara,2014,29910000,278.3856502,30.73
EU,GY,south-america,2014,22080000,1919.193304,2.3
EU,HN,north-central-america,2014,31280000,833.0776843,6.01
EU,HT,north-central-america,2014,163060000,314.8417459,28.21
EU,ID,far-east-asia,2014,24910000,1602.390638,1.25
EU,IN,south-central-asia,2014,78580000,1057.367754,3.22
EU,IQ,middle-east,2014,80630000,7870.601775,
EU,IR,middle-east,2014,5070000,1358.356331,0.03
EU,JM,north-central-america,2014,70020000,1953.968251,0.41
EU,JO,middle-east,2014,210590000,3067.945272,
EU,KE,south-of-sahara,2014,209350000,522.4070478,8.26
EU,KG,south-central-asia,2014,34200000,924.8150505,0.23
EU,KH,far-east-asia,2014,55110000,574.3304846,0.22
EU,KI,oceania,2014,6880000,1276.460925,4.25
EU,KM,south-of-sahara,2014,11670000,351.989925,3.88
EU,KP,far-east-asia,2014,7330000,,
EU,KZ,south-central-asia,2014,12210000,5875.459425,0.01
EU,LA,far-east-asia,2014,16570000,924.300233,3.22
EU,LB,middle-east,2014,220990000,3620.117506,
EU,LC,north-central-america,2014,3940000,3247.586914,10.24
EU,LK,south-central-asia,2014,39130000,1220.644501,0.27
EU,LR,south-of-sahara,2014,110760000,222.891342,19.81
EU,LS,south-of-sahara,2014,17580000,1373.948991,29.16
EU,LY,north-of-sahara,2014,38320000,17299.26426,
EU,MA,north-of-sahara,2014,568160000,2083.556049,0.24
EU,MD,europe,2014,183260000,1718.869135,0
EU,ME,europe,2014,94780000,6361.952358,0
EU,MG,south-of-sahara,2014,148140000,159.4931144,39.45
EU,MH,oceania,2014,770000,1946.19845,
EU,MK,europe,2014,178600000,3694.452957,0.39
EU,ML,south-of-sahara,2014,308800000,350.2844727,16.67
EU,MM,south-central-asia,2014,70160000,832.0768801,
EU,MN,far-east-asia,2014,5830000,3062.959833,0.03
EU,MR,south-of-sahara,2014,53420000,901.8339961,1.4
EU,MS,north-central-america,2014,5670000,,
EU,MU,south-of-sahara,2014,10310000,3890.826917,0.09
EU,MV,south-central-asia,2014,1080000,4501.607325,1
EU,MW,south-of-sahara,2014,79900000,160.3880982,32.64
EU,MX,north-central-america,2014,67120000,3841.954013,0.81
EU,MY,far-east-asia,2014,2960000,5036.362191,0.01
EU,MZ,south-of-sahara,2014,115990000,342.6373569,25.25
EU,NA,south-of-sahara,2014,29430000,2211.274238,5.14
EU,NE,south-of-sahara,2014,261140000,271.3522114,13.69
EU,NG,south-of-sahara,2014,122660000,537.2427466,19.6
EU,NI,north-central-america,2014,34690000,764.1358941,1.57
EU,NP,south-central-asia,2014,35150000,453.9366715,1.62
EU,NR,oceania,2014,1130000,,
EU,NU,oceania,2014,780000,,
EU,PA,north-central-america,2014,11810000,3285.75899,1.21
EU,PE,south-america,2014,33560000,2540.458501,0.79
EU,PG,oceania,2014,14400000,649.7068562,11.92
EU,PH,far-east-asia,2014,81060000,1258.072546,2.36
EU,PK,south-central-asia,2014,159980000,644.3624278,1.02
EU,PS,middle-east,2014,483330000,,0.02
EU,PW,oceania,2014,10000,5143.720834,
EU,PY,south-america,2014,15010000,1463.832611,0.85
EU,RS,europe,2014,467070000,4965.47421,0.04
EU,RW,south-of-sahara,2014,94270000,388.7083503,23.77
EU,SB,oceania,2014,6350000,805.4454951,11.24
EU,SC,south-of-sahara,2014,2480000,8471.925914,0.43
EU,SD,south-of-sahara,2014,101680000,282.4759897,2.43
EU,SH,south-of-sahara,2014,6630000,,
EU,SL,south-of-sahara,2014,77720000,241.2416574,8.06
EU,SN,south-of-sahara,2014,93610000,557.9117363,12.48
EU,SO,south-of-sahara,2014,187980000,,
EU,SR,south-america,2014,100000,3957.947304,14.23
EU,SS,south-of-sahara,2014,225660000,567.3686963,37.87
EU,ST,south-of-sahara,2014,6470000,905.7670922,7.07
EU,SV,north-central-america,2014,18110000,1468.023047,0.64
EU,SY,middle-east,2014,193950000,,
EU,SZ,south-of-sahara,2014,24710000,2273.540502,16.01
EU,TD,south-of-sahara,2014,144290000,473.6715733,13.65
EU,TG,south-of-sahara,2014,36730000,334.1356456,21.5
EU,TH,far-east-asia,2014,15060000,3128.244897,0
EU,TJ,south-central-asia,2014,21160000,601.1267643,4.06
EU,TL,far-east-asia,2014,22690000,3856.610397,4.24
EU,TM,south-central-asia,2014,4540000,,0.31
EU,TN,north-of-sahara,2014,525080000,2460.673748,0.17
EU,TO,oceania,2014,5250000,1446.715015,0.21
EU,TR,europe,2014,3234540000,3873.549488,0.06
EU,TV,oceania,2014,1610000,3838.362565,0.42
EU,TZ,south-of-sahara,2014,105780000,356.5035176,13
EU,UA,europe,2014,490540000,2955.978764,0
EU,UG,south-of-sahara,2014,153810000,232.2260669,10.3
EU,UY,south-america,2014,9130000,5888.981795,0.09
EU,UZ,south-central-asia,2014,7660000,1352.402668,6.36
EU,VC,north-central-america,2014,4320000,3004.519982,
EU,VE,south-america,2014,6950000,,6.35
EU,VN,far-east-asia,2014,45710000,1074.575576,0.62
EU,VU,oceania,2014,1300000,591.6184675,3.45
EU,WF,oceania,2014,620000,,
EU,WS,oceania,2014,8650000,1960.350456,0.14
EU,XK,europe,2014,255350000,2237.883359,0.19
EU,YE,middle-east,2014,71260000,811.5828888,
EU,ZA,south-of-sahara,2014,198890000,2780.813654,4.75
EU,ZM,south-of-sahara,2014,46450000,681.7323935,28.32
EU,ZW,south-of-sahara,2014,56560000,554.6738781,3.93
FI,AF,south-central-asia,2014,37770000,433.2771409,
FI,AL,europe,2014,420000,2947.388641,0.2
FI,AM,south-central-asia,2014,290000,1647.91692,0.41
FI,AO,south-of-sahara,2014,790000,2683.789473,8.56
FI,AR,south-america,2014,120000,,0.97
FI,AZ,south-central-asia,2014,120000,7407.70677,0.13
FI,BA,europe,2014,580000,4449.800136,0.02
FI,BD,south-central-asia,2014,910000,327.2895335,1.85
FI,BF,south-of-sahara,2014,260000,441.7313347,11.07
FI,BI,south-of-sahara,2014,860000,201.1872953,30.6
FI,BJ,south-of-sahara,2014,110000,389.5444168,17.24
FI,BO,south-america,2014,1030000,2042.524714,3.24
FI,BR,south-america,2014,1060000,4975.419651,1.72
FI,BT,south-central-asia,2014,560000,1734.158445,0.23
FI,BW,south-of-sahara,2014,480000,4621.146712,3.83
FI,BY,europe,2014,390000,5112.342049,0
FI,CD,south-of-sahara,2014,3840000,108.1632299,38.05
FI,CF,south-of-sahara,2014,6060000,42.10504943,47.3
FI,CI,south-of-sahara,2014,490000,593.447647,8.88
FI,CL,south-america,2014,290000,4463.211668,0.45
FI,CM,south-of-sahara,2014,2540000,528.4964778,7.65
FI,CN,far-east-asia,2014,7310000,2761.38428,0.35
FI,CO,south-america,2014,1560000,3442.740754,2.31
FI,CU,north-central-america,2014,10000,,
FI,DJ,south-of-sahara,2014,10000,1007.06352,7.51
FI,DO,north-central-america,2014,250000,1566.258409,0.56
FI,DZ,north-of-sahara,2014,200000,4882.450902,
FI,EC,south-america,2014,540000,,1.43
FI,EG,north-of-sahara,2014,2240000,2359.046971,
FI,ET,south-of-sahara,2014,40890000,197.4291038,5.58
FI,GA,south-of-sahara,2014,10000,6935.538255,1.48
FI,GE,south-central-asia,2014,2820000,2031.023938,2.89
FI,GH,south-of-sahara,2014,1640000,563.9305736,3.74
FI,GM,south-of-sahara,2014,320000,318.6848547,17.39
FI,GN,south-of-sahara,2014,40000,295.6081452,10.45
FI,GT,north-central-america,2014,340000,762.5523742,2.72
FI,GY,south-america,2014,90000,1919.193304,2.3
FI,HN,north-central-america,2014,3490000,833.0776843,6.01
FI,HT,north-central-america,2014,800000,314.8417459,28.21
FI,ID,far-east-asia,2014,4090000,1602.390638,1.25
FI,IN,south-central-asia,2014,5370000,1057.367754,3.22
FI,IQ,middle-east,2014,16710000,7870.601775,
FI,IR,middle-east,2014,30000,1358.356331,0.03
FI,JO,middle-east,2014,1000000,3067.945272,
FI,KE,south-of-sahara,2014,56870000,522.4070478,8.26
FI,KG,south-central-asia,2014,2300000,924.8150505,0.23
FI,KH,far-east-asia,2014,2270000,574.3304846,0.22
FI,KM,south-of-sahara,2014,10000,351.989925,3.88
FI,KP,far-east-asia,2014,820000,,
FI,KZ,south-central-asia,2014,80000,5875.459425,0.01
FI,LA,far-east-asia,2014,8320000,924.300233,3.22
FI,LB,middle-east,2014,12190000,3620.117506,
FI,LK,south-central-asia,2014,1590000,1220.644501,0.27
FI,LR,south-of-sahara,2014,290000,222.891342,19.81
FI,LS,south-of-sahara,2014,120000,1373.948991,29.16
FI,LY,north-of-sahara,2014,1130000,17299.26426,
FI,MA,north-of-sahara,2014,470000,2083.556049,0.24
FI,MD,europe,2014,1330000,1718.869135,0
FI,MG,south-of-sahara,2014,150000,159.4931144,39.45
FI,MK,europe,2014,130000,3694.452957,0.39
FI,ML,south-of-sahara,2014,930000,350.2844727,16.67
FI,MM,south-central-asia,2014,9680000,832.0768801,
FI,MN,far-east-asia,2014,1030000,3062.959833,0.03
FI,MR,south-of-sahara,2014,250000,901.8339961,1.4
FI,MU,south-of-sahara,2014,950000,3890.826917,0.09
FI,MW,south-of-sahara,2014,1830000,160.3880982,32.64
FI,MX,north-central-america,2014,8400000,3841.954013,0.81
FI,MY,far-east-asia,2014,190000,5036.362191,0.01
FI,MZ,south-of-sahara,2014,28490000,342.6373569,25.25
FI,NA,south-of-sahara,2014,5500000,2211.274238,5.14
FI,NG,south-of-sahara,2014,940000,537.2427466,19.6
FI,NI,north-central-america,2014,1610000,764.1358941,1.57
FI,NP,south-central-asia,2014,37540000,453.9366715,1.62
FI,PA,north-central-america,2014,10000,3285.75899,1.21
FI,PE,south-america,2014,2890000,2540.458501,0.79
FI,PG,oceania,2014,90000,649.7068562,11.92
FI,PH,far-east-asia,2014,3040000,1258.072546,2.36
FI,PK,south-central-asia,2014,3720000,644.3624278,1.02
FI,PS,middle-east,2014,15240000,,0.02
FI,PY,south-america,2014,170000,1463.832611,0.85
FI,RS,europe,2014,6150000,4965.47421,0.04
FI,RW,south-of-sahara,2014,90000,388.7083503,23.77
FI,SB,oceania,2014,130000,805.4454951,11.24
FI,SD,south-of-sahara,2014,9080000,282.4759897,2.43
FI,SL,south-of-sahara,2014,2470000,241.2416574,8.06
FI,SN,south-of-sahara,2014,1060000,557.9117363,12.48
FI,SO,south-of-sahara,2014,27470000,,
FI,SR,south-america,2014,40000,3957.947304,14.23
FI,SS,south-of-sahara,2014,4570000,567.3686963,37.87
FI,SV,north-central-america,2014,110000,1468.023047,0.64
FI,SY,middle-east,2014,7570000,,
FI,SZ,south-of-sahara,2014,440000,2273.540502,16.01
FI,TD,south-of-sahara,2014,3110000,473.6715733,13.65
FI,TG,south-of-sahara,2014,290000,334.1356456,21.5
FI,TH,far-east-asia,2014,1250000,3128.244897,0
FI,TJ,south-central-asia,2014,2050000,601.1267643,4.06
FI,TL,far-east-asia,2014,830000,3856.610397,4.24
