id,region,aid-type,year,value
adaptation-fund,north-central-america,bilateral,2014,3615597.91
adaptation-fund,south-central-asia,bilateral,2014,3308519.73
adaptation-fund,south-of-sahara,bilateral,2014,6171280.82
AE,europe,bilateral,2014,12094828.81
AE,europe,multilateral,2014,2507135.91
AE,far-east-asia,bilateral,2014,20898720.69
AE,far-east-asia,multilateral,2014,8778891.86
AE,middle-east,bilateral,2014,922292497.29
AE,middle-east,multilateral,2014,9424351.41
AE,north-central-america,bilateral,2014,108962.42
AE,north-central-america,multilateral,2014,8279921.69
AE,north-of-sahara,bilateral,2014,3731228547.83
AE,north-of-sahara,multilateral,2014,5701658.53
AE,oceania,bilateral,2014,9291522.87
AE,oceania,multilateral,2014,813343.01
AE,south-america,bilateral,2014,168396.47
AE,south-america,multilateral,2014,4073244.54
AE,south-central-asia,bilateral,2014,181360408.01
AE,south-central-asia,multilateral,2014,22410826.52
AE,south-of-sahara,bilateral,2014,74383086.79
AE,south-of-sahara,multilateral,2014,59119186.88
AE,unspecified,bilateral,2014,63386412.41
AE,unspecified,multilateral,2014,8132276.56
afdb,north-of-sahara,bilateral,2014,6222490.84
afdb,south-of-sahara,bilateral,2014,129932011.30
afdf,south-of-sahara,bilateral,2014,1991293025.65
all-donors-total,europe,bilateral,2014,
all-donors-total,europe,multilateral,2014,0.00
all-donors-total,far-east-asia,bilateral,2014,
all-donors-total,far-east-asia,multilateral,2014,0.00
all-donors-total,middle-east,bilateral,2014,
all-donors-total,middle-east,multilateral,2014,0.00
all-donors-total,north-central-america,bilateral,2014,
all-donors-total,north-central-america,multilateral,2014,0.00
all-donors-total,north-of-sahara,bilateral,2014,
all-donors-total,north-of-sahara,multilateral,2014,0.00
all-donors-total,oceania,bilateral,2014,
all-donors-total,oceania,multilateral,2014,0.00
all-donors-total,south-america,bilateral,2014,
all-donors-total,south-america,multilateral,2014,0.00
all-donors-total,south-central-asia,bilateral,2014,
all-donors-total,south-central-asia,multilateral,2014,0.00
all-donors-total,south-of-sahara,bilateral,2014,
all-donors-total,south-of-sahara,multilateral,2014,0.00
all-donors-total,unspecified,bilateral,2014,
all-donors-total,unspecified,multilateral,2014,0.00
arab-fund-afesd,middle-east,bilateral,2014,359826285.20
arab-fund-afesd,north-of-sahara,bilateral,2014,284958644.09
arab-fund-afesd,south-of-sahara,bilateral,2014,231774684.68
asdb-special-funds,far-east-asia,bilateral,2014,751903285.68
asdb-special-funds,oceania,bilateral,2014,88597007.43
asdb-special-funds,south-central-asia,bilateral,2014,1926254285.48
asdb-special-funds,unspecified,bilateral,2014,4457586.47
AT,europe,bilateral,2014,119020538.90
AT,europe,multilateral,2014,94790861.78
AT,far-east-asia,bilateral,2014,23504223.23
AT,far-east-asia,multilateral,2014,32926577.66
AT,middle-east,bilateral,2014,22542730.09
AT,middle-east,multilateral,2014,28461714.15
AT,north-central-america,bilateral,2014,17880608.80
AT,north-central-america,multilateral,2014,25738008.89
AT,north-of-sahara,bilateral,2014,4481022.00
AT,north-of-sahara,multilateral,2014,27686121.33
AT,oceania,bilateral,2014,225346.56
AT,oceania,multilateral,2014,3396008.45
AT,south-america,bilateral,2014,9142198.94
AT,south-america,multilateral,2014,12692029.91
AT,south-central-asia,bilateral,2014,148783922.53
AT,south-central-asia,multilateral,2014,98958834.63
AT,south-of-sahara,bilateral,2014,65085337.47
AT,south-of-sahara,multilateral,2014,204429829.29
AT,unspecified,bilateral,2014,191497624.72
AT,unspecified,multilateral,2014,32333398.44
AU,europe,bilateral,2014,237364.65
AU,europe,multilateral,2014,16071717.41
AU,far-east-asia,bilateral,2014,1150695987.18
AU,far-east-asia,multilateral,2014,72449566.61
AU,middle-east,bilateral,2014,120178707.06
AU,middle-east,multilateral,2014,72325050.81
AU,north-central-america,bilateral,2014,7799124.23
AU,north-central-america,multilateral,2014,50414848.45
AU,north-of-sahara,bilateral,2014,5646062.88
AU,north-of-sahara,multilateral,2014,27032253.62
AU,oceania,bilateral,2014,961259016.46
AU,oceania,multilateral,2014,7947232.74
AU,south-america,bilateral,2014,10206679.98
AU,south-america,multilateral,2014,33382630.09
AU,south-central-asia,bilateral,2014,591895265.19
AU,south-central-asia,multilateral,2014,146049028.73
AU,south-of-sahara,bilateral,2014,202432311.07
AU,south-of-sahara,multilateral,2014,344566959.01
AU,unspecified,bilateral,2014,929203485.55
AU,unspecified,multilateral,2014,229099800.81
badea,south-of-sahara,bilateral,2014,124802515.27
BE,europe,bilateral,2014,1880060.35
BE,europe,multilateral,2014,161231047.24
BE,far-east-asia,bilateral,2014,42156495.00
BE,far-east-asia,multilateral,2014,56927865.20
BE,middle-east,bilateral,2014,31566174.95
BE,middle-east,multilateral,2014,84985424.44
BE,north-central-america,bilateral,2014,24688779.63
BE,north-central-america,multilateral,2014,40956341.03
BE,north-of-sahara,bilateral,2014,29075682.91
BE,north-of-sahara,multilateral,2014,53788538.72
BE,oceania,multilateral,2014,6841991.38
BE,south-america,bilateral,2014,68573608.10
BE,south-america,multilateral,2014,23677044.02
BE,south-central-asia,bilateral,2014,23052961.88
BE,south-central-asia,multilateral,2014,147104619.87
BE,south-of-sahara,bilateral,2014,488681543.56
BE,south-of-sahara,multilateral,2014,374649109.22
BE,unspecified,bilateral,2014,589190024.57
BE,unspecified,multilateral,2014,120029140.52
BG,europe,bilateral,2014,495312.50
BG,europe,multilateral,2014,13116231.37
BG,far-east-asia,multilateral,2014,1268848.53
BG,middle-east,bilateral,2014,336812.50
BG,middle-east,multilateral,2014,3175911.94
BG,north-central-america,multilateral,2014,2138913.10
BG,north-of-sahara,multilateral,2014,3846422.63
BG,oceania,multilateral,2014,264224.18
BG,south-america,multilateral,2014,1142894.67
BG,south-central-asia,bilateral,2014,79250.00
BG,south-central-asia,multilateral,2014,3875374.34
BG,south-of-sahara,bilateral,2014,69343.75
BG,south-of-sahara,multilateral,2014,14261875.00
BG,unspecified,multilateral,2014,4140050.38
bmgf,europe,bilateral,2014,7181085.57
bmgf,far-east-asia,bilateral,2014,57129861.44
bmgf,middle-east,bilateral,2014,16400917.16
bmgf,north-central-america,bilateral,2014,12429929.44
bmgf,north-of-sahara,bilateral,2014,3712733.18
bmgf,oceania,bilateral,2014,696816.93
bmgf,south-america,bilateral,2014,24704606.05
bmgf,south-central-asia,bilateral,2014,265219028.92
bmgf,south-of-sahara,bilateral,2014,899332972.51
bmgf,unspecified,bilateral,2014,1292169570.36
CA,europe,bilateral,2014,296172136.52
CA,europe,multilateral,2014,12024494.09
CA,far-east-asia,bilateral,2014,182737136.35
CA,far-east-asia,multilateral,2014,97605009.63
CA,middle-east,bilateral,2014,438108420.86
CA,middle-east,multilateral,2014,51681412.08
CA,north-central-america,bilateral,2014,282332045.83
CA,north-central-america,multilateral,2014,56497350.17
CA,north-of-sahara,bilateral,2014,34542914.09
CA,north-of-sahara,multilateral,2014,11182153.98
CA,oceania,bilateral,2014,1810565.78
CA,oceania,multilateral,2014,7505456.53
CA,south-america,bilateral,2014,156478391.49
CA,south-america,multilateral,2014,28857956.27
CA,south-central-asia,bilateral,2014,335411724.80
CA,south-central-asia,multilateral,2014,261558517.42
CA,south-of-sahara,bilateral,2014,1433129564.47
CA,south-of-sahara,multilateral,2014,430038004.94
CA,unspecified,bilateral,2014,400027903.97
CA,unspecified,multilateral,2014,73690111.72
cardb,north-central-america,bilateral,2014,99532952.89
cardb,south-america,bilateral,2014,12600111.07
ceb,europe,bilateral,2014,76452560.75
CH,europe,bilateral,2014,235812607.99
CH,europe,multilateral,2014,9929691.56
CH,far-east-asia,bilateral,2014,156384618.92
CH,far-east-asia,multilateral,2014,61432619.13
CH,middle-east,bilateral,2014,120859049.35
CH,middle-east,multilateral,2014,53816120.54
CH,north-central-america,bilateral,2014,129548425.34
CH,north-central-america,multilateral,2014,33560802.40
CH,north-of-sahara,bilateral,2014,79074202.29
CH,north-of-sahara,multilateral,2014,11329727.95
CH,oceania,bilateral,2014,0
CH,oceania,multilateral,2014,5266651.62
CH,south-america,bilateral,2014,107777818.09
CH,south-america,multilateral,2014,18713724.65
CH,south-central-asia,bilateral,2014,314361728.84
CH,south-central-asia,multilateral,2014,156362817.15
CH,south-of-sahara,bilateral,2014,579258928.88
CH,south-of-sahara,multilateral,2014,292752259.39
CH,unspecified,bilateral,2014,1087566725.84
CH,unspecified,multilateral,2014,87528354.16
cif,europe,bilateral,2014,1842469.07
cif,far-east-asia,bilateral,2014,17888340.05
cif,north-central-america,bilateral,2014,19038847.08
cif,north-of-sahara,bilateral,2014,153331068.65
cif,oceania,bilateral,2014,752836.83
cif,south-america,bilateral,2014,1198595.47
cif,south-central-asia,bilateral,2014,105963223.45
cif,south-of-sahara,bilateral,2014,46903715.36
CZ,europe,bilateral,2014,26178371.93
CZ,europe,multilateral,2014,41269274.25
CZ,far-east-asia,bilateral,2014,5677607.04
CZ,far-east-asia,multilateral,2014,4776509.12
CZ,middle-east,bilateral,2014,4450016.33
CZ,middle-east,multilateral,2014,11396378.24
CZ,north-central-america,bilateral,2014,777474.12
CZ,north-central-america,multilateral,2014,5305177.87
CZ,north-of-sahara,bilateral,2014,542892.79
CZ,north-of-sahara,multilateral,2014,12211178.19
CZ,oceania,multilateral,2014,825399.85
CZ,south-america,bilateral,2014,491036.28
CZ,south-america,multilateral,2014,2924604.35
CZ,south-central-asia,bilateral,2014,11324524.32
CZ,south-central-asia,multilateral,2014,12548290.40
CZ,south-of-sahara,bilateral,2014,7313687.77
CZ,south-of-sahara,multilateral,2014,47551996.68
CZ,unspecified,bilateral,2014,7263245.05
CZ,unspecified,multilateral,2014,14210373.30
dac-countries-total,europe,bilateral,2014,
dac-countries-total,europe,multilateral,2014,0.00
dac-countries-total,far-east-asia,bilateral,2014,
dac-countries-total,far-east-asia,multilateral,2014,0.00
dac-countries-total,middle-east,bilateral,2014,
dac-countries-total,middle-east,multilateral,2014,0.00
dac-countries-total,north-central-america,bilateral,2014,
dac-countries-total,north-central-america,multilateral,2014,0.00
dac-countries-total,north-of-sahara,bilateral,2014,
dac-countries-total,north-of-sahara,multilateral,2014,0.00
dac-countries-total,oceania,bilateral,2014,
dac-countries-total,oceania,multilateral,2014,0.00
dac-countries-total,south-america,bilateral,2014,
dac-countries-total,south-america,multilateral,2014,0.00
dac-countries-total,south-central-asia,bilateral,2014,
dac-countries-total,south-central-asia,multilateral,2014,0.00
dac-countries-total,south-of-sahara,bilateral,2014,
dac-countries-total,south-of-sahara,multilateral,2014,0.00
dac-countries-total,unspecified,bilateral,2014,
dac-countries-total,unspecified,multilateral,2014,0.00
dac-eu-members-and-ec-total,europe,bilateral,2014,
dac-eu-members-and-ec-total,far-east-asia,bilateral,2014,
dac-eu-members-and-ec-total,middle-east,bilateral,2014,
dac-eu-members-and-ec-total,north-central-america,bilateral,2014,
dac-eu-members-and-ec-total,north-of-sahara,bilateral,2014,
dac-eu-members-and-ec-total,oceania,bilateral,2014,
dac-eu-members-and-ec-total,south-america,bilateral,2014,
dac-eu-members-and-ec-total,south-central-asia,bilateral,2014,
dac-eu-members-and-ec-total,south-of-sahara,bilateral,2014,
dac-eu-members-and-ec-total,unspecified,bilateral,2014,
dac-eu-members-total,europe,bilateral,2014,
dac-eu-members-total,europe,multilateral,2014,0.00
dac-eu-members-total,far-east-asia,bilateral,2014,
dac-eu-members-total,far-east-asia,multilateral,2014,0.00
dac-eu-members-total,middle-east,bilateral,2014,
dac-eu-members-total,middle-east,multilateral,2014,0.00
dac-eu-members-total,north-central-america,bilateral,2014,
dac-eu-members-total,north-central-america,multilateral,2014,0.00
dac-eu-members-total,north-of-sahara,bilateral,2014,
dac-eu-members-total,north-of-sahara,multilateral,2014,0.00
dac-eu-members-total,oceania,bilateral,2014,
dac-eu-members-total,oceania,multilateral,2014,0.00
dac-eu-members-total,south-america,bilateral,2014,
dac-eu-members-total,south-america,multilateral,2014,0.00
dac-eu-members-total,south-central-asia,bilateral,2014,
dac-eu-members-total,south-central-asia,multilateral,2014,0.00
dac-eu-members-total,south-of-sahara,bilateral,2014,
dac-eu-members-total,south-of-sahara,multilateral,2014,0.00
dac-eu-members-total,unspecified,bilateral,2014,
dac-eu-members-total,unspecified,multilateral,2014,0.00
DE,europe,bilateral,2014,1048481591.90
DE,europe,multilateral,2014,873482513.52
DE,far-east-asia,bilateral,2014,1385349191.25
DE,far-east-asia,multilateral,2014,226646908.14
DE,middle-east,bilateral,2014,929457132.64
DE,middle-east,multilateral,2014,301490830.75
DE,north-central-america,bilateral,2014,558870794.84
DE,north-central-america,multilateral,2014,200973987.43
DE,north-of-sahara,bilateral,2014,1079008266.53
DE,north-of-sahara,multilateral,2014,287307752.26
DE,oceania,bilateral,2014,11823017.38
DE,oceania,multilateral,2014,29992859.64
DE,south-america,bilateral,2014,1403973870.02
DE,south-america,multilateral,2014,113350719.56
DE,south-central-asia,bilateral,2014,2868244120.90
DE,south-central-asia,multilateral,2014,615006450.54
DE,south-of-sahara,bilateral,2014,2065849087.95
DE,south-of-sahara,multilateral,2014,1636280035.18
DE,unspecified,bilateral,2014,2047974119.66
DE,unspecified,multilateral,2014,355964968.67
DK,europe,bilateral,2014,43796967.92
DK,europe,multilateral,2014,90782220.73
DK,far-east-asia,bilateral,2014,67434665.61
DK,far-east-asia,multilateral,2014,43082850.34
DK,middle-east,bilateral,2014,148451065.62
DK,middle-east,multilateral,2014,91553056.95
DK,north-central-america,bilateral,2014,4359116.35
DK,north-central-america,multilateral,2014,24489201.70
DK,north-of-sahara,bilateral,2014,11859751.24
DK,north-of-sahara,multilateral,2014,34816120.72
DK,oceania,multilateral,2014,4948659.61
DK,south-america,bilateral,2014,30238401.83
DK,south-america,multilateral,2014,14705493.01
DK,south-central-asia,bilateral,2014,203087558.44
DK,south-central-asia,multilateral,2014,102481545.79
DK,south-of-sahara,bilateral,2014,621119294.40
DK,south-of-sahara,multilateral,2014,292976839.54
DK,unspecified,bilateral,2014,1025160123.47
DK,unspecified,multilateral,2014,133387574.50
EE,europe,bilateral,2014,3379194.33
EE,europe,multilateral,2014,4737723.95
EE,far-east-asia,bilateral,2014,100191.75
EE,far-east-asia,multilateral,2014,617197.14
EE,middle-east,bilateral,2014,1448226.14
EE,middle-east,multilateral,2014,1494228.22
EE,north-central-america,bilateral,2014,9108.34
EE,north-central-america,multilateral,2014,620255.26
EE,north-of-sahara,bilateral,2014,130577.17
EE,north-of-sahara,multilateral,2014,1408778.34
EE,oceania,bilateral,2014,118408.43
EE,oceania,multilateral,2014,98654.05
EE,south-america,multilateral,2014,328866.54
EE,south-central-asia,bilateral,2014,4025886.50
EE,south-central-asia,multilateral,2014,1739278.16
EE,south-of-sahara,bilateral,2014,1035290.42
EE,south-of-sahara,multilateral,2014,6072468.43
EE,unspecified,bilateral,2014,3397411.01
EE,unspecified,multilateral,2014,3490571.87
ES,europe,bilateral,2014,5468065.65
ES,europe,multilateral,2014,317618412.26
ES,far-east-asia,bilateral,2014,12210137.49
ES,far-east-asia,multilateral,2014,54499960.88
ES,middle-east,bilateral,2014,50464031.61
ES,middle-east,multilateral,2014,87926161.77
ES,north-central-america,bilateral,2014,132643557.25
ES,north-central-america,multilateral,2014,77563219.25
ES,north-of-sahara,bilateral,2014,29527203.71
ES,north-of-sahara,multilateral,2014,97162676.51
ES,oceania,bilateral,2014,19355.98
ES,oceania,multilateral,2014,8826804.44
ES,south-america,bilateral,2014,104041422.44
ES,south-america,multilateral,2014,42602736.82
ES,south-central-asia,bilateral,2014,13104510.61
ES,south-central-asia,multilateral,2014,139836126.71
ES,south-of-sahara,bilateral,2014,125727148.76
ES,south-of-sahara,multilateral,2014,424499909.07
ES,unspecified,bilateral,2014,209615635.23
ES,unspecified,multilateral,2014,116848168.38
EU,europe,bilateral,2014,5508708485.42
EU,europe,multilateral,2014,1063621.51
EU,far-east-asia,bilateral,2014,337890409.46
EU,far-east-asia,multilateral,2014,4046900.43
EU,middle-east,bilateral,2014,1248533550.42
EU,middle-east,multilateral,2014,4683688.24
EU,north-central-america,bilateral,2014,647042564.94
EU,north-central-america,multilateral,2014,4100411.24
EU,north-of-sahara,bilateral,2014,1591850813.33
EU,north-of-sahara,multilateral,2014,2086926.23
EU,oceania,bilateral,2014,92207978.45
EU,oceania,multilateral,2014,396967.60
EU,south-america,bilateral,2014,347703743.60
EU,south-america,multilateral,2014,2085171.54
EU,south-central-asia,bilateral,2014,1190757090.86
EU,south-central-asia,multilateral,2014,10183069.05
EU,south-of-sahara,bilateral,2014,5309468370.50
EU,south-of-sahara,multilateral,2014,24846053.47
EU,unspecified,bilateral,2014,1222815276.51
EU,unspecified,multilateral,2014,5103109.12
FI,europe,bilateral,2014,21575344.12
FI,europe,multilateral,2014,64271545.06
FI,far-east-asia,bilateral,2014,47965659.88
FI,far-east-asia,multilateral,2014,41707854.43
FI,middle-east,bilateral,2014,61365987.84
FI,middle-east,multilateral,2014,55641676.91
FI,north-central-america,bilateral,2014,26444580.48
FI,north-central-america,multilateral,2014,32816625.12
FI,north-of-sahara,bilateral,2014,10697642.08
FI,north-of-sahara,multilateral,2014,22722287.73
FI,oceania,bilateral,2014,1923383.39
FI,oceania,multilateral,2014,4916727.64
FI,south-america,bilateral,2014,17923321.40
FI,south-america,multilateral,2014,19913457.37
FI,south-central-asia,bilateral,2014,110073434.39
FI,south-central-asia,multilateral,2014,99263588.22
FI,south-of-sahara,bilateral,2014,360747644.95
FI,south-of-sahara,multilateral,2014,221582031.66
FI,unspecified,bilateral,2014,212492051.96
FI,unspecified,multilateral,2014,84749739.16
FR,europe,bilateral,2014,404885311.07
FR,europe,multilateral,2014,735277962.44
FR,far-east-asia,bilateral,2014,851139756.41
FR,far-east-asia,multilateral,2014,193092016.56
FR,middle-east,bilateral,2014,247828912.70
FR,middle-east,multilateral,2014,261417403.02
FR,north-central-america,bilateral,2014,362334874.93
FR,north-central-america,multilateral,2014,159425482.92
FR,north-of-sahara,bilateral,2014,1125858540.75
FR,north-of-sahara,multilateral,2014,261706764.36
FR,oceania,bilateral,2014,118253613.41
FR,oceania,multilateral,2014,22855778.08
FR,south-america,bilateral,2014,788081459.97
FR,south-america,multilateral,2014,81518954.15
FR,south-central-asia,bilateral,2014,432527436.95
FR,south-central-asia,multilateral,2014,541817982.97
FR,south-of-sahara,bilateral,2014,2730963851.66
FR,south-of-sahara,multilateral,2014,1515941253.53
FR,unspecified,bilateral,2014,878645181.03
FR,unspecified,multilateral,2014,270552928.39
g7-countries-total,europe,bilateral,2014,
g7-countries-total,europe,multilateral,2014,0.00
g7-countries-total,far-east-asia,bilateral,2014,
g7-countries-total,far-east-asia,multilateral,2014,0.00
g7-countries-total,middle-east,bilateral,2014,
g7-countries-total,middle-east,multilateral,2014,0.00
g7-countries-total,north-central-america,bilateral,2014,
g7-countries-total,north-central-america,multilateral,2014,0.00
g7-countries-total,north-of-sahara,bilateral,2014,
g7-countries-total,north-of-sahara,multilateral,2014,0.00
g7-countries-total,oceania,bilateral,2014,
g7-countries-total,oceania,multilateral,2014,0.00
g7-countries-total,south-america,bilateral,2014,
g7-countries-total,south-america,multilateral,2014,0.00
g7-countries-total,south-central-asia,bilateral,2014,
g7-countries-total,south-central-asia,multilateral,2014,0.00
g7-countries-total,south-of-sahara,bilateral,2014,
g7-countries-total,south-of-sahara,multilateral,2014,0.00
g7-countries-total,unspecified,bilateral,2014,
g7-countries-total,unspecified,multilateral,2014,0.00
gavi,europe,bilateral,2014,901423.04
gavi,far-east-asia,bilateral,2014,44189540.49
gavi,middle-east,bilateral,2014,44080577.27
gavi,north-central-america,bilateral,2014,9697727.00
gavi,oceania,bilateral,2014,5646276.19
gavi,south-america,bilateral,2014,901423.04
gavi,south-central-asia,bilateral,2014,340668569.15
gavi,south-of-sahara,bilateral,2014,836025294.38
gavi,unspecified,bilateral,2014,119285013.80
GB,europe,bilateral,2014,51881157.82
GB,europe,multilateral,2014,643177106.99
GB,far-east-asia,bilateral,2014,215035292.25
GB,far-east-asia,multilateral,2014,513789991.63
GB,middle-east,bilateral,2014,825363035.14
GB,middle-east,multilateral,2014,447836466.50
GB,north-central-america,bilateral,2014,88874268.92
GB,north-central-america,multilateral,2014,260675502.64
GB,north-of-sahara,bilateral,2014,105987510.65
GB,north-of-sahara,multilateral,2014,308503521.96
GB,oceania,bilateral,2014,11285776.01
GB,oceania,multilateral,2014,42654800.85
GB,south-america,bilateral,2014,40513069.40
GB,south-america,multilateral,2014,121727907.18
GB,south-central-asia,bilateral,2014,1871823780.40
GB,south-central-asia,multilateral,2014,1476719139.38
GB,south-of-sahara,bilateral,2014,4236938733.40
GB,south-of-sahara,multilateral,2014,3238013509.93
GB,unspecified,bilateral,2014,3539223070.04
GB,unspecified,multilateral,2014,444870929.34
gef,europe,bilateral,2014,17394492.96
gef,far-east-asia,bilateral,2014,92370902.12
gef,middle-east,bilateral,2014,12524868.08
gef,north-central-america,bilateral,2014,59875974.21
gef,north-of-sahara,bilateral,2014,26530491.26
gef,oceania,bilateral,2014,17226095.25
gef,south-america,bilateral,2014,72326134.59
gef,south-central-asia,bilateral,2014,68751986.98
gef,south-of-sahara,bilateral,2014,150980507.52
gef,unspecified,bilateral,2014,81950250.72
gggi,far-east-asia,bilateral,2014,5695804.93
gggi,middle-east,bilateral,2014,39622.99
gggi,north-central-america,bilateral,2014,425947.15
gggi,north-of-sahara,bilateral,2014,267455.19
gggi,oceania,bilateral,2014,79245.98
gggi,south-america,bilateral,2014,1149066.73
gggi,south-central-asia,bilateral,2014,1119349.49
gggi,south-of-sahara,bilateral,2014,2407096.69
gggi,unspecified,bilateral,2014,4200037.02
global-fund,europe,bilateral,2014,90409759.26
global-fund,far-east-asia,bilateral,2014,285543083.20
global-fund,middle-east,bilateral,2014,19900647.13
global-fund,north-central-america,bilateral,2014,75967863.80
global-fund,north-of-sahara,bilateral,2014,11411421.35
global-fund,oceania,bilateral,2014,21049713.86
global-fund,south-america,bilateral,2014,30063259.58
global-fund,south-central-asia,bilateral,2014,375685387.27
global-fund,south-of-sahara,bilateral,2014,1949906811.75
GR,europe,bilateral,2014,7453700.24
GR,europe,multilateral,2014,58478010.52
