id-from,id-to,region,year,value-1,value-2,value-3
AE,HT,north-central-america,2015,10000,253.6,28.21
AE,ID,far-east-asia,2015,250000,1637.4,1.5
AE,IN,south-central-asia,2015,2040000,1312,3.22
AE,IQ,middle-east,2015,99940000,6538.3,
AE,IR,middle-east,2015,30000,2374.3,0.03
AE,JM,north-central-america,2015,20000,2369.5,0.41
AE,JO,middle-east,2015,215720000,2573.6,
AE,KE,south-of-sahara,2015,2130000,572,8.26
AE,KG,south-central-asia,2015,3050000,1016.3,0.48
AE,KH,far-east-asia,2015,0,608.1,0.22
AE,KI,oceania,2015,3450000,1141.3,4.25
AE,KM,south-of-sahara,2015,850000,249.1,3.88
AE,KZ,south-central-asia,2015,820000,4942.2,0.01
AE,LB,middle-east,2015,16260000,3828.5,
AE,LK,south-central-asia,2015,660000,1377.9,0.27
AE,LR,south-of-sahara,2015,10000,192.3,19.81
AE,LS,south-of-sahara,2015,5910000,1721.1,29.16
AE,LY,north-of-sahara,2015,62670000,,
AE,MA,north-of-sahara,2015,99390000,2055.4,0.24
AE,ME,europe,2015,15630000,6542.2,0.23
AE,MG,south-of-sahara,2015,100000,151.9,39.45
AE,MH,oceania,2015,2710000,707.4,0.66
AE,ML,south-of-sahara,2015,5350000,360,16.67
AE,MM,south-central-asia,2015,1010000,1179.5,0.66
AE,MN,far-east-asia,2015,140000,3223.3,0.04
AE,MR,south-of-sahara,2015,43240000,1182.7,1.68
AE,MV,south-central-asia,2015,1200000,5220.6,1
AE,MW,south-of-sahara,2015,3360000,186.5,32.64
AE,MX,north-central-america,2015,60000,4194.5,0.74
AE,MY,far-east-asia,2015,80000,4962.8,0.01
AE,MZ,south-of-sahara,2015,1000000,304.1,25.25
AE,NA,south-of-sahara,2015,10000,4211.6,5.14
AE,NE,south-of-sahara,2015,650000,199.3,13.51
AE,NG,south-of-sahara,2015,340000,478.8,19.6
AE,NP,south-central-asia,2015,1380000,468.1,1.62
AE,NR,oceania,2015,2290000,,
AE,PA,north-central-america,2015,10000,3096.9,0.8
AE,PE,south-america,2015,30000,2616.3,0.94
AE,PH,far-east-asia,2015,140000,1447.4,2.36
AE,PK,south-central-asia,2015,82770000,702.6,1.02
AE,PS,middle-east,2015,22560000,,0.02
AE,PW,oceania,2015,4490000,2662,0.66
AE,PY,south-america,2015,10000,1581.5,0.87
AE,RS,europe,2015,20000,5323.6,0.04
AE,RW,south-of-sahara,2015,590000,311,23.77
AE,SB,oceania,2015,3410000,678.1,11.24
AE,SC,south-of-sahara,2015,1660000,8915.5,0.43
AE,SD,south-of-sahara,2015,93940000,469.6,2.43
AE,SL,south-of-sahara,2015,3160000,155.6,8.06
AE,SN,south-of-sahara,2015,820000,1077.4,12.48
AE,SO,south-of-sahara,2015,19320000,,
AE,SS,south-of-sahara,2015,1340000,459.1,37.87
AE,SY,middle-east,2015,25170000,,
AE,TD,south-of-sahara,2015,2020000,283.1,13.65
AE,TG,south-of-sahara,2015,260000,278.9,21.5
AE,TH,far-east-asia,2015,30000,3612.6,0
AE,TJ,south-central-asia,2015,1140000,533.3,4.88
AE,TL,far-east-asia,2015,10000,2381.6,4.24
AE,TM,south-central-asia,2015,830000,,0.31
AE,TN,north-of-sahara,2015,11750000,2623.9,0.17
AE,TR,europe,2015,90000,4577.2,0.06
AE,TV,oceania,2015,2180000,2072.4,0.42
AE,TZ,south-of-sahara,2015,3970000,350.9,13
AE,UA,europe,2015,0,3197.7,0
AE,UG,south-of-sahara,2015,1030000,505.6,10.3
AE,UZ,south-central-asia,2015,20000,1853.8,6.36
AE,VN,far-east-asia,2015,40000,1416.7,0.61
AE,VU,oceania,2015,2550000,528.9,3.45
AE,WS,oceania,2015,20000,1327.4,0.14
AE,XK,europe,2015,2930000,,0.19
AE,YE,middle-east,2015,889590000,812.2,
AE,ZA,south-of-sahara,2015,530000,3139.6,4.75
AE,ZW,south-of-sahara,2015,0,523.5,3.93
afdb,BI,south-of-sahara,2015,80000,131.6,30.6
afdb,BJ,south-of-sahara,2015,0,352.7,17.24
afdb,BW,south-of-sahara,2015,690000,5880,3.83
afdb,CD,south-of-sahara,2015,109740000,109.3,38.05
afdb,CG,south-of-sahara,2015,40000,2817.7,14.41
afdb,CV,south-of-sahara,2015,2110000,1646.1,1.54
afdb,DZ,north-of-sahara,2015,20000,5073.5,
afdb,EG,north-of-sahara,2015,1880000,2421.1,
afdb,ET,south-of-sahara,2015,390000,272.3,5.58
afdb,GA,south-of-sahara,2015,140000,4009.8,1.48
afdb,GH,south-of-sahara,2015,50000,740,3.74
afdb,LR,south-of-sahara,2015,40000,192.3,19.81
afdb,MA,north-of-sahara,2015,320000,2055.4,0.24
afdb,ML,south-of-sahara,2015,30000,360,16.67
afdb,MU,south-of-sahara,2015,630000,3998.8,0.09
afdb,MW,south-of-sahara,2015,50000,186.5,32.64
afdb,NA,south-of-sahara,2015,350000,4211.6,5.14
afdb,NE,south-of-sahara,2015,10000,199.3,13.51
afdb,NG,south-of-sahara,2015,710000,478.8,19.6
afdb,RW,south-of-sahara,2015,120000,311,23.77
afdb,SC,south-of-sahara,2015,710000,8915.5,0.43
afdb,SD,south-of-sahara,2015,80000,469.6,2.43
afdb,SZ,south-of-sahara,2015,240000,2688.5,16.01
afdb,TG,south-of-sahara,2015,20000,278.9,21.5
afdb,TN,north-of-sahara,2015,1700000,2623.9,0.17
afdb,TZ,south-of-sahara,2015,100000,350.9,13
afdb,UG,south-of-sahara,2015,40000,505.6,10.3
afdb,ZA,south-of-sahara,2015,740000,3139.6,4.75
afdb,ZM,south-of-sahara,2015,10000,654.3,28.32
afdf,AO,south-of-sahara,2015,13640000,1894.1,8.56
afdf,BF,south-of-sahara,2015,72190000,301.8,12.22
afdf,BI,south-of-sahara,2015,39260000,131.6,30.6
afdf,BJ,south-of-sahara,2015,34150000,352.7,17.24
afdf,CD,south-of-sahara,2015,105620000,109.3,38.05
afdf,CF,south-of-sahara,2015,13450000,53.3,47.3
afdf,CG,south-of-sahara,2015,4170000,2817.7,14.41
afdf,CI,south-of-sahara,2015,24820000,657.3,8.88
afdf,CM,south-of-sahara,2015,28910000,545.8,8.46
afdf,CV,south-of-sahara,2015,3480000,1646.1,1.54
afdf,DJ,south-of-sahara,2015,5350000,875.5,7.51
afdf,ER,south-of-sahara,2015,1870000,,
afdf,ET,south-of-sahara,2015,151940000,272.3,5.58
afdf,GH,south-of-sahara,2015,153420000,740,3.74
afdf,GM,south-of-sahara,2015,1880000,324.8,17.39
afdf,GN,south-of-sahara,2015,34750000,249.9,10.45
afdf,GW,south-of-sahara,2015,9060000,185.6,30.73
afdf,KE,south-of-sahara,2015,260010000,572,8.26
afdf,KM,south-of-sahara,2015,10200000,249.1,3.88
afdf,LR,south-of-sahara,2015,77320000,192.3,19.81
afdf,LS,south-of-sahara,2015,840000,1721.1,29.16
afdf,MG,south-of-sahara,2015,60040000,151.9,39.45
afdf,ML,south-of-sahara,2015,60090000,360,16.67
afdf,MR,south-of-sahara,2015,3740000,1182.7,1.68
afdf,MW,south-of-sahara,2015,43700000,186.5,32.64
afdf,MZ,south-of-sahara,2015,54610000,304.1,25.25
afdf,NE,south-of-sahara,2015,46790000,199.3,13.51
afdf,NG,south-of-sahara,2015,102910000,478.8,19.6
afdf,RW,south-of-sahara,2015,44140000,311,23.77
afdf,SC,south-of-sahara,2015,100000,8915.5,0.43
afdf,SD,south-of-sahara,2015,1070000,469.6,2.43
afdf,SL,south-of-sahara,2015,44180000,155.6,8.06
afdf,SN,south-of-sahara,2015,36140000,1077.4,12.48
afdf,SO,south-of-sahara,2015,1250000,,
afdf,SS,south-of-sahara,2015,1580000,459.1,37.87
afdf,ST,south-of-sahara,2015,2380000,536.2,7.07
afdf,TD,south-of-sahara,2015,32920000,283.1,13.65
afdf,TG,south-of-sahara,2015,21610000,278.9,21.5
afdf,TZ,south-of-sahara,2015,217070000,350.9,13
afdf,UG,south-of-sahara,2015,112320000,505.6,10.3
afdf,ZM,south-of-sahara,2015,61770000,654.3,28.32
afdf,ZW,south-of-sahara,2015,6200000,523.5,3.93
arab-fund-afesd,DJ,south-of-sahara,2015,26600000,875.5,7.51
arab-fund-afesd,DZ,north-of-sahara,2015,100000,5073.5,
arab-fund-afesd,EG,north-of-sahara,2015,74900000,2421.1,
arab-fund-afesd,JO,middle-east,2015,14750000,2573.6,
arab-fund-afesd,KM,south-of-sahara,2015,800000,249.1,3.88
arab-fund-afesd,LB,middle-east,2015,37210000,3828.5,
arab-fund-afesd,MA,north-of-sahara,2015,154170000,2055.4,0.24
arab-fund-afesd,MR,south-of-sahara,2015,109030000,1182.7,1.68
arab-fund-afesd,PS,middle-east,2015,50000,,0.02
arab-fund-afesd,SD,south-of-sahara,2015,97950000,469.6,2.43
arab-fund-afesd,SO,south-of-sahara,2015,1000000,,
arab-fund-afesd,TN,north-of-sahara,2015,49640000,2623.9,0.17
arab-fund-afesd,YE,middle-east,2015,48360000,812.2,
asdb-special-funds,AF,south-central-asia,2015,125930000,184,2.79
asdb-special-funds,AM,south-central-asia,2015,88720000,1906.4,0.56
asdb-special-funds,AZ,south-central-asia,2015,2570000,8092.1,0.13
asdb-special-funds,BD,south-central-asia,2015,353050000,326.5,1.85
asdb-special-funds,BT,south-central-asia,2015,31020000,1543.6,0.23
asdb-special-funds,CK,oceania,2015,30000,,
asdb-special-funds,CN,far-east-asia,2015,17360000,4113,0.35
asdb-special-funds,FJ,oceania,2015,870000,2547.7,0.75
asdb-special-funds,FM,oceania,2015,2260000,911,6.35
asdb-special-funds,GE,south-central-asia,2015,115830000,2591.3,3.36
asdb-special-funds,ID,far-east-asia,2015,10190000,1637.4,1.5
asdb-special-funds,IN,south-central-asia,2015,6450000,1312,3.22
asdb-special-funds,KG,south-central-asia,2015,72760000,1016.3,0.48
asdb-special-funds,KH,far-east-asia,2015,117010000,608.1,0.22
asdb-special-funds,KI,oceania,2015,3240000,1141.3,4.25
asdb-special-funds,KZ,south-central-asia,2015,910000,4942.2,0.01
asdb-special-funds,LA,far-east-asia,2015,67910000,959.5,3.22
asdb-special-funds,LK,south-central-asia,2015,151380000,1377.9,0.27
asdb-special-funds,MH,oceania,2015,80000,707.4,0.66
asdb-special-funds,MM,south-central-asia,2015,12010000,1179.5,0.66
asdb-special-funds,MN,far-east-asia,2015,32400000,3223.3,0.04
asdb-special-funds,MV,south-central-asia,2015,2830000,5220.6,1
asdb-special-funds,NP,south-central-asia,2015,163820000,468.1,1.62
asdb-special-funds,NR,oceania,2015,370000,,
asdb-special-funds,PG,oceania,2015,68860000,579,11.92
asdb-special-funds,PH,far-east-asia,2015,3870000,1447.4,2.36
asdb-special-funds,PK,south-central-asia,2015,397190000,702.6,1.02
asdb-special-funds,PW,oceania,2015,450000,2662,0.66
asdb-special-funds,SB,oceania,2015,4080000,678.1,11.24
asdb-special-funds,TH,far-east-asia,2015,370000,3612.6,0
asdb-special-funds,TJ,south-central-asia,2015,188420000,533.3,4.88
asdb-special-funds,TL,far-east-asia,2015,25240000,2381.6,4.24
asdb-special-funds,TO,oceania,2015,4390000,1080.1,0.21
asdb-special-funds,TV,oceania,2015,2200000,2072.4,0.42
asdb-special-funds,UZ,south-central-asia,2015,119080000,1853.8,6.36
asdb-special-funds,VN,far-east-asia,2015,440400000,1416.7,0.61
asdb-special-funds,VU,oceania,2015,3600000,528.9,3.45
asdb-special-funds,WS,oceania,2015,7300000,1327.4,0.14
AT,AF,south-central-asia,2015,570000,184,2.79
AT,AL,europe,2015,10280000,2892.8,0.2
AT,AM,south-central-asia,2015,3770000,1906.4,0.56
AT,AO,south-of-sahara,2015,10000,1894.1,8.56
AT,AR,south-america,2015,280000,,
AT,AZ,south-central-asia,2015,720000,8092.1,0.13
AT,BA,europe,2015,20220000,4496.3,0.02
AT,BD,south-central-asia,2015,830000,326.5,1.85
AT,BF,south-of-sahara,2015,4450000,301.8,12.22
AT,BI,south-of-sahara,2015,20000,131.6,30.6
AT,BJ,south-of-sahara,2015,30000,352.7,17.24
AT,BO,south-america,2015,130000,2449.3,3.8
AT,BR,south-america,2015,1610000,4808.7,2.77
AT,BT,south-central-asia,2015,2780000,1543.6,0.23
AT,BY,europe,2015,1190000,8181.9,0
AT,BZ,north-central-america,2015,20000,2230.9,5.58
AT,CD,south-of-sahara,2015,380000,109.3,38.05
AT,CF,south-of-sahara,2015,120000,53.3,47.3
AT,CG,south-of-sahara,2015,20000,2817.7,14.41
AT,CI,south-of-sahara,2015,40000,657.3,8.88
AT,CL,south-america,2015,270000,4789.4,0.45
AT,CM,south-of-sahara,2015,330000,545.8,8.46
AT,CN,far-east-asia,2015,6840000,4113,0.35
AT,CO,south-america,2015,920000,3708.2,2.48
AT,CR,north-central-america,2015,130000,2184.7,0.6
AT,CU,north-central-america,2015,110000,,
AT,CV,south-of-sahara,2015,540000,1646.1,1.54
AT,DO,north-central-america,2015,40000,,0.56
AT,DZ,north-of-sahara,2015,120000,5073.5,
AT,EC,south-america,2015,2450000,3930.8,1.72
AT,EG,north-of-sahara,2015,3540000,2421.1,
AT,ET,south-of-sahara,2015,8100000,272.3,5.58
AT,FJ,oceania,2015,50000,2547.7,0.75
AT,GA,south-of-sahara,2015,370000,4009.8,1.48
AT,GE,south-central-asia,2015,3980000,2591.3,3.36
AT,GH,south-of-sahara,2015,1460000,740,3.74
AT,GM,south-of-sahara,2015,120000,324.8,17.39
AT,GN,south-of-sahara,2015,40000,249.9,10.45
AT,GQ,south-of-sahara,2015,20000,9828.9,15.95
AT,GT,north-central-america,2015,4670000,887.9,3.16
AT,HN,north-central-america,2015,780000,879.6,7.66
AT,HT,north-central-america,2015,30000,253.6,28.21
AT,ID,far-east-asia,2015,2390000,1637.4,1.5
AT,IN,south-central-asia,2015,3390000,1312,3.22
AT,IQ,middle-east,2015,3220000,6538.3,
AT,IR,middle-east,2015,9120000,2374.3,0.03
AT,JM,north-central-america,2015,20000,2369.5,0.41
AT,JO,middle-east,2015,780000,2573.6,
AT,KE,south-of-sahara,2015,2840000,572,8.26
AT,KG,south-central-asia,2015,480000,1016.3,0.48
AT,KH,far-east-asia,2015,50000,608.1,0.22
AT,KP,far-east-asia,2015,30000,,
AT,KZ,south-central-asia,2015,1760000,4942.2,0.01
AT,LA,far-east-asia,2015,1070000,959.5,3.22
AT,LB,middle-east,2015,1880000,3828.5,
AT,LK,south-central-asia,2015,1230000,1377.9,0.27
AT,LS,south-of-sahara,2015,60000,1721.1,29.16
AT,LY,north-of-sahara,2015,260000,,
AT,MA,north-of-sahara,2015,260000,2055.4,0.24
AT,MD,europe,2015,6780000,1728.3,0.01
AT,ME,europe,2015,930000,6542.2,0.23
AT,MG,south-of-sahara,2015,60000,151.9,39.45
AT,MK,europe,2015,1860000,4000.4,0.39
AT,ML,south-of-sahara,2015,270000,360,16.67
AT,MM,south-central-asia,2015,230000,1179.5,0.66
AT,MN,far-east-asia,2015,8720000,3223.3,0.04
AT,MU,south-of-sahara,2015,20000,3998.8,0.09
AT,MV,south-central-asia,2015,60000,5220.6,1
AT,MW,south-of-sahara,2015,60000,186.5,32.64
AT,MX,north-central-america,2015,1910000,4194.5,0.74
AT,MY,far-east-asia,2015,100000,4962.8,0.01
AT,MZ,south-of-sahara,2015,6170000,304.1,25.25
AT,NA,south-of-sahara,2015,30000,4211.6,5.14
AT,NE,south-of-sahara,2015,30000,199.3,13.51
AT,NG,south-of-sahara,2015,780000,478.8,19.6
AT,NI,north-central-america,2015,1870000,713.1,1.96
AT,NP,south-central-asia,2015,4740000,468.1,1.62
AT,PA,north-central-america,2015,10000,3096.9,0.8
AT,PE,south-america,2015,710000,2616.3,0.94
AT,PG,oceania,2015,760000,579,11.92
AT,PH,far-east-asia,2015,380000,1447.4,2.36
AT,PK,south-central-asia,2015,2100000,702.6,1.02
AT,PS,middle-east,2015,4800000,,0.02
AT,PY,south-america,2015,220000,1581.5,0.87
AT,RS,europe,2015,10540000,5323.6,0.04
AT,RW,south-of-sahara,2015,100000,311,23.77
AT,SD,south-of-sahara,2015,150000,469.6,2.43
AT,SL,south-of-sahara,2015,190000,155.6,8.06
AT,SN,south-of-sahara,2015,390000,1077.4,12.48
AT,SO,south-of-sahara,2015,170000,,
AT,SR,south-america,2015,70000,4197,14.23
AT,SS,south-of-sahara,2015,600000,459.1,37.87
AT,ST,south-of-sahara,2015,10000,536.2,7.07
AT,SV,north-central-america,2015,430000,1622.1,0.74
AT,SY,middle-east,2015,2120000,,
AT,SZ,south-of-sahara,2015,60000,2688.5,16.01
AT,TD,south-of-sahara,2015,80000,283.1,13.65
AT,TG,south-of-sahara,2015,70000,278.9,21.5
AT,TH,far-east-asia,2015,900000,3612.6,0
AT,TJ,south-central-asia,2015,210000,533.3,4.88
AT,TM,south-central-asia,2015,60000,,0.31
AT,TN,north-of-sahara,2015,510000,2623.9,0.17
AT,TR,europe,2015,24690000,4577.2,0.06
AT,TZ,south-of-sahara,2015,950000,350.9,13
AT,UA,europe,2015,12610000,3197.7,0
AT,UG,south-of-sahara,2015,10650000,505.6,10.3
AT,UY,south-america,2015,30000,6118.9,0.11
AT,UZ,south-central-asia,2015,350000,1853.8,6.36
AT,VC,north-central-america,2015,30000,2841.5,
AT,VE,south-america,2015,300000,,6.35
AT,VN,far-east-asia,2015,5530000,1416.7,0.61
AT,XK,europe,2015,7660000,,0.19
AT,YE,middle-east,2015,580000,812.2,
AT,ZA,south-of-sahara,2015,470000,3139.6,4.75
AT,ZM,south-of-sahara,2015,30000,654.3,28.32
AT,ZW,south-of-sahara,2015,360000,523.5,3.93
AU,AF,south-central-asia,2015,79130000,184,2.79
AU,AG,north-central-america,2015,60000,5368,2.6
AU,AL,europe,2015,120000,2892.8,0.2
AU,AO,south-of-sahara,2015,50000,1894.1,8.56
AU,AR,south-america,2015,370000,,
AU,BA,europe,2015,10000,4496.3,0.02
AU,BD,south-central-asia,2015,48950000,326.5,1.85
AU,BF,south-of-sahara,2015,120000,301.8,12.22
AU,BI,south-of-sahara,2015,600000,131.6,30.6
AU,BJ,south-of-sahara,2015,30000,352.7,17.24
AU,BO,south-america,2015,200000,2449.3,3.8
AU,BR,south-america,2015,670000,4808.7,2.77
AU,BT,south-central-asia,2015,7120000,1543.6,0.23
AU,BW,south-of-sahara,2015,1150000,5880,3.83
AU,BZ,north-central-america,2015,180000,2230.9,5.58
AU,CD,south-of-sahara,2015,520000,109.3,38.05
AU,CF,south-of-sahara,2015,1550000,53.3,47.3
AU,CG,south-of-sahara,2015,100000,2817.7,14.41
AU,CI,south-of-sahara,2015,190000,657.3,8.88
AU,CK,oceania,2015,3150000,,
AU,CL,south-america,2015,980000,4789.4,0.45
AU,CM,south-of-sahara,2015,1150000,545.8,8.46
AU,CN,far-east-asia,2015,7500000,4113,0.35
AU,CO,south-america,2015,330000,3708.2,2.48
AU,CR,north-central-america,2015,600000,2184.7,0.6
AU,CV,south-of-sahara,2015,120000,1646.1,1.54
AU,DJ,south-of-sahara,2015,30000,875.5,7.51
AU,DM,north-central-america,2015,60000,2908.5,2.6
AU,DO,north-central-america,2015,100000,,0.56
AU,DZ,north-of-sahara,2015,30000,5073.5,
AU,EC,south-america,2015,270000,3930.8,1.72
AU,EG,north-of-sahara,2015,1530000,2421.1,
AU,ER,south-of-sahara,2015,30000,,
AU,ET,south-of-sahara,2015,3880000,272.3,5.58
AU,FJ,oceania,2015,42750000,2547.7,0.75
AU,FM,oceania,2015,2830000,911,6.35
AU,GA,south-of-sahara,2015,20000,4009.8,1.48
AU,GD,north-central-america,2015,120000,2908.1,2.6
AU,GH,south-of-sahara,2015,2980000,740,3.74
AU,GM,south-of-sahara,2015,400000,324.8,17.39
AU,GN,south-of-sahara,2015,60000,249.9,10.45
AU,GQ,south-of-sahara,2015,30000,9828.9,15.95
AU,GT,north-central-america,2015,400000,887.9,3.16
AU,GW,south-of-sahara,2015,10000,185.6,30.73
AU,GY,south-america,2015,260000,2158.5,2.3
AU,HN,north-central-america,2015,370000,879.6,7.66
AU,HT,north-central-america,2015,160000,253.6,28.21
AU,ID,far-east-asia,2015,372960000,1637.4,1.5
AU,IN,south-central-asia,2015,4170000,1312,3.22
AU,IQ,middle-east,2015,13750000,6538.3,
AU,IR,middle-east,2015,340000,2374.3,0.03
AU,JM,north-central-america,2015,320000,2369.5,0.41
AU,JO,middle-east,2015,1060000,2573.6,
AU,KE,south-of-sahara,2015,7710000,572,8.26
AU,KG,south-central-asia,2015,110000,1016.3,0.48
AU,KH,far-east-asia,2015,49180000,608.1,0.22
AU,KI,oceania,2015,22790000,1141.3,4.25
AU,KM,south-of-sahara,2015,100000,249.1,3.88
AU,KP,far-east-asia,2015,4510000,,
AU,LA,far-east-asia,2015,36380000,959.5,3.22
AU,LB,middle-east,2015,6420000,3828.5,
AU,LC,north-central-america,2015,170000,3346.4,10.24
AU,LK,south-central-asia,2015,25490000,1377.9,0.27
AU,LR,south-of-sahara,2015,1560000,192.3,19.81
AU,LS,south-of-sahara,2015,1040000,1721.1,29.16
AU,MA,north-of-sahara,2015,60000,2055.4,0.24
AU,ME,europe,2015,10000,6542.2,0.23
AU,MG,south-of-sahara,2015,450000,151.9,39.45
AU,MH,oceania,2015,3580000,707.4,0.66
AU,MK,europe,2015,10000,4000.4,0.39
AU,ML,south-of-sahara,2015,220000,360,16.67
AU,MM,south-central-asia,2015,55430000,1179.5,0.66
AU,MN,far-east-asia,2015,10410000,3223.3,0.04
AU,MR,south-of-sahara,2015,50000,1182.7,1.68
AU,MU,south-of-sahara,2015,590000,3998.8,0.09
AU,MV,south-central-asia,2015,3460000,5220.6,1
AU,MW,south-of-sahara,2015,5440000,186.5,32.64
AU,MX,north-central-america,2015,1120000,4194.5,0.74
AU,MY,far-east-asia,2015,2080000,4962.8,0.01
AU,MZ,south-of-sahara,2015,3380000,304.1,25.25
AU,NA,south-of-sahara,2015,410000,4211.6,5.14
AU,NE,south-of-sahara,2015,270000,199.3,13.51
AU,NG,south-of-sahara,2015,2090000,478.8,19.6
AU,NI,north-central-america,2015,230000,713.1,1.96
AU,NP,south-central-asia,2015,36310000,468.1,1.62
AU,NR,oceania,2015,23430000,,
AU,NU,oceania,2015,2390000,,
AU,PA,north-central-america,2015,210000,3096.9,0.8
AU,PE,south-america,2015,1390000,2616.3,0.94
AU,PG,oceania,2015,416450000,579,11.92
AU,PH,far-east-asia,2015,92500000,1447.4,2.36
AU,PK,south-central-asia,2015,52830000,702.6,1.02
AU,PS,middle-east,2015,28910000,,0.02
AU,PW,oceania,2015,2020000,2662,0.66
AU,PY,south-america,2015,320000,1581.5,0.87
AU,RS,europe,2015,40000,5323.6,0.04
AU,RW,south-of-sahara,2015,1550000,311,23.77
AU,SB,oceania,2015,122000000,678.1,11.24
AU,SC,south-of-sahara,2015,740000,8915.5,0.43
AU,SD,south-of-sahara,2015,200000,469.6,2.43
AU,SL,south-of-sahara,2015,10820000,155.6,8.06
AU,SN,south-of-sahara,2015,200000,1077.4,12.48
AU,SO,south-of-sahara,2015,7180000,,
AU,SR,south-america,2015,130000,4197,14.23
AU,SS,south-of-sahara,2015,8030000,459.1,37.87
AU,ST,south-of-sahara,2015,40000,536.2,7.07
AU,SV,north-central-america,2015,330000,1622.1,0.74
AU,SY,middle-east,2015,9460000,,
AU,SZ,south-of-sahara,2015,800000,2688.5,16.01
AU,TD,south-of-sahara,2015,30000,283.1,13.65
AU,TG,south-of-sahara,2015,190000,278.9,21.5
AU,TH,far-east-asia,2015,4380000,3612.6,0
AU,TK,oceania,2015,240000,,
AU,TL,far-east-asia,2015,62980000,2381.6,4.24
AU,TN,north-of-sahara,2015,70000,2623.9,0.17
AU,TO,oceania,2015,19770000,1080.1,0.21
AU,TR,europe,2015,210000,4577.2,0.06
AU,TV,oceania,2015,7900000,2072.4,0.42
AU,TZ,south-of-sahara,2015,5680000,350.9,13
AU,UA,europe,2015,150000,3197.7,0
AU,UG,south-of-sahara,2015,3720000,505.6,10.3
AU,UY,south-america,2015,160000,6118.9,0.11
AU,VC,north-central-america,2015,200000,2841.5,
AU,VE,south-america,2015,130000,,6.35
AU,VN,far-east-asia,2015,103880000,1416.7,0.61
AU,VU,oceania,2015,89980000,528.9,3.45
AU,WF,oceania,2015,330000,,
AU,WS,oceania,2015,28550000,1327.4,0.14
AU,XK,europe,2015,0,,0.19
AU,YE,middle-east,2015,50000,812.2,
AU,ZA,south-of-sahara,2015,2000000,3139.6,4.75
AU,ZM,south-of-sahara,2015,2930000,654.3,28.32
AU,ZW,south-of-sahara,2015,8150000,523.5,3.93
badea,BF,south-of-sahara,2015,3660000,301.8,12.22
badea,BI,south-of-sahara,2015,220000,131.6,30.6
badea,BJ,south-of-sahara,2015,7100000,352.7,17.24
badea,CD,south-of-sahara,2015,3540000,109.3,38.05
badea,CG,south-of-sahara,2015,2570000,2817.7,14.41
badea,CI,south-of-sahara,2015,8910000,657.3,8.88
badea,CM,south-of-sahara,2015,4440000,545.8,8.46
badea,CV,south-of-sahara,2015,7760000,1646.1,1.54
badea,ER,south-of-sahara,2015,140000,,
badea,ET,south-of-sahara,2015,5750000,272.3,5.58
badea,GH,south-of-sahara,2015,4900000,740,3.74
badea,GM,south-of-sahara,2015,2740000,324.8,17.39
badea,GN,south-of-sahara,2015,3900000,249.9,10.45
badea,KE,south-of-sahara,2015,1400000,572,8.26
badea,LS,south-of-sahara,2015,2630000,1721.1,29.16
badea,MG,south-of-sahara,2015,1920000,151.9,39.45
badea,ML,south-of-sahara,2015,8180000,360,16.67
badea,MW,south-of-sahara,2015,2990000,186.5,32.64
badea,MZ,south-of-sahara,2015,9720000,304.1,25.25
badea,NE,south-of-sahara,2015,1410000,199.3,13.51
badea,NG,south-of-sahara,2015,180000,478.8,19.6
badea,RW,south-of-sahara,2015,5860000,311,23.77
badea,SC,south-of-sahara,2015,120000,8915.5,0.43
