id,region,aid-type,year,value
AE,europe,bilateral,2015,28440000.00000000000000000000000000000000000000
AE,europe,multilateral,2015,545854.87
AE,far-east-asia,bilateral,2015,792977.70
AE,far-east-asia,multilateral,2015,1644063.26
AE,middle-east,bilateral,2015,1324345804.58
AE,middle-east,multilateral,2015,3804308.47
AE,north-central-america,bilateral,2015,170000.00000000000000000000000000000000000000
AE,north-central-america,multilateral,2015,1244296.72
AE,north-of-sahara,bilateral,2015,2635279269.25
AE,north-of-sahara,multilateral,2015,456265.82
AE,oceania,bilateral,2015,26140000.00000000000000000000000000000000000000
AE,oceania,multilateral,2015,224263.74
AE,south-america,bilateral,2015,320000.00000000000000000000000000000000000000
AE,south-america,multilateral,2015,708053.85
AE,south-central-asia,bilateral,2015,163541217.72
AE,south-central-asia,multilateral,2015,3800213.90
AE,south-of-sahara,bilateral,2015,250600730.75
AE,south-of-sahara,multilateral,2015,10020589.68
AE,unspecified,bilateral,2015,31840000.00000000000000000000000000000000000000
AE,unspecified,multilateral,2015,6102089.68
afdb,north-of-sahara,bilateral,2015,3983096.00
afdb,south-of-sahara,bilateral,2015,119746904.00
afdf,south-of-sahara,bilateral,2015,2158560000.00
all-donors-total,europe,bilateral,2015,0.0000000000000000
all-donors-total,europe,multilateral,2015,0.00
all-donors-total,far-east-asia,bilateral,2015,0.00
all-donors-total,far-east-asia,multilateral,2015,0.00
all-donors-total,middle-east,bilateral,2015,0.00
all-donors-total,middle-east,multilateral,2015,0.00
all-donors-total,north-central-america,bilateral,2015,0.00
all-donors-total,north-central-america,multilateral,2015,0.00
all-donors-total,north-of-sahara,bilateral,2015,0.00
all-donors-total,north-of-sahara,multilateral,2015,0.00
all-donors-total,oceania,bilateral,2015,0.0000000000000000
all-donors-total,oceania,multilateral,2015,0.00
all-donors-total,south-america,bilateral,2015,0.00
all-donors-total,south-america,multilateral,2015,0.00
all-donors-total,south-central-asia,bilateral,2015,0.00
all-donors-total,south-central-asia,multilateral,2015,0.00
all-donors-total,south-of-sahara,bilateral,2015,0.00
all-donors-total,south-of-sahara,multilateral,2015,0.00
all-donors-total,unspecified,bilateral,2015,0.0000000000000000
all-donors-total,unspecified,multilateral,2015,0.00
arab-fund-afesd,middle-east,bilateral,2015,104200000.00000000000000000000000000000000000000
arab-fund-afesd,north-of-sahara,bilateral,2015,278800000.00000000000000000000000000000000000000
arab-fund-afesd,south-of-sahara,bilateral,2015,235370000.00000000000000000000000000000000000000
asdb-special-funds,far-east-asia,bilateral,2015,730205616.61
asdb-special-funds,oceania,bilateral,2015,97730000.00000000000000000000000000000000000000
asdb-special-funds,south-central-asia,bilateral,2015,1871594383.39
AT,europe,bilateral,2015,107260000.00000000000000000000000000000000000000
AT,europe,multilateral,2015,79066562.89
AT,far-east-asia,bilateral,2015,26134192.71
AT,far-east-asia,multilateral,2015,30388613.54
AT,middle-east,bilateral,2015,30578714.90
AT,middle-east,multilateral,2015,26759811.37
AT,north-central-america,bilateral,2015,11143047.95
AT,north-central-america,multilateral,2015,24024315.36
AT,north-of-sahara,bilateral,2015,5266835.90
AT,north-of-sahara,multilateral,2015,22567150.80
AT,oceania,bilateral,2015,810000.00000000000000000000000000000000000000
AT,oceania,multilateral,2015,5050414.81
AT,south-america,bilateral,2015,7396952.05
AT,south-america,multilateral,2015,22615545.87
AT,south-central-asia,bilateral,2015,32097092.39
AT,south-central-asia,multilateral,2015,99567605.34
AT,south-of-sahara,bilateral,2015,54133164.10
AT,south-of-sahara,multilateral,2015,196446583.16
AT,unspecified,bilateral,2015,514140000.00000000000000000000000000000000000000
AT,unspecified,multilateral,2015,29933396.87
AU,europe,bilateral,2015,620000.00000000000000000000000000000000000000
AU,europe,multilateral,2015,11739509.69
AU,far-east-asia,bilateral,2015,776496330.79
AU,far-east-asia,multilateral,2015,49527350.04
AU,middle-east,bilateral,2015,81024282.17
AU,middle-east,multilateral,2015,65173528.48
AU,north-central-america,bilateral,2015,4690000.00000000000000000000000000000000000000
AU,north-central-america,multilateral,2015,31209903.91
AU,north-of-sahara,bilateral,2015,1886528.59
AU,north-of-sahara,multilateral,2015,10007985.51
AU,oceania,bilateral,2015,852110000.00000000000000000000000000000000000000
AU,oceania,multilateral,2015,6246723.82
AU,south-america,bilateral,2015,6440000.00000000000000000000000000000000000000
AU,south-america,multilateral,2015,18897114.97
AU,south-central-asia,bilateral,2015,336279387.04
AU,south-central-asia,multilateral,2015,139980320.19
AU,south-of-sahara,bilateral,2015,101593471.41
AU,south-of-sahara,multilateral,2015,299122077.13
AU,unspecified,bilateral,2015,594800000.00000000000000000000000000000000000000
AU,unspecified,multilateral,2015,105375486.26
badea,south-of-sahara,bilateral,2015,125570000.00000000000000000000000000000000000000
BE,europe,bilateral,2015,8570000.00000000000000000000000000000000000000
BE,europe,multilateral,2015,137433390.19
BE,far-east-asia,bilateral,2015,28750000.00
BE,far-east-asia,multilateral,2015,33711768.55
BE,middle-east,bilateral,2015,81080000.00
BE,middle-east,multilateral,2015,65113477.33
BE,north-central-america,bilateral,2015,18950000.00000000000000000000000000000000000000
BE,north-central-america,multilateral,2015,30486964.21
BE,north-of-sahara,bilateral,2015,20575282.07
BE,north-of-sahara,multilateral,2015,43425026.04
