"district_id","2013","2014","2015","2016","2017"
"d18974",201500000,249723429,279317203,288518677,301404377
"d18975",200900000,206386334,166987287,236697038,181375343
"d18987",182700000,504623643,630988485,661588149,656750139
"d18988",3.29e+08,315202075,334222084,256826239,176294585
"d18976",6.1e+07,128905771,128055734,97323973,105483195
"d18955",168500000,401105103,396525612,416272247,416111597
"d18965",35900000,130717649,105943675,81958151,86687563
"d18968",1.35e+08,157860245,183765405,144131692,106939465
"d18956",1.25e+08,133699318,110108172,94996063,114557116
"d18991",442800000,785837768,650984978,557094069,682162558
"d18989",325200000,516889024,504238292,443176020,440611031
"d18977",3.71e+08,413581432,434404563,489980629,414048710
"d18943",1.25e+09,2110856557,2461351513,2032980758,1693708234
"d18949",459600000,545499050,519075625,620093575,523347190
"d18944",200400000,311635045,390377140,320638299,343970322
"d18969",2.5e+08,296771415,306129638,271644380,256284854
"d18970",621900000,970903407,978889261,1004043906,874901775
"d18957",255200000,320521294,416188728,315347364,335122477
"d18950",208500000,253972260,248617586,221011186,276295129
"d18978",3.47e+08,400484744,471147987,462723251,413328186
"d18951",35600000,61672255,57324400,76960788,55286688
"d18958",1.18e+09,1356559888,1121680950,1259304944,1063726784
"d18959",189200000,215349954,213170805,216257976,319282234
"d18966",90100000,87729461,88234634,55843625,61813295
"d18960",4.6e+07,99107465,111943205,128730136,83390480
"d18961",3.44e+08,539239910,548289334,552668157,441690937
"d18971",238600000,355111556,339368968,290815303,222251290
"d18952",1.72e+09,2492600145,2943520686,3166240961,3159156334
"d18946",4.2e+08,562227534,617526359,506685732,453706818
"d18964",1e+10,11500049480,11710008300,10929830353,10109419494
"d18979",1.8e+09,2200279602,2295462842,1548294999,2278646064
"d18980",130500000,298042483,236898601,244730757,197886883
"d18981",1.5e+09,1639205710,1752937952,1533933960,2188436615
"d18962",85400000,115729722,139130083,78569191,126606742
"d18972",9.4e+07,104254684,106981969,93920087,96617045
"d18947",138400000,240629472,279226186,296766563,318585599
"d18948",432200000,680700067,709554435,643139153,760225951
"d18982",2.01e+08,195715348,166836134,187663504,257292957
"d18973",1e+08,143328488,127931767,172837124,139336798
"d18953",1.26e+08,216603678,172765506,172017112,193595795
"d18954",3.2e+07,33033490,28405081,27417024,56625198
"d18983",201700000,301267105,364970035,217893803,246062902
"d18984",129700000,126524507,134015965,186316769,143896898
"d18985",563700000,800823542,719042325,663830778,819220211
"d18990",123300000,115939226,138938281,96033000,143530752
"d18967",6.1e+07,107742634,81782275,75908720,67608475
"d18986",58900000,103899329,98305114,83218907,88411177
