"district_id","district_name","year","value","value_ncu"
"d18959","Makueni",2015,213170805,1659193.04091814
"d18959","Makueni",2016,216257976,1683221.71895087
"d18959","Makueni",2017,319282234,2485100.43737742
"d18966","Mandera",2013,90100000,701284.085251375
"d18966","Mandera",2014,87729461,682833.238701234
"d18966","Mandera",2015,88234634,686765.200801108
"d18966","Mandera",2016,55843625,434653.112932806
"d18966","Mandera",2017,61813295,481117.425532168
"d18960","Marsabit",2013,4.6e+07,358036.269939659
"d18960","Marsabit",2014,99107465,771392.76286468
"d18960","Marsabit",2015,111943205,871298.425288925
"d18960","Marsabit",2016,128730136,1001957.77657098
"d18960","Marsabit",2017,83390480,649061.226253863
"d18961","Meru",2013,3.44e+08,2677488.62737484
"d18961","Meru",2014,539239910,4197118.39084777
"d18961","Meru",2015,548289334,4267553.65202304
"d18961","Meru",2016,552668157,4301635.77058056
"d18961","Meru",2017,441690937,3437855.99020941
"d18971","Migori",2013,238600000,1857118.56538266
"d18971","Migori",2014,355111556,2763974.28092844
"d18971","Migori",2015,339368968,2641443.46599981
"d18971","Migori",2016,290815303,2263531.00711938
"d18971","Migori",2017,222251290,1729870.06219299
"d18952","Mombasa",2013,1.72e+09,13387443.1368742
"d18952","Mombasa",2014,2492600145,19400896.9210185
"d18952","Mombasa",2015,2943520686,22910590.5849058
"d18952","Mombasa",2016,3166240961,24644110.9436217
"d18952","Mombasa",2017,3159156334,24588968.477861
"d18946","Murang'a",2013,4.2e+08,3269026.81249253
"d18946","Murang'a",2014,562227534,4376040.19849419
"d18946","Murang'a",2015,617526359,4806452.91664736
"d18946","Murang'a",2016,506685732,3943736.29384621
"d18946","Murang'a",2017,453706818,3531380.36441112
"d18964","Nairobi",2013,1e+10,77833971.7260127
"d18964","Nairobi",2014,11500049480,89509452.6074068
"d18964","Nairobi",2015,11710008300,91143645.4933574
"d18964","Nairobi",2016,10929830353,85071210.6665518
"d18964","Nairobi",2017,10109419494,78685627.1062398
"d18979","Nakuru",2013,1.8e+09,14010114.9106823
"d18979","Nakuru",2014,2200279602,17125650.0331391
"d18979","Nakuru",2015,2295462842,17866498.9942341
"d18979","Nakuru",2016,1548294999,12050994.9175693
"d18979","Nakuru",2017,2278646064,17735607.3318966
"d18980","Nandi",2013,130500000,1015733.33102447
"d18980","Nandi",2014,298042483,2319783.01949726
"d18980","Nandi",2015,236898601,1843875.9012166
"d18980","Nandi",2016,244730757,1904836.68208237
"d18980","Nandi",2017,197886883,1540232.20563708
"d18981","Narok",2013,1.5e+09,11675095.7589019
"d18981","Narok",2014,1639205710,12758589.0885259
"d18981","Narok",2015,1752937952,13643812.2993423
"d18981","Narok",2016,1533933960,11939217.2472211
"d18981","Narok",2017,2188436615,17033471.3616081
"d18962","Nithi",2013,85400000,664702.118540149
"d18962","Nithi",2014,115729722,900770.391000731
"d18962","Nithi",2015,139130083,1082904.69464598
"d18962","Nithi",2016,78569191,611535.219082969
"d18962","Nithi",2017,126606742,985430.557715059
"d18972","Nyamira",2013,9.4e+07,731639.33422452
"d18972","Nyamira",2014,104254684,811455.612676039
"d18972","Nyamira",2015,106981969,832683.155033917
"d18972","Nyamira",2016,93920087,731017.339606266
"d18972","Nyamira",2017,96617045,752008.83487809
"d18947","Nyandarua",2013,138400000,1077222.16868802
"d18947","Nyandarua",2014,240629472,1872914.75200934
"d18947","Nyandarua",2015,279226186,2173328.30662864
"d18947","Nyandarua",2016,296766563,2309852.0273768
"d18947","Nyandarua",2017,318585599,2479678.25048808
"d18948","Nyeri",2013,432200000,3363984.25799827
"d18948","Nyeri",2014,680700067,5298158.9768773
"d18948","Nyeri",2015,709554435,5522743.98318569
"d18948","Nyeri",2016,643139153,5005807.46504938
"d18948","Nyeri",2017,760225951,5917140.51755152
"d18982","Samburu",2013,2.01e+08,1564462.83169286
"d18982","Samburu",2014,195715348,1523330.28625787
"d18982","Samburu",2015,166836134,1298551.89366333
"d18982","Samburu",2016,187663504,1460659.58643405
"d18982","Samburu",2017,257292957,2002613.27404402
"d18973","Siaya",2013,1e+08,778339.717260127
"d18973","Siaya",2014,143328488,1115582.54825242
"d18973","Siaya",2015,127931767,995743.753553685
"d18973","Siaya",2016,172837124,1345259.98226214
"d18973","Siaya",2017,139336798,1084513.63959251
"d18953","Taita Taveta",2013,1.26e+08,980708.043747761
"d18953","Taita Taveta",2014,216603678,1685912.45492024
"d18953","Taita Taveta",2015,172765506,1344702.55092343
"d18953","Taita Taveta",2016,172017112,1338877.50317984
"d18953","Taita Taveta",2017,193595795,1506832.9634305
"d18954","Tana River",2013,3.2e+07,249068.709523241
"d18954","Tana River",2014,33033490,257112.772667152
"d18954","Tana River",2015,28405081,221088.02714291
"d18954","Tana River",2016,27417024,213397.587082741
"d18954","Tana River",2017,56625198,440736.406011187
"d18983","Trans-Nzoia",2013,201700000,1569911.20971368
"d18983","Trans-Nzoia",2014,301267105,2344881.53325477
"d18983","Trans-Nzoia",2015,364970035,2840706.73850319
"d18983","Trans-Nzoia",2016,217893803,1695954.01019754
"d18983","Trans-Nzoia",2017,246062902,1915205.29570886
"d18984","Turkana",2013,129700000,1009506.61328639
"d18984","Turkana",2014,126524507,984790.49004857
"d18984","Turkana",2015,134015965,1043099.48306443
"d18984","Turkana",2016,186316769,1450177.4130428
"d18984","Turkana",2017,143896898,1120006.70903929
"d18985","Uasin Gishu",2013,563700000,4387500.98619534
"d18985","Uasin Gishu",2014,800823542,6233127.69255534
"d18985","Uasin Gishu",2015,719042325,5596591.99938565
"d18985","Uasin Gishu",2016,663830778,5166858.6005709
"d18985","Uasin Gishu",2017,819220211,6376316.27403522
"d18990","Vihiga",2013,123300000,959692.871381737
"d18990","Vihiga",2014,115939226,902401.04384198
"d18990","Vihiga",2015,138938281,1081411.82350148
"d18990","Vihiga",2016,96033000,747462.980676418
"d18990","Vihiga",2017,143530752,1117156.84929813
"d18967","Wajir",2013,6.1e+07,474787.227528678
"d18967","Wajir",2014,107742634,838603.712844214
"d18967","Wajir",2015,81782275,636543.9280039
"d18967","Wajir",2016,75908720,590827.716623782
"d18967","Wajir",2017,67608475,526223.613158884
"d18986","West Pokot",2013,58900000,458442.093466215
"d18986","West Pokot",2014,103899329,808689.74357377
"d18986","West Pokot",2015,98305114,765147.746359846
"d18986","West Pokot",2016,83218907,647725.805450768
"d18986","West Pokot",2017,88411177,688139.305088151
