"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",55,31,46,61,52,37,57
"d301",21,17,18,32,30,23,22
"d322",25,23,22,68,36,38,31
"d323",14,12,14,20,26,20,19
"d315",12,12,17,30,41,31,20
"d324",18,7,8,44,17,14,29
"d216",37,32,24,40,30,30,31
"d316",23,22,25,67,32,87,45
"d302",15,13,13,19,15,25,18
"d303",23,19,19,31,32,27,23
"d217",36,33,42,60,67,59,70
"d218",64,50,46,75,54,74,58
"d201",38,40,43,60,58,58,48
"d420",22,20,19,35,27,25,19
"d117",29,23,23,41,70,44,37
"d219",39,47,31,47,39,48,42
"d118",28,25,21,53,57,33,39
"d220",31,31,38,23,48,44,38
"d225",70,58,50,97,76,76,59
"d416",33,32,31,55,33,71,27
"d401",25,31,20,35,39,35,43
"d402",19,20,17,39,24,18,22
"d202",42,38,42,62,48,37,51
"d221",27,36,45,59,48,52,37
"d119",25,26,19,37,38,28,28
"d120",24,10,17,20,23,28,33
"d226",35,29,32,62,65,71,47
"d317",11,12,15,31,20,21,35
"d121",19,27,26,41,28,40,25
"d304",34,28,23,31,25,23,26
"d403",23,26,29,45,37,46,42
"d417",21,27,19,35,28,27,24
"d203",47,43,39,56,58,56,59
"d418",21,20,21,36,29,24,27
"d204",28,23,22,45,40,35,38
"d318",64,,14,29,18,18,23
"d404",26,22,30,40,31,28,31
"d405",27,38,39,44,48,36,38
"d213",26,29,32,48,36,36,29
"d101",8,11,8,14,10,14,10
"d222",34,29,30,41,54,69,63
"d122",17,21,20,32,26,28,28
"d102",35,31,34,63,45,44,41
"d205",29,29,27,58,52,50,46
"d413",23,22,25,34,30,29,29
"d414",20,17,19,36,34,21,27
"d206",36,33,27,47,50,30,37
"d406",27,29,30,43,36,37,34
"d207",21,26,27,30,53,42,36
"d112",27,27,26,49,46,48,37
"d407",22,20,23,31,29,28,25
"d103",33,38,31,37,53,46,33
"d227",45,46,41,58,68,46,55
"d419",20,19,19,34,23,30,22
"d421",28,23,21,34,27,27,31
"d408",19,18,24,40,31,27,24
"d305",28,26,23,48,43,48,53
"d319",34,27,23,49,40,25,29
"d325",21,19,23,54,36,26,33
"d306",22,23,26,216,55,64,68
"d208",25,24,28,45,53,41,44
"d228",28,23,28,81,39,66,42
"d123",32,18,28,37,28,29,25
"d422",28,26,28,27,27,31,22
"d415",22,26,20,51,36,41,33
"d326",23,17,22,95,83,43,35
"d307",18,16,15,37,36,28,29
"d229",38,37,16,56,87,46,42
"d104",26,24,26,48,40,36,34
"d124",27,29,34,35,43,36,39
"d114",29,30,30,42,30,57,28
"d223",41,36,48,56,58,42,53
"d320",23,23,17,29,23,22,22
"d105",25,22,23,35,24,33,29
"d409",30,21,21,56,32,31,32
"d214",26,30,34,52,50,51,55
"d209",44,38,48,73,62,53,92
"d410",21,22,19,35,35,27,28
"d423",18,17,16,36,31,32,27
"d115",25,28,32,50,39,41,32
"d308",30,19,21,48,28,19,33
"d309",20,20,19,24,25,44,21
"d106",16,15,20,36,30,30,24
"d107",33,30,32,59,44,44,38
"d108",28,28,27,47,47,51,38
"d311",32,46,39,34,28,,116
"d116",24,19,23,33,22,27,25
"d109",28,24,22,28,28,24,32
"d230",32,26,33,84,47,46,41
"d224",47,39,50,63,62,58,52
"d327",24,28,26,214,43,30,22
"d310",30,20,27,39,35,33,31
"d231",30,33,35,58,58,40,25
"d424",67,41,41,29,52,42,40
"d411",19,19,24,40,43,29,25
"d328",32,28,22,22,18,24,25
"d329",30,25,32,21,18,21,27
"d321",21,14,18,29,16,22,19
"d312",14,15,13,20,23,23,30
"d210",29,31,28,47,43,49,49
"d110",24,23,24,50,29,36,36
"d425",21,17,30,32,29,27,25
"d412",22,25,21,40,32,30,27
"d111",21,22,23,33,32,33,34
"d232",32,34,36,49,30,36,36
"d426",21,19,19,47,23,22,27
"d215",29,35,31,32,40,38,36
"d211",33,31,33,70,48,48,49
"d212",27,30,25,48,32,38,33
"d113",26,19,21,46,27,29,27
"d313",29,30,42,51,50,42,40
"d330",39,18,21,50,26,32,27
