"district_id","2013","2016"
"d18974",35.0813743218806,31.6
"d18975",25.2715837621498,26.4
"d18987",30.7607090103397,33.7
"d18988",37.8728923476005,35.7
"d18976",30.9278350515464,26.5
"d18955",32.6499620349279,31
"d18965",25.3549695740365,20.3
"d18968",43.6742607852642,37.1
"d18956",38.6581469648562,40.9
"d18991",31.3544668587896,32.7
"d18989",34.5234748383469,34.7
"d18977",33.5423197492163,27.4
"d18943",28.1756180733163,25
"d18949",32.5325325325325,37.1
"d18944",29.9610894941634,29.6
"d18969",33.0708661417323,32.3
"d18970",36.3917071018968,31.2
"d18957",45.1581508515815,46.4
"d18950",33.0327868852459,29.7
"d18978",35.984481086324,40.1
"d18951",24.7747747747748,33
"d18958",36.6351606805293,36.4
"d18959",41.3404825737265,46
"d18966",18.6454183266932,45.8
"d18960",37.9613356766257,33
"d18961",28.7234042553191,32
"d18971",38.2907880133185,46.1
"d18952",22.2925195385188,25
"d18946",37.2311302307391,39.6
"d18964",23.6548223350254,24
"d18979",31.3811615422157,30
"d18980",28.0337443218689,26.8
"d18981",34.2789598108747,24.5
"d18962",31.8693693693694,35.2
"d18972",32.9007633587786,36.6
"d18947",34.5378735232801,33.9
"d18948",35.6470004957858,38.1
"d18982",47.4683544303797,35.1
"d18973",45.2763819095477,45.7
"d18953",33.6146272855134,31.7
"d18954",30.379746835443,38
"d18983",29.4532627865961,23.9
"d18984",37.012987012987,52.1
"d18985",28.719723183391,28.4
"d18990",40.3892944038929,41.3
"d18967",19.0744920993228,33.6
"d18986",34.5415778251599,26.8
