id-from,id-to,flow,year,value
FR,AF,oda,2014,38740000
FR,AL,oda,2014,5110000
FR,DZ,oda,2014,128640000
FR,AO,oda,2014,5320000
FR,AG,oda,2014,10000
FR,AR,oda,2014,13330000
FR,AM,oda,2014,17340000
FR,AZ,oda,2014,2620000
FR,BD,oda,2014,4450000
FR,BY,oda,2014,2650000
FR,BZ,oda,2014,
FR,BJ,oda,2014,42990000
FR,BT,oda,2014,30000
FR,BO,oda,2014,9230000
FR,BA,oda,2014,4140000
FR,BW,oda,2014,770000
FR,BR,oda,2014,224340000
FR,BF,oda,2014,76670000
FR,BI,oda,2014,12170000
FR,KH,oda,2014,66340000
FR,CM,oda,2014,222250000
FR,CV,oda,2014,9510000
FR,CF,oda,2014,49100000
FR,TD,oda,2014,33530000
FR,CL,oda,2014,15050000
FR,CN,oda,2014,205860000
FR,CO,oda,2014,478930000
FR,KM,oda,2014,27850000
FR,CD,oda,2014,39980000
FR,CG,oda,2014,51540000
FR,CK,oda,2014,40000
FR,CR,oda,2014,5760000
FR,CI,oda,2014,334860000
FR,CU,oda,2014,2930000
FR,DJ,oda,2014,41430000
FR,DM,oda,2014,11190000
FR,DO,oda,2014,40200000
FR,EC,oda,2014,46830000
FR,EG,oda,2014,111590000
FR,SV,oda,2014,3910000
FR,GQ,oda,2014,4050000
FR,ER,oda,2014,220000
FR,ET,oda,2014,61090000
FR,FJ,oda,2014,800000
FR,GA,oda,2014,102020000
FR,GM,oda,2014,350000
FR,GE,oda,2014,5710000
FR,GH,oda,2014,71540000
FR,GD,oda,2014,
FR,GT,oda,2014,3390000
FR,GN,oda,2014,103080000
FR,GW,oda,2014,3370000
FR,GY,oda,2014,210000
FR,HT,oda,2014,39560000
FR,HN,oda,2014,6020000
FR,IN,oda,2014,160650000
FR,ID,oda,2014,174910000
FR,IR,oda,2014,5290000
FR,IQ,oda,2014,24550000
FR,JM,oda,2014,370000
FR,JO,oda,2014,25980000
FR,KZ,oda,2014,4820000
FR,KE,oda,2014,127690000
FR,KI,oda,2014,
FR,KP,oda,2014,14870000
FR,XK,oda,2014,4330000
FR,KG,oda,2014,980000
FR,LA,oda,2014,13400000
FR,LB,oda,2014,72230000
FR,LS,oda,2014,140000
FR,LR,oda,2014,1480000
FR,LY,oda,2014,4490000
FR,MK,oda,2014,3330000
FR,MG,oda,2014,69520000
FR,MW,oda,2014,3890000
FR,MY,oda,2014,7740000
FR,MV,oda,2014,5050000
FR,ML,oda,2014,113990000
FR,MH,oda,2014,
FR,MR,oda,2014,30840000
FR,MU,oda,2014,92610000
FR,MX,oda,2014,238320000
FR,FM,oda,2014,
FR,MD,oda,2014,6060000
FR,MN,oda,2014,5880000
FR,ME,oda,2014,800000
FR,MS,oda,2014,
FR,MA,oda,2014,694540000
FR,MZ,oda,2014,85510000
FR,MM,oda,2014,6140000
FR,NA,oda,2014,740000
FR,NR,oda,2014,
FR,NP,oda,2014,1820000
FR,NI,oda,2014,1070000
FR,NE,oda,2014,59130000
FR,NG,oda,2014,81860000
FR,NU,oda,2014,
FR,PK,oda,2014,36800000
FR,PW,oda,2014,
FR,PA,oda,2014,640000
FR,PG,oda,2014,260000
FR,PY,oda,2014,1300000
FR,PE,oda,2014,16290000
FR,PH,oda,2014,150890000
FR,RW,oda,2014,7240000
FR,WS,oda,2014,20000
FR,ST,oda,2014,1530000
FR,SN,oda,2014,315230000
FR,RS,oda,2014,8670000
FR,SC,oda,2014,2550000
FR,SL,oda,2014,190000
FR,SB,oda,2014,10000
FR,SO,oda,2014,1610000
FR,ZA,oda,2014,138190000
FR,SS,oda,2014,2890000
FR,LK,oda,2014,15840000
FR,SH,oda,2014,
FR,LC,oda,2014,1000000
FR,VC,oda,2014,10000
FR,SD,oda,2014,4760000
FR,SR,oda,2014,3300000
FR,SZ,oda,2014,150000
FR,SY,oda,2014,33780000
FR,TJ,oda,2014,14570000
FR,TZ,oda,2014,22800000
FR,TH,oda,2014,13990000
FR,TL,oda,2014,560000
FR,TG,oda,2014,36370000
FR,TK,oda,2014,
FR,TO,oda,2014,180000
FR,TN,oda,2014,175170000
FR,TR,oda,2014,295780000
FR,TM,oda,2014,290000
FR,TV,oda,2014,
FR,UG,oda,2014,9690000
FR,UA,oda,2014,14390000
FR,UY,oda,2014,2240000
FR,UZ,oda,2014,1720000
FR,VU,oda,2014,4390000
FR,VE,oda,2014,7520000
FR,VN,oda,2014,231390000
FR,WF,oda,2014,99160000
FR,PS,oda,2014,57680000
FR,YE,oda,2014,3630000
FR,ZM,oda,2014,25320000
FR,ZW,oda,2014,2650000
FR,AF,fdi,2012,
FR,AL,fdi,2012,
FR,DZ,fdi,2012,266067000
FR,AO,fdi,2012,953728000
FR,AG,fdi,2012,
FR,AR,fdi,2012,61697000
FR,AM,fdi,2012,
FR,AZ,fdi,2012,3856000
FR,BD,fdi,2012,
FR,BY,fdi,2012,
FR,BZ,fdi,2012,
FR,BJ,fdi,2012,
FR,BT,fdi,2012,0
FR,BO,fdi,2012,
FR,BA,fdi,2012,
FR,BW,fdi,2012,
FR,BR,fdi,2012,2475578000
FR,BF,fdi,2012,
FR,BI,fdi,2012,
FR,KH,fdi,2012,
FR,CM,fdi,2012,84833000
FR,CV,fdi,2012,
FR,CF,fdi,2012,
FR,TD,fdi,2012,0
FR,CL,fdi,2012,
FR,CN,fdi,2012,2195373000
FR,CO,fdi,2012,19280000
FR,KM,fdi,2012,
FR,CD,fdi,2012,
FR,CG,fdi,2012,335476000
FR,CK,fdi,2012,
FR,CR,fdi,2012,
FR,CI,fdi,2012,116967000
FR,CU,fdi,2012,
FR,DJ,fdi,2012,
FR,DM,fdi,2012,
FR,DO,fdi,2012,
FR,EC,fdi,2012,
FR,EG,fdi,2012,143959000
FR,SV,fdi,2012,
FR,GQ,fdi,2012,
FR,ER,fdi,2012,
FR,ET,fdi,2012,
FR,FJ,fdi,2012,
FR,GA,fdi,2012,206941000
FR,GM,fdi,2012,
FR,GE,fdi,2012,
FR,GH,fdi,2012,
FR,GD,fdi,2012,0
FR,GT,fdi,2012,
FR,GN,fdi,2012,
FR,GW,fdi,2012,
FR,GY,fdi,2012,
FR,HT,fdi,2012,
FR,HN,fdi,2012,
FR,IN,fdi,2012,437018000
FR,ID,fdi,2012,583548000
FR,IR,fdi,2012,83548000
FR,IQ,fdi,2012,
FR,JM,fdi,2012,
FR,JO,fdi,2012,1285000
FR,KZ,fdi,2012,106684000
FR,KE,fdi,2012,44987000
FR,KI,fdi,2012,0
FR,KP,fdi,2012,
FR,XK,fdi,2012,
FR,KG,fdi,2012,
FR,LA,fdi,2012,
FR,LB,fdi,2012,33419000
FR,LS,fdi,2012,0
FR,LR,fdi,2012,0
FR,LY,fdi,2012,0
FR,MK,fdi,2012,
FR,MG,fdi,2012,
FR,MW,fdi,2012,
FR,MY,fdi,2012,156812000
FR,MV,fdi,2012,
FR,ML,fdi,2012,2571000
FR,MH,fdi,2012,
FR,MR,fdi,2012,
