"district_id","2014"
"d18974",19.3
"d18975",17.9
"d18987",18.2
"d18988",18.5
"d18976",20.5
"d18955",16.2
"d18965",48.5
"d18968",19.7
"d18956",20.1
"d18991",18.6
"d18989",17.7
"d18977",18.4
"d18943",18.7
"d18949",19.2
"d18944",19.4
"d18969",19
"d18970",20.4
"d18957",15.4
"d18950",21.7
"d18978",19.9
"d18951",21
"d18958",17.9
"d18959",17.1
"d18966",26
"d18960",31.3
"d18961",18.8
"d18971",21.5
"d18952",21.3
"d18946",17.7
"d18964",25.4
"d18979",21.9
"d18980",16.9
"d18981",19.1
"d18962",14.5
"d18972",18.8
"d18947",17.1
"d18948",18
"d18982",18.8
"d18973",18.7
"d18953",17.2
"d18954",27.7
"d18983",23.6
"d18984",70.3
"d18985",18.5
"d18990",17.6
"d18967",29.4
"d18986",19.8
